,gatsbyjs/gatsby,vercel/next.js,gohugoio/hugo
2017-10-31,14.0206961664,3,0
2017-11-01,16.300097024000003,1,0
2017-11-02,3.008945971200003,1,0
2017-11-03,-1.9127685119999995,0,0
2017-11-04,0.14665922560000055,6,2
2017-11-05,-8.594963148800002,6,2
2017-11-06,4.869930086399998,3,2
2017-11-07,7.624289279999999,0,3
2017-11-08,-5.765910527999999,1,0
2017-11-09,21.99604736,1,1
2017-11-10,-2.480461209599998,0,0
2017-11-11,-8.264753254399999,1,2
2017-11-12,-4.4911336448,0,0
2017-11-13,17.348142592,6,0
2017-11-14,-2.792782848,0,0
2017-11-15,-1.5735534591999993,5,1
2017-11-16,-0.12319365119999937,4,4
2017-11-17,2.4473619456,1,6
2017-11-18,-3.1408736255999994,0,2
2017-11-19,-0.9928634368,0,3
2017-11-20,4.6132882431999995,1,8
2017-11-21,0.8445158400000006,0,0
2017-11-22,-3.8295859199999995,0,0
2017-11-23,-1.6090648576,8,0
2017-11-24,0.01460633599999972,0,1
2017-11-25,-1.0704122880000002,1,1
2017-11-26,-0.5871420416,0,0
2017-11-27,18.6366823424,0,7
2017-11-28,20.134860902400003,2,1
2017-11-29,-5.675317657599997,0,0
2017-11-30,-2.862953983999999,0,1
2017-12-01,-5.56077056,0,1
2017-12-02,-2.861043712000002,7,2
2017-12-03,12.059445043199998,5,0
2017-12-04,-5.039626239999999,6,0
2017-12-05,-2.6157998079999993,5,1
2017-12-06,7.5346946048,2,2
2017-12-07,-5.4018468863999995,4,2
2017-12-08,-1.9446918144000003,7,0
2017-12-09,2.873020416,2,0
2017-12-10,4.65093376,1,0
2017-12-11,-3.8514042879999995,1,0
2017-12-12,3.4465118208,0,0
2017-12-13,20.1611423744,3,0
2017-12-14,9.624636723200002,3,0
2017-12-15,-2.509498367999999,0,1
2017-12-16,2.0857753600000013,0,3
2017-12-17,-0.6557767680000008,0,1
2017-12-18,-0.36899461120000154,3,0
2017-12-19,3.4369665024,2,0
2017-12-20,0.5888665599999996,0,0
2017-12-21,7.15862784,0,0
2017-12-22,-0.06770288639999933,1,0
2017-12-23,-2.4989245439999994,0,0
2017-12-24,-4.4858816512,1,0
2017-12-25,-0.2934277120000006,0,0
2017-12-26,-2.2847748096000005,1,0
2017-12-27,0.7136781311999996,3,1
2017-12-28,-0.6916042751999998,2,5
2017-12-29,0.7513713664000001,1,4
2017-12-30,-0.46900797439999975,0,2
2017-12-31,0.0038654976000001007,0,5
2018-01-01,2.1625622528,1,3
2018-01-02,9.426610176,0,6
2018-01-03,-2.0108046335999985,2,8
2018-01-04,-2.8781603839999996,0,0
2018-01-05,-1.3192083456,0,0
2018-01-06,-0.8238993408000006,1,5
2018-01-07,-0.5822841856000003,0,2
2018-01-08,9.5744832512,1,6
2018-01-09,-3.329231052799999,0,0
2018-01-10,26.1397810176,0,4
2018-01-11,4.853753139200002,0,10
2018-01-12,6.321605529600001,1,5
2018-01-13,-2.9731199999999998,11,1
2018-01-14,-2.752384000000001,0,4
2018-01-15,3.1994751999999993,1,3
2018-01-16,6.258718719999999,0,0
2018-01-17,-7.48987136,0,5
2018-01-18,12.8765519872,0,6
2018-01-19,11.6118393856,0,2
2018-01-20,1.9486357504000011,0,0
2018-01-21,-2.2763119615999976,0,1
2018-01-22,8.3968275456,0,9
2018-01-23,5.899043328000001,0,4
2018-01-24,-7.7643446272,0,6
2018-01-25,9.1278135296,1,5
2018-01-26,12.7330721792,2,6
2018-01-27,-0.9135640575999986,1,4
2018-01-28,-5.999348940799999,0,4
2018-01-29,8.876383948800001,0,5
2018-01-30,7.6798247936,4,5
2018-01-31,-8.860965580799999,15,10
2018-02-01,6.6431895552,7,0
2018-02-02,3.1827511296000006,5,2
2018-02-03,-4.9621775359999996,4,0
2018-02-04,-3.7617422335999997,5,0
2018-02-05,4.0967624704,11,12
2018-02-06,19.4342217728,8,0
2018-02-07,4.279809024000002,5,1
2018-02-08,6.419621990400001,3,1
2018-02-09,14.944417382400001,10,4
2018-02-10,-2.0704295936,0,3
2018-02-11,-11.1578078208,3,0
2018-02-12,2.8563070975999985,2,8
2018-02-13,9.450023219199998,6,2
2018-02-14,-1.8171795455999984,9,1
2018-02-15,7.5196341248000005,2,11
2018-02-16,15.4446262272,9,3
2018-02-17,1.9323495424000008,2,2
2018-02-18,-11.885513932799999,4,1
2018-02-19,2.9356322815999993,5,1
2018-02-20,6.687839744,1,0
2018-02-21,3.589310873599999,3,8
2018-02-22,6.4731133952,2,3
2018-02-23,4.238803865600001,1,0
2018-02-24,1.1867898879999998,3,0
2018-02-25,-3.674726911999999,5,2
2018-02-26,6.1503194112,4,2
2018-02-27,13.228698624,3,10
2018-02-28,7.0987677696,5,0
2018-03-01,-0.3707597823999986,0,1
2018-03-02,5.0363433984,0,0
2018-03-03,-6.610068479999999,1,0
2018-03-04,-0.3006902272000005,1,0
2018-03-05,9.1724797952,3,0
2018-03-06,6.9726341120000015,7,0
2018-03-07,15.703873126400001,6,5
2018-03-08,5.228977459200001,5,0
2018-03-09,-10.740156723199998,3,2
2018-03-10,-6.9710550016,1,1
2018-03-11,0.09190143999999867,1,6
2018-03-12,-0.18784849920000113,3,2
2018-03-13,16.0010632192,1,0
2018-03-14,2.802781696000002,2,1
2018-03-15,1.9424801792000004,2,1
2018-03-16,17.782814003200002,3,6
2018-03-17,-5.8970910719999985,1,2
2018-03-18,4.632430489600001,0,2
2018-03-19,1.7356549119999993,0,1
2018-03-20,1.339179724800001,0,5
2018-03-21,8.8907286528,2,1
2018-03-22,-2.736522751999999,0,0
2018-03-23,2.2785949696000003,6,0
2018-03-24,-2.773786316799999,0,1
2018-03-25,-3.6641302527999997,2,0
2018-03-26,12.3868983296,2,3
2018-03-27,0.4772151296000011,1,0
2018-03-28,-0.9438619647999991,2,0
2018-03-29,1.500814848000001,6,0
2018-03-30,-0.45883996160000073,6,1
2018-03-31,-3.4693535743999995,15,1
2018-04-01,3.4249195519999995,0,1
2018-04-02,9.094188032,1,12
2018-04-03,9.027134054400001,8,0
2018-04-04,6.852502323200001,1,1
2018-04-05,-2.8810796032,1,12
2018-04-06,7.2377930752,0,5
2018-04-07,5.159508582400001,1,5
2018-04-08,-5.360723455999999,0,1
2018-04-09,-1.6563929088,1,8
2018-04-10,4.2967826432,0,0
2018-04-11,9.7987332096,0,24
2018-04-12,1.7809313792000019,4,2
2018-04-13,-1.0717411327999997,2,1
2018-04-14,10.7109842944,2,2
2018-04-15,-5.8358572032,0,10
2018-04-16,6.4552199168,0,9
2018-04-17,13.3667662848,0,8
2018-04-18,1.2530178048000007,7,0
2018-04-19,-5.884077363199999,0,5
2018-04-20,1.9865403391999994,0,0
2018-04-21,-4.396046028800001,0,4
2018-04-22,13.1179331584,5,6
2018-04-23,3.9113585664000006,6,7
2018-04-24,16.2620274688,2,0
2018-04-25,0.22666608640000163,2,6
2018-04-26,-0.9220773887999982,3,0
2018-04-27,11.2501262336,2,0
2018-04-28,-9.1249298432,0,0
2018-04-29,-5.3147177984,3,1
2018-04-30,7.028531302399999,0,6
2018-05-01,9.9611382784,2,1
2018-05-02,7.060071321600001,2,0
2018-05-03,11.149440512000002,0,1
2018-05-04,6.817415884800003,0,3
2018-05-05,-2.2738426879999984,8,1
2018-05-06,-7.996780032,5,0
2018-05-07,1.5296152575999988,3,0
2018-05-08,3.8828710912,4,1
2018-05-09,6.7594432512000004,3,7
2018-05-10,3.000695910400001,4,0
2018-05-11,6.3578952704,4,0
2018-05-12,-9.794340249599998,5,1
2018-05-13,-1.070079488000001,10,0
2018-05-14,4.3921549311999994,5,3
2018-05-15,15.8196993024,4,0
2018-05-16,0.22482954240000197,14,0
2018-05-17,-1.461856255999999,2,0
2018-05-18,2.476742860800001,2,0
2018-05-19,-4.7070191616,1,0
2018-05-20,-3.8453816320000005,0,2
2018-05-21,1.8886691839999994,5,7
2018-05-22,0.8899188736000001,0,4
2018-05-23,-1.2162417663999996,7,6
2018-05-24,3.6333591552,2,3
2018-05-25,0.4794688512000005,14,16
2018-05-26,-1.9969376255999998,1,2
2018-05-27,1.2956443648,1,3
2018-05-28,3.9235646464,0,1
2018-05-29,-0.3501434879999996,4,2
2018-05-30,4.440256204800001,0,2
2018-05-31,40.0176677888,3,1
2018-06-01,-2.184432025599996,3,0
2018-06-02,-9.057183948799999,0,0
2018-06-03,-6.0962952192,0,3
2018-06-04,18.754557747199996,3,2
2018-06-05,4.053729177600001,1,2
2018-06-06,9.839185203200001,2,0
2018-06-07,-0.2965714943999984,5,0
2018-06-08,5.108657254400001,3,0
2018-06-09,-11.575707443199999,1,2
2018-06-10,-4.929547673600001,1,2
2018-06-11,3.9499255807999987,1,6
2018-06-12,17.0074883072,1,8
2018-06-13,-5.340384358399998,6,7
2018-06-14,14.382731059200001,6,4
2018-06-15,5.421085491200001,3,1
2018-06-16,15.7622685696,4,0
2018-06-17,7.541943091200002,1,0
2018-06-18,-10.215096319999999,2,0
2018-06-19,6.527786495999999,2,0
2018-06-20,0.28015267840000035,0,0
2018-06-21,95.5658461184,0,0
2018-06-22,-38.50426081279999,4,0
2018-06-23,-13.8283271168,2,2
2018-06-24,-7.750991769599999,1,0
2018-06-25,9.460095590399996,3,2
2018-06-26,-6.376049766400001,0,2
2018-06-27,5.831845376,2,0
2018-06-28,4.740540416000002,8,9
2018-06-29,-7.926517964799999,5,1
2018-06-30,-6.33349376,2,2
2018-07-01,0.2529043455999993,0,1
2018-07-02,5.971609087999999,1,2
2018-07-03,9.7102163968,0,0
2018-07-04,-4.284792934399999,1,0
2018-07-05,-2.7342169087999997,2,0
2018-07-06,19.834122444800002,3,5
2018-07-07,-8.895897087999998,0,1
2018-07-08,-4.603854950400001,0,2
2018-07-09,10.529741824,1,19
2018-07-10,4.113088921599999,1,4
2018-07-11,14.805976268800002,4,2
2018-07-12,10.170606080000002,1,5
2018-07-13,3.7652466688000032,3,6
2018-07-14,-10.105894809599999,0,1
2018-07-15,-1.1158626304000014,1,1
2018-07-16,5.5808472064,0,2
2018-07-17,15.601565184,1,4
2018-07-18,5.325184409600002,2,7
2018-07-19,7.799363891200002,2,14
2018-07-20,20.7874289664,0,3
2018-07-21,-16.1290356736,4,4
2018-07-22,-8.590024089600002,1,5
2018-07-23,6.261259366399998,1,2
2018-07-24,5.327995903999999,3,1
2018-07-25,6.057536819200001,3,5
2018-07-26,-0.06917642239999822,2,0
2018-07-27,5.683430297600001,4,0
2018-07-28,-2.4566410239999996,0,0
2018-07-29,-3.8665756671999993,0,1
2018-07-30,8.6597277696,2,0
2018-07-31,17.360101888,2,6
2018-08-01,2.6944776192000006,2,8
2018-08-02,5.534633881600001,0,0
2018-08-03,9.287884288,0,0
2018-08-04,-9.431021055999999,3,0
2018-08-05,-7.2612974592000015,3,2
2018-08-06,29.0416164864,0,9
2018-08-07,26.0991220736,9,1
2018-08-08,0.21503580160000269,3,3
2018-08-09,14.171219968000003,3,1
2018-08-10,1.439147827200003,2,0
2018-08-11,-12.456936857599999,1,3
2018-08-12,-9.9899537408,2,1
2018-08-13,13.350028492799998,8,1
2018-08-14,7.406480384000002,1,6
2018-08-15,16.036831641600003,4,2
2018-08-16,14.775087718400002,0,6
2018-08-17,-9.584708710399997,3,12
2018-08-18,-10.8903074816,0,3
2018-08-19,-6.217126809600002,1,1
2018-08-20,15.190859775999998,4,6
2018-08-21,0.6586040320000013,0,0
2018-08-22,-5.819812147199999,3,1
2018-08-23,-2.2661225471999984,4,1
2018-08-24,-2.1171981312000003,8,3
2018-08-25,-2.9581566976,4,4
2018-08-26,-0.46571008000000047,0,2
2018-08-27,4.6429100032,2,0
2018-08-28,13.748019712000001,4,9
2018-08-29,11.822216908800002,1,6
2018-08-30,-3.752884940799998,8,9
2018-08-31,11.3118452736,3,1
2018-09-01,-6.298581094399999,1,0
2018-09-02,-5.7309300736000015,10,1
2018-09-03,19.962006528,8,2
2018-09-04,3.7102400512000013,13,0
2018-09-05,12.671874355200002,7,0
2018-09-06,-0.6544224255999964,2,2
2018-09-07,9.338624,6,20
2018-09-08,-3.7807681535999986,1,3
2018-09-09,-8.057223270400002,2,0
2018-09-10,20.1921404928,1,1
2018-09-11,5.930330624,2,2
2018-09-12,3.1198222336000008,7,2
2018-09-13,8.170196992000001,0,1
2018-09-14,1.7285861376000007,4,8
2018-09-15,-11.620988518399999,0,0
2018-09-16,-5.299503104000001,8,0
2018-09-17,50.7028640768,5,0
2018-09-18,14.068817203200005,1,1
2018-09-19,18.509614592000005,3,0
