,getsentry/sentry,grafana/grafana,elastic/kibana
2021-05-22,0.0,1,2
2021-05-23,0.0,0,0
2021-05-24,7.0,19,15
2021-05-25,24.9,18,18
2021-05-26,8.165,29,40
2021-05-27,11.648500000000002,35,37
2021-05-28,-3.6726374999999987,39,30
2021-05-29,-6.203929249999998,4,3
2021-05-30,-3.4681752874999985,0,0
2021-05-31,12.57322154625,25,11
2021-06-01,9.645861928890625,27,31
2021-06-02,19.135032350948435,30,30
2021-06-03,2.1720130076984354,34,31
2021-06-04,6.7483664972296875,39,33
2021-06-05,-9.331832315249999,1,1
2021-06-06,-4.503624916896873,0,0
2021-06-07,10.02642534375,13,24
2021-06-08,26.871266081015627,11,38
2021-06-09,16.96391886700781,17,43
2021-06-10,10.477598403103125,17,41
2021-06-11,10.972044927995313,18,7
2021-06-12,-12.065921003509374,0,3
2021-06-13,-7.418129074224998,0,0
2021-06-14,17.392116978750003,18,34
2021-06-15,26.003518023296873,27,44
2021-06-16,10.215412949707812,14,50
2021-06-17,11.071051954098438,24,51
2021-06-18,1.1195111151250003,10,21
2021-06-19,-11.951113297460937,1,0
2021-06-20,-6.224671739351561,0,0
2021-06-21,29.948710601034378,11,46
2021-06-22,19.74762145115625,10,60
2021-06-23,18.08588756281562,15,62
2021-06-24,7.5448195702125,13,69
2021-06-25,-1.4683047599593735,6,10
2021-06-26,-11.791047212303123,1,1
2021-06-27,-6.312677186724998,2,1
2021-06-28,16.739633230000003,13,59
2021-06-29,21.437771021218747,12,81
2021-06-30,33.866579926818744,12,86
2021-07-01,9.307575074535936,17,48
2021-07-02,2.147931698443749,13,3
2021-07-03,-14.437022115539058,0,1
2021-07-04,-7.413193647759373,1,0
2021-07-05,8.05874351375,14,17
2021-07-06,30.366574561671875,13,46
2021-07-07,18.25479008737656,24,42
2021-07-08,10.818996322532811,15,51
2021-07-09,18.739436686856248,14,41
2021-07-10,-16.100574982296877,2,4
2021-07-11,-9.010213977156246,2,0
2021-07-12,36.44134416625,19,33
2021-07-13,17.324822454546872,20,43
2021-07-14,28.193155183379687,19,39
2021-07-15,15.669947574621872,17,36
2021-07-16,0.4437245743968745,18,35
2021-07-17,-16.914710704815626,2,1
2021-07-18,-8.913932621679686,0,2
2021-07-19,28.182771851034374,17,31
2021-07-20,20.404766413343747,16,38
2021-07-21,22.409135406690623,27,34
2021-07-22,19.877279601365622,23,43
2021-07-23,9.706762731696873,11,4
2021-07-24,-18.161633471690624,1,0
2021-07-25,-9.672093166121872,0,2
2021-07-26,8.795812505,18,41
2021-07-27,18.872105048718748,10,38
2021-07-28,14.356463163287497,5,48
2021-07-29,18.14729392872656,22,41
2021-07-30,6.102200951312497,13,33
2021-07-31,-14.655825772796877,0,1
2021-08-01,-7.121392464482811,0,0
2021-08-02,13.524163830517189,9,40
2021-08-03,15.274675683515625,13,46
2021-08-04,11.279062854570311,26,26
2021-08-05,12.523066488793749,15,29
2021-08-06,19.593790479965623,10,5
2021-08-07,-14.20578162229219,0,1
2021-08-08,-7.920997529354684,0,0
2021-08-09,-0.7610998774999986,15,32
2021-08-10,-3.6635840592812503,16,56
2021-08-11,-1.424674749315626,11,46
2021-08-12,-1.9358072094468763,12,45
2021-08-13,-2.111638182245314,18,47
2021-08-14,-0.2844750315859397,2,9
