,php/php-src,python/cpython,ruby/ruby
2008-01-05,24,31,14.0
2008-01-06,8,35,9.200000000000001
2008-01-07,15,42,20.48
2008-01-08,16,14,11.568
2008-01-09,33,13,6.433599999999998
2008-01-10,18,9,2.0472959999999985
2008-01-11,21,24,12.097164799999998
2008-01-12,22,6,2.636216319999999
2008-01-13,18,7,12.664712192
2008-01-14,33,15,16.1420488704
2008-01-15,30,22,6.687319347200001
2008-01-16,23,16,4.6177670144
2008-01-17,26,17,9.5671840768
2008-01-18,20,23,14.1387353088
2008-01-19,11,48,7.9882672128
2008-01-20,10,27,5.449748275199999
2008-01-21,19,36,5.201018470399999
2008-01-22,13,14,3.6234119168000003
2008-01-23,21,17,21.3095518208
2008-01-24,29,34,11.31909888
2008-01-25,31,23,15.562674483199999
2008-01-26,5,32,7.623514521600001
2008-01-27,31,39,10.600187289599997
2008-01-28,38,14,12.532569497599999
2008-01-29,71,5,19.0912811008
2008-01-30,50,20,4.4648292352
2008-01-31,23,12,-1.6624993280000009
2008-02-01,30,23,-2.5127415808
2008-02-02,45,16,-0.827649536
2008-02-03,24,25,-2.9694759935999997
2008-02-04,50,17,3.2569469952000007
2008-02-05,12,26,4.895408230400001
2008-02-06,30,21,-2.426158694399998
2008-02-07,22,23,11.9710962688
2008-02-08,22,12,6.071687680000001
2008-02-09,7,21,7.177012019199999
2008-02-10,8,14,1.8431842303999995
2008-02-11,35,15,-0.38519183360000087
2008-02-12,56,17,16.443857817599998
2008-02-13,26,10,4.554192281600001
2008-02-14,36,39,7.2980994047999985
2008-02-15,29,12,12.0261026816
2008-02-16,16,6,10.8177772544
2008-02-17,15,11,9.397010944
2008-02-18,19,10,6.3030235135999995
2008-02-19,39,6,-0.21750691840000158
2008-02-20,31,3,2.2615006207999997
2008-02-21,43,20,3.5930829824000003
2008-02-22,22,13,7.774234112
2008-02-23,27,55,7.0815936512
2008-02-24,28,18,-2.1253879807999994
2008-02-25,32,16,3.6316454912000005
2008-02-26,17,13,6.545400217600001
2008-02-27,16,3,-0.9439772671999997
2008-02-28,24,23,14.300678553600001
2008-02-29,8,16,5.9175386112
2008-03-01,14,18,16.2444336128
2008-03-02,5,15,-4.7682265088
2008-03-03,12,22,2.2286216191999983
2008-03-04,37,15,3.4596123647999995
2008-03-05,28,18,6.4082716672
2008-03-06,6,23,12.86821632
2008-03-07,40,6,1.3141301248000001
2008-03-08,51,13,-0.3949785088000004
2008-03-09,19,3,1.7135169536000006
2008-03-10,34,2,0.9822462975999997
2008-03-11,28,4,5.504647987199999
2008-03-12,41,1,3.8347611136
2008-03-13,16,20,4.8359375872
2008-03-14,17,10,7.624433152000001
2008-03-15,5,9,-3.029487820799999
2008-03-16,14,11,1.7853268991999993
2008-03-17,36,29,3.7914947584
2008-03-18,32,80,-1.54020096
2008-03-19,49,48,11.3666074624
2008-03-20,30,27,3.3114646528000007
2008-03-21,30,24,2.7992461312
2008-03-22,27,25,-0.9274775551999999
2008-03-23,18,21,-2.0201662464000005
2008-03-24,21,23,1.7928226815999997
2008-03-25,20,33,5.5049432064
2008-03-26,16,33,-0.31266877440000007
2008-03-27,16,17,-0.5956414463999997
2008-03-28,10,32,1.7979665408000005
2008-03-29,4,24,2.7047268352000007
2008-03-30,9,20,4.5011700736
2008-03-31,9,16,8.0326075392
2008-04-01,12,12,5.999156224
2008-04-02,9,19,-0.2914122751999999
2008-04-03,7,14,8.7019820032
2008-04-04,15,19,-0.5330377728000002
2008-04-05,4,20,-0.4276721664000007
2008-04-06,6,10,3.1005687807999998
2008-04-07,23,22,5.7604619264
2008-04-08,18,11,3.0899838976000007
2008-04-09,20,22,-0.753487872
2008-04-10,20,16,11.114060390399999
2008-04-11,36,5,5.268209356800001
2008-04-12,3,9,-0.6582114304000002
2008-04-13,17,26,0.5213365247999988
2008-04-14,48,10,9.8852641792
2008-04-15,36,10,7.261765632
2008-04-16,31,2,-3.1201329152
2008-04-17,12,4,3.6590939135999987
2008-04-18,11,10,-0.7134138367999996
2008-04-19,14,21,-0.007689523199999826
2008-04-20,25,10,14.3861909504
2008-04-21,25,20,3.808455372800001
2008-04-22,22,9,19.3869006848
2008-04-23,28,2,-2.5736685567999995
2008-04-24,29,16,4.0933595135999985
2008-04-25,14,11,5.125117337599999
2008-04-26,22,5,9.9266062336
2008-04-27,13,16,1.8862999551999993
2008-04-28,18,9,7.8166377472
2008-04-29,25,4,-3.9243290624
2008-04-30,26,17,8.1419665408
2008-05-01,13,4,9.8876771328
2008-05-02,19,13,7.0867252224
2008-05-03,19,16,-0.9972518912000004
2008-05-04,16,17,2.4955792383999995
2008-05-05,14,18,8.6538696704
2008-05-06,22,27,-1.3342855167999996
2008-05-07,35,9,10.0749509632
2008-05-08,21,50,12.6274021376
2008-05-09,24,39,-3.7638426624
2008-05-10,4,41,2.6712648703999995
2008-05-11,25,72,9.7567030272
2008-05-12,35,51,19.5202212864
2008-05-13,14,12,0.8068647936000009
2008-05-14,16,27,2.843195699199999
2008-05-15,11,54,2.4649238527999993
2008-05-16,13,49,-1.1254868991999993
2008-05-17,12,34,4.966446899199999
2008-05-18,21,21,-1.4706915328
2008-05-19,21,4,11.5449839616
2008-05-20,20,29,8.570197196800002
2008-05-21,20,6,5.145810534400001
2008-05-22,6,5,16.621882060799997
2008-05-23,12,21,0.4398486528000003
2008-05-24,24,7,5.338976051199999
2008-05-25,11,38,2.2916656127999993
2008-05-26,9,65,1.8719612927999991
2008-05-27,33,9,12.3378419712
2008-05-28,7,7,6.509364838400001
2008-05-29,13,20,8.7369986048
2008-05-30,13,18,4.342037504
2008-05-31,11,10,4.9383448576
