,ceph/ceph,minio/minio,seaweedfs/seaweedfs
2023-05-14,1.0,-0.7093909138640622,0
2023-05-15,26.0,2.5152065768046885,0
2023-05-16,13.0,8.359139139151564,3
2023-05-17,20.0,3.694319319778125,0
2023-05-18,34.0,2.810973817539062,0
2023-05-19,36.0,2.9232427360999997,2
2023-05-20,5.0,-1.057742274007812,0
2023-05-21,7.0,0.3665881368046884,2
2023-05-22,46.0,3.4626281962140633,2
2023-05-23,23.0,2.2135247322031257,0
2023-05-24,18.0,0.2076050940015629,1
2023-05-25,32.0,6.409883427098438,0
2023-05-26,21.0,7.946090950257813,0
2023-05-27,2.0,0.5450148252937494,0
2023-05-28,4.0,0.02915009360624987,0
2023-05-29,8.0,0.2993166144843755,2
2023-05-30,22.0,3.4061050441515635,2
2023-05-31,18.0,5.174596117059376,1
2023-06-01,13.0,1.9077251431265627,0
2023-06-02,5.0,3.077676415104688,0
2023-06-03,9.0,1.0149770601078127,2
2023-06-04,1.0,1.2270759923953132,1
2023-06-05,28.0,1.3472042356625005,5
2023-06-06,25.0,2.380685724448438,4
2023-06-07,20.0,4.294487680401563,1
2023-06-08,11.0,1.0575070730125002,0
2023-06-09,10.0,0.26614463573750025,1
2023-06-10,3.0,0.46129777282968787,0
2023-06-11,7.0,2.5450937963250007,1
2023-06-12,9.0,5.406983488896875,2
2023-06-13,21.0,3.0485785176468747,2
2023-06-14,16.0,1.08042559963125,3
2023-06-15,48.0,7.262508222314063,0
2023-06-16,20.0,1.7382881525390625,1
2023-06-17,4.0,1.0267037481625003,2
2023-06-18,4.0,2.2009876706984377,2
2023-06-19,21.0,2.1706524809171883,0
2023-06-20,33.0,4.163773254298438,8
2023-06-21,13.0,4.973674890221876,0
2023-06-22,27.0,1.8143113563250002,0
2023-06-23,11.0,6.024212927053125,0
2023-06-24,5.0,-0.315231939334375,1
2023-06-25,45.0,1.1778409401109382,7
2023-06-26,17.0,1.2522182046312507,9
2023-06-27,17.0,3.3001701970953135,0
2023-06-28,29.0,1.140433912314063,0
2023-06-29,16.0,1.280738932976563,0
2023-06-30,8.0,2.3525255594875003,0
2023-07-01,4.0,-0.6914759699671871,0
2023-07-02,8.0,-0.41466369826718696,0
2023-07-03,24.0,2.738570578932813,1
2023-07-04,30.0,0.49914585889687535,2
2023-07-05,8.0,1.6130673753656253,1
2023-07-06,34.0,6.555094533825,3
2023-07-07,26.0,6.0502970801468745,1
2023-07-08,1.0,6.81348460588125,1
2023-07-09,4.0,-0.4366243451078131,0
2023-07-10,16.0,4.11718589875,1
2023-07-11,25.0,6.903422589703125,4
2023-07-12,11.0,1.5192963993765631,1
2023-07-13,26.0,6.850578060182813,1
2023-07-14,25.0,2.45084288006875,0
2023-07-15,1.0,1.6809345086390632,0
2023-07-16,8.0,-1.1111637306265618,1
2023-07-17,24.0,2.299826035446876,3
2023-07-18,16.0,3.2184399748859382,0
2023-07-19,17.0,4.081427544445313,1
2023-07-20,13.0,1.9488563706656252,0
2023-07-21,15.0,4.113408615767188,0
2023-07-22,5.0,0.9527545889000002,1
2023-07-23,6.0,0.2199341133093755,0
2023-07-24,47.0,3.413803053642188,2
2023-07-25,37.0,1.2074474634531254,0
2023-07-26,14.0,3.311166921579688,0
2023-07-27,15.0,6.162575873528125,0
2023-07-28,10.0,2.8117415420234373,0
2023-07-29,0.0,1.9568204723140625,0
2023-07-30,5.0,1.0807438650390626,0
2023-07-31,22.0,5.244830671912501,0
2023-08-01,47.0,3.907525202901563,1
2023-08-02,30.0,1.8573045913250004,0
2023-08-03,28.0,4.028949869115626,0
2023-08-04,17.0,3.8818570762468756,0
2023-08-05,2.0,1.832816666435938,0
2023-08-06,12.0,-0.9735310666906246,0
2023-08-07,24.0,0.39413182636093835,0
2023-08-08,38.0,1.461441648084376,0
2023-08-09,63.0,2.4151029184562507,2
2023-08-10,32.0,5.341172004523438,1
2023-08-11,23.0,3.0193448585640623,0
2023-08-12,0.0,-0.9360586665078126,0
2023-08-13,3.0,-0.5290822142265622,1
2023-08-14,18.0,0.6510604711421881,0
2023-08-15,30.0,6.649407756984376,0
2023-08-16,25.0,3.050744357682812,0
2023-08-17,25.0,1.09178712838125,8
2023-08-18,9.0,1.2728562792984375,0
2023-08-19,1.0,1.3465793827218755,1
2023-08-20,1.0,0.41077532735625044,3
2023-08-21,16.0,4.5439802162500005,5
2023-08-22,33.0,1.1845692632343752,6
2023-08-23,20.0,2.3268656463546877,5
2023-08-24,24.0,4.269027362685938,1
2023-08-25,15.0,4.087327296325,0
2023-08-26,5.0,0.9963075138968749,1
2023-08-27,5.0,0.22544091014687517,3
2023-08-28,28.0,0.40767872566250063,7
2023-08-29,22.0,3.496189902385938,2
2023-08-30,57.0,4.244369210039063,0
2023-08-31,10.0,2.0718228121312503,1
2023-09-01,12.0,5.169390121064063,2
2023-09-02,0.0,0.8985480172421876,1
2023-09-03,4.0,-0.8086660974609371,0
2023-09-04,7.0,2.5063209856625006,0
2023-09-05,20.0,0.34252273694843816,4
2023-09-06,31.0,5.485347876651563,3
2023-09-07,23.0,3.043576361028125,3
2023-09-08,19.0,-0.9240729042265623,1
2023-09-09,5.0,0.4751934217984377,0
2023-09-10,12.0,-0.4631075287468744,0
2023-09-11,74.0,2.7124086936781255,3
2023-09-12,31.0,3.4882622897031252,1
2023-09-13,17.0,5.290362401876562,1
2023-09-14,21.0,6.008199734370312,1
2023-09-15,13.0,4.752184120221875,1
2023-09-16,2.0,1.7383106436062497,7
2023-09-17,2.0,0.9930036494843753,4
2023-09-18,13.0,2.1583340087140632,9
2023-09-19,24.0,6.135655950953126,8
2023-09-20,30.0,1.727145925329688,0
2023-09-21,40.0,3.9621915130125007,9
2023-09-22,45.0,2.8478594786750002,6
2023-09-23,10.0,-0.07929470959531182,10
2023-09-24,5.0,-0.7380762342624994,2
2023-09-25,21.0,5.5195888901109385,20
2023-09-26,33.0,4.045621694631251,4
2023-09-27,14.0,-0.046395399967187334,1
2023-09-28,12.0,0.29226981195156265,3
2023-09-29,9.0,5.457950079814063,0
2023-09-30,10.0,5.035125789007813,3
2023-10-01,5.0,-0.12188204815937498,6
2023-10-02,28.0,1.2814496574640626,6
2023-10-03,21.0,0.3178678781562505,8
2023-10-04,37.0,0.43833411095625086,0
2023-10-05,47.0,-0.4609913469453119,4
2023-10-06,20.0,4.705556831948438,1
2023-10-07,5.0,0.2730710793703126,0
2023-10-08,9.0,2.493000035440625,1
2023-10-09,33.0,-0.5989275832312501,1
2023-10-10,32.0,10.681396312682812,1
2023-10-11,15.0,0.6757940356624994,0
2023-10-12,26.0,8.143118521948438,3
2023-10-13,16.0,2.571120403714062,6
2023-10-14,9.0,1.8122912011718755,0
2023-10-15,9.0,-1.0399529144453121,1
2023-10-16,8.0,2.3509180709171886,1
2023-10-17,8.0,1.2132480086421884,0
2023-10-18,20.0,4.292648551828126,1
2023-10-19,21.0,-0.9878655701765622,2
2023-10-20,31.0,1.4692391552875006,1
2023-10-21,1.0,1.420680736364063,0
2023-10-22,18.0,-0.5273323866906245,2
2023-10-23,5.0,1.687614578642188,0
2023-10-24,15.0,7.5849726059531255,2
2023-10-25,7.0,4.936639835110937,0
2023-10-26,7.0,3.8598032048499995,1
2023-10-27,13.0,-1.1298306801796878,0
2023-10-28,1.0,2.3651424814687507,0
2023-10-29,6.0,0.2423326438968757,0
2023-10-30,30.0,4.420705802428126,3
2023-10-31,19.0,1.1020579789687504,0
2023-11-01,21.0,3.2587960508031255,5
2023-11-02,41.0,1.11841807036875,0
2023-11-03,65.0,3.3058500322062505,0
2023-11-04,23.0,-0.8143461139296874,0
2023-11-05,5.0,0.5425078022031256,1
2023-11-06,68.0,2.5636506231265628,1
2023-11-07,37.0,-0.590959360114062,1
2023-11-08,15.0,3.640203301289063,1
2023-11-09,26.0,3.363931100365625,3
2023-11-10,10.0,1.244788928825,1
2023-11-11,16.0,3.389416780365625,0
2023-11-12,6.0,-0.77082514389375,0
2023-11-13,16.0,1.5730335982343755,10
2023-11-14,34.0,4.490456158417188,1
2023-11-15,23.0,0.17289710739218778,0
2023-11-16,9.0,3.4445609379375,1
2023-11-17,28.0,3.22447089529375,2
2023-11-18,6.0,1.1588471788250003,1
2023-11-19,14.0,1.3233587678656251,0
2023-11-20,16.0,1.3756403848562504,13
2023-11-21,24.0,6.418115880218751,8
2023-11-22,12.0,4.9188269836,0
2023-11-23,34.0,-0.19414391069531267,1
2023-11-24,16.0,3.2395705854015624,21
2023-11-25,3.0,-0.9132510797062495,0
2023-11-26,5.0,0.45346429632500096,6
2023-11-27,15.0,2.5183811888968757,2
2023-11-28,7.0,9.363670970146876,0
2023-11-29,42.0,-0.39146708618125037,0
2023-11-30,73.0,4.163893907904687,1
2023-12-01,17.0,2.98755953676875,0
2023-12-02,8.0,4.031690632901563,0
2023-12-03,7.0,-1.0885051438937499,0
2023-12-04,46.0,3.3671012232343758,0
2023-12-05,18.0,3.133063483417188,1
2023-12-06,38.0,5.054437053485938,2
2023-12-07,28.0,2.823742880375,2
2023-12-08,18.0,4.9669247348859376,0
2023-12-09,6.0,0.7661470040078124,1
2023-12-10,11.0,-0.9065270252218744,0
2023-12-11,52.0,-0.5793675976796867,1
2023-12-12,19.0,1.5929378879375011,2
2023-12-13,35.0,4.470895610293751,4
2023-12-14,12.0,7.1634143517625,2
2023-12-15,16.0,0.7364474302218746,0
2023-12-16,6.0,0.14298231926249994,0
2023-12-17,8.0,-0.6230757412468747,0
2023-12-18,18.0,1.608994519928126,0
2023-12-19,20.0,2.513243545000001,0
2023-12-20,15.0,1.3772027927187505,1
2023-12-21,9.0,1.4121703848500002,3
2023-12-22,9.0,6.429284828195312,8
2023-12-23,0.0,0.9613578574312498,3
2023-12-24,4.0,-0.7143652930875,2
2023-12-25,2.0,0.5668692174640627,0
2023-12-26,9.0,-0.4126127397812493,0
2023-12-27,11.0,2.706843688381251,1
2023-12-28,12.0,0.48061183636093774,5
2023-12-29,0.0,1.6044232701468752,3
2023-12-30,2.0,1.54741996131875,0
2023-12-31,2.0,-0.4715781062828123,1
2024-01-01,6.0,0.7560958486781252,1
2024-01-02,42.0,3.7365038994843753,8
2024-01-03,16.0,-0.5734004537859374,6
2024-01-04,23.0,1.693143839703125,0
2024-01-05,24.0,2.5820612118765625,12
2024-01-06,11.0,0.46151037893281266,2
2024-01-07,1.0,-0.40556334360312485,0
2024-01-08,25.0,2.7476355486781254,4
2024-01-09,47.0,1.523335901984375,3
2024-01-10,56.0,2.5229911204015627,1
2024-01-11,12.0,3.41311440985625,4
2024-01-12,8.0,2.2804327727187497,9
2024-01-13,2.0,3.28822840963125,0
2024-01-14,4.0,-0.8174719081234375,2
2024-01-15,3.0,0.5354957837140629,2
2024-01-16,31.0,4.569167130953126,15
2024-01-17,22.0,1.1937374276109378,4
2024-01-18,32.0,6.35266953338125,15
2024-01-19,7.0,3.897438551579687,1
2024-01-20,24.0,-0.09810438419062506,2
2024-01-21,4.0,-0.7230405721703123,3
2024-01-22,17.0,2.5251298311062507,15
2024-01-23,25.0,0.36400943073437575,0
2024-01-24,38.0,12.493191852385937,6
2024-01-25,140.0,0.34878642503906176,4
2024-01-26,14.0,2.97210611006875,3
2024-01-27,2.0,1.9527600209203122,2
2024-01-28,12.0,4.087222136804688,12
2024-01-29,36.0,6.945315296214063,5
2024-01-30,56.0,6.5637117022031255,3
2024-01-31,36.0,5.365738553126563,3
2024-02-01,20.0,2.3527148857609372,1
2024-02-02,11.0,5.598933718501563,2
2024-02-03,12.0,1.4721038916156255,1
2024-02-04,21.0,-0.22563643044062398,7
2024-02-05,25.0,5.102948957314064,2
2024-02-06,12.0,8.760971075695313,8
2024-02-07,38.0,2.2526540018375005,1
2024-02-08,34.0,4.6393093661031255,0
2024-02-09,16.0,2.580701118935938,0
2024-02-10,5.0,-1.234342202503124,0
2024-02-11,9.0,0.2276198219515635,0
2024-02-12,21.0,8.364610826876564,0
2024-02-13,27.0,5.646255756870313,0
2024-02-14,31.0,7.532609894628125,5
2024-02-15,15.0,2.2663654950781247,1
2024-02-16,23.0,0.6580406767625002,0
2024-02-17,8.0,0.9719833702218756,0
2024-02-18,6.0,-0.8659269688937488,0
2024-02-19,15.0,1.4237535832343764,2
2024-02-20,39.0,4.3465803440734385,1
2024-02-21,29.0,4.041382319817188,0
2024-02-22,25.0,3.9701609051078126,1
2024-02-23,11.0,0.9288006576140624,0
2024-02-24,1.0,1.2220345713250003,3
2024-02-25,3.0,1.3213453938968756,1
2024-02-26,17.0,4.364308589928125,2
2024-02-27,25.0,2.09067608021875,1
2024-02-28,35.0,6.158523686100001,0
2024-02-29,34.0,4.7773131659921875,6
2024-03-01,30.0,4.725606754742188,2
2024-03-02,9.0,0.6782864437890626,0
2024-03-03,7.0,3.0420804638968755,0
2024-03-04,46.0,1.9713189001468756,0
2024-03-05,39.0,6.052270053600001,1
2024-03-06,37.0,3.6856473495234376,2
2024-03-07,28.0,5.746907498782813,11
2024-03-08,22.0,1.5399574516546877,0
2024-03-09,2.0,1.8668738141906256,3
2024-03-10,6.0,2.9959796862531256,1
2024-03-11,40.0,0.9737926166156257,0
2024-03-12,19.0,2.153928964559376,3
2024-03-13,14.0,0.1458849325328131,0
2024-03-14,39.0,1.3532243059203133,1
2024-03-15,24.0,3.381968419960938,1
2024-03-16,4.0,-0.7861470455484372,13
2024-03-17,7.0,-0.4306130566546871,12
2024-03-18,24.0,4.703415010329688,3
2024-03-19,41.0,4.2859413625750005,3
2024-03-20,90.0,3.12761263463125,2
2024-03-21,47.0,5.122899686876562,6
2024-03-22,30.0,-0.09772276356718779,11
2024-03-23,5.0,-0.7229672071343746,0
2024-03-24,7.0,-0.47863922264374936,6
2024-03-25,31.0,0.661779456250001,5
2024-03-26,37.0,8.626678903671875,0
2024-03-27,28.0,2.8257005622421874,5
2024-03-28,28.0,14.006508295257813,10
2024-03-29,15.0,1.9407385155124985,2
2024-03-30,9.0,0.5489593217687498,1
2024-03-31,7.0,-1.0567616150359374,5
2024-04-01,26.0,0.2920436912500015,5
2024-04-02,119.0,4.356539120734377,5
2024-04-03,35.0,2.0128893578234384,3
2024-04-04,24.0,7.081350081364063,1
2024-04-05,10.0,2.6540185846218747,0
2024-04-06,3.0,1.8486273173984378,1
2024-04-07,5.0,-0.9164652986749999,2
2024-04-08,22.0,5.443648286178126,4
2024-04-09,31.0,0.9983931682343754,0
2024-04-10,190.0,3.2087278936359382,0
2024-04-11,20.0,8.078552928273437,2
2024-04-12,25.0,3.5534211157671876,9
2024-04-13,2.0,-1.2957706611,6
2024-04-14,2.0,-0.7376559241906245,2
2024-04-15,16.0,5.488987739892188,1
2024-04-16,26.0,2.0193914294062507,1
2024-04-17,24.0,6.117053611253126,1
2024-04-18,20.0,3.773275714115625,4
2024-04-19,29.0,8.800346291465626,5
2024-04-20,3.0,0.2933807620984372,0
2024-04-21,9.0,-0.10645408767968711,0
2024-04-22,59.0,0.20282203500000073,1
2024-04-23,18.0,4.327966195656251,1
2024-04-24,14.0,6.001443509487501,2
2024-04-25,83.0,6.714340645032813,14
2024-04-26,18.0,5.461826229670312,6
2024-04-27,2.0,-0.5519560478359375,1
2024-04-28,10.0,2.0043978898593755,15
2024-04-29,41.0,1.0741129731625008,4
2024-04-30,50.0,2.1973587656984384,2
2024-05-01,17.0,9.151827858635938,0
2024-05-02,30.0,2.4400396387109375,9
2024-05-03,26.0,2.7486683918734376,0
2024-05-04,3.0,-0.14396974514687488,1
2024-05-05,8.0,0.22305935548281342,7
2024-05-06,27.0,2.3984052784171883,2
2024-05-07,29.0,7.270148602610938,3
2024-05-08,16.0,-0.25771715661874994,0
2024-05-09,32.0,11.199818227235937,0
2024-05-10,26.0,4.269097175078125,2
2024-05-11,10.0,-0.47827462095624984,0
2024-05-12,17.0,0.04466004309062521,1
2024-05-13,41.0,2.2633888956984385,3
2024-05-14,19.0,6.170108625917189,10
2024-05-15,27.0,6.748356092017188,2
2024-05-16,25.0,0.47386518669687483,1
2024-05-17,24.0,3.959452951276563,3
2024-05-18,3.0,-0.19343956727499956,4
2024-05-19,14.0,1.2293415880187508,6
2024-05-20,29.0,0.29885865819843815,14
2024-05-21,18.0,0.42589823466718846,8
2024-05-22,21.0,7.489505406282813,4
2024-05-23,27.0,3.8457223231234376,7
2024-05-24,11.0,5.9036460599312495,0
2024-05-25,8.0,0.7081637585999996,2
2024-05-26,15.0,0.07417126930468787,2
2024-05-27,11.0,1.3264623126828132,1
2024-05-28,25.0,5.330022935662501,1
2024-05-29,22.0,1.954830951948438,4
2024-05-30,18.0,2.087556074589063,11
2024-05-31,22.0,2.1175459658843754,0
2024-06-01,2.0,2.178969641210938,0
2024-06-02,5.0,0.20546568496718798,4
2024-06-03,34.0,3.4416367644125003,2
2024-06-04,26.0,6.225578556432813,1
2024-06-05,30.0,2.834187540584375,2
2024-06-06,42.0,5.9501220694875006,1
2024-06-07,12.0,3.695064627095312,6
2024-06-08,7.0,0.7615509020953128,0
2024-06-09,17.0,0.06238950709531299,2
2024-06-10,20.0,6.287121756876563,4
2024-06-11,28.0,1.804894221651563,0
2024-06-12,21.0,1.9975087762468755,3
2024-06-13,45.0,6.0720728439359375,1
2024-06-14,14.0,0.7363796424968752,7
2024-06-15,3.0,-0.917287687829687,5
2024-06-16,13.0,-0.5641964224609369,1
2024-06-17,30.0,1.6065043206625012,2
2024-06-18,30.0,1.4977135801046884,0
2024-06-19,28.0,7.464854416951563,3
2024-06-20,26.0,4.895118604595313,2
2024-06-21,32.0,2.827312858782812,0
2024-06-22,9.0,1.9505129062171873,2
2024-06-23,11.0,-0.8916552300718747,2
2024-06-24,33.0,-0.5504204174999991,0
2024-06-25,31.0,6.588529381468751,5
2024-06-26,44.0,2.9698895238968754,1
2024-06-27,26.0,0.0240953133031252,7
2024-06-28,22.0,6.31203847911875,5
2024-06-29,4.0,1.874415043971875,1
2024-06-30,3.0,-0.9012675991906247,0
2024-07-01,29.0,2.463039854892188,4
2024-07-02,21.0,5.323441826250001,0
2024-07-03,49.0,1.9656802613906255,5
2024-07-04,26.0,1.0958567464359377,2
2024-07-05,16.0,-0.7282931344093747,0
2024-07-06,15.0,-0.4564833823953118,0
2024-07-07,1.0,-0.34267094429843664,0
2024-07-08,19.0,1.7728750286421882,5
2024-07-09,40.0,3.6330133459531253,0
2024-07-10,30.0,5.367788450548438,3
2024-07-11,39.0,0.061714553237499525,8
2024-07-12,18.0,5.430341816360937,6
2024-07-13,1.0,1.0523187949281247,0
2024-07-14,5.0,1.2867339750000004,0
2024-07-15,37.0,2.3468015575,2
2024-07-16,35.0,2.2704247639687507,5
2024-07-17,19.0,1.2351793528656254,1
2024-07-18,23.0,0.32487044051250047,3
2024-07-19,22.0,0.4774313692687505,0
2024-07-20,9.0,-0.42665789812968696,2
2024-07-21,10.0,0.7056215787531256,0
2024-07-22,81.0,0.7099025426468754,4
2024-07-23,38.0,4.713112992131251,0
2024-07-24,31.0,5.321132348345312,0
2024-07-25,16.0,1.057248607610937,1
2024-07-26,23.0,5.313261035662499,4
2024-07-27,2.0,-0.011558428051562597,3
2024-07-28,8.0,-0.664213311285937,0
2024-07-29,14.0,5.559502428234375,4
2024-07-30,41.0,4.062883778198438,1
2024-07-31,35.0,0.9635103798859377,2
2024-08-01,29.0,0.18731964172656257,2
