,ceph/ceph,minio/minio,seaweedfs/seaweedfs
2022-10-31,6.0,3.0,9
2022-11-01,5.0,2.6999999999999997,0
2022-11-02,6.0,1.5649999999999995,1
2022-11-03,15.0,1.5794999999999997,1
2022-11-04,8.0,4.5625124999999995,3
2022-11-05,10.0,0.24266224999999986,0
2022-11-06,7.0,-0.5111612874999999,0
2022-11-07,14.0,5.66617437375,1
2022-11-08,17.0,6.147643947203125,0
2022-11-09,10.0,2.826340835845312,0
2022-11-10,40.0,3.965552611360937,2
2022-11-11,7.0,5.891960175146875,1
2022-11-12,6.0,0.6439290336000001,0
2022-11-13,1.0,2.0164980993046884,0
2022-11-14,20.0,2.075625382464063,5
2022-11-15,8.0,4.095064948156251,1
2022-11-16,22.0,3.8978015961750003,0
2022-11-17,14.0,0.8506112114359379,0
2022-11-18,14.0,5.136745376028125,0
2022-11-19,5.0,-1.1548086337890622,0
2022-11-20,11.0,-0.6615919700328117,0
2022-11-21,28.0,-0.43750254536874933,2
2022-11-22,34.0,2.6686114595953137,0
2022-11-23,25.0,0.44846887106406297,1
2022-11-24,13.0,1.574004704742188,2
2022-11-25,11.0,-0.4581930662109374,1
2022-11-26,8.0,1.7453049168343753,0
2022-11-27,5.0,0.6235941347843752,0
2022-11-28,13.0,4.7130722125,0
2022-11-29,31.0,1.3193233987499997,0
2022-11-30,24.0,1.439052339703125,2
2022-12-01,29.0,3.4576517368765627,1
2022-12-02,17.0,4.279711246432813,0
2022-12-03,17.0,-0.911055860071875,0
2022-12-04,35.0,2.4914011152187503,0
2022-12-05,25.0,5.334457975662501,3
2022-12-06,16.0,5.992468664885938,2
2022-12-07,42.0,3.7279499187890623,1
2022-12-08,25.0,3.8058933213968746,1
2022-12-09,46.0,0.7926353116156251,0
2022-12-10,18.0,0.07023898727812572,0
2022-12-11,5.0,-0.7028771764296866,3
2022-12-12,36.0,4.5267025459531265,3
2022-12-13,30.0,6.123518878048438,1
2022-12-14,33.0,2.7834541499250003,0
2022-12-15,28.0,2.9379572109203123,0
2022-12-16,30.0,-0.007997732757812459,0
2022-12-17,1.0,-0.6914458349609368,1
2022-12-18,6.0,2.553356669412501,1
2022-12-19,19.0,3.368381578714063,4
2022-12-20,21.0,1.2017250111718754,1
2022-12-21,15.0,0.3123879612109377,7
2022-12-22,23.0,5.479410482685938,0
2022-12-23,7.0,4.08403739154375,1
2022-12-24,4.0,1.0130582393406249,0
2022-12-25,15.0,-0.7432239912859375,0
2022-12-26,5.0,0.5280045009531256,1
2022-12-27,5.0,0.5441677853296883,0
2022-12-28,2.0,-0.4097065574249993,1
2022-12-29,4.0,2.7355282419125007,1
2022-12-30,2.0,1.5032362631203127,0
2022-12-31,2.0,0.5077986772062502,0
2023-01-01,2.0,0.6340903487890626,3
2023-01-02,4.0,1.6949590861781252,0
2023-01-03,11.0,2.6161627407343753,5
2023-01-04,10.0,4.471150796948438,3
2023-01-05,12.0,1.2032167837140624,3
2023-01-06,13.0,2.368003905953125,2
2023-01-07,4.0,-0.6953098923890624,0
2023-01-08,5.0,0.5925535106625006,0
2023-01-09,23.0,-0.387049345551562,4
2023-01-10,14.0,1.7341523701828132,10
2023-01-11,29.0,0.5958545996312503,1
2023-01-12,32.0,6.654625947314063,0
2023-01-13,31.0,3.0874712725390623,2
2023-01-14,0.0,-0.8434896566187503,2
2023-01-15,4.0,-0.4686862538578125,0
2023-01-16,10.0,3.6893534119843756,7
2023-01-17,16.0,0.36078449246406297,4
2023-01-18,7.0,1.5331685902187504,0
2023-01-19,20.0,3.4843300581625,0
2023-01-20,13.0,3.2790981713546876,1
2023-01-21,4.0,3.1808052801859374,0
2023-01-22,10.0,-0.8376852101437501,0
2023-01-23,23.0,3.5335797025000004,1
2023-01-24,17.0,3.2631920266875003,0
2023-01-25,32.0,5.154883834340625,0
2023-01-26,16.0,3.9169746864328125,0
2023-01-27,8.0,2.8812562078656248,0
2023-01-28,8.0,-1.0593604472062499,1
2023-01-29,7.0,-0.6354587122062493,1
2023-01-30,15.0,1.555368754856251,3
2023-01-31,10.0,3.475146137937501,1
2023-02-01,15.0,1.2412920977937503,5
2023-02-02,15.0,2.3638781805125,1
2023-02-03,3.0,1.31206553470625,0
2023-02-04,0.0,0.4128489852578128,0
2023-02-05,2.0,0.5587885648562503,0
2023-02-06,5.0,6.6289435575,3
2023-02-07,21.0,4.04698931396875,6
2023-02-08,50.0,6.986859612865625,0
2023-02-09,15.0,4.626383600074999,2
2023-02-10,8.0,5.65589370088125,7
2023-02-11,1.0,-0.4827186423890626,0
2023-02-12,8.0,-0.9614775518374992,0
2023-02-13,25.0,6.341157898198439,0
2023-02-14,43.0,2.7940203751046884,0
2023-02-15,22.0,0.877165072170313,1
2023-02-16,26.0,4.127146218195313,0
2023-02-17,20.0,5.9359439153687505,3
2023-02-18,9.0,0.6940677474250001,4
2023-02-19,7.0,-0.9237863682671872,2
2023-02-20,31.0,2.436251223714063,2
2023-02-21,15.0,0.2801017488906259,3
2023-02-22,41.0,11.425795075185938,5
2023-02-23,33.0,-0.5630681049250006,0
2023-02-24,12.0,2.1008933311,0
2023-02-25,19.0,4.112827403710938,1
2023-02-26,6.0,-0.04498138128281193,0
2023-02-27,33.0,8.312195693678126,0
2023-02-28,84.0,0.6366529647031249,3
2023-03-01,30.0,0.03378601187656305,0
2023-03-02,25.0,1.2784554075265628,3
2023-03-03,19.0,2.286475055303126,0
2023-03-04,2.0,1.289389964667188,0
2023-03-05,4.0,0.352514068564063,0
2023-03-06,22.0,2.489328383054688,0
2023-03-07,53.0,2.3739159253234376,1
2023-03-08,33.0,2.3146807298953127,4
2023-03-09,19.0,2.3385645519125,1
2023-03-10,27.0,1.3142551576828128,0
2023-03-11,8.0,0.38831020088125023,0
2023-03-12,13.0,0.519249332610938,0
2023-03-13,32.0,2.5885291056625004,2
2023-03-14,22.0,0.42695383216718774,1
2023-03-15,32.0,4.5569353770953125,4
2023-03-16,12.0,2.219214139595312,2
2023-03-17,10.0,2.2791448483453127,1
2023-03-18,0.0,0.2848983576109374,0
2023-03-19,4.0,-0.5168750018374996,0
2023-03-20,3.0,6.662518483198438,7
2023-03-21,17.0,4.047154699667187,1
2023-03-22,18.0,2.9862678606265627,1
2023-03-23,16.0,3.030375706135937,0
2023-03-24,18.0,2.0157201970234375,0
2023-03-25,3.0,0.12487505709531288,1
2023-03-26,2.0,0.3608672918765632,4
2023-03-27,20.0,1.4705182112140633,0
2023-03-28,12.0,0.4249507776406257,0
2023-03-29,40.0,2.508830882170313,1
2023-03-30,44.0,4.397092412757813,0
2023-03-31,27.0,5.16074648654375,1
2023-04-01,1.0,-1.0499520579406254,0
2023-04-02,2.0,-0.5627868418734373,0
2023-04-03,17.0,0.6240206794484381,2
2023-04-04,19.0,6.617326037682814,1
2023-04-05,22.0,2.0328423306625,1
2023-04-06,21.0,7.184955652167187,0
2023-04-07,7.0,9.705237199814063,0
2023-04-08,4.0,-1.805658390773438,0
2023-04-09,9.0,0.03864012228437519,0
2023-04-10,21.0,0.2696219662500008,2
2023-04-11,24.0,1.3720682757343765,1
2023-04-12,25.0,5.335261517604689,6
2023-04-13,6.0,3.939808885701563,0
2023-04-14,14.0,1.9124470295171876,1
2023-04-15,4.0,3.060953974040625,0
2023-04-16,7.0,-0.9503515866453122,1
2023-04-17,16.0,3.487500965734376,1
2023-04-18,15.0,1.2243021169484378,5
2023-04-19,9.0,1.329092031432813,0
2023-04-20,31.0,0.3623708980843754,1
2023-04-21,3.0,3.486186180956251,2
2023-04-22,3.0,-0.7228659867265623,1
2023-04-23,3.0,-0.39817635967031206,1
2023-04-24,9.0,1.7288097798562503,3
2023-04-25,18.0,2.6144485804375006,1
2023-04-26,17.0,5.457451558825,0
2023-04-27,26.0,6.108323922646875,1
2023-04-28,8.0,4.8324341969125,0
2023-04-29,3.0,-0.22689310459843792,1
2023-04-30,3.0,0.19825531485625025,0
2023-05-01,26.0,0.38098857000000075,1
2023-05-02,24.0,4.458317960218751,0
2023-05-03,19.0,8.10493809088125,0
2023-05-04,26.0,3.5704863655484376,1
2023-05-05,15.0,-0.28137474632500026,0
2023-05-06,11.0,4.158613195404688,0
2023-05-07,5.0,-0.038263386981249425,3
2023-05-08,54.0,3.303265825698438,1
2023-05-09,35.0,4.119359990698438,0
2023-05-10,31.0,0.9501770036359378,4
2023-05-11,19.0,4.163014176429688,1
2023-05-12,8.0,3.968398253348438,0
2023-05-13,1.0,-0.06997256944531216,0
