,rust-lang/rust,apple/swift,JetBrains/kotlin
2010-07-17,2.0,1,0.0
2010-07-18,5.4,18,0.0
2010-07-19,9.99,22,0.0
2010-07-20,12.651,0,0.0
2010-07-21,2.202675,1,0.0
2010-07-22,5.500584500000001,14,0.0
2010-07-23,6.0366667750000005,8,0.0
2010-07-24,-6.507505222499999,13,0.0
2010-07-25,-3.2060741760312483,11,0.0
2010-07-26,10.831041175440625,0,0.0
2010-07-27,-4.512695246834376,16,0.0
2010-07-28,3.1187469049406253,2,0.0
2010-07-29,28.45979116290156,0,0.0
2010-07-30,-11.33599438851719,7,0.0
2010-07-31,-3.483463896748436,2,0.0
2010-08-01,-2.9403474212937493,7,0.0
2010-08-02,-0.8382469212499999,0,0.0
2010-08-03,0.32441223329687463,7,0.0
2010-08-04,14.203645168707812,8,0.0
2010-08-05,3.1853032761734363,8,0.0
2010-08-06,-0.1519987783968757,0,0.0
2010-08-07,6.0393282528,3,0.0
2010-08-08,-3.801698079265625,2,0.0
2010-08-09,15.436411088017188,0,0.0
2010-08-10,0.0054201857343745274,0,0.0
2010-08-11,6.842092760735938,0,0.0
2010-08-12,1.6884209290343746,0,0.0
2010-08-13,-1.5169653063656252,0,0.0
2010-08-14,-3.984589902923437,0,0.0
2010-08-15,-2.2506887825703124,0,0.0
2010-08-16,1.4281491859062498,0,0.0
2010-08-17,0.9901524187359367,0,0.0
2010-08-18,20.89674635945,0,0.0
2010-08-19,-3.923886133817189,0,0.0
2010-08-20,17.72016871208125,0,0.0
2010-08-21,-7.770322422925002,0,0.0
2010-08-22,-3.9850744904312485,0,0.0
2010-08-23,-2.384930158749999,0,0.0
2010-08-24,11.298082190953124,0,0.0
2010-08-25,10.788470863754686,0,0.0
2010-08-26,4.811356954692187,0,0.0
2010-08-27,7.130233743582813,0,0.0
2010-08-28,-4.356691195525,0,0.0
2010-08-29,-4.427675057887499,0,0.0
2010-08-30,-2.4217086257328115,0,0.0
2010-08-31,3.2836436412500003,0,0.0
2010-09-01,-1.8256550479531257,0,0.0
2010-09-02,-1.8981919502765632,0,0.0
2010-09-03,2.854400367087499,0,0.0
2010-09-04,-1.902459314762501,2,0.0
2010-09-05,-0.8465616855562501,0,0.0
2010-09-06,-0.42487480219843743,0,0.0
2010-09-07,3.72128276875,0,0.0
2010-09-08,13.582778142421875,0,0.0
2010-09-09,-1.0969172329296883,0,0.0
2010-09-10,-0.10241250823281156,0,0.0
2010-09-11,-2.4366568670624993,0,0.0
2010-09-12,-0.3286521529312496,0,0.0
2010-09-13,-0.1780771999999997,0,0.0
2010-09-14,3.9305894675,0,0.0
2010-09-15,1.8053498266874994,0,0.0
2010-09-16,13.737181413084375,0,0.0
2010-09-17,-5.911512636804688,0,0.0
2010-09-18,-2.273777415728124,2,0.0
2010-09-19,-1.344239625948437,0,0.0
2010-09-20,0.08728069698437502,0,0.0
2010-09-21,11.007106051251561,0,0.0
2010-09-22,3.753710107939062,0,0.0
2010-09-23,-0.15424031322656262,0,0.0
2010-09-24,4.89747637881875,0,0.0
2010-09-25,-4.025004861725,0,0.0
2010-09-26,-1.7792238624999992,0,0.0
2010-09-27,1.8272603762500004,0,0.0
2010-09-28,3.2302080982343746,0,0.0
2010-09-29,-1.5016476544203128,0,0.0
2010-09-30,3.44440931208125,0,0.0
2010-10-01,-0.34681986292500033,0,0.0
2010-10-02,-0.6558206370562503,0,0.0
2010-10-03,-1.1747736433624998,0,0.0
2010-10-04,0.37219111625,0,0.0
2010-10-05,1.2458763684531249,0,0.0
2010-10-06,3.939901590223437,0,0.0
2010-10-07,0.9756378733203124,0,0.0
2010-10-08,4.261675092939063,0,0.0
2010-10-09,6.358826976554687,17,0.0
2010-10-10,-1.8350774057312496,11,0.0
2010-10-11,-0.2501911619828121,3,0.0
2010-10-12,9.154168673234375,3,0.0
2010-10-13,2.6212501969859368,0,0.0
