,emberjs/ember.js,angular/angular,facebook/react
2018-09-18,1,15.0,11.0
2018-09-19,2,17.0,2.899999999999999
2018-09-20,0,4.0,-0.8950000000000007
2018-09-21,4,21.0,-0.4935000000000004
2018-09-22,6,2.0,-0.34128749999999924
2018-09-23,2,0.0,0.7400657500000009
2018-09-24,6,20.0,-0.30924913749999944
2018-09-25,10,3.0,5.78032129125
2018-09-26,5,48.0,3.221873771828125
2018-09-27,2,30.0,1.1786768700421875
2018-09-28,1,5.0,1.3992878398562496
2018-09-29,2,0.0,-0.5411370124999999
2018-09-30,1,0.0,-0.3374441962499995
2018-10-01,5,23.0,1.7486676119843756
2018-10-02,4,1.0,0.5988324199640629
2018-10-03,10,3.0,1.6496578119062504
2018-10-04,7,19.0,8.560822215221876
2018-10-05,10,17.0,-0.13474442867500058
2018-10-06,2,0.0,-0.6508303311031252
2018-10-07,3,0.0,-0.40206348007187487
2018-10-08,6,17.0,-0.28204540499999914
2018-10-09,2,7.0,1.7777324027187507
2018-10-10,1,18.0,6.616871726912501
2018-10-11,1,24.0,1.0694592426828122
2018-10-12,3,15.0,7.3139937815375
2018-10-13,3,0.0,-1.2159829858390632
2018-10-14,9,0.0,0.3977301474640629
2018-10-15,4,11.0,0.49153372500000037
2018-10-16,1,8.0,0.543145020000001
2018-10-17,2,29.0,0.5744494752187506
2018-10-18,12,14.0,3.5945781113187505
2018-10-19,11,36.0,7.323042586217188
2018-10-20,4,17.0,9.848214528303124
2018-10-21,0,2.0,3.297774220962499
2018-10-22,2,3.0,-0.3555907717656255
2018-10-23,7,28.0,22.08951012569844
2018-10-24,5,14.0,-0.925430411801563
2018-10-25,0,6.0,-1.711734800551562
2018-10-26,2,33.0,-1.126950062098437
2018-10-27,0,0.0,2.153663114481253
2018-10-28,0,0.0,-0.9530830072093732
2018-10-29,4,16.0,22.378717573276564
2018-10-30,1,15.0,0.2814583855546866
2018-10-31,5,17.0,1.3523550556046873
2018-11-01,1,40.0,0.6488395156421873
2018-11-02,1,14.0,4.047978757428127
2018-11-03,1,0.0,-1.141453838749999
2018-11-04,0,0.0,-0.7237689765468739
2018-11-05,4,8.0,8.447987141142189
2018-11-06,3,6.0,7.671615674390625
2018-11-07,2,7.0,13.332932588876563
2018-11-08,4,10.0,1.6966010483453111
2018-11-09,6,10.0,12.382735835110937
2018-11-10,0,0.0,-0.40315252015000036
2018-11-11,6,0.0,-1.5594406251796862
2018-11-12,3,9.0,-0.03170262874999863
2018-11-13,3,14.0,3.105869729109377
2018-11-14,0,10.0,1.9072825162859393
2018-11-15,1,1.0,0.011509171942188479
2018-11-16,0,10.0,0.28444568739843823
2018-11-17,0,5.0,-0.5190059348624994
2018-11-18,0,0.0,-0.3498370740343742
2018-11-19,4,3.0,4.821947798678125
2018-11-20,1,11.0,1.369791614484375
