,getsentry/sentry,grafana/grafana,elastic/kibana
2017-05-22,6,9,4.0
2017-05-23,4,17,19.2
2017-05-24,4,18,11.68
2017-05-25,10,5,22.008
2017-05-26,6,8,7.225599999999999
2017-05-27,0,0,-1.7021440000000023
2017-05-28,0,0,-4.626035200000002
2017-05-29,1,16,-1.9120588800000016
2017-05-30,23,2,2.643581951999999
2017-05-31,16,5,11.2089232384
2017-06-01,8,1,0.3812761600000014
2017-06-02,15,4,9.662377369600001
2017-06-03,1,2,-4.502657740799998
2017-06-04,0,5,-2.1574876160000005
2017-06-05,6,17,1.6690785279999996
2017-06-06,7,8,13.450495488
2017-06-07,29,17,1.004506009600001
2017-06-08,14,17,2.0420172799999996
2017-06-09,11,1,3.3126431744
2017-06-10,0,0,-2.6699950079999994
2017-06-11,0,0,-1.4944279552000004
2017-06-12,4,44,9.05910784
2017-06-13,6,10,10.271512064
2017-06-14,7,9,7.006782668800001
2017-06-15,5,9,-1.1861852160000002
2017-06-16,4,10,-1.6758456320000006
2017-06-17,0,10,-1.8088330240000003
2017-06-18,0,3,-1.2046721024000004
2017-06-19,6,20,9.1354624
2017-06-20,17,6,10.30115072
2017-06-21,19,10,9.01524992
2017-06-22,6,17,13.4884246528
2017-06-23,14,15,6.2027472895999995
2017-06-24,1,1,-5.207955763200001
2017-06-25,1,3,-2.8095253504000017
2017-06-26,27,1,7.052390399999998
2017-06-27,21,9,12.70765312
2017-06-28,19,5,6.874068480000001
2017-06-29,17,5,7.9890316288
2017-06-30,13,1,9.7453989888
2017-07-01,0,0,-3.780524851199999
2017-07-02,0,0,-3.3692674048000013
2017-07-03,11,7,4.897566719999999
2017-07-04,0,10,-2.977430528
2017-07-05,11,12,5.178637414400001
2017-07-06,21,5,8.3142864896
2017-07-07,5,4,4.373369139200001
2017-07-08,2,0,-3.4065226751999997
2017-07-09,0,1,-0.7620172800000002
2017-07-10,1,3,12.7242222592
2017-07-11,9,1,16.326588416
2017-07-12,14,10,8.1972227072
2017-07-13,12,1,7.444061695999999
2017-07-14,4,2,13.4430999552
2017-07-15,0,0,-6.814197350400001
2017-07-16,0,0,-2.5278047232000023
2017-07-17,3,1,7.433758207999999
2017-07-18,12,4,19.1111970816
2017-07-19,12,3,6.101942374400002
2017-07-20,2,2,9.987390464
2017-07-21,7,3,15.6112451584
2017-07-22,0,0,-6.7880568831999994
2017-07-23,0,0,-4.210260377600002
2017-07-24,9,13,13.340914687999998
2017-07-25,6,1,3.7929885696000003
2017-07-26,13,1,13.32208896
2017-07-27,21,2,0.6923675648000014
2017-07-28,10,1,7.4052784127999995
2017-07-29,0,1,-4.0679419904
2017-07-30,0,0,-2.9461982208000013
2017-07-31,7,25,11.1819959296
2017-08-01,3,16,23.019785728000002
2017-08-02,2,14,8.4432864256
2017-08-03,9,9,5.2556283904
2017-08-04,6,10,8.038488268799998
2017-08-05,2,1,-5.0440327168
2017-08-06,0,0,-3.5526663168000017
2017-08-07,10,26,11.652129689599999
2017-08-08,8,26,11.404245504
2017-08-09,9,17,14.222353100800001
2017-08-10,5,16,8.9664643072
2017-08-11,3,6,0.33203496959999956
2017-08-12,0,0,-3.9030908928000008
2017-08-13,0,0,-3.083537817600001
2017-08-14,9,10,8.9593757696
2017-08-15,4,15,1.2273925120000007
2017-08-16,9,5,10.8374785024
2017-08-17,5,9,15.345371033600001
2017-08-18,7,11,11.65189376
2017-08-19,0,3,-4.6380463104
2017-08-20,2,2,-3.724469964800002
2017-08-21,10,10,8.645688729599998
2017-08-22,20,1,5.059578368
2017-08-23,16,7,5.9385005055999995
2017-08-24,17,14,11.730900479999999
2017-08-25,6,4,19.3905362944
2017-08-26,1,5,-7.885515263999999
2017-08-27,0,0,-3.811764531200002
2017-08-28,14,13,11.612048179199999
2017-08-29,7,8,4.436530688
2017-08-30,9,2,11.6788197376
2017-08-31,9,5,1.3703512064000005
2017-09-01,6,6,2.639535104
2017-09-02,1,1,-3.9471064063999988
2017-09-03,0,0,0.7388390399999998
2017-09-04,0,14,-0.0006092800000008225
2017-09-05,8,8,7.265418752
2017-09-06,4,4,3.9993585664000006
2017-09-07,10,18,21.0792838144
2017-09-08,10,10,7.645481369600001
2017-09-09,0,0,-5.658757836800001
2017-09-10,0,0,-2.9159472128000017
2017-09-11,6,5,20.081972223999998
2017-09-12,16,18,18.1552104448
2017-09-13,9,17,10.3192896512
2017-09-14,6,27,21.518817382399998
2017-09-15,8,23,8.199235379200001
2017-09-16,0,0,-8.652884377600001
2017-09-17,1,0,-4.673668505600002
2017-09-18,6,40,1.839272959999998
2017-09-19,5,8,12.564166656000001
2017-09-20,15,4,15.423605043200002
2017-09-21,2,30,4.863163494400001
2017-09-22,23,16,9.0376270848
2017-09-23,0,0,-6.253869977599999
2017-09-24,1,9,-3.2167683072000015
2017-09-25,5,1,-2.0709504000000014
2017-09-26,12,7,18.41779712
2017-09-27,8,11,-2.2761968639999983
2017-09-28,14,15,16.7887958016
2017-09-29,8,54,-1.8884097023999988
2017-09-30,1,0,-2.5814478848
2017-10-01,0,4,-2.2785602560000005
2017-10-02,8,20,8.570815999999999
2017-10-03,8,11,12.907059199999999
2017-10-04,9,14,3.1171456000000006
2017-10-05,7,42,5.901664255999999
2017-10-06,5,6,12.8427020288
2017-10-07,1,3,-5.7008245760000005
2017-10-08,0,2,-1.7859291136000017
2017-10-09,13,11,7.935114649599999
2017-10-10,9,17,5.51530496
2017-10-11,13,31,5.223289344
2017-10-12,4,41,5.1352318976
2017-10-13,12,16,0.1550778368000003
2017-10-14,0,3,6.1005265920000005
2017-10-15,0,2,-2.5174176768
2017-10-16,6,18,-2.011738112000001
2017-10-17,4,24,-1.3687701504
2017-10-18,10,18,9.957073408000001
2017-10-19,20,6,-1.9391932415999986
2017-10-20,13,7,-1.5988156416000001
2017-10-21,0,0,-0.9505442816
2017-10-22,0,14,0.38610647040000057
2017-10-23,8,19,19.3588921344
