,php/php-src,python/cpython,ruby/ruby
2016-10-10,26,17,6
2016-10-11,26,15,10
2016-10-12,72,9,11
2016-10-13,70,14,6
2016-10-14,32,12,9
2016-10-15,17,11,7
2016-10-16,12,9,1
2016-10-17,58,9,3
2016-10-18,39,16,7
2016-10-19,11,26,5
2016-10-20,29,21,6
2016-10-21,9,38,9
2016-10-22,5,12,7
2016-10-23,9,19,3
2016-10-24,9,10,7
2016-10-25,16,47,4
2016-10-26,14,9,5
2016-10-27,20,21,8
2016-10-28,11,21,13
2016-10-29,23,23,5
2016-10-30,21,28,3
2016-10-31,12,18,7
2016-11-01,18,7,10
2016-11-02,4,14,2
2016-11-03,9,16,4
2016-11-04,18,10,8
2016-11-05,14,7,53
2016-11-06,14,20,29
2016-11-07,15,21,17
2016-11-08,12,27,14
2016-11-09,17,41,1
2016-11-10,16,12,15
2016-11-11,0,17,21
2016-11-12,35,12,30
2016-11-13,22,13,10
2016-11-14,4,18,11
2016-11-15,2,22,8
2016-11-16,58,27,10
2016-11-17,56,15,5
2016-11-18,35,5,10
2016-11-19,4,6,12
2016-11-20,50,52,8
2016-11-21,38,63,13
2016-11-22,40,30,10
2016-11-23,4,5,10
2016-11-24,33,11,6
2016-11-25,17,10,1
2016-11-26,20,6,5
2016-11-27,28,0,5
2016-11-28,10,10,8
2016-11-29,1,9,23
2016-11-30,12,1,12
2016-12-01,27,6,11
2016-12-02,26,10,4
2016-12-03,15,8,9
2016-12-04,17,9,9
2016-12-05,6,11,6
2016-12-06,41,25,17
2016-12-07,24,19,15
2016-12-08,14,30,8
2016-12-09,12,17,7
2016-12-10,4,21,12
2016-12-11,13,14,2
2016-12-12,27,7,15
2016-12-13,11,11,4
2016-12-14,13,12,9
2016-12-15,8,29,6
2016-12-16,24,34,9
2016-12-17,16,13,12
2016-12-18,19,11,3
2016-12-19,8,21,4
2016-12-20,18,7,14
2016-12-21,22,9,16
2016-12-22,19,12,11
2016-12-23,1,9,6
2016-12-24,0,16,9
2016-12-25,0,6,10
2016-12-26,11,2,14
2016-12-27,9,30,8
2016-12-28,10,20,2
2016-12-29,19,4,6
2016-12-30,16,15,1
2016-12-31,19,14,6
2017-01-01,40,3,6
2017-01-02,28,47,4
2017-01-03,52,21,9
2017-01-04,38,7,4
2017-01-05,33,4,4
2017-01-06,80,17,4
2017-01-07,52,5,8
2017-01-08,24,15,8
2017-01-09,54,25,3
2017-01-10,43,8,8
2017-01-11,10,16,9
2017-01-12,20,18,4
2017-01-13,28,20,8
2017-01-14,10,11,8
2017-01-15,7,2,5
2017-01-16,26,16,7
2017-01-17,20,25,3
2017-01-18,28,24,7
2017-01-19,9,8,10
2017-01-20,11,14,10
2017-01-21,15,6,3
2017-01-22,13,7,6
2017-01-23,11,27,16
2017-01-24,6,15,4
2017-01-25,10,7,7
2017-01-26,12,2,9
2017-01-27,6,5,12
2017-01-28,8,1,7
2017-01-29,5,17,6
2017-01-30,22,2,16
2017-01-31,16,6,15
2017-02-01,33,17,7
2017-02-02,20,20,14
2017-02-03,35,1,14
2017-02-04,1,35,13
2017-02-05,6,7,11
2017-02-06,4,14,5
2017-02-07,13,9,13
2017-02-08,7,6,5
2017-02-09,1,10,9
2017-02-10,8,21,11
2017-02-11,17,5,7
2017-02-12,21,7,9
2017-02-13,6,6,11
2017-02-14,2,8,5
2017-02-15,20,10,6
2017-02-16,13,5,6
2017-02-17,8,0,6
2017-02-18,3,3,6
2017-02-19,3,3,1
2017-02-20,0,7,13
2017-02-21,9,7,11
2017-02-22,9,6,10
2017-02-23,9,6,8
2017-02-24,15,7,12
2017-02-25,6,9,7
2017-02-26,3,10,3
2017-02-27,6,6,18
2017-02-28,7,6,7
2017-03-01,13,13,11
2017-03-02,26,14,6
2017-03-03,4,17,7
2017-03-04,1,8,10
2017-03-05,0,6,5
2017-03-06,1,10,8
2017-03-07,17,5,15
2017-03-08,3,13,7
2017-03-09,17,6,11
2017-03-10,7,5,5
2017-03-11,0,7,11
2017-03-12,7,19,6
2017-03-13,6,3,14
2017-03-14,20,7,12
2017-03-15,4,3,6
2017-03-16,19,1,12
2017-03-17,16,5,11
2017-03-18,0,1,9
2017-03-19,3,11,5
2017-03-20,10,4,5
2017-03-21,5,5,6
2017-03-22,9,2,8
2017-03-23,20,5,8
2017-03-24,7,7,7
2017-03-25,0,5,8
2017-03-26,0,2,4
2017-03-27,18,11,5
2017-03-28,19,6,8
2017-03-29,14,5,11
2017-03-30,10,18,6
2017-03-31,0,7,4
2017-04-01,6,5,9
2017-04-02,8,6,4
2017-04-03,9,3,5
2017-04-04,4,3,5
2017-04-05,2,6,7
2017-04-06,0,2,7
2017-04-07,11,3,12
2017-04-08,2,4,4
2017-04-09,12,5,13
2017-04-10,52,1,15
2017-04-11,27,4,13
2017-04-12,6,3,9
2017-04-13,13,11,12
2017-04-14,16,6,15
2017-04-15,17,4,9
2017-04-16,5,6,6
2017-04-17,15,1,12
2017-04-18,3,0,14
2017-04-19,2,10,7
2017-04-20,6,13,16
2017-04-21,0,10,16
2017-04-22,14,4,11
2017-04-23,14,1,11
2017-04-24,14,6,5
2017-04-25,11,5,18
2017-04-26,13,7,5
2017-04-27,17,5,4
2017-04-28,3,4,8
2017-04-29,4,2,4
2017-04-30,5,0,9
2017-05-01,11,3,11
2017-05-02,21,11,13
2017-05-03,2,7,6
2017-05-04,4,6,20
2017-05-05,0,8,0
2017-05-06,3,1,14
2017-05-07,4,1,17
2017-05-08,19,2,9
2017-05-09,11,7,14
2017-05-10,7,5,17
2017-05-11,1,3,8
2017-05-12,0,3,27
2017-05-13,3,5,12
2017-05-14,1,4,12
2017-05-15,15,10,16
2017-05-16,18,9,28
2017-05-17,19,7,12
2017-05-18,8,4,7
2017-05-19,4,3,25
2017-05-20,3,4,18
2017-05-21,1,2,14
2017-05-22,1,10,9
2017-05-23,8,14,13
2017-05-24,10,15,14
2017-05-25,11,5,17
2017-05-26,2,2,18
2017-05-27,16,9,22
2017-05-28,16,5,15
2017-05-29,14,5,15
2017-05-30,27,4,10
2017-05-31,11,2,5
2017-06-01,10,7,17
2017-06-02,18,5,7
2017-06-03,5,2,9
2017-06-04,3,5,2
2017-06-05,1,3,6
2017-06-06,8,10,10
2017-06-07,8,5,8
2017-06-08,9,9,11
2017-06-09,16,17,7
2017-06-10,1,13,2
2017-06-11,2,11,3
2017-06-12,5,7,10
2017-06-13,23,18,5
2017-06-14,2,10,8
2017-06-15,8,5,13
2017-06-16,5,12,8
2017-06-17,1,3,2
2017-06-18,10,1,6
2017-06-19,6,1,5
2017-06-20,40,8,7
2017-06-21,23,6,11
2017-06-22,17,4,11
2017-06-23,21,15,19
2017-06-24,0,6,3
2017-06-25,38,3,3
2017-06-26,3,8,9
2017-06-27,4,8,6
2017-06-28,6,14,15
2017-06-29,16,5,9
2017-06-30,2,10,3
2017-07-01,9,2,6
2017-07-02,2,2,1
2017-07-03,17,3,7
2017-07-04,36,6,7
2017-07-05,42,7,3
2017-07-06,9,4,5
2017-07-07,16,5,9
2017-07-08,13,3,3
2017-07-09,14,2,6
2017-07-10,29,6,4
2017-07-11,17,6,2
2017-07-12,18,4,7
2017-07-13,17,5,5
2017-07-14,12,4,13
2017-07-15,2,3,4
2017-07-16,10,2,7
2017-07-17,25,4,2
2017-07-18,35,5,12
2017-07-19,32,2,10
2017-07-20,28,5,8
2017-07-21,35,8,6
2017-07-22,29,3,7
2017-07-23,40,3,2
2017-07-24,39,9,2
2017-07-25,27,8,4
2017-07-26,31,8,8
2017-07-27,21,6,11
2017-07-28,21,8,5
2017-07-29,4,3,4
2017-07-30,36,6,6
2017-07-31,6,5,3
2017-08-01,25,8,5
2017-08-02,40,3,15
2017-08-03,14,5,13
2017-08-04,18,4,9
2017-08-05,0,1,2
2017-08-06,4,0,2
2017-08-07,10,3,4
2017-08-08,22,2,3
2017-08-09,6,8,3
2017-08-10,6,8,18
2017-08-11,4,1,4
2017-08-12,10,2,5
2017-08-13,12,0,6
2017-08-14,28,5,7
2017-08-15,33,6,12
2017-08-16,31,3,3
2017-08-17,9,6,8
2017-08-18,29,19,3
2017-08-19,31,0,6
2017-08-20,0,4,1
2017-08-21,7,9,4
2017-08-22,13,5,14
2017-08-23,10,1,5
2017-08-24,23,5,3
2017-08-25,17,5,7
2017-08-26,2,2,6
2017-08-27,6,2,5
2017-08-28,8,4,8
2017-08-29,19,5,10
2017-08-30,7,7,7
2017-08-31,24,0,12
2017-09-01,11,6,9
2017-09-02,7,0,8
2017-09-03,0,4,14
2017-09-04,30,28,5
2017-09-05,25,16,8
2017-09-06,23,17,13
2017-09-07,27,19,9
2017-09-08,11,17,10
2017-09-09,13,4,11
2017-09-10,6,5,10
2017-09-11,47,9,12
2017-09-12,72,7,17
2017-09-13,24,17,9
2017-09-14,9,20,25
2017-09-15,5,11,17
2017-09-16,0,3,5
2017-09-17,0,5,12
2017-09-18,25,7,8
2017-09-19,7,13,13
2017-09-20,12,6,13
2017-09-21,39,5,3
2017-09-22,2,6,4
2017-09-23,0,5,15
2017-09-24,14,10,10
2017-09-25,14,9,11
2017-09-26,10,3,12
2017-09-27,20,5,11
2017-09-28,10,3,8
2017-09-29,14,10,9
2017-09-30,5,7,15
2017-10-01,3,2,11
2017-10-02,24,7,10
2017-10-03,24,6,9
2017-10-04,12,8,6
2017-10-05,10,9,8
2017-10-06,8,8,6
2017-10-07,4,2,2
2017-10-08,9,4,8
2017-10-09,10,3,5
2017-10-10,29,4,7
2017-10-11,27,2,12
2017-10-12,9,6,5
2017-10-13,13,7,3
2017-10-14,2,3,6
2017-10-15,21,4,4
2017-10-16,24,5,7
2017-10-17,15,11,10
2017-10-18,14,3,8
2017-10-19,27,7,4
2017-10-20,33,2,7
2017-10-21,21,1,108
2017-10-22,7,6,39
2017-10-23,54,6,16
2017-10-24,46,11,23
2017-10-25,31,4,25
2017-10-26,31,10,27
2017-10-27,26,9,36
2017-10-28,12,4,37
2017-10-29,11,0,43
2017-10-30,85,2,8
2017-10-31,24,11,10
2017-11-01,13,7,12
2017-11-02,40,9,18
2017-11-03,8,7,6
2017-11-04,0,9,25
2017-11-05,0,3,12
2017-11-06,15,3,5
2017-11-07,17,20,40
2017-11-08,8,11,7
2017-11-09,1,5,12
2017-11-10,12,6,7
2017-11-11,0,8,3
2017-11-12,0,5,7
2017-11-13,23,5,8
2017-11-14,31,4,12
2017-11-15,25,12,10
2017-11-16,12,8,36
2017-11-17,20,2,13
2017-11-18,1,5,16
2017-11-19,0,3,11
2017-11-20,12,6,13
2017-11-21,16,7,8
2017-11-22,18,3,5
2017-11-23,5,15,6
2017-11-24,10,12,15
2017-11-25,5,10,5
2017-11-26,0,6,7
2017-11-27,20,10,8
2017-11-28,45,15,6
2017-11-29,19,10,15
2017-11-30,14,9,2
2017-12-01,9,10,28
2017-12-02,6,4,8
2017-12-03,4,5,18
2017-12-04,18,7,16
2017-12-05,24,14,19
2017-12-06,9,10,26
2017-12-07,13,4,11
2017-12-08,9,3,15
2017-12-09,14,6,7
2017-12-10,1,5,6
2017-12-11,16,8,26
2017-12-12,3,10,69
2017-12-13,6,11,21
2017-12-14,18,14,26
2017-12-15,17,15,22
2017-12-16,21,8,8
2017-12-17,7,2,11
2017-12-18,7,9,19
2017-12-19,8,13,17
2017-12-20,6,10,18
2017-12-21,18,10,19
2017-12-22,33,2,21
2017-12-23,2,8,16
2017-12-24,0,2,17
2017-12-25,2,5,19
2017-12-26,5,3,9
2017-12-27,8,0,18
2017-12-28,9,2,5
2017-12-29,3,4,2
2017-12-30,5,9,7
2017-12-31,0,2,11
2018-01-01,3,1,6
2018-01-02,39,2,37
2018-01-03,28,1,6
2018-01-04,16,6,13
