,llvm/llvm-project,golang/go,gcc-mirror/gcc
2008-10-09,-14.343718502400002,2,11
2008-10-10,17.025822515199994,13,11
2008-10-11,-6.6822849536,2,10
2008-10-12,19.903479296,0,7
2008-10-13,10.381919334400003,1,10
2008-10-14,21.0455332864,6,13
2008-10-15,34.5658720256,9,17
2008-10-16,-1.8030384127999923,20,18
2008-10-17,36.421807718400004,10,7
2008-10-18,-20.1564176384,6,7
2008-10-19,-15.009090457600003,1,9
2008-10-20,31.918388735999997,13,10
2008-10-21,28.2143368192,11,14
2008-10-22,15.7733579776,10,13
2008-10-23,-6.196952883199998,7,7
2008-10-24,37.1233506304,14,16
2008-10-25,-15.416822579200002,8,3
2008-10-26,3.7725682688000006,4,2
2008-10-27,38.9646319616,3,11
2008-10-28,6.980928921600004,2,7
2008-10-29,16.754093158400003,22,19
2008-10-30,19.012716339200004,14,9
2008-10-31,16.023340544,11,14
2008-11-01,-30.3021041664,4,17
2008-11-02,2.5638603775999975,3,6
2008-11-03,26.047240294399998,12,23
2008-11-04,32.1322105856,10,11
2008-11-05,7.8865076224000035,15,22
2008-11-06,0.8060112896000078,15,17
2008-11-07,20.6555972608,8,21
2008-11-08,15.1213101056,4,1
2008-11-09,-15.475084185599997,0,5
2008-11-10,31.1977859072,6,17
2008-11-11,39.1034012672,5,11
2008-11-12,36.827753984000005,8,25
2008-11-13,19.293853184,8,16
2008-11-14,-11.9206986752,8,20
2008-11-15,-3.1307080704000043,5,14
2008-11-16,21.8019920896,1,17
2008-11-17,1.0001752064000016,9,9
2008-11-18,54.8791957504,17,15
2008-11-19,48.323748454400004,36,23
2008-11-20,7.4870075392000075,11,21
2008-11-21,21.098376396800006,9,17
2008-11-22,-7.283607142400001,2,15
2008-11-23,-15.206456320000001,2,9
2008-11-24,32.262159667199995,19,18
2008-11-25,2.0503283711999956,10,15
2008-11-26,23.382123315200005,3,12
2008-11-27,11.168872448000002,1,9
2008-11-28,-8.837873561599999,0,7
2008-11-29,-1.268056780800002,0,13
2008-11-30,20.383202611199998,0,6
2008-12-01,35.0460676096,2,15
2008-12-02,14.802964684800003,6,30
2008-12-03,19.0743488512,12,18
2008-12-04,-0.1400892415999948,8,12
2008-12-05,10.3841729536,11,26
2008-12-06,-14.342850764799998,2,16
2008-12-07,20.0557580288,0,7
2008-12-08,18.4966795264,2,16
2008-12-09,31.189121024000002,10,27
2008-12-10,0.8422886400000067,13,15
2008-12-11,7.886818508800005,10,12
2008-12-12,16.430976614400002,8,20
2008-12-13,-2.6344922111999978,1,8
2008-12-14,-12.4249334784,1,5
2008-12-15,18.7529153536,8,10
2008-12-16,26.121005670400002,6,7
2008-12-17,19.398582374400004,8,7
2008-12-18,13.404434841600008,4,17
2008-12-19,0.18700492800000035,21,11
2008-12-20,-4.430670335999999,2,4
2008-12-21,-1.980162969600002,6,18
2008-12-22,22.198289408,1,7
2008-12-23,23.0994987008,1,5
2008-12-24,-13.007858073599998,0,2
2008-12-25,-11.2717452288,0,1
2008-12-26,-0.7000465408000007,1,2
2008-12-27,-6.681870745600001,0,5
2008-12-28,-0.8322709504000017,0,2
2008-12-29,9.858602393600002,0,10
2008-12-30,-8.545210368,3,13
2008-12-31,11.6843308032,0,6
2009-01-01,0.41171886080000064,0,4
2009-01-02,30.516219289600002,0,10
2009-01-03,-6.342072627199997,0,12
2009-01-04,17.7597316096,0,16
2009-01-05,80.3496696832,4,27
2009-01-06,-5.427509350399987,18,25
2009-01-07,12.35197276160001,14,19
2009-01-08,24.7617857536,9,9
2009-01-09,18.7885869056,14,17
2009-01-10,-23.420461772799996,3,6
2009-01-11,5.034305228800001,0,11
2009-01-12,28.3341065216,0,22
2009-01-13,34.18739456,4,25
2009-01-14,-13.144493158399996,6,19
2009-01-15,10.278127411200003,11,13
2009-01-16,57.337152,38,20
2009-01-17,1.406553190400004,1,12
2009-01-18,0.823921459200001,0,10
2009-01-19,20.486408192,0,4
2009-01-20,27.2479814656,7,14
2009-01-21,33.8618138624,9,11
2009-01-22,9.483199078400006,3,13
2009-01-23,12.571741593600002,7,6
2009-01-24,-3.059299430400003,2,8
2009-01-25,-9.8873008128,0,3
2009-01-26,58.3853810688,11,9
2009-01-27,10.213884108800002,15,8
2009-01-28,38.3239919616,5,17
2009-01-29,10.66952417280001,4,12
2009-01-30,51.7071926272,11,13
2009-01-31,-26.66426480639999,3,8
2009-02-01,-29.7537215488,2,2
2009-02-02,40.7913038848,3,14
2009-02-03,59.260474880000004,5,12
2009-02-04,41.54129561600001,5,7
2009-02-05,7.327509913600011,11,11
2009-02-06,14.973178675200003,10,10
2009-02-07,17.2155444224,8,5
2009-02-08,-6.136099942400001,5,3
2009-02-09,9.1309802496,4,15
2009-02-10,15.764608409600001,7,16
2009-02-11,20.762144665600005,4,9
2009-02-12,16.028318617600007,4,17
2009-02-13,47.57305282560001,7,16
2009-02-14,-7.496888115199994,1,2
2009-02-15,-9.020924518400001,3,5
2009-02-16,29.1627165696,4,7
2009-02-17,58.8454320128,12,16
2009-02-18,42.748127436800004,4,16
2009-02-19,14.986066432000001,0,11
2009-02-20,33.835600998400004,7,8
2009-02-21,-21.54765567999999,1,15
2009-02-22,-4.614853324799995,1,5
2009-02-23,2.7307032575999983,0,8
2009-02-24,15.984259481599999,6,8
2009-02-25,13.8642397184,1,13
2009-02-26,34.295136768,3,7
2009-02-27,4.342374195200009,2,10
2009-02-28,20.1381823488,2,7
2009-03-01,9.083453542400008,0,18
2009-03-02,41.519953203200004,0,9
2009-03-03,11.495562444800001,11,12
2009-03-04,57.795997696,7,13
2009-03-05,12.488302899200008,21,9
2009-03-06,22.193886310400003,12,9
2009-03-07,-21.18632355839999,7,5
2009-03-08,-4.023875276799998,5,5
2009-03-09,47.81731327999999,1,8
2009-03-10,21.573375283200008,13,7
2009-03-11,29.443500544000003,13,15
2009-03-12,27.793918259200005,6,12
2009-03-13,57.5530172416,12,6
2009-03-14,-46.87511326719999,0,3
2009-03-15,-16.942362521600003,0,3
2009-03-16,-4.676642099200002,3,12
2009-03-17,29.083935436799997,7,22
2009-03-18,69.6362243072,8,13
2009-03-19,-5.631771340799993,4,8
2009-03-20,21.768429260800005,9,3
2009-03-21,-13.507958476799992,3,2
2009-03-22,0.4114098175999956,0,7
2009-03-23,32.244630630399996,3,9
2009-03-24,27.322805248,13,11
2009-03-25,7.6541587456,10,14
2009-03-26,20.714408652800003,4,7
2009-03-27,21.069171712,9,29
2009-03-28,25.7670590464,3,41
2009-03-29,7.577721344000004,0,23
2009-03-30,11.518593126400006,6,32
2009-03-31,30.755662233600006,20,35
2009-04-01,42.9309688832,7,27
2009-04-02,-4.391622860799998,8,23
2009-04-03,1.7299372032000022,14,14
2009-04-04,-23.171336703999998,1,19
2009-04-05,-13.179679846400003,0,11
2009-04-06,12.171611852799998,1,25
2009-04-07,44.7995450368,10,44
2009-04-08,22.666813337600004,3,46
2009-04-09,20.193308467200005,9,49
2009-04-10,38.52658790400001,7,53
2009-04-11,-18.393466265599997,2,10
2009-04-12,16.3421514752,1,6
2009-04-13,29.303303987200003,9,16
2009-04-14,23.3631217664,8,14
2009-04-15,65.7080645632,10,50
2009-04-16,1.4975405056,16,61
2009-04-17,10.709703475200001,10,68
2009-04-18,32.120530944,3,26
2009-04-19,9.059962572800003,1,17
2009-04-20,12.453537279999999,10,75
2009-04-21,38.08960450560001,9,20
2009-04-22,23.14540308480001,11,59
2009-04-23,8.162226688000004,1,18
2009-04-24,6.686474752000002,5,62
2009-04-25,22.413067264000006,5,24
2009-04-26,-1.5323631616000029,1,24
2009-04-27,32.31225344,3,22
2009-04-28,8.413499289600004,8,36
2009-04-29,34.9060938752,3,62
2009-04-30,-0.873698816000001,15,19
2009-05-01,16.4378165248,1,7
2009-05-02,-11.345122099199997,5,10
2009-05-03,126.5625227264,2,14
2009-05-04,-3.9363544063999854,3,14
2009-05-05,-15.079047065599994,8,14
2009-05-06,7.185093529599996,12,47
2009-05-07,1.1446124543999971,10,21
2009-05-08,32.7533508608,22,19
2009-05-09,-15.942251724800002,0,8
2009-05-10,-14.153236275200001,0,19
2009-05-11,33.4992902144,3,13
2009-05-12,24.057009356800002,7,21
2009-05-13,27.387491123200007,6,17
2009-05-14,5.646382080000009,11,25
2009-05-15,26.125587558400007,12,32
2009-05-16,-3.6877786112000024,7,15
2009-05-17,-15.089674444799996,1,12
2009-05-18,44.4278669312,11,22
2009-05-19,24.1126171648,10,17
2009-05-20,4.461856153600003,9,15
2009-05-21,-4.956450508800003,15,18
2009-05-22,20.3947249664,12,13
2009-05-23,-2.2969638912000008,11,10
2009-05-24,-5.040821043200001,2,10
2009-05-25,-3.484873523200001,1,10
2009-05-26,13.0247963648,9,16
2009-05-27,31.180721049600002,15,26
2009-05-28,0.16131758080000225,8,18
2009-05-29,7.452857446400003,11,19
2009-05-30,26.320373862400004,1,6
2009-05-31,-5.596578303999998,5,11
2009-06-01,5.5774065664000005,0,24
2009-06-02,7.274549145599998,8,26
2009-06-03,37.2910035968,15,29
2009-06-04,26.361255014400008,17,16
2009-06-05,12.541413068800004,8,19
2009-06-06,-7.120229273599996,10,3
2009-06-07,-7.357407846400001,12,20
2009-06-08,15.652883251199995,6,21
2009-06-09,-0.7058485248000039,11,16
2009-06-10,-13.7827587072,3,20
2009-06-11,17.146377215999998,2,13
2009-06-12,33.606540800000005,1,21
2009-06-13,-0.5258631167999965,0,12
2009-06-14,4.145128755200005,0,3
2009-06-15,43.2867324928,3,14
2009-06-16,41.08539392,16,36
2009-06-17,29.03134371840001,9,23
2009-06-18,10.685940224000007,6,22
2009-06-19,9.196225433600006,9,31
2009-06-20,-7.055317708800004,1,11
2009-06-21,-4.689459507199999,0,15
2009-06-22,23.512194559999998,10,38
2009-06-23,66.2903044096,7,37
2009-06-24,47.65153894400001,5,25
2009-06-25,14.121824358400005,17,25
2009-06-26,63.012146380800004,10,24
2009-06-27,-33.84622499839999,3,15
2009-06-28,-30.4978077696,0,10
2009-06-29,30.8893526016,9,16
2009-06-30,45.725694566399994,5,34
2009-07-01,35.66309888000001,8,22
2009-07-02,4.5954160640000055,15,17
2009-07-03,-10.801626214400002,10,8
2009-07-04,-29.009321881600002,1,17
2009-07-05,-5.301186355200002,1,4
2009-07-06,42.5802638336,12,14
2009-07-07,43.3776698368,36,25
2009-07-08,30.18932807680001,9,13
2009-07-09,53.27282206720001,11,25
2009-07-10,20.39864954880001,13,25
2009-07-11,1.8155099136000103,2,13
2009-07-12,-15.9729554432,0,11
2009-07-13,60.95499796479999,10,47
2009-07-14,73.1110805504,25,21
2009-07-15,54.751006310400015,14,30
2009-07-16,162.8044377088,7,13
2009-07-17,-29.799775129599993,23,14
2009-07-18,-19.767055974399995,1,12
2009-07-19,-42.9833209856,0,6
2009-07-20,28.42182420479999,8,28
2009-07-21,96.1181666304,13,14
2009-07-22,17.673387827200003,3,29
2009-07-23,10.185129984000014,0,44
2009-07-24,24.458962227200004,1,20
2009-07-25,3.6657651712000074,0,12
2009-07-26,-2.9598930944000017,1,6
2009-07-27,41.4701471744,14,26
2009-07-28,40.587935129600005,18,26
2009-07-29,64.62158438400002,20,21
2009-07-30,-2.008796774399997,11,22
2009-07-31,33.702753382400005,12,29
2009-08-01,-4.202776064000005,5,9
2009-08-02,25.606172467199997,0,15
2009-08-03,22.558667264,5,12
2009-08-04,22.2533252096,12,13
2009-08-05,52.0357436416,16,10
2009-08-06,10.268071321600004,8,23
2009-08-07,7.981949644799997,20,13
2009-08-08,18.67371991040001,4,4
2009-08-09,-36.97445038079999,4,9
2009-08-10,40.1764798464,5,22
2009-08-11,68.49017518080001,8,16
2009-08-12,30.695026380800016,18,31
2009-08-13,14.83785902080001,18,9
2009-08-14,11.657721036799998,12,30
2009-08-15,21.8066275328,3,5
2009-08-16,-5.695613030399997,0,15
2009-08-17,-0.8551776256000068,9,34
2009-08-18,34.8700982272,11,12
2009-08-19,56.75791462400001,13,13
2009-08-20,-8.043194982399996,14,17
2009-08-21,44.793641984000004,11,11
2009-08-22,9.759477657600002,9,8
2009-08-23,27.562906828799996,1,14
2009-08-24,13.562983628800012,13,18
2009-08-25,32.2879289344,8,24
2009-08-26,34.976524595200004,14,14
2009-08-27,35.1417347072,17,15
2009-08-28,11.569513369600003,19,22
2009-08-29,-20.569569894400004,5,8
2009-08-30,8.269074431999996,5,13
2009-08-31,25.9795295232,18,10
2009-09-01,33.4844386304,22,14
2009-09-02,23.34954219520001,13,31
2009-09-03,50.024663347200004,22,27
2009-09-04,-15.109148467199986,8,21
2009-09-05,-12.863115571199998,0,7
2009-09-06,-6.697876787200002,2,6
2009-09-07,-0.618830336000002,0,15
2009-09-08,59.8846761984,8,31
2009-09-09,39.32656711680001,9,23
2009-09-10,10.292053606400003,9,26
2009-09-11,34.81122344960001,6,16
2009-09-12,0.7760266240000036,0,9
2009-09-13,10.534655283199996,0,8
2009-09-14,20.618186752,7,15
2009-09-15,50.125817856,18,14
2009-09-16,27.62223360000001,10,26
2009-09-17,-0.039373926399989045,9,23
2009-09-18,23.107908812800005,18,17
2009-09-19,-28.3109767168,7,7
2009-09-20,45.883246796799995,0,12
2009-09-21,6.800576307200004,8,16
2009-09-22,36.302045491200005,13,70
2009-09-23,7.789042892800005,2,25
2009-09-24,2.4850348032000085,15,23
2009-09-25,26.469241958400005,13,22
2009-09-26,5.345445376000001,1,7
2009-09-27,16.4966240256,0,14
2009-09-28,14.586215628800005,9,19
2009-09-29,20.5339409408,10,22
2009-09-30,6.547031859200004,15,21
2009-10-01,-5.294639103999998,8,20
2009-10-02,-14.517334016000003,4,22
2009-10-03,-8.224855347200002,9,6
2009-10-04,-9.716502937600001,0,2
2009-10-05,32.1509486592,10,27
2009-10-06,29.553082470400003,21,18
2009-10-07,26.640788275200002,10,30
2009-10-08,28.601627238400006,6,26
2009-10-09,21.499397632000004,13,19
2009-10-10,-1.1455178751999995,2,18
2009-10-11,33.6881828864,3,15
2009-10-12,32.570760908800004,14,21
2009-10-13,57.724318105600005,11,19
2009-10-14,4.805023744000003,11,26
2009-10-15,6.078829568000003,27,25
2009-10-16,13.5315007488,17,24
2009-10-17,38.467108864,0,25
2009-10-18,5.547506278400007,0,1
2009-10-19,45.665613824000005,9,17
2009-10-20,24.8323001344,19,26
2009-10-21,31.282533888000003,4,15
2009-10-22,4.428668723200005,21,20
2009-10-23,-14.734409830399997,13,20
2009-10-24,-13.457330483199996,2,10
2009-10-25,24.552411955199997,4,6
2009-10-26,19.660121599999997,5,20
2009-10-27,72.4663427072,7,26
2009-10-28,9.743154380800007,7,33
2009-10-29,20.21229056,5,23
2009-10-30,19.17576478720001,9,31
2009-10-31,1.3239384064000035,2,8
2009-11-01,-3.944840499199998,12,8
2009-11-02,25.2156140544,29,16
2009-11-03,55.7363955712,13,27
2009-11-04,13.818600140800001,31,29
2009-11-05,35.410373836800005,55,17
2009-11-06,15.206362316800003,39,20
2009-11-07,43.417293824000005,16,10
2009-11-08,-10.3861484544,24,15
2009-11-09,61.9934020608,28,13
2009-11-10,43.9524529152,26,13
2009-11-11,44.31123548160001,41,15
2009-11-12,39.267423232,18,19
2009-11-13,13.274765516800002,16,24
2009-11-14,-0.643082751999998,13,5
2009-11-15,-10.896626687999998,19,5
2009-11-16,39.8044274688,11,15
2009-11-17,86.6867191808,26,19
2009-11-18,0.9298931712000069,37,24
2009-11-19,33.45382154240001,14,21
2009-11-20,14.417708441599999,32,20
2009-11-21,-21.593102950399995,1,16
2009-11-22,4.9924794367999965,0,8
2009-11-23,26.539511398399995,7,30
2009-11-24,10.843867443200004,23,22
2009-11-25,23.634962432000002,9,131
2009-11-26,12.78467829760001,0,25
2009-11-27,-5.8215563264,0,15
2009-11-28,-16.2290655232,0,12
2009-11-29,23.0644996096,4,6
2009-11-30,28.002647859200003,21,101
2009-12-01,35.8411936768,12,20
2009-12-02,10.408529817600005,24,25
2009-12-03,71.2233491456,16,19
2009-12-04,49.606173593600005,22,24
2009-12-05,-16.743397888000004,10,10
2009-12-06,-10.203186278399997,4,6
2009-12-07,34.0960214016,7,25
2009-12-08,15.954642227200004,2,14
2009-12-09,25.1456152576,18,9
2009-12-10,0.17401251840000498,14,20
2009-12-11,33.2903794688,16,25
2009-12-12,-15.560166912,3,3
2009-12-13,-16.459569152,6,7
2009-12-14,55.475190784,8,24
2009-12-15,29.865273651200006,14,22
2009-12-16,31.57040793600001,20,10
2009-12-17,1.9712518144000057,11,22
2009-12-18,29.746151424000004,8,11
2009-12-19,3.350350233600004,2,6
2009-12-20,-30.7292857344,0,3
2009-12-21,21.667981926399996,5,8
2009-12-22,51.5776428032,6,15
2009-12-23,86.0264361984,11,18
2009-12-24,-16.745425817599994,4,9
2009-12-25,-38.8205495296,0,1
2009-12-26,-23.951651020800004,1,7
2009-12-27,-11.571877888000007,1,3
2009-12-28,42.5783149568,5,8
2009-12-29,6.198796697600002,13,10
2009-12-30,10.194613350400004,1,13
2009-12-31,25.238005760000007,1,8
2010-01-01,-3.266077900799999,0,17
2010-01-02,1.1440234495999988,1,11
2010-01-03,-7.4162269184,1,16
2010-01-04,48.271667711999996,1,25
2010-01-05,193.0178832384,5,21
2010-01-06,-56.27358863359997,18,11
2010-01-07,3.6660238336000077,12,21
2010-01-08,-21.732310323199997,11,14
2010-01-09,9.150939340799994,2,23
2010-01-10,0.8224305151999971,1,12
2010-01-11,35.2033700864,8,16
2010-01-12,11.121253888000005,11,14
2010-01-13,48.260575232,13,18
2010-01-14,15.80346972160001,11,37
2010-01-15,41.29692282880001,11,15
2010-01-16,11.157869772800005,2,9
2010-01-17,-29.7217680384,0,15
2010-01-18,49.8106656768,3,17
2010-01-19,62.650618982400005,14,14
2010-01-20,23.968391577600016,9,24
2010-01-21,1.3482383360000085,0,14
2010-01-22,52.293784576,5,11
2010-01-23,1.7585380352000044,4,4
2010-01-24,-6.1476871168,1,4
2010-01-25,30.1886419968,10,15
2010-01-26,76.13766768640001,21,29
2010-01-27,-0.8916852735999896,16,23
2010-01-28,-9.944235110399994,15,19
2010-01-29,35.003306291200005,8,15
2010-01-30,-11.616866303999998,9,2
2010-01-31,-14.273887948799995,0,13
2010-02-01,24.320726220799997,11,8
2010-02-02,72.975863808,19,8
2010-02-03,23.269322035200013,3,19
2010-02-04,-13.192724787199992,18,9
2010-02-05,46.997288448,13,18
2010-02-06,-21.419302092799995,4,18
2010-02-07,-25.917678694400003,3,17
2010-02-08,50.43757977599999,5,10
2010-02-09,53.6339621888,8,15
2010-02-10,27.625168486400007,16,24
2010-02-11,30.703121817600007,8,23
2010-02-12,26.974469734400003,4,9
2010-02-13,10.752255078400005,0,2
2010-02-14,-6.7201911808000006,0,7
2010-02-15,27.1477844992,0,13
2010-02-16,44.9328674816,12,13
2010-02-17,40.779861504,14,21
2010-02-18,13.942219161600008,7,19
2010-02-19,-5.789421772799997,20,21
2010-02-20,-49.1907182592,6,10
2010-02-21,30.425690726399992,1,8
2010-02-22,10.333338931200004,11,21
2010-02-23,85.2280713216,9,18
2010-02-24,4.774361907200017,7,23
2010-02-25,38.712901120000005,14,11
2010-02-26,18.939986534400006,13,21
2010-02-27,-6.671571660799998,1,8
2010-02-28,14.320628736000003,1,10
2010-03-01,44.959788032,1,22
2010-03-02,20.4443353088,5,20
