,getsentry/sentry,grafana/grafana,elastic/kibana
2013-10-21,11,3,0.0
2013-10-22,0,3,0.0
2013-10-23,1,4,0.0
2013-10-24,2,3,0.0
2013-10-25,7,7,0.0
2013-10-26,2,0,0.0
2013-10-27,5,0,0.0
2013-10-28,0,3,4.0
2013-10-29,4,2,-0.7999999999999998
2013-10-30,0,9,-0.3200000000000003
2013-10-31,0,1,1.8079999999999998
2013-11-01,0,8,1.4656
2013-11-02,0,0,-0.6621440000000001
2013-11-03,0,0,-0.33771520000000027
2013-11-04,17,2,-0.23090688000000015
2013-11-05,5,3,1.8241771520000003
2013-11-06,16,3,8.4581929984
2013-11-07,5,4,2.96528896
2013-11-08,0,1,-1.8786288640000004
2013-11-09,1,0,-0.9529141248000005
2013-11-10,1,0,-0.6184107008000003
2013-11-11,0,0,-0.4386816000000002
2013-11-12,0,1,1.6546073599999997
2013-11-13,1,1,3.316740096
2013-11-14,4,2,0.8009382912000005
2013-11-15,0,7,-0.00016271359999953106
2013-11-16,10,0,-0.681546752
2013-11-17,10,0,-0.36147200000000024
2013-11-18,2,0,5.7417983999999995
2013-11-19,0,4,0.5997593600000002
2013-11-20,0,0,-0.04287590400000019
2013-11-21,0,0,11.2152282112
2013-11-22,0,0,-2.8731795455999993
2013-11-23,2,1,-0.267742412800001
2013-11-24,0,0,-0.9957141504000004
2013-11-25,0,1,-0.6511539200000003
2013-11-26,8,2,-0.4950405119999999
2013-11-27,0,0,3.6007361536
2013-11-28,2,0,1.9320169472000002
2013-11-29,2,2,-1.1255506943999993
2013-11-30,12,0,-0.5985589248
2013-12-01,1,0,-0.2927877120000001
2013-12-02,9,6,6.7845866496
2013-12-03,13,12,-1.5583231999999998
2013-12-04,0,7,-0.6889932800000006
2013-12-05,2,2,3.555668992
2013-12-06,0,6,-1.1282405375999995
2013-12-07,0,2,-0.5361600512000002
2013-12-08,0,4,-0.33500160000000023
2013-12-09,0,5,-0.2528870400000001
2013-12-10,1,5,-0.20285798399999963
2013-12-11,1,4,-0.1690006527999998
2013-12-12,2,5,1.93229312
2013-12-13,4,4,0.5424491520000003
2013-12-14,0,0,-0.40987740159999997
2013-12-15,0,3,-0.17600000000000016
2013-12-16,17,3,-0.11520000000000005
2013-12-17,0,4,4.915328
2013-12-18,0,0,5.9336064
2013-12-19,0,2,0.14571775999999992
2013-12-20,0,6,-1.2457021440000005
2013-12-21,2,1,-0.7033264128000003
2013-12-22,0,4,-0.4713493504000002
2013-12-23,0,7,12.651904
2013-12-24,1,11,-2.8787071999999996
2013-12-25,5,4,0.7287167999999993
2013-12-26,0,10,-1.2209141759999997
2013-12-27,1,7,-0.7128608767999999
2013-12-28,11,5,-0.4529067008000002
2013-12-29,11,12,1.6672255999999999
2013-12-30,1,6,7.3288806399999995
2013-12-31,6,2,-1.9878978559999991
2014-01-01,0,5,-0.9319549952000001
2014-01-02,0,2,0.5200245759999997
2014-01-03,1,10,-0.5448107008
2014-01-04,5,2,-0.3251456000000002
2014-01-05,2,1,4.75471616
2014-01-06,5,7,15.802210816
2014-01-07,1,3,1.0344236032000005
2014-01-08,5,2,1.2798163967999994
2014-01-09,2,0,3.799073279999999
2014-01-10,1,1,5.526732288
2014-01-11,0,1,-2.9887253504000006
2014-01-12,0,5,0.3779967999999989
2014-01-13,11,1,0.4504191999999998
2014-01-14,3,3,-1.455302655999999
2014-01-15,0,1,-0.9344851967999995
2014-01-16,3,0,-0.5480883199999999
2014-01-17,2,0,-0.3898894335999996
2014-01-18,0,0,-0.28184739839999934
2014-01-19,37,5,-0.17446584319999975
2014-01-20,3,16,1.937371136
2014-01-21,1,6,5.546285875200001
2014-01-22,0,4,26.6150612992
2014-01-23,0,11,4.824000000000001
2014-01-24,0,6,2.2047999999999988
2014-01-25,1,1,-2.876672000000001
2014-01-26,0,0,7.577126399999999
2014-01-27,0,4,10.342965759999998
2014-01-28,10,1,9.133561856
2014-01-29,5,2,0.5777180671999993
2014-01-30,2,0,-1.1604035583999996
2014-01-31,0,1,-0.1240824831999996
2014-02-01,0,16,-2.4149955584000002
2014-02-02,0,1,1.4999524351999995
2014-02-03,1,0,2.3226602496
2014-02-04,8,0,3.096923648000001
2014-02-05,2,18,7.9205464064000015
2014-02-06,3,5,7.934236262400001
2014-02-07,3,7,-3.6197673984
2014-02-08,1,8,-1.772001587200001
2014-02-09,0,7,1.8384165887999995
2014-02-10,0,4,1.562025984
2014-02-11,1,6,2.4952235008
2014-02-12,0,9,3.3002000384
2014-02-13,3,6,4.042782208
2014-02-14,6,3,8.747633664
2014-02-15,0,7,-3.3294572544
2014-02-16,1,0,-0.5502105600000011
2014-02-17,0,1,2.767061504
2014-02-18,2,4,19.3467619328
2014-02-19,0,3,1.8489387008000007
2014-02-20,3,3,-3.7536930816000007
2014-02-21,0,5,-2.062802944000001
2014-02-22,0,0,2.6027462656000004
2014-02-23,4,2,-1.8072607744
2014-02-24,0,3,38.990148608
2014-02-25,3,5,17.239517081600003
2014-02-26,0,9,12.9950936064
2014-02-27,0,5,15.135285657599999
2014-02-28,3,4,20.678999347199998
2014-03-01,0,2,-10.938746880000002
2014-03-02,0,4,-5.829838848000004
2014-03-03,0,2,17.933712998399997
2014-03-04,2,5,8.514099200000002
2014-03-05,0,5,2.538386432000001
2014-03-06,1,2,45.0041619456
2014-03-07,9,6,14.365367603200003
2014-03-08,4,2,-9.990287769600002
2014-03-09,0,2,-6.656090112000003
2014-03-10,7,4,-2.1722086400000027
2014-03-11,1,3,17.469218816
2014-03-12,1,2,29.1421268992
2014-03-13,1,0,2.1942721536
2014-03-14,1,0,-5.928472576
2014-03-15,0,0,-4.997318246399999
2014-03-16,0,1,-2.9486308352000004
2014-03-17,2,3,0.06010705919999926
2014-03-18,29,6,5.0811586559999995
2014-03-19,0,5,9.1869110272
2014-03-20,0,0,-4.096718950399997
2014-03-21,1,0,1.967009689600001
2014-03-22,0,0,-1.8531489791999998
2014-03-23,0,6,-0.9677483008000005
2014-03-24,6,5,24.32471296
2014-03-25,2,0,2.473191936000001
2014-03-26,0,13,3.9690826751999992
2014-03-27,0,6,6.218346803199999
2014-03-28,0,3,-1.0813390847999997
2014-03-29,0,2,-1.7487508480000011
2014-03-30,0,3,-1.953685401600001
2014-03-31,0,4,0.6491135999999991
2014-04-01,2,4,0.5373030400000012
2014-04-02,0,4,2.563254784000001
2014-04-03,0,4,18.4730539008
2014-04-04,2,2,1.2019591168000012
2014-04-05,3,8,-3.295055360000001
2014-04-06,0,6,-1.718125363200001
2014-04-07,0,3,16.8506756096
2014-04-08,6,3,3.543335936
2014-04-09,3,2,8.276786995199998
2014-04-10,1,5,19.552403251199998
2014-04-11,2,3,48.8120080384
2014-04-12,3,0,-12.760161279999998
2014-04-13,0,2,6.9179774975999955
2014-04-14,4,2,-3.2289433600000024
2014-04-15,3,2,10.849997823999999
2014-04-16,0,3,11.2778221568
2014-04-17,0,4,36.5838665728
2014-04-18,1,1,1.0164047872000026
2014-04-19,0,0,-9.2485769216
2014-04-20,8,2,-5.2911243264
2014-04-21,0,7,18.7690176512
2014-04-22,12,3,-6.864651673599999
2014-04-23,1,2,-1.6011329536000014
2014-04-24,1,1,10.0547326976
2014-04-25,2,3,13.406318284800003
2014-04-26,0,0,3.952128614400001
2014-04-27,5,3,-4.755204505600001
2014-04-28,10,3,24.475740159999997
2014-04-29,20,0,54.825844736
2014-04-30,4,7,6.070598451200002
2014-05-01,23,2,-2.5279011840000045
2014-05-02,8,0,25.835852083199995
2014-05-03,6,2,-11.9390195712
2014-05-04,27,0,-6.394335027200003
2014-05-05,0,1,-3.344492544000002
2014-05-06,11,4,8.540417536
2014-05-07,19,0,6.866818355200005
2014-05-08,10,0,-5.3445490687999975
2014-05-09,1,5,-0.5489235968000004
2014-05-10,7,0,-2.006142361599998
2014-05-11,1,0,-1.3140187135999992
2014-05-12,0,0,15.33549568
2014-05-13,3,2,8.270146048
2014-05-14,2,0,17.8806854656
2014-05-15,0,3,-0.49114234879999863
2014-05-16,1,0,7.742914355199998
2014-05-17,3,0,-4.776551424000001
2014-05-18,18,0,-2.645431500800002
2014-05-19,0,5,3.144634879999999
2014-05-20,29,16,4.560826368000001
2014-05-21,20,0,13.026445209600002
2014-05-22,4,3,23.1871322112
2014-05-23,16,6,1.0522273792000005
2014-05-24,3,0,-5.418348646400001
2014-05-25,2,4,5.967871795199999
2014-05-26,0,1,0.19098879999999951
2014-05-27,0,6,52.9453056
2014-05-28,0,0,46.812281344
2014-05-29,17,0,15.050303795200001
2014-05-30,1,5,25.7930699776
2014-05-31,6,7,9.633765580799999
2014-06-01,3,1,-13.856295833600004
2014-06-02,7,5,44.96983091199999
2014-06-03,14,6,16.5883126784
2014-06-04,18,1,19.6940811264
2014-06-05,41,0,22.194355097600003
2014-06-06,1,14,3.7871001600000014
2014-06-07,8,7,-12.6236874752
2014-06-08,2,6,2.589261721599999
2014-06-09,0,2,1.9739703295999984
2014-06-10,16,1,3.7214935040000006
2014-06-11,16,4,7.784880332800002
2014-06-12,15,4,21.665150156800003
2014-06-13,1,2,-1.0794547199999975
2014-06-14,17,7,-4.0437015552
2014-06-15,0,0,-3.712273408000001
2014-06-16,0,3,21.6571904
2014-06-17,17,2,15.410738688000002
2014-06-18,7,1,52.343430246400004
2014-06-19,1,1,66.073427968
2014-06-20,5,8,34.1839017984
2014-06-21,0,6,-22.890160947200005
2014-06-22,0,9,-7.7726134272000085
2014-06-23,0,0,-0.751973580800005
2014-06-24,1,2,-0.9061729280000002
2014-06-25,0,2,-2.0196468736
2014-06-26,4,1,-1.7888498687999972
2014-06-27,0,4,-4.816647167999994
2014-06-28,0,0,-2.9381772287999945
2014-06-29,2,0,-1.4931116031999985
2014-06-30,0,10,7.4019537920000005
2014-07-01,0,2,-0.08775413759999928
2014-07-02,0,4,2.5931824128
2014-07-03,0,5,0.42906910720000035
2014-07-04,0,1,-1.2046975999999998
2014-07-05,0,0,-0.6733654016000002
2014-07-06,0,0,-0.44490240000000025
2014-07-07,0,1,3.65438464
2014-07-08,1,1,-1.0817423359999994
2014-07-09,11,0,-0.5570947072
2014-07-10,1,0,1.6916570112000002
2014-07-11,0,0,15.3869471744
2014-07-12,0,0,-3.4870827007999994
2014-07-13,0,5,-1.4577152000000013
2014-07-14,2,5,-0.9029068800000006
2014-07-15,5,3,7.353777152
2014-07-16,0,5,6.9006889984
2014-07-17,1,2,1.1992857599999995
2014-07-18,7,1,21.796397056
2014-07-19,0,3,-6.075942092799998
2014-07-20,5,4,-2.8181976064000014
2014-07-21,0,2,8.3203456
2014-07-22,6,1,44.77218304
2014-07-23,9,5,24.637978624000002
2014-07-24,19,0,-4.3072422912000015
2014-07-25,8,4,0.30398371839999605
2014-07-26,13,0,-6.2313424896
2014-07-27,0,0,-3.962880409600001
2014-07-28,3,6,-2.7219456000000015
2014-07-29,4,5,7.83511552
2014-07-30,2,6,4.207616000000003
2014-07-31,10,17,2.1846693888000033
2014-08-01,0,4,10.980587929600002
2014-08-02,7,0,-2.2148564991999997
2014-08-03,0,4,-2.431914803200001
2014-08-04,0,3,26.557824
2014-08-05,0,5,19.3476864
2014-08-06,17,10,27.73343232
2014-08-07,13,16,34.697569279999996
2014-08-08,1,15,-8.732712755200001
2014-08-09,0,7,-8.506705510400003
2014-08-10,10,11,14.663111270399998
2014-08-11,12,25,14.217068339199999
2014-08-12,16,13,29.045356544
2014-08-13,0,14,109.2544749568
2014-08-14,2,9,50.088637337600005
2014-08-15,2,12,33.7537883136
2014-08-16,0,9,-10.043084390400004
2014-08-17,3,3,-9.540352102400007
2014-08-18,3,6,11.414571519999996
2014-08-19,9,5,12.495738367999998
2014-08-20,4,11,12.3880445952
2014-08-21,14,14,14.570308300800004
2014-08-22,5,10,16.536482099200008
2014-08-23,3,2,-13.780971110399996
2014-08-24,6,3,-7.188749721600001
2014-08-25,5,8,8.519444684799998
2014-08-26,15,13,11.1373400064
2014-08-27,6,6,21.018725376
2014-08-28,0,3,17.5666916352
2014-08-29,0,7,-1.1714444287999992
2014-08-30,1,0,-6.0147982336
2014-08-31,0,0,-0.2430362624000013
2014-09-01,7,3,-0.5015449600000013
2014-09-02,7,5,40.993327104
2014-09-03,4,11,12.072357580800002
2014-09-04,2,10,37.3203484672
2014-09-05,1,10,-6.465323315199999
2014-09-06,0,5,-8.583811788800002
2014-09-07,0,1,-5.047989145600003
2014-09-08,3,2,30.429804441599998
2014-09-09,10,14,-2.5766706175999996
2014-09-10,0,5,-0.3442235391999997
2014-09-11,5,10,20.769444966400002
2014-09-12,8,2,6.743168716800003
2014-09-13,0,7,-5.1725851648
2014-09-14,0,0,-4.022686003200002
2014-09-15,0,2,10.37467392
2014-09-16,23,9,12.405821952000002
2014-09-17,7,15,13.9523789824
2014-09-18,3,11,36.0447895552
2014-09-19,11,8,19.803544985600002
2014-09-20,4,13,-3.277040230400001
2014-09-21,0,6,-8.011502080000003
2014-09-22,6,9,17.196204339199998
2014-09-23,1,7,-2.8886184959999994
2014-09-24,2,19,66.4967825408
2014-09-25,0,2,13.032872243200003
2014-09-26,3,0,38.467227136
2014-09-27,9,1,-15.414721331199999
2014-09-28,13,0,-9.852822220800004
2014-09-29,0,8,9.749052006399996
2014-09-30,24,19,10.211547136
2014-10-01,30,18,24.4675110912
2014-10-02,0,15,20.409675264000004
2014-10-03,0,3,43.2561851392
2014-10-04,0,1,-11.5572547584
2014-10-05,3,6,-9.815347507200002
2014-10-06,0,7,-1.7618419712000026
2014-10-07,0,10,0.004213247999999226
2014-10-08,0,4,24.3775922176
2014-10-09,2,4,18.069873356800002
2014-10-10,7,5,20.963235532800002
2014-10-11,0,2,-11.328435404799997
2014-10-12,21,1,-5.744405094400001
2014-10-13,7,4,2.6195890175999983
2014-10-14,24,1,10.334308351999999
2014-10-15,8,10,28.7641155584
2014-10-16,10,3,-7.777904639999999
2014-10-17,6,2,21.7315922944
2014-10-18,0,1,-7.598307532799996
2014-10-19,5,3,-4.4650266624000015
2014-10-20,29,4,37.30101248
2014-10-21,0,0,8.975848448
2014-10-22,2,1,6.384317849599999
2014-10-23,8,4,5.285279846400001
2014-10-24,1,6,10.013816422399998
2014-10-25,0,1,-7.2501736448
2014-10-26,0,1,-4.141396172800002
2014-10-27,6,1,27.2864746496
2014-10-28,7,7,54.89328384
2014-10-29,9,2,0.27427225600000327
2014-10-30,13,1,3.099929702399997
2014-10-31,1,0,15.146165247999997
2014-11-01,1,0,-9.025572659200002
2014-11-02,17,2,-5.7968109568000035
2014-11-03,0,2,30.068672
2014-11-04,1,0,27.142791680000002
2014-11-05,2,0,25.379272192000002
2014-11-06,5,9,12.0250385408
2014-11-07,9,8,24.0015229952
2014-11-08,0,6,-13.7522267136
2014-11-09,0,1,-5.357863321600004
2014-11-10,0,3,19.684188569599996
2014-11-11,1,13,15.074698752000002
2014-11-12,0,9,16.054036582400002
2014-11-13,0,4,15.4291694592
2014-11-14,0,14,8.219650252800001
2014-11-15,0,1,3.544181657600001
2014-11-16,0,0,-4.847934054400001
2014-11-17,7,7,25.968229375999996
2014-11-18,13,3,36.3116424192
2014-11-19,7,6,9.625733632000001
2014-11-20,11,9,11.097645158399999
2014-11-21,5,8,11.8683262976
2014-11-22,9,1,-4.808119398400001
2014-11-23,17,1,-7.233086873600001
2014-11-24,0,6,10.360618188799998
2014-11-25,2,1,68.5995245568
2014-11-26,15,5,-12.913416294399994
2014-11-27,1,9,-7.851288166400003
2014-11-28,5,4,-6.126069145600001
2014-11-29,7,0,-2.0703127552
2014-11-30,4,0,-3.2923533312
2014-12-01,6,2,20.7587070976
2014-12-02,4,6,22.64503552
2014-12-03,10,0,25.884263424000004
2014-12-04,14,1,40.469547008000006
2014-12-05,15,0,30.4907508736
2014-12-06,5,0,-5.660520140800003
2014-12-07,1,0,-10.791181824000006
2014-12-08,0,1,32.26435153919999
2014-12-09,9,2,20.261727744
2014-12-10,26,2,26.3769724928
2014-12-11,10,6,14.522008678399999
2014-12-12,32,0,33.717665792
2014-12-13,10,0,-6.521138892799996
2014-12-14,10,0,-10.195266150400002
2014-12-15,50,18,10.115104665599997
2014-12-16,112,8,13.676265472
2014-12-17,13,6,19.345640038400003
2014-12-18,49,5,41.8341229568
2014-12-19,30,11,32.459659264
2014-12-20,16,0,-11.876625407999999
2014-12-21,5,0,-10.321201971200002
2014-12-22,15,1,13.757917593599997
2014-12-23,11,2,1.4903085055999998
2014-12-24,8,1,5.8450260992
2014-12-25,1,0,-7.102912716799999
2014-12-26,0,3,3.7318580224000026
2014-12-27,13,0,-4.538153779199996
2014-12-28,2,4,-2.4380604415999985
2014-12-29,6,6,31.666393497599998
2014-12-30,21,17,42.40860416
2014-12-31,32,11,-9.457599488
2015-01-01,0,4,-6.859164160000003
2015-01-02,54,0,3.873684684799998
2015-01-03,12,0,-3.4297896960000003
2015-01-04,6,18,12.9748947968
2015-01-05,8,14,60.65383424
2015-01-06,2,12,19.800354304000003
2015-01-07,2,5,16.3155309568
2015-01-08,7,16,9.344415232
2015-01-09,14,7,30.360104038399996
2015-01-10,2,1,-15.081865216000002
2015-01-11,0,4,-6.158166835200005
2015-01-12,21,17,8.924310937599998
2015-01-13,18,2,12.449718681600004
2015-01-14,24,12,4.2959625216000035
2015-01-15,31,9,7.8705601536000005
2015-01-16,26,24,29.0165385216
2015-01-17,0,6,-7.010976563199996
2015-01-18,0,6,-5.211518156800001
2015-01-19,11,8,27.224779776
2015-01-20,24,11,15.090496819200002
2015-01-21,16,13,25.617030144
2015-01-22,15,2,14.030491136
2015-01-23,27,3,7.711869644799998
2015-01-24,12,0,-5.951149568
2015-01-25,2,2,-5.513530982400002
2015-01-26,8,10,7.721355366399998
2015-01-27,14,11,6.445926297600002
2015-01-28,1,14,19.116977049600003
2015-01-29,10,6,13.697179750400002
2015-01-30,12,8,17.381433344
2015-01-31,11,1,15.4446626816
2015-02-01,9,8,-9.838972825600003
2015-02-02,7,13,34.8618686464
2015-02-03,16,18,28.4656454656
2015-02-04,21,19,11.101177651199999
2015-02-05,44,15,43.8287383552
2015-02-06,43,15,23.956921856
2015-02-07,1,11,-9.517014220800004
2015-02-08,2,6,-11.010487910400004
2015-02-09,23,4,15.018045439999996
2015-02-10,8,6,27.611486720000002
2015-02-11,24,8,35.857224704000004
2015-02-12,35,8,-4.684660735999998
2015-02-13,35,10,3.173001727999999
2015-02-14,8,3,-9.354973286399998
2015-02-15,1,17,-5.375480012800001
2015-02-16,11,4,-1.554472243200001
2015-02-17,10,3,7.879338496000001
2015-02-18,39,11,38.4012700672
2015-02-19,20,3,3.7685123072000053
2015-02-20,26,8,9.9441752064
2015-02-21,10,2,-6.635732172800001
2015-02-22,7,6,-4.301124505600002
2015-02-23,22,18,7.195381759999998
2015-02-24,39,6,9.870752256
2015-02-25,14,8,5.6892675072
2015-02-26,26,9,7.797010329600002
2015-02-27,15,2,13.434892492800001
2015-02-28,4,17,-3.556705791999999
2015-03-01,2,3,-2.914228019200001
2015-03-02,18,6,22.4625642496
2015-03-03,34,26,8.200064000000001
2015-03-04,32,8,12.588126208
2015-03-05,7,16,-1.2512382976000005
2015-03-06,26,4,19.987366809599997
2015-03-07,14,22,-4.0410770432
2015-03-08,2,0,-3.9171675136000017
2015-03-09,8,3,0.8118202367999983
2015-03-10,27,19,-1.079426150399999
2015-03-11,12,12,4.487470080000001
2015-03-12,6,13,-1.9604311039999986
2015-03-13,7,8,0.15593687040000015
2015-03-14,0,4,-0.5079885823999986
2015-03-15,0,0,40.837801472
2015-03-16,0,0,-1.9611815935999992
2015-03-17,0,13,20.852388761599997
2015-03-18,3,6,-2.078240665600001
2015-03-19,3,5,-1.2361730048000013
2015-03-20,11,11,1.0083325951999984
2015-03-21,14,9,-1.5765330944000011
2015-03-22,2,8,-2.750786252800001
2015-03-23,43,8,22.0459949056
2015-03-24,9,12,10.646761779200002
2015-03-25,6,24,7.840478515200001
2015-03-26,16,14,6.0565477376
2015-03-27,7,9,7.599741849599999
2015-03-28,2,10,-4.571733401600001
2015-03-29,6,20,-3.3019253760000016
2015-03-30,4,16,11.7568264192
2015-03-31,13,10,10.489705472
2015-04-01,5,9,9.488456806400002
2015-04-02,6,8,8.2203620352
2015-04-03,11,0,34.2219003904
2015-04-04,3,2,-10.0551031808
2015-04-05,1,0,-5.421532467200003
2015-04-06,16,5,12.590684569599997
2015-04-07,16,9,17.288735232
2015-04-08,10,5,24.1346694144
2015-04-09,24,5,30.509481984
2015-04-10,3,11,7.512434175999999
2015-04-11,1,0,-10.964382105600002
2015-04-12,1,20,-6.150550528000003
2015-04-13,41,10,17.0440887296
2015-04-14,29,5,13.774184448
2015-04-15,19,16,12.6740811776
2015-04-16,7,3,2.2417978368
2015-04-17,59,1,17.0620234752
2015-04-18,1,0,-7.743241318399999
2015-04-19,0,14,-4.580717158400002
2015-04-20,27,25,12.077678079999998
2015-04-21,46,11,20.778096128
2015-04-22,57,15,11.8093597696
2015-04-23,16,11,29.9339805696
2015-04-24,22,6,28.2012087296
2015-04-25,1,7,-6.756034662400001
2015-04-26,1,9,-8.380020121600005
2015-04-27,23,14,15.934961049599996
2015-04-28,29,13,30.0851456
2015-04-29,27,31,18.787410432
2015-04-30,16,9,13.5009232896
2015-05-01,3,11,41.174209536
2015-05-02,0,6,-17.1488868352
2015-05-03,0,1,-8.528460800000005
2015-05-04,15,5,25.571743027199997
2015-05-05,3,14,24.776613888
2015-05-06,1,6,17.3021254656
2015-05-07,3,8,13.2693244928
2015-05-08,1,5,18.0206534656
2015-05-09,4,7,-11.574367846399998
2015-05-10,5,2,-2.0439283712000025
2015-05-11,31,5,16.60058368
2015-05-12,39,4,15.828745728000001
2015-05-13,8,10,-0.5287501823999996
2015-05-14,5,5,1.1094466560000003
2015-05-15,0,5,14.384728576
2015-05-16,0,4,-5.315097190399998
2015-05-17,2,3,-4.221799424000001
2015-05-18,6,12,31.4342890496
2015-05-19,6,7,13.258735104000001
2015-05-20,6,6,5.3666783232
2015-05-21,1,5,14.7841844224
