,ant-design/ant-design,mui/material-ui,twbs/bootstrap
2015-05-07,5,3.0,2
2015-05-08,5,0.40000000000000013,4
2015-05-09,9,6.56,2
2015-05-10,0,12.376,2
2015-05-11,4,19.4912,3
2015-05-12,7,13.833791999999999,5
2015-05-13,0,1.1659775999999988,11
2015-05-14,0,-2.024360960000002,21
2015-05-15,3,5.466604543999998,5
2015-05-16,16,-4.139614003200001,6
2015-05-17,0,-1.4635398144000011,2
2015-05-18,5,3.9763080192,2
2015-05-19,0,0.3335389184000017,0
2015-05-20,0,-1.1290734591999985,0
2015-05-21,2,-0.36072806399999924,1
2015-05-22,2,1.0536055808000002,2
2015-05-23,0,1.0306577408000006,7
2015-05-24,0,16.0300683264,1
2015-05-25,13,-3.892370432,0
2015-05-26,11,0.28125941759999895,3
2015-05-27,23,-0.4896067584000001,1
2015-05-28,6,1.9081479168,7
2015-05-29,15,0.6883198975999998,18
2015-05-30,0,-0.17758781440000027,5
2015-05-31,0,1.0698596351999998,1
2015-06-01,5,0.9872765952000009,11
2015-06-02,17,11.981930803200001,2
2015-06-03,13,13.952339456,2
2015-06-04,33,-0.7597001728000006,0
2015-06-05,18,8.987813273599999,2
2015-06-06,0,0.8521602047999997,0
2015-06-07,4,5.830794547199999,0
2015-06-08,22,4.314815385599999,2
2015-06-09,57,11.3136049152,9
2015-06-10,39,13.872119603200002,2
2015-06-11,15,4.4663748608,3
2015-06-12,18,10.486581555199999,0
2015-06-13,0,1.808689254399999,3
2015-06-14,23,3.033218355199999,0
2015-06-15,62,10.50353408,1
2015-06-16,14,5.288130150400001,6
2015-06-17,41,10.6767290368,1
2015-06-18,8,7.753450496000001,11
2015-06-19,21,-1.1457284096000002,11
2015-06-20,0,12.6931495936,1
2015-06-21,0,0.9530469375999999,1
2015-06-22,0,5.427549900799999,6
2015-06-23,2,4.269870796799999,16
2015-06-24,8,22.462984192,0
2015-06-25,22,20.024203673600002,1
2015-06-26,13,6.4603872256,0
2015-06-27,0,0.02897469439999778,2
2015-06-28,0,5.009263103999999,0
2015-06-29,1,1.0959086591999991,0
2015-06-30,3,-0.851688652800001,0
2015-07-01,13,1.1514132479999994,7
2015-07-02,16,27.4686106624,1
2015-07-03,15,-5.481882316799997,4
2015-07-04,2,2.4273722367999992,7
2015-07-05,7,4.9580491775999995,0
2015-07-06,30,9.8684981248,0
2015-07-07,30,20.8438562816,2
2015-07-08,41,8.073429299199999,1
2015-07-09,35,30.8590173184,1
2015-07-10,14,-5.530371583999997,0
2015-07-11,12,0.028836761599997374,1
2015-07-12,11,7.517998284799998,1
2015-07-13,23,18.8817262592,3
2015-07-14,33,0.37142435839999877,0
2015-07-15,59,-1.4081893376000005,0
2015-07-16,45,14.1442533376,0
2015-07-17,40,6.205227417600002,1
2015-07-18,0,-4.2450230272,8
2015-07-19,0,-2.6561214464000016,0
2015-07-20,65,8.3685670912,0
2015-07-21,45,6.925737164800002,0
2015-07-22,21,12.558828032000001,0
2015-07-23,11,0.3359832063999999,0
2015-07-24,13,-3.0797542399999998,1
2015-07-25,1,-2.6247361536,7
2015-07-26,1,-1.6526164992,3
2015-07-27,14,7.866050867199999,3
2015-07-28,19,3.308966297600001,4
2015-07-29,36,8.3487092736,3
2015-07-30,39,7.384256921600001,0
2015-07-31,21,6.014368051200001,4
2015-08-01,3,-1.9286278144000004,2
2015-08-02,0,0.5528554495999987,0
2015-08-03,38,15.83459072,0
2015-08-04,28,2.9913374720000006,0
2015-08-05,14,1.8839788543999996,31
2015-08-06,21,9.5205651456,9
2015-08-07,16,0.3490395136000002,0
2015-08-08,3,-1.4326278144000009,8
2015-08-09,5,-0.4018554880000007,1
2015-08-10,15,3.0737708031999995,44
2015-08-11,8,-0.31034142719999913,13
2015-08-12,19,3.2024352768000006,0
2015-08-13,3,12.9734555648,32
2015-08-14,14,8.897580441600002,9
2015-08-15,4,-0.5436311551999999,5
2015-08-16,3,-3.006191616000001,0
2015-08-17,31,5.245114675199999,14
2015-08-18,51,8.3552852992,37
2015-08-19,43,3.291444224,72
2015-08-20,41,-0.3344964608000005,44
2015-08-21,28,12.496875008,43
2015-08-22,16,-4.566139391999998,7
2015-08-23,11,-2.2227500032000007,45
2015-08-24,36,11.6073667584,25
2015-08-25,30,-2.6105175039999997,27
2015-08-26,12,-1.0483637248000006,25
2015-08-27,25,-0.49908899839999976,15
2015-08-28,10,-1.1491493888,2
2015-08-29,1,1.2532082688000008,10
2015-08-30,0,6.040249344,2
2015-08-31,27,-1.85961216,3
2015-09-01,39,2.094068224,6
2015-09-02,2,1.7829552128000004,36
2015-09-03,0,-0.17005578239999997,9
2015-09-04,0,-0.8304666624000003,0
2015-09-05,0,0.48587560959999976,14
2015-09-06,0,0.427329536,17
2015-09-07,21,1.4228529152000005,3
2015-09-08,20,2.2471119872000003,9
2015-09-09,14,-0.9559720959999999,4
2015-09-10,14,8.5073660928,10
2015-09-11,30,-2.1089605631999997,3
2015-09-12,4,0.0783031295999993,2
2015-09-13,8,-0.7807800320000002,1
2015-09-14,13,0.4956030975999999,1
2015-09-15,18,4.4301510656000005,2
2015-09-16,27,2.6344389632,6
2015-09-17,18,-0.46328453120000024,1
2015-09-18,7,-0.9435182079999999,0
2015-09-19,2,0.40531312640000006,3
2015-09-20,1,1.4551034879999998,3
2015-09-21,2,1.2527159295999999,1
2015-09-22,7,10.185727488,5
2015-09-23,20,12.3378564096,4
2015-09-24,8,19.79443968,7
2015-09-25,4,0.2690340863999996,9
2015-09-26,0,-1.530925670400002,2
2015-09-27,0,-3.185994752000002,6
2015-09-28,0,7.934744985599999,6
2015-09-29,0,15.4615959552,5
2015-09-30,0,5.193052467200001,0
2015-10-01,0,-3.1788294144,10
2015-10-02,17,3.759881216,2
2015-10-03,0,-3.4325185535999996,0
2015-10-04,0,-1.8455205888000008,3
2015-10-05,1,9.721081548799999,0
2015-10-06,3,10.8235264,2
2015-10-07,0,16.516136448,7
2015-10-08,1,-4.420037529599999,4
2015-10-09,14,0.5939746815999984,3
2015-10-10,2,1.1550513151999997,3
2015-10-11,3,-1.5911062528000004,5
2015-10-12,4,-1.7876531200000008,5
2015-10-13,3,1.718284288,11
2015-10-14,13,19.3805464576,2
2015-10-15,9,1.8319745024000023,3
2015-10-16,3,-0.6895898624000001,5
2015-10-17,0,-1.4394252288000011,4
2015-10-18,0,0.3174370303999996,0
2015-10-19,32,23.4789924864,4
2015-10-20,8,15.0201936896,3
2015-10-21,18,18.052166143999997,2
2015-10-22,23,-2.4920594432000005,1
2015-10-23,20,10.467148697599999,10
2015-10-24,2,-6.412232908800001,14
2015-10-25,3,-3.540625203200002,4
2015-10-26,20,2.4985824255999987,7
2015-10-27,27,3.0583713792000013,14
2015-10-28,22,0.8318074880000017,7
2015-10-29,22,1.4300297216000017,9
2015-10-30,22,1.755112448000001,8
2015-10-31,23,6.053700505600001,3
2015-11-01,4,3.2987303936000005,0
2015-11-02,15,-1.4757504000000008,5
2015-11-03,32,10.44424192,9
