,metabase/metabase,apache/superset,getredash/redash
2019-07-02,2,3.0,0.0
2019-07-03,3,3.0999999999999996,2.0
2019-07-04,0,5.485,2.6
2019-07-05,1,-2.6985,0.24
2019-07-06,0,-1.0934874999999993,-0.5360000000000003
2019-07-07,0,-0.6663107499999997,1.7087999999999997
2019-07-08,4,2.5301389125,1.400128
2019-07-09,2,2.74196297875,0.2889343999999999
2019-07-10,5,-1.801425282796875,3.42332416
2019-07-11,2,2.164541976989063,0.856815616
2019-07-12,0,3.5760418297093746,-0.9713005568
2019-07-13,2,-1.1598946426296877,0.4706746367999999
2019-07-14,0,-0.19222358749999957,0.45688360959999996
2019-07-15,0,1.0270172287500001,2.467598336
2019-07-16,1,3.822067504703125,2.0685719552000004
2019-07-17,1,-1.132363444260938,1.9305091071999998
2019-07-18,0,5.75850746331875,1.8529903616
2019-07-19,1,-1.7782426315468758,-0.2094176256
2019-07-20,0,-0.5171249597765624,0.17629777919999978
2019-07-21,0,-1.1595765316796873,2.305991168
2019-07-22,3,3.3408632600015626,1.9556683776
2019-07-23,2,2.328891671985937,-0.1659070464000001
2019-07-24,0,0.02164352845624995,0.16422625279999992
2019-07-25,1,-0.5274958116796873,-0.7021161471999999
2019-07-26,16,-1.0756085668421878,1.5766652928
2019-07-27,1,1.3665511168546873,0.31178311680000015
2019-07-28,0,2.0187104200015624,1.4419403776
2019-07-29,4,3.6078610417671877,1.2716225536
2019-07-30,4,-1.1496179370625002,1.2068732928
2019-07-31,2,-0.2628609299937499,3.1906055168
2019-08-01,1,2.0125276397875,-0.2164506624
2019-08-02,1,0.5559214817687499,-0.8010235904000004
2019-08-03,0,-1.2846042982328123,-0.47683174400000017
2019-08-04,0,-0.6634123172812498,2.6524905472
2019-08-05,2,4.5379280419875,1.1483001856000001
2019-08-06,4,5.168142290223437,1.1651812352
2019-08-07,2,2.142965855820312,0.15415019519999995
2019-08-08,6,1.3346063237515629,0.34378373120000005
2019-08-09,9,0.5585593889703127,1.4159268864
2019-08-10,1,-2.1197424232296873,-0.7200277504000001
2019-08-11,0,-0.1054253889656247,5.615690239999999
2019-08-12,6,0.9544963437500003,2.526989824
2019-08-13,9,2.7271426874218747,1.5067982847999999
2019-08-14,14,1.074375347726562,1.6498583551999997
2019-08-15,8,1.2006983410421874,1.6692892672
2019-08-16,6,1.2486589955234375,-0.3323265024000004
2019-08-17,1,-1.738835165728125,-0.9507615744000003
2019-08-18,0,-0.8391377384484373,2.3903777791999996
2019-08-19,8,0.46493703573437506,-1.0407275519999997
2019-08-20,8,4.299343220735937,-0.5946415103999998
2019-08-21,7,1.0884511477218746,0.6253569024000002
2019-08-22,6,1.286821788021875,0.5474198528000003
2019-08-23,7,6.302085288754688,-0.45410590719999977
2019-08-24,1,-2.212413139995313,-0.24108216319999998
2019-08-25,0,-1.6516198521984369,0.8551504896
2019-08-26,7,3.0739901637500004,0.6977008640000002
2019-08-27,2,4.149533576984375,-0.36337285119999996
