,rust-lang/rust,swiftlang/swift,golang/go
2011-04-05,8,1.5402497603015624,20
2011-04-06,6,-0.785325,11
2011-04-07,22,-0.3289404999999998,10
2011-04-08,23,-0.20572422499999993,24
2011-04-09,3,0.8520402025,1
2011-04-10,1,12.58552520396875,2
2011-04-11,7,1.902314174784375,7
2011-04-12,18,-3.2782912642656243,9
2011-04-13,15,-1.4889993467640616,22
2011-04-14,13,0.06400042353437518,24
2011-04-15,4,-0.9506191125,28
2011-04-16,7,-0.6049299862499998,1
2011-04-17,8,-0.461506450515625,3
2011-04-18,14,-0.3738868736859381,11
2011-04-19,22,-0.3015649226203131,9
2011-04-20,15,-0.10478134189687514,13
2011-04-21,9,-0.018957273750000003,18
2011-04-22,17,1.984123283234375,14
2011-04-23,4,-0.6135834132328126,7
2011-04-24,2,-0.20999999999999985,1
2011-04-25,8,-0.11899999999999994,14
2011-04-26,11,-0.080325,13
2011-04-27,13,-0.05944049999999999,13
2011-04-28,25,0.953438275,18
2011-04-29,23,6.6620854524999995,7
2011-04-30,2,-2.2367534335312507,0
2011-05-01,11,-0.8216668264656244,4
2011-05-02,5,-0.45666249999999975,20
2011-05-03,27,-0.31085775,14
2011-05-04,17,-0.23132261249999997,7
2011-05-05,43,-0.18192331124999997,6
2011-05-06,19,-0.14857763301562507,5
2011-05-07,3,0.8752795694078122,2
2011-05-08,1,-0.3950838926296877,6
2011-05-09,14,-0.10499999999999993,4
2011-05-10,10,-0.05949999999999997,4
2011-05-11,36,-0.0401625,10
2011-05-12,18,-0.029720249999999997,14
2011-05-13,25,-0.023280862499999996,22
2011-05-14,27,-0.018957273750000003,5
2011-05-15,3,-0.015876716765625045,4
2011-05-16,21,-0.013583413232812524,14
2011-05-17,21,0.0,12
2011-05-18,30,0.0,12
2011-05-19,32,0.0,5
2011-05-20,29,0.0,9
2011-05-21,27,0.0,4
2011-05-22,31,0.0,5
2011-05-23,8,0.0,7
2011-05-24,19,0.0,12
2011-05-25,17,0.0,17
2011-05-26,6,0.0,12
2011-05-27,39,0.0,17
2011-05-28,6,0.0,1
2011-05-29,0,0.0,5
2011-05-30,1,0.0,12
2011-05-31,26,2.0,21
2011-06-01,30,-0.6000000000000001,16
2011-06-02,20,-0.20999999999999985,21
2011-06-03,15,-0.11899999999999994,16
2011-06-04,19,-0.080325,1
2011-06-05,3,5.9405595,2
2011-06-06,4,-1.8465617250000002,16
2011-06-07,5,-0.6679145474999996,14
2011-06-08,19,-0.3887534335312499,13
2011-06-09,29,-0.26814182646562507,13
2011-06-10,26,-0.17832149999999997,14
2011-06-11,10,-0.13968517499999997,5
2011-06-12,6,-0.11374364250000002,1
2011-06-13,4,-0.09526030059375026,10
2011-06-14,33,-0.08150047939687514,20
2011-06-15,46,0.0,11
2011-06-16,48,0.0,19
2011-06-17,39,0.0,15
2011-06-18,14,0.0,3
2011-06-19,24,0.0,7
2011-06-20,25,0.0,24
2011-06-21,13,0.0,7
2011-06-22,10,0.0,14
2011-06-23,15,0.0,7
2011-06-24,18,0.0,12
2011-06-25,8,0.0,3
2011-06-26,3,0.0,1
2011-06-27,38,0.0,21
2011-06-28,50,0.0,16
2011-06-29,38,0.0,19
2011-06-30,38,0.0,14
2011-07-01,33,0.0,8
2011-07-02,6,0.0,3
2011-07-03,8,0.0,0
2011-07-04,9,0.0,6
2011-07-05,26,0.0,8
2011-07-06,68,0.0,16
2011-07-07,32,0.0,11
2011-07-08,58,0.0,12
2011-07-09,15,0.0,8
2011-07-10,13,0.0,6
2011-07-11,35,0.0,14
2011-07-12,50,0.0,24
2011-07-13,32,1.0,29
2011-07-14,25,1.7,16
2011-07-15,28,-0.7050000000000001,10
2011-07-16,10,-0.26949999999999985,0
2011-07-17,8,0.8408375000000001,5
2011-07-18,15,2.58995475,23
2011-07-19,22,17.912278637500002,16
2011-07-20,22,-6.1400189987500005,16
2011-07-21,24,-2.2674537642656234,18
2011-07-22,29,-1.326044596764062,10
2011-07-23,11,2.097304061034375,12
2011-07-24,4,9.44651538875,3
2011-07-25,16,-3.130084925515625,10
2011-07-26,41,1.9450982352203132,10
2011-07-27,40,-2.4223953582453133,15
2011-07-28,51,-1.2685331014234378,18
2011-07-29,32,4.3250721625,14
2011-07-30,16,-2.0033315587500002,0
2011-07-31,4,17.076677975953125,6
2011-08-01,12,-2.024974847870313,7
2011-08-02,48,-1.5319358573265616,4
2011-08-03,32,8.683308469704688,2
2011-08-04,29,-3.6416629654312507,14
2011-08-05,40,-2.364400868749999,5
2011-08-06,4,-0.45714510882812487,2
2011-08-07,0,-1.3629994436640624,1
2011-08-08,14,0.11974302821874927,11
2011-08-09,27,0.0087674097468744,5
2011-08-10,31,1.2369395397874998,14
2011-08-11,38,3.9850117653624997,7
2011-08-12,76,26.00176237517344,12
2011-08-13,3,14.853576563017185,3
2011-08-14,4,-6.586702829265624,2
2011-08-15,46,-5.70207454948281,12
2011-08-16,49,-2.202546965515624,17
2011-08-17,33,-0.5178459899984373,18
2011-08-18,31,-2.3709233655140625,15
2011-08-19,38,0.41552422470625006,3
2011-08-20,20,3.180274344398436,4
2011-08-21,0,-2.657251117893752,3
2011-08-22,23,5.8837698528499995,17
2011-08-23,10,4.40232234831875,16
2011-08-24,21,7.8509557357343756,19
2011-08-25,6,21.308000178235936,15
2011-08-26,30,-2.834123186465625,23
2011-08-27,52,-6.100219052281249,1
2011-08-28,4,-3.201345697793749,1
2011-08-29,17,1.8487682300859376,27
2011-08-30,14,3.2462085788906245,10
2011-08-31,29,15.551904903760937,14
2011-09-01,51,3.506417067948437,7
2011-09-02,20,-3.5075630977171883,8
2011-09-03,15,-0.009661761412499636,3
2011-09-04,0,-0.299116342629687,1
2011-09-05,0,-2.7204865199999997,10
2011-09-06,4,4.3800028529375,7
2011-09-07,8,-1.9941823922750004,17
2011-09-08,4,0.16910080330624955,18
2011-09-09,9,3.2661152429046867,6
2011-09-10,9,-2.353194378357813,0
2011-09-11,1,-0.023612928010937395,0
2011-09-12,46,-0.9491942282281252,12
2011-09-13,17,-0.5430277446984375,7
2011-09-14,33,0.6311194506562497,20
2011-09-15,27,2.4081414438374997,20
2011-09-16,30,0.8251565344859373,9
2011-09-17,3,-1.10433127279375,8
2011-09-18,2,0.4844631600859376,2
2011-09-19,9,4.414915533234375,22
2011-09-20,37,1.1886499742671874,14
2011-09-21,30,-1.6327403612499998,6
2011-09-22,27,-0.7719727630156248,8
2011-09-23,42,6.491839138970312,9
2011-09-24,19,1.5351267142703118,2
2011-09-25,6,-2.1866891627156244,2
2011-09-26,23,0.9829943269843755,17
2011-09-27,31,3.731023681689062,8
2011-09-28,23,-0.19423896646093786,10
2011-09-29,7,-0.5665972771984373,10
2011-09-30,33,-1.1136493662499998,10
2011-10-01,6,-0.6712191123593751,3
2011-10-02,3,-0.4935787346921878,0
2011-10-03,4,-0.3082555129312501,5
2011-10-04,9,-0.20282177728125012,8
2011-10-05,39,-0.1677458202937503,18
2011-10-06,16,-0.11862777344531272,18
2011-10-07,14,-0.04304354323125009,10
2011-10-08,0,-0.013583413232812524,5
2011-10-09,4,0.0,0
2011-10-10,6,0.0,5
2011-10-11,16,0.0,12
2011-10-12,49,0.0,17
2011-10-13,7,0.0,23
2011-10-14,2,0.0,22
2011-10-15,3,0.0,5
2011-10-16,2,1.0,2
2011-10-17,10,-0.30000000000000004,17
2011-10-18,17,9.895,34
2011-10-19,0,0.9404999999999997,14
2011-10-20,13,6.709837500000001,5
2011-10-21,46,0.2552797500000006,6
2011-10-22,4,8.1920941375,1
2011-10-23,5,-4.73230977375,2
2011-10-24,34,-2.122028841765624,3
2011-10-25,7,-1.3789118507328122,5
2011-10-26,9,0.9952074748437496,39
2011-10-27,19,0.6099973368593745,6
2011-10-28,46,1.6608573136781246,17
2011-10-29,10,-1.623287597407813,1
2011-10-30,7,-0.7433025373531252,0
2011-10-31,18,-0.46768304556093765,13
2011-11-01,13,25.773510275,11
2011-11-02,49,-5.973637022500001,44
2011-11-03,7,0.5304894314687516,23
2011-11-04,2,-3.0727920812468743,20
2011-11-05,29,-1.6580219767624997,2
2011-11-06,5,-1.1318017396984374,3
2011-11-07,17,2.174607075,17
2011-11-08,11,8.4416681575,14
2011-11-09,17,11.141167366593749,34
2011-11-10,19,7.810748727415624,8
2011-11-11,16,-6.581161193528125,16
2011-11-12,6,-2.9076194029312483,5
2011-11-13,2,-1.8024825874999995,4
2011-11-14,6,-1.29775919625,31
2011-11-15,8,-1.002499325296875,19
2011-11-16,59,0.19019141139531204,16
2011-11-17,33,11.060613283687498,10
2011-11-18,36,4.868974766789061,22
2011-11-19,7,-4.2096677852593745,6
2011-11-20,1,-1.699162499999999,4
2011-11-21,13,-1.0471702499999997,8
2011-11-22,17,-0.7413863624999999,10
2011-11-23,11,-0.5658098737499999,6
2011-11-24,4,-0.45289176426562505,6
2011-11-25,9,-0.3747194781703131,6
2011-11-26,4,-0.30589140968437567,2
2011-11-27,0,-0.12225071909531271,4
2011-11-28,6,0.0,20
2011-11-29,37,3.0,9
2011-11-30,11,-0.9000000000000001,16
2011-12-01,13,-0.3149999999999998,25
2011-12-02,25,-0.1784999999999999,22
2011-12-03,6,-0.1204875,0
2011-12-04,4,-0.08916074999999998,1
2011-12-05,7,3.9301574125,13
2011-12-06,12,11.74312817875,15
2011-12-07,28,0.6323698497031245,25
2011-12-08,15,-2.143750239698437,12
2011-12-09,13,-1.7591499999999993,23
2011-12-10,1,0.9565065000000001,4
2011-12-11,3,-1.3397991999999999,5
2011-12-12,4,-0.7772440574999998,30
2011-12-13,21,1.4249240116874997,38
2011-12-14,33,6.9408767978656245,30
2011-12-15,12,6.055634270395312,35
2011-12-16,42,-3.7893555079296872,19
2011-12-17,25,-1.5528229607328117,4
2011-12-18,16,-0.9479939335312498,2
2011-12-19,46,-0.672953051465625,23
2011-12-20,33,-0.4916436974999999,36
2011-12-21,25,5.60706061396875,41
2011-12-22,21,22.875203975659375,28
2011-12-23,11,0.6184422432468732,15
2011-12-24,5,-5.804250719095311,1
2011-12-25,1,-2.6734749999999985,3
2011-12-26,1,-1.7178839999999997,2
2011-12-27,0,-1.2441539249999998,2
2011-12-28,12,-0.9632474549999999,0
2011-12-29,5,-0.7787199068437503,0
2011-12-30,9,-0.6490338622875014,0
2011-12-31,9,-0.4824757817109385,0
2012-01-01,2,-0.12225071909531271,0
2012-01-02,23,0.0,0
2012-01-03,11,0.0,9
2012-01-04,13,0.0,7
2012-01-05,23,3.0,12
2012-01-06,28,5.1,5
2012-01-07,29,-2.115,0
2012-01-08,10,-0.8084999999999994,2
2012-01-09,25,-0.47748749999999984,19
2012-01-10,18,-0.33013574999999995,26
2012-01-11,22,7.7518359125,27
2012-01-12,21,21.40344300375,26
2012-01-13,32,-2.2013737927968755,18
2012-01-14,31,2.067989459707814,9
2012-01-15,15,-4.560800479396875,8
2012-01-16,43,-0.2936619999999994,15
2012-01-17,63,8.8429921,24
2012-01-18,41,17.32014211,20
2012-01-19,76,-1.8037152291250003,45
2012-01-20,76,-5.911243188237499,22
2012-01-21,31,-3.0991911344312495,7
2012-01-22,8,-1.86619697175625,8
2012-01-23,20,-1.3240709276296876,29
2012-01-24,66,2.0394958302187502,19
2012-01-25,41,-1.6818367708875006,31
2012-01-26,32,6.053593769345311,29
2012-01-27,36,-2.6884721084812515,16
2012-01-28,14,-0.950571392629687,1
2012-01-29,13,-0.5056607499999998,11
2012-01-30,15,-0.3509800875,30
2012-01-31,31,0.7350864287500001,42
2012-02-01,22,0.4894038122031248,24
2012-02-02,25,1.4215488440515625,18
2012-02-03,29,-0.8756370173593753,37
2012-02-04,43,-0.4047463926296875,17
2012-02-05,17,-0.18888274999999993,5
2012-02-06,21,1.8666738875,35
2012-02-07,10,0.29832136374999996,14
2012-02-08,31,0.408604284484375,48
2012-02-09,12,-0.5913746774984374,30
2012-02-10,45,0.7098381532359375,29
2012-02-11,21,0.5137301735343749,26
2012-02-12,28,-0.521444475,5
2012-02-13,34,0.7445843400000001,46
2012-02-14,25,-0.47365406978125013,47
2012-02-15,24,-0.23688356698125002,39
2012-02-16,6,3.8580387575015624,36
2012-02-17,17,-0.29598404948281276,36
2012-02-18,26,-0.7845542405156248,16
2012-02-19,3,-0.39574099249843736,32
2012-02-20,8,-0.2526906869828125,21
2012-02-21,24,-0.17492021676562503,30
2012-02-22,18,0.8635728867671875,33
2012-02-23,31,-0.39910995750000006,28
2012-02-24,21,-0.18746414081250012,31
2012-02-25,12,-0.1297103696968751,3
2012-02-26,0,9.946254086767187,4
2012-02-27,14,-3.0297202500000004,24
2012-02-28,17,-1.0732808624999994,20
2012-02-29,37,0.38604272625000025,29
2012-03-01,14,13.282498283234375,30
2012-03-02,25,1.3842140867671864,21
2012-03-03,17,-0.5623086249999991,6
2012-03-04,8,5.4072647625000005,8
2012-03-05,5,2.17723758234375,43
2012-03-06,49,-3.6346734948281245,35
2012-03-07,20,0.2503016512500009,62
2012-03-08,30,-1.7884244742656248,40
2012-03-09,10,-0.10818067795156283,12
2012-03-10,29,2.8741316928968743,6
2012-03-11,24,26.19420100530625,1
2012-03-12,13,-9.220448116323439,33
2012-03-13,23,-2.4686518314562482,31
2012-03-14,25,-0.27578527689687427,21
2012-03-15,60,-0.003465296031250009,21
2012-03-16,40,7.159085449784375,12
2012-03-17,8,-0.8127324617656249,4
2012-03-18,9,-0.6819391952953122,3
2012-03-19,20,9.88757191513125,7
2012-03-20,21,4.144742430731249,19
2012-03-21,30,-3.5673227392656237,9
2012-03-22,25,0.5787350932359381,9
2012-03-23,34,-1.3812688112468754,17
2012-03-24,11,-1.66609632360625,0
2012-03-25,13,2.921689483107812,2
2012-03-26,15,3.0807735292703122,16
2012-03-27,25,5.539092996096874,29
2012-03-28,20,3.4125884790656245,7
2012-03-29,49,11.383569880389063,0
2012-03-30,12,-4.110864337279688,8
2012-03-31,3,-3.2111516564640614,2
2012-04-01,22,-1.8272163207328118,0
2012-04-02,15,10.725980614187499,12
2012-04-03,13,0.4255297857406246,10
2012-04-04,24,2.5037148459609377,5
2012-04-05,17,7.410274845528125,15
2012-04-06,53,0.9194008083859364,2
2012-04-07,7,-4.104960132023438,2
2012-04-08,17,-0.9806134264656241,0
2012-04-09,9,2.3789994025000003,8
2012-04-10,7,23.7021101050625,16
2012-04-11,12,10.929960827378125,8
2012-04-12,12,0.4804449469921881,6
2012-04-13,15,10.792741743681251,3
2012-04-14,10,-5.071064708654687,2
2012-04-15,17,-5.4545577031468735,1
2012-04-16,9,0.8159617632343759,4
2012-04-17,10,4.506275852204688,7
2012-04-18,12,16.4053031111625,5
2012-04-19,20,20.223787658134373,7
2012-04-20,44,6.5935601901875,8
2012-04-21,9,-3.932125129109375,4
2012-04-22,3,-6.302806255253124,1
2012-04-23,19,12.729252602068751,9
2012-04-24,9,23.0494620804375,9
2012-04-25,16,7.755082601693751,18
2012-04-26,12,-2.248879934190624,13
2012-04-27,21,-1.030813452842187,10
2012-04-28,7,-4.301340131048438,0
2012-04-29,0,-4.883694055032812,1
2012-04-30,4,5.028308749354688,7
2012-05-01,11,2.442936303001561,7
2012-05-02,10,10.34774288155781,10
2012-05-03,33,4.069522750204686,7
2012-05-04,8,8.721680376954687,15
2012-05-05,2,5.613880812296875,0
2012-05-06,1,-6.2825236061593746,0
2012-05-07,10,0.19953428280156427,7
2012-05-08,5,8.383212162125,2
2012-05-09,2,2.192330833028125,4
2012-05-10,6,6.7844966571359375,4
2012-05-11,5,6.690224348335937,2
2012-05-12,1,-0.8941247182953127,0
2012-05-13,1,-3.0791722401953123,1
2012-05-14,7,9.729127466207814,7
2012-05-15,20,11.163420034704687,14
2012-05-16,30,2.11277895588125,6
2012-05-17,16,8.36270030958125,8
2012-05-18,20,3.1716293591999998,5
2012-05-19,25,-4.068829394246875,1
2012-05-20,2,-4.466779682620312,3
2012-05-21,5,9.375386865821875,5
2012-05-22,42,12.54526232683125,28
2012-05-23,61,9.907315517957812,10
2012-05-24,23,0.9767054636359376,22
2012-05-25,24,9.9046925174375,6
2012-05-26,12,-1.7358349041640633,1
2012-05-27,4,-3.214307545857811,1
2012-05-28,5,11.729617450301564,7
2012-05-29,18,-0.4622720536875011,23
2012-05-30,22,15.232296836925,28
2012-05-31,46,7.568841010028123,8
2012-06-01,18,-4.341769047096875,5
2012-06-02,28,4.100556678906251,9
2012-06-03,19,-2.359374913567187,7
2012-06-04,15,10.536615789573437,22
2012-06-05,22,4.862566513301561,8
2012-06-06,29,-6.085575290334375,13
2012-06-07,59,6.222474589042188,15
2012-06-08,23,1.5769306433453112,9
2012-06-09,28,-1.7302515462859382,0
2012-06-10,7,-2.278531766320312,1
2012-06-11,7,-1.2259157056406247,3
2012-06-12,10,-1.7050925519156257,2
2012-06-13,30,-1.1390669484296883,16
2012-06-14,22,-0.7202397005593754,5
2012-06-15,46,-0.444776834639063,3
2012-06-16,15,-0.35684408343750057,0
2012-06-17,2,3.815047820823437,0
2012-06-18,10,7.724415769785937,2
2012-06-19,17,4.850539870001563,7
2012-06-20,16,5.403416586767188,1
2012-06-21,55,0.7638500000000006,1
2012-06-22,19,1.5986565000000006,3
2012-06-23,5,-1.2424056999999995,1
2012-06-24,4,-2.3070813574999995,10
2012-06-25,25,16.6038360191875,20
2012-06-26,33,-3.4268238063218757,5
2012-06-27,14,1.444789520529688,7
2012-06-28,25,-0.40818893800312495,4
2012-06-29,53,1.3305926033265623,2
2012-06-30,16,-2.6531671974921878,6
2012-07-01,3,-1.4071992746953121,2
2012-07-02,22,6.054670908534375,6
2012-07-03,31,7.191132214468748,8
2012-07-04,25,-2.3106415447375,1
2012-07-05,24,1.663370905223438,2
2012-07-06,51,1.5224861885390624,1
2012-07-07,17,1.5470761432390625,0
2012-07-08,28,-2.4528271904312495,4
2012-07-09,37,4.75639995875,1
2012-07-10,52,8.335197520140625,3
2012-07-11,42,-0.5944200577859382,4
2012-07-12,22,-0.16742111085937417,7
2012-07-13,44,-1.4751012385281248,6
2012-07-14,34,1.33322138500625,2
2012-07-15,5,-1.92859844499375,1
2012-07-16,10,-1.0380352829312498,4
2012-07-17,14,4.295262988156249,1
2012-07-18,28,-0.05202379631875065,1
2012-07-19,19,8.492762153626563,3
2012-07-20,15,4.301736335521875,2
2012-07-21,3,-3.8833112777140624,2
2012-07-22,0,11.274860186470313,2
2012-07-23,20,11.005779947801562,4
2012-07-24,43,12.07514940625,2
2012-07-25,49,6.258631243671875,4
2012-07-26,26,-1.4446026371953113,4
2012-07-27,23,11.827944565878127,8
2012-07-28,14,-6.831610578953125,2
2012-07-29,1,-4.8012279146124985,6
2012-07-30,18,4.040008664546875,22
2012-07-31,35,-2.289979729026564,5
2012-08-01,30,-0.9166068740218756,7
2012-08-02,20,4.666067455842187,3
2012-08-03,54,35.587181631648434,13
2012-08-04,8,-8.26114609191094,3
2012-08-05,4,-1.5904864092218727,7
2012-08-06,21,3.1074925322843763,5
2012-08-07,43,6.807507460140625,12
2012-08-08,31,-3.4251201611609376,10
2012-08-09,27,2.915011436253126,10
2012-08-10,22,2.407056917424999,2
2012-08-11,13,0.3413214722609359,0
2012-08-12,6,-4.018800468657814,1
2012-08-13,24,7.109872560007813,4
2012-08-14,48,4.021060077210937,2
2012-08-15,34,5.7271199842,11
2012-08-16,26,12.969600687159375,3
2012-08-17,28,6.311545014192188,7
2012-08-18,10,-5.574789528739062,2
2012-08-19,0,-4.164382238957812,0
2012-08-20,10,2.512093070085938,10
2012-08-21,28,1.7564032341093743,4
2012-08-22,27,7.620698784279687,6
2012-08-23,41,11.883462023981249,9
2012-08-24,34,21.513108908390624,13
2012-08-25,31,-5.993603770409376,1
2012-08-26,14,10.214785718709377,2
2012-08-27,28,-1.7035427577156241,3
2012-08-28,19,1.6577838099218765,4
2012-08-29,23,1.9990324262578127,5
2012-08-30,20,-4.757563616835938,5
2012-08-31,51,-3.5111495943265627,17
2012-09-01,12,-2.3112028661609387,10
2012-09-02,13,-1.5929809755953133,2
2012-09-03,14,7.0517230193375,2
2012-09-04,35,4.890319617682811,8
2012-09-05,24,-3.6370366792546878,3
2012-09-06,21,0.42936168626250026,8
2012-09-07,27,-1.5218440226281251,12
2012-09-08,29,-0.7826454132328123,3
2012-09-09,6,-0.5430088999999998,2
2012-09-10,28,-0.41823009,11
2012-09-11,14,1.6618875758749996,11
2012-09-12,28,8.1177572350125,10
2012-09-13,29,7.9434181466375,12
2012-09-14,13,-3.39575343353125,9
2012-09-15,19,-2.0979918264656243,0
2012-09-16,8,-1.1804029999999996,3
2012-09-17,5,2.184668525,14
2012-09-18,25,9.48547244,22
2012-09-19,29,6.8968213652187496,10
