period_shift,Tm,group,nobs,lag,aic,bic,hqic,whiteness_test_lag,whiteness_test_statistic,whiteness_test_pvalue
2_month_shifted,T1,2_0,365,14,4.892874533455368,6.314798467536414,5.45885048785303,28,129.6264227575674,0.3942727117849663
2_month_shifted,T2,2_0,731,7,5.066759810523983,5.488356027031529,5.229561129820505,10,37.11908465543894,0.09286608063458625
2_month_shifted,T3,2_0,1096,7,4.385473326258039,4.689869588944615,4.500726894544496,10,52.8783606475206,0.0020817082566146386
2_month_shifted,T4,2_0,1148,7,4.340895082895775,4.634057661208087,4.451639929198384,10,55.94525541274625,0.000873685322409243
3_month_shifted,T1,2_0,365,14,4.864061741637315,6.2859856757183605,5.430037696034977,28,134.7363660232394,0.28099590297724764
3_month_shifted,T2,2_0,731,7,5.052419144217995,5.474015360725541,5.215220463514517,10,41.943030004349936,0.03334340760836473
3_month_shifted,T3,2_0,1096,7,4.378415600260399,4.682811862946974,4.493669168546855,10,55.29390802710044,0.0010535857525835225
3_month_shifted,T4,2_0,1149,7,4.284500185258794,4.577455589106226,4.395161974374453,10,58.032694862797555,0.00047480019306479093
original,T1,3_0,365,15,3.781325960201299,5.302453889683348,4.3867886090918216,30,153.18515029960926,0.13550440669470862
original,T2,3_0,394,15,3.9693341562038196,5.403054463067605,4.538297791304379,30,121.31757382667551,0.794366946881464
1_month_shifted,T1,3_0,365,13,3.8116280220699554,5.134347960749999,4.338117281974757,26,66.9016664659592,0.9999446738378257
1_month_shifted,T2,3_0,395,13,3.814128794721303,5.058393400843545,4.307858034752849,26,59.025105983325275,0.9999983638690427
2_month_shifted,T1,3_0,365,13,3.122046005087727,4.44476594376777,3.6485352649925287,26,85.21620285289896,0.9880326362439397
2_month_shifted,T2,3_0,394,13,3.0290349620077723,4.275748272324107,3.5237859490517374,26,82.46679513482948,0.9934901428129912
3_month_shifted,T1,3_0,365,13,3.2870155122300275,4.609735450910071,3.81350477213483,26,75.20711854814503,0.9990433743801093
3_month_shifted,T2,3_0,395,7,3.166119991035578,3.8504655244028108,3.437671073052928,10,9.155788031661285,0.999466828317951
original,T1,4_0,365,15,6.104070106987333,7.625198036469382,6.709532755877856,30,142.8712267183304,0.3048803518429795
original,T2,4_0,730,15,7.49884979927491,8.381332304018649,7.8396465667638475,30,128.43373033272906,0.6426407825542451
original,T3,4_0,1096,15,7.1063212356153205,7.742786148505433,7.347305969305182,30,147.93486510391605,0.21080254731612164
original,T4,4_0,1461,8,7.596044197437021,7.869724508781353,7.698187115351338,10,41.43677561002918,0.0013246676108575098
1_month_shifted,T1,4_0,365,15,6.669378417366599,8.190506346848649,7.274841066257122,30,104.16693614481844,0.9772809030659289
1_month_shifted,T2,4_0,730,15,7.456506413738924,8.338988918482663,7.7973031812278615,30,123.11397216521216,0.7595512480064467
1_month_shifted,T3,4_0,1096,15,7.07444031864285,7.710905231532962,7.315425052332712,30,146.92854433406092,0.2278635401800434
1_month_shifted,T4,4_0,1461,8,7.6971099928042035,7.970790304148535,7.79925291071852,10,34.96944918266478,0.009536430963895181
2_month_shifted,T1,4_0,365,15,7.019812336757441,8.540940266239492,7.625274985647964,30,103.90927128530859,0.9782698074542637
2_month_shifted,T2,4_0,730,15,7.8014027182975205,8.683885223041258,8.142199485786458,30,105.62593545918472,0.9709785299729138
2_month_shifted,T3,4_0,1096,15,7.024875629912249,7.661340542802361,7.265860363602111,30,149.85362059672488,0.1806176187786355
2_month_shifted,T4,4_0,1461,8,7.6217610345280935,7.895441345872426,7.72390395244241,10,38.13226893289786,0.003720223636784447
3_month_shifted,T1,4_0,365,15,7.4922721448705065,9.013400074352557,8.09773479376103,30,120.92603725367594,0.8015806761234935
3_month_shifted,T2,4_0,730,15,7.696048512256421,8.57853101700016,8.036845279745359,30,123.24861277638793,0.7568329465442367
3_month_shifted,T3,4_0,1096,15,6.962657432097936,7.599122344988048,7.203642165787798,30,158.6795851319174,0.08007717460137546
3_month_shifted,T4,4_0,1461,8,7.501434119775302,7.7751144311196345,7.603577037689619,10,38.5794863276814,0.0032440139399725013
original,T1,5_0,365,7,12.629511930756001,13.357007897030025,12.919081023703642,10,7.015665520613789,0.9999612039873302
original,T2,5_0,730,10,11.719919403565088,12.314635874153259,11.94958679035111,20,65.29858768757475,0.9768202765129956
original,T3,5_0,997,10,10.924198055956783,11.387265257257155,11.100350997497104,20,77.63321784126288,0.8205387880164414
1_month_shifted,T1,5_0,365,7,12.537688011299915,13.265183977573939,12.827257104247556,10,8.683346447441192,0.999676909642046
1_month_shifted,T2,5_0,730,10,11.619168893217841,12.213885363806012,11.848836280003864,20,62.652233842504415,0.9874685681864942
1_month_shifted,T3,5_0,998,10,10.852735340489293,11.31542775979111,11.02873703395798,20,74.15820625584976,0.8864168480024188
2_month_shifted,T1,5_0,365,10,12.754057121376512,13.779165073853544,13.162086297802734,20,49.15191647393898,0.9998609315879965
2_month_shifted,T2,5_0,730,10,11.537177626553728,12.131894097141899,11.76684501333975,20,63.72225310576508,0.9837892209979341
2_month_shifted,T3,5_0,997,10,10.799976548600617,11.263043749900989,10.976129490140938,20,74.06012794726956,0.8880104791427008
