,laravel/framework,codeigniter4/CodeIgniter4,chriskacerguis/codeigniter-restserver
2016-04-02,7,-3.7821864960000005,0
2016-04-03,7,0.8403731455999992,11
2016-04-04,4,8.341075353599999,0
2016-04-05,23,-0.6780534784000007,0
2016-04-06,25,-3.4835690496000007,2
2016-04-07,19,-1.2482497535999992,1
2016-04-08,15,-0.7751520255999991,0
2016-04-09,5,1.7051634688000012,0
2016-04-10,0,-1.4275346431999993,0
2016-04-11,9,-0.7157824512000001,0
2016-04-12,7,4.494157824000001,1
2016-04-13,11,-1.3539478527999993,0
2016-04-14,17,-0.5638409216000002,7
2016-04-15,2,2.6673991679999998,0
2016-04-16,11,-0.8456372223999998,0
2016-04-17,0,-0.4233124864000001,2
2016-04-18,19,4.7164479488,0
2016-04-19,7,8.8145664,0
2016-04-20,12,4.45145344,0
2016-04-21,10,0.4363668479999996,0
2016-04-22,7,-1.858780160000001,0
2016-04-23,4,-1.0828431360000006,0
2016-04-24,2,-0.7741120512000003,0
2016-04-25,22,2.4315263999999996,0
2016-04-26,0,-1.0608153599999999,0
2016-04-27,19,2.3740026880000005,0
2016-04-28,10,-1.0201876479999992,0
2016-04-29,20,6.5287514112,0
2016-04-30,5,9.3419839488,0
2016-05-01,5,2.0779136,0
2016-05-02,9,-2.343388160000001,0
2016-05-03,6,3.7323504639999996,0
2016-05-04,15,-0.8765402112,0
2016-05-05,8,-0.23506073600000055,1
2016-05-06,8,3.9717081087999997,0
2016-05-07,7,1.3149480960000002,0
2016-05-08,1,-1.5394638847999995,0
2016-05-09,15,9.1496185856,0
2016-05-10,8,-1.5049451519999995,0
2016-05-11,9,-1.3377740800000004,0
2016-05-12,8,4.167586816,0
2016-05-13,4,0.4432229376000001,0
2016-05-14,4,0.7758519295999999,0
2016-05-15,9,9.864666112,1
2016-05-16,9,2.1488959488000003,0
2016-05-17,15,-2.33168384,0
2016-05-18,21,1.7125027839999996,0
2016-05-19,12,1.6013674495999997,0
2016-05-20,6,5.5644544,0
2016-05-21,4,0.7386275840000001,0
2016-05-22,4,0.25314795519999955,0
2016-05-23,8,-0.42124513279999976,0
2016-05-24,15,10.9138041856,0
2016-05-25,41,-0.029965311999999855,0
2016-05-26,41,-1.9887528960000007,0
2016-05-27,11,7.8389833728,0
2016-05-28,7,7.397504204800001,4
2016-05-29,5,-0.31196282880000004,4
2016-05-30,21,1.7631362047999994,0
2016-05-31,27,6.8738665472,0
2016-06-01,38,2.9342739456,0
2016-06-02,7,11.1551854592,0
2016-06-03,38,9.6829554688,0
2016-06-04,5,4.027412992,0
2016-06-05,4,1.5879793664,0
2016-06-06,52,7.364961279999999,0
2016-06-07,7,7.6902238208,0
2016-06-08,12,-4.7948343296000004,0
2016-06-09,5,-2.640951705600001,0
2016-06-10,17,-1.7958933503999996,0
2016-06-11,12,0.6649918464000009,0
2016-06-12,6,-1.3367694335999993,0
2016-06-13,3,-0.7898899455999997,0
2016-06-14,33,-0.5322015743999993,0
2016-06-15,3,5.622984601600001,0
2016-06-16,9,1.5992957952000006,0
2016-06-17,23,1.8791423999999997,0
2016-06-18,13,-1.1618534400000002,3
2016-06-19,16,-0.6143754240000002,1
2016-06-20,13,-0.4229547008000002,2
2016-06-21,6,0.7000191999999998,1
2016-06-22,24,-0.4394547200000001,6
2016-06-23,3,3.7216071680000002,0
2016-06-24,6,3.9832406016000004,0
2016-06-25,0,3.5658288128000004,0
2016-06-26,6,4.3450559488,0
2016-06-27,7,0.005171199999999709,1
2016-06-28,8,9.59292928,0
2016-06-29,18,3.9602170880000003,0
2016-06-30,28,7.1123997696,0
2016-07-01,18,1.4472555519999997,0
2016-07-02,10,-1.8856943616000006,0
2016-07-03,0,-1.8727992320000004,0
2016-07-04,0,-1.241995264,0
2016-07-05,5,2.0958529536,0
2016-07-06,1,2.7327414272000006,0
2016-07-07,2,-1.5748240383999992,0
2016-07-08,2,3.1997750272000003,1
2016-07-09,0,-1.3063587839999995,0
2016-07-10,8,-0.6077424640000001,1
2016-07-11,3,10.6321002496,0
2016-07-12,19,8.533104640000001,0
2016-07-13,12,0.7069859840000001,0
2016-07-14,8,8.615325900799998,0
2016-07-15,15,15.4648157184,0
2016-07-16,2,0.4199531519999997,0
2016-07-17,8,-3.9378902016000015,0
2016-07-18,29,3.7253452799999986,3
2016-07-19,11,3.1665300480000003,0
2016-07-20,17,4.0453646336,0
2016-07-21,23,2.9097291776,0
2016-07-22,12,-1.9019227135999999,0
2016-07-23,50,2.1170942976000005,0
2016-07-24,32,-1.0022327295999993,0
2016-07-25,10,5.752698777599999,0
2016-07-26,18,-2.1897041919999998,0
2016-07-27,22,3.8298617856,1
2016-07-28,12,4.2307367936,0
2016-07-29,23,5.867010355200001,0
2016-07-30,3,3.3239085056,3
2016-07-31,7,-0.5259485184000003,0
2016-08-01,32,4.223967846399999,0
2016-08-02,12,5.7146566656,0
2016-08-03,7,2.1236201471999996,0
2016-08-04,25,-0.48534528000000066,0
2016-08-05,26,-1.8433315840000002,0
2016-08-06,22,-1.1543517184,0
2016-08-07,35,1.1892046848000004,0
2016-08-08,25,7.0365377536,0
2016-08-09,38,3.8401052672000002,0
2016-08-10,34,-0.25140899839999964,0
2016-08-11,22,-0.5367468032,0
2016-08-12,46,6.941005823999999,0
2016-08-13,8,-2.2476843008,0
2016-08-14,4,2.8943001599999993,0
2016-08-15,15,5.444566016,0
2016-08-16,19,-1.2967943167999998,0
2016-08-17,13,0.6033486848,0
2016-08-18,20,0.7656513536,2
2016-08-19,15,0.8799158271999998,0
2016-08-20,4,0.9223617536000002,0
2016-08-21,6,-1.0591992832,0
2016-08-22,37,1.429261312,0
2016-08-23,15,-0.8226477055999994,2
2016-08-24,24,7.5453437952,0
2016-08-25,13,0.13697218560000035,0
2016-08-26,27,-0.2356251648000003,0
2016-08-27,15,0.11736043519999972,0
2016-08-28,17,4.2606282752,0
2016-08-29,14,-1.4582801408,0
2016-08-30,8,6.275122176,0
2016-08-31,13,13.0996539392,0
2016-09-01,11,-2.922919935999999,0
2016-09-02,18,-2.0295657472000013,0
2016-09-03,2,-1.1935971328000006,0
2016-09-04,1,-0.8422426624000003,1
2016-09-05,21,-0.6440495103999999,0
2016-09-06,17,-0.5128017920000001,0
2016-09-07,32,3.6249564160000003,1
2016-09-08,14,0.8799721472000013,2
2016-09-09,17,3.0785720320000003,0
2016-09-10,0,1.8355306496,2
2016-09-11,4,4.8496,0
2016-09-12,5,5.198656,0
2016-09-13,2,-1.2911872000000004,0
2016-09-14,4,-0.3595084800000008,0
2016-09-15,8,0.9326725119999999,0
2016-09-16,14,-0.12406210559999997,0
2016-09-17,3,-0.8761945088,0
2016-09-18,5,1.4272615424000001,0
2016-09-19,7,3.1966138368,0
2016-09-20,16,1.7424423936000006,0
2016-09-21,18,-1.2009934848,0
2016-09-22,7,15.4196606976,0
2016-09-23,10,5.412356505600001,0
2016-09-24,7,-0.36312801280000073,0
2016-09-25,1,-2.2926459904000014,0
2016-09-26,7,-0.36736870400000066,0
2016-09-27,10,0.8117542911999998,0
2016-09-28,16,-1.2305253376,0
2016-09-29,17,-0.7767027712000004,1
2016-09-30,4,-0.5734302719999992,0
2016-10-01,0,-0.47251517439999896,0
2016-10-02,2,0.7731119104000005,0
2016-10-03,16,-0.29519237119999986,0
2016-10-04,9,4.871758848,0
2016-10-05,20,0.9107552256000004,0
2016-10-06,14,-0.8585387008000003,0
2016-10-07,7,1.5744639999999996,0
2016-10-08,3,0.31557119999999994,0
2016-10-09,2,-0.5718067200000002,0
2016-10-10,9,0.6563962879999998,0
2016-10-11,1,-0.4531605504000001,0
2016-10-12,13,1.7295360000000002,0
2016-10-13,30,0.3944842240000004,0
2016-10-14,10,1.5271790591999999,0
2016-10-15,15,-0.6472381439999999,0
2016-10-16,6,-0.33495521280000007,0
2016-10-17,20,0.7899319295999999,0
2016-10-18,13,1.652018688,0
2016-10-19,12,0.4021764096,0
2016-10-20,5,0.505440256,0
2016-10-21,4,2.5172201471999998,0
2016-10-22,10,-0.8619807743999999,0
2016-10-23,5,-0.41803950080000024,0
2016-10-24,13,3.7390796799999997,0
2016-10-25,3,-0.9950059519999999,0
2016-10-26,15,1.5247917055999998,2
2016-10-27,7,1.2904604672,0
2016-10-28,17,-0.7720372224000001,0
2016-10-29,3,-0.41377648640000003,0
2016-10-30,15,1.7176767488,0
2016-10-31,21,2.41402112,0
2016-11-01,30,-0.9094804479999998,0
2016-11-02,35,2.5394115584,0
2016-11-03,22,1.126171136,0
2016-11-04,9,-0.8455861248,0
2016-11-05,7,1.5535956991999997,0
2016-11-06,4,2.30806016,0
2016-11-07,17,2.016636416,0
2016-11-08,25,-0.11646023680000006,0
2016-11-09,4,0.21975418879999975,0
2016-11-10,8,3.347111424,0
2016-11-11,23,2.7875509248,0
2016-11-12,2,8.601713459199999,0
2016-11-13,3,-2.711977984,0
2016-11-14,31,8.708753203199999,0
2016-11-15,16,2.1655292928000005,0
2016-11-16,12,1.6114183167999991,0
2016-11-17,13,1.8883608575999995,0
2016-11-18,18,-1.0380150784000004,0
2016-11-19,6,-1.4120554496000002,0
2016-11-20,3,-0.9321225215999998,0
2016-11-21,11,0.319351296,0
2016-11-22,7,1.3540300800000005,5
2016-11-23,5,-0.8515901439999993,0
2016-11-24,10,0.5839667200000002,0
2016-11-25,3,-0.45395496959999965,0
2016-11-26,5,1.7629988864000001,0
2016-11-27,7,-0.5319701504,0
2016-11-28,11,0.7486156799999998,0
2016-11-29,18,0.6302228480000001,0
2016-11-30,10,1.5911264256000002,0
2016-12-01,11,3.3790625792,0
2016-12-02,8,-1.0968453120000001,0
2016-12-03,12,6.4785412095999995,0
2016-12-04,6,-1.733940224,0
2016-12-05,16,5.1922337791999995,0
2016-12-06,16,-0.7103160319999999,0
2016-12-07,21,2.9423742976,0
2016-12-08,14,-0.45570365440000016,0
2016-12-09,4,-0.9950911488,0
2016-12-10,6,-0.6271804416000002,0
2016-12-11,10,-0.4312227839999997,0
2016-12-12,15,-0.3450185727999999,0
2016-12-13,10,1.7894958080000003,0
2016-12-14,22,-0.5773394943999997,0
2016-12-15,24,1.7530530816,0
2016-12-16,18,0.43973488640000025,0
2016-12-17,7,1.5603306496,0
2016-12-18,10,1.372928,0
2016-12-19,26,5.2839424,0
2016-12-20,43,1.42547456,0
2016-12-21,30,0.6616309759999996,3
2016-12-22,27,-1.1254929408000003,0
2016-12-23,31,2.3567682559999996,0
2016-12-24,17,-0.06405345280000008,0
2016-12-25,8,-0.7814790144000001,0
2016-12-26,9,0.5083671552,0
2016-12-27,23,4.4482972672,2
2016-12-28,28,7.6579593216,0
2016-12-29,23,8.5989941248,0
2016-12-30,20,0.7102523392000002,0
2016-12-31,1,1.6343741439999993,0
2017-01-01,18,-2.1503045632000006,0
2017-01-02,24,2.7570359295999993,0
2017-01-03,32,4.309823487999999,0
2017-01-04,52,0.7819908095999999,0
2017-01-05,21,0.16611072000000005,0
2017-01-06,19,2.5176889344000006,0
2017-01-07,4,1.3298354176000005,0
2017-01-08,8,-1.4591594496,0
2017-01-09,35,5.1840349184,0
2017-01-10,42,6.250130432000001,0
2017-01-11,15,-2.5107854335999997,0
2017-01-12,11,-0.2381558784000004,0
2017-01-13,19,-0.9807767552000002,0
2017-01-14,1,0.3647142912000001,0
2017-01-15,11,5.3320986624,0
2017-01-16,15,7.3840012288,0
2017-01-17,23,1.4247239680000003,0
2017-01-18,23,6.9480534016,0
2017-01-19,10,2.1041824768,0
2017-01-20,10,19.597567488,0
2017-01-21,6,-5.7481928704,0
2017-01-22,8,-2.7043512320000023,0
2017-01-23,13,-0.7866753024000006,0
2017-01-24,11,-1.5227515903999997,0
2017-01-25,14,-1.0660514816,0
2017-01-26,19,0.23856599040000037,0
2017-01-27,18,2.2098494464000007,0
2017-01-28,5,-1.0844124159999984,0
2017-01-29,1,-0.5827545087999995,0
2017-01-30,12,-0.19452672000000013,0
2017-01-31,20,0.859276288,0
2017-02-01,14,-0.30950615039999996,0
2017-02-02,11,0.8417868799999999,0
2017-02-03,15,1.686832128,0
2017-02-04,8,2.4307675136,0
2017-02-05,4,1.1290559488,0
2017-02-06,13,0.2099711999999998,0
2017-02-07,14,11.38633728,0
2017-02-08,18,5.2373114880000005,0
2017-02-09,5,0.17793832959999945,0
2017-02-10,19,4.989800447999999,0
2017-02-11,6,8.4143814656,0
2017-02-12,8,-2.6016160768,0
2017-02-13,10,-2.0493437952000013,0
2017-02-14,8,-1.3256854528000006,0
2017-02-15,13,1.0218259456000003,0
2017-02-16,8,-0.1730116607999992,0
2017-02-17,11,-0.8716577791999999,0
2017-02-18,0,0.47925524480000026,0
2017-02-19,1,-0.5776770047999991,0
2017-02-20,4,-0.3162225663999997,0
2017-02-21,9,0.8731370495999999,0
2017-02-22,13,1.71211776,0
2017-02-23,1,0.4487618560000002,0
2017-02-24,9,0.5322447872,0
2017-02-25,3,-0.4389960704000001,0
2017-02-26,4,-0.2351237120000001,0
2017-02-27,14,2.8344298495999998,0
2017-02-28,5,-0.7169203199999999,0
2017-03-01,24,0.6657940479999997,0
2017-03-02,10,-0.4226002943999999,0
2017-03-03,2,0.7629468672,0
2017-03-04,2,-0.3514650624,0
2017-03-05,2,5.8126442496,0
2017-03-06,1,11.67568384,0
2017-03-07,11,5.822808064,0
2017-03-08,12,-3.2078707712000005,0
2017-03-09,29,2.419583487999999,0
2017-03-10,9,4.1485879296,0
2017-03-11,0,-0.2913285120000002,0
2017-03-12,2,-1.6814280704000009,0
2017-03-13,12,1.9273671679999997,0
2017-03-14,5,-0.4139408383999992,0
2017-03-15,9,-1.0337221631999993,0
2017-03-16,27,-0.5775758336,0
2017-03-17,4,3.651231232,0
2017-03-18,6,-1.0802651135999994,0
2017-03-19,8,3.4895860736,0
2017-03-20,10,0.9118523392000002,0
2017-03-21,2,2.0855101439999997,0
2017-03-22,4,0.8940602367999999,0
2017-03-23,13,-0.9645845504000002,0
2017-03-24,15,1.4589491199999998,0
2017-03-25,13,1.2128619520000001,0
2017-03-26,9,-0.8622498816,0
2017-03-27,6,-0.45976268800000003,0
2017-03-28,6,-0.3334905855999999,0
2017-03-29,14,5.7797727232,0
2017-03-30,5,1.6418869248000005,0
2017-03-31,7,-1.1796497408000004,0
2017-04-01,14,4.409371136,0
2017-04-02,6,-1.3993141247999996,0
2017-04-03,5,13.3210452992,0
2017-04-04,7,-0.23918079999999975,0
2017-04-05,22,-0.0508467200000009,0
2017-04-06,10,1.4232135679999995,0
2017-04-07,18,-0.5945232383999999,0
2017-04-08,8,-1.1163456512000005,0
2017-04-09,17,-0.7257497600000001,0
2017-04-10,27,-0.560479232,0
2017-04-11,22,4.596726272000001,0
2017-04-12,5,1.6615901184000008,0
2017-04-13,2,-1.1373924352,0
2017-04-14,0,1.4349714431999998,0
2017-04-15,0,0.23620423680000013,0
2017-04-16,6,0.3990506495999998,0
2017-04-17,12,1.4452479999999999,0
2017-04-18,16,6.2588799999999996,0
2017-04-19,20,1.1846092800000003,0
2017-04-20,7,0.5384965119999998,0
2017-04-21,7,0.8395737087999997,0
2017-04-22,0,-1.0564029440000002,0
2017-04-23,0,-0.6326627328000003,0
2017-04-24,9,-0.44352010240000017,0
2017-04-25,2,1.6607097856,0
2017-04-26,6,8.3316375552,0
2017-04-27,16,-0.16515962879999924,0
2017-04-28,13,1.6839630847999996,0
2017-04-29,2,-1.3129141248000002,0
2017-04-30,5,-0.7144107008000004,0
2017-05-01,6,-0.48188160000000024,0
2017-05-02,5,0.6304153599999999,0
2017-05-03,9,0.501418496,0
2017-05-04,5,2.4704320512000004,0
2017-05-05,13,5.0802202624,0
2017-05-06,12,1.4102981632000002,0
2017-05-07,2,-1.3205440512000002,0
2017-05-08,5,10.3252352,0
2017-05-09,11,1.3404364800000006,0
2017-05-10,5,8.973383168,0
2017-05-11,23,-1.3248180223999997,0
2017-05-12,21,4.939920793599999,0
2017-05-13,6,-2.6778104832,0
2017-05-14,6,0.5295599615999995,0
2017-05-15,21,2.6105868288,0
2017-05-16,13,0.30303948800000047,0
2017-05-17,4,2.5834827776,0
2017-05-18,13,-1.6041972735999994,0
2017-05-19,10,8.1141026816,0
2017-05-20,3,-1.3278542847999995,0
2017-05-21,3,2.6916739071999993,0
2017-05-22,5,1.4485160959999996,0
2017-05-23,7,4.5315418112,0
2017-05-24,16,-2.0417837056,0
2017-05-25,6,0.9497152511999996,0
2017-05-26,8,6.8864093184,0
2017-05-27,1,2.7336606720000005,0
2017-05-28,12,7.8551788544,0
2017-05-29,3,5.9054268416,0
2017-05-30,23,-1.3544728576000002,0
2017-05-31,4,0.8631200767999996,0
2017-06-01,32,0.07222005759999961,0
2017-06-02,15,7.439906816,0
2017-06-03,2,3.1700140032000004,0
2017-06-04,7,-1.6926917632,0
2017-06-05,1,0.344770048,0
2017-06-06,5,0.5292052480000005,0
2017-06-07,18,-1.2720613375999998,0
2017-06-08,4,0.27136952319999985,0
2017-06-09,8,0.2701672448,0
2017-06-10,4,-0.6746892287999995,0
2017-06-11,4,0.5645932544000005,0
2017-06-12,4,6.5544851456,0
2017-06-13,9,-1.6142342143999997,0
2017-06-14,12,4.292321075199999,0
2017-06-15,12,3.5681057792,0
2017-06-16,6,7.307949568,0
2017-06-17,6,-2.6660378624,0
2017-06-18,3,0.6996023295999989,0
2017-06-19,21,3.7394452479999996,0
2017-06-20,11,8.1945926656,0
2017-06-21,7,2.0001129472,0
2017-06-22,3,7.552368639999999,0
2017-06-23,12,1.6143022079999998,4
2017-06-24,1,-2.73637376,0
2017-06-25,13,2.448418406399999,0
2017-06-26,20,1.1786229759999998,0
2017-06-27,14,2.2883515392,0
2017-06-28,12,0.1451745280000003,0
2017-06-29,22,-0.4664432639999998,0
2017-06-30,14,4.954198528000001,0
2017-07-01,5,-1.8653552639999993,0
2017-07-02,10,0.11131596799999954,0
2017-07-03,11,3.237281792,0
2017-07-04,4,-1.3087410175999996,0
2017-07-05,13,8.3295428608,0
2017-07-06,30,5.756247654400001,0
2017-07-07,11,3.3791772672,0
2017-07-08,11,0.5066315775999994,0
2017-07-09,2,2.0601419775999994,0
2017-07-10,7,3.0912814079999995,0
2017-07-11,26,-0.12376739840000006,0
2017-07-12,7,7.3883357184,0
2017-07-13,17,4.201516032000001,0
2017-07-14,14,12.1236834304,0
2017-07-15,2,-4.505456435199999,0
2017-07-16,3,4.822697881599999,0
2017-07-17,25,3.1945259007999995,0
2017-07-18,26,4.2177193984,0
2017-07-19,40,3.0144957439999995,0
2017-07-20,21,3.1374528512,0
2017-07-21,11,3.1368090624000002,0
2017-07-22,0,-0.8025187327999994,0
2017-07-23,7,8.023547903999999,3
2017-07-24,10,5.851908096000001,0
2017-07-25,7,18.5345124352,0
2017-07-26,6,7.7799207936000006,0
2017-07-27,6,3.223183155199999,0
2017-07-28,5,1.1626797055999987,0
2017-07-29,8,-2.960307814400001,0
2017-07-30,6,-2.600909926400001,0
2017-07-31,20,-1.7984939008000005,0
2017-08-01,7,1.6080020480000006,0
2017-08-02,26,2.363596902400001,0
2017-08-03,9,3.1837970432000016,0
2017-08-04,6,7.1099505664,0
2017-08-05,3,-2.7082771455999994,0
2017-08-06,8,-0.26021181440000074,0
2017-08-07,13,15.0241002496,0
2017-08-08,8,13.15742464,0
2017-08-09,16,0.8291619839999989,1
2017-08-10,1,-3.725051699200001,0
2017-08-11,8,1.866707558399999,0
2017-08-12,14,-2.28004096,0
2017-08-13,3,-1.4117236736000003,0
2017-08-14,14,2.0222791679999994,0
2017-08-15,4,2.6126002176000007,0
2017-08-16,21,10.312194969600002,0
2017-08-17,20,6.755979571200001,0
2017-08-18,7,-2.3953229824000006,0
2017-08-19,3,-1.8445588480000008,0
2017-08-20,5,-1.1765078016000006,0
2017-08-21,24,-0.8229273600000004,0
2017-08-22,6,1.355024384,0
2017-08-23,19,-0.9279035391999998,0
2017-08-24,34,-0.5722259455999994,0
2017-08-25,29,1.593563955200001,0
2017-08-26,19,-0.6062812159999995,0
2017-08-27,9,2.7764586496,0
2017-08-28,9,6.2631423999999996,0
2017-08-29,7,-0.74105344,0
2017-08-30,25,1.0161525759999996,0
2017-08-31,29,4.0174036992,0
2017-09-01,23,1.44633856,0
2017-09-02,14,-1.3984138240000004,0
2017-09-03,8,-0.7914564608000004,0
2017-09-04,14,-0.5451509760000001,0
2017-09-05,19,1.5756136448000004,0
2017-09-06,40,5.2857213952,0
2017-09-07,16,3.4528352256000003,0
2017-09-08,6,3.2763425792,0
2017-09-09,3,2.1392901120000003,0
2017-09-10,3,1.2699199487999997,0
2017-09-11,12,2.4779263999999994,0
2017-09-12,8,-0.6841062400000004,0
2017-09-13,34,-1.1585597440000006,0
2017-09-14,12,1.2270134272,0
2017-09-15,3,1.0278885376000004,1
2017-09-16,1,1.0409774080000003,0
2017-09-17,4,-0.9339289599999998,0
2017-09-18,9,3.4956237824,0
2017-09-19,31,-1.1261576191999996,0
2017-09-20,22,0.45660528639999987,0
2017-09-21,37,-0.5302523904000002,0
2017-09-22,9,1.682113536,0
2017-09-23,9,5.3622884352,4
2017-09-24,3,-1.5290293247999998,3
2017-09-25,9,-0.6941815808000005,0
2017-09-26,9,1.5668203520000001,0
2017-09-27,8,0.28052387840000015,0
2017-09-28,7,-0.5684613120000002,0
2017-09-29,16,-0.3448955904000002,0
2017-09-30,2,0.754464256,0
2017-10-01,5,8.6040630272,0
2017-10-02,11,-2.0212097023999993,0
2017-10-03,7,9.17771776,0
2017-10-04,1,-0.5113021440000001,1
2017-10-05,2,6.432737587199999,0
2017-10-06,6,-2.5027221504000003,1
2017-10-07,8,0.7272140799999991,0
2017-10-08,1,8.726711808,0
2017-10-09,3,1.1738812416000006,0
2017-10-10,5,9.7773630464,0
2017-10-11,3,-0.6083609599999997,0
2017-10-12,2,3.5720453119999993,0
2017-10-13,8,0.4133420031999999,0
2017-10-14,2,-2.0672402432000005,0
2017-10-15,1,0.7850101759999994,0
2017-10-16,9,3.6961236992,0
2017-10-17,13,3.1393326080000006,0
2017-10-18,6,3.0315090944000005,0
2017-10-19,11,7.9371579392000005,0
2017-10-20,3,-2.0335864831999997,0
2017-10-21,1,-1.6945168384000007,0
2017-10-22,9,-1.0290854912000005,0
2017-10-23,3,2.2727669759999998,0
2017-10-24,3,1.8273851392000005,0
2017-10-25,13,1.7112570880000002,0
2017-10-26,0,13.692018688000001,0
2017-10-27,6,-2.7079505919999987,0
2017-10-28,3,-1.8604892160000008,0
2017-10-29,3,0.9488362495999993,0
2017-10-30,8,-0.14067456000000034,0
2017-10-31,9,10.068130304,0
2017-11-01,8,0.16068065280000088,0
2017-11-02,14,1.0498992127999995,0
2017-11-03,7,-1.7228224511999994,0
2017-11-04,3,5.978578432,0
2017-11-05,6,4.007552409600001,0
2017-11-06,15,-2.2078269440000002,0
