,llvm/llvm-project,gcc-mirror/gcc,golang/go
2015-05-11,77,30,28
2015-05-12,139,62,19
2015-05-13,96,61,16
2015-05-14,85,10,21
2015-05-15,77,15,29
2015-05-16,41,24,4
2015-05-17,15,7,3
2015-05-18,92,32,17
2015-05-19,94,61,16
2015-05-20,93,34,8
2015-05-21,112,33,11
2015-05-22,90,71,16
2015-05-23,34,11,3
2015-05-24,16,15,0
2015-05-25,34,15,2
2015-05-26,100,52,8
2015-05-27,101,35,13
2015-05-28,139,32,16
2015-05-29,103,14,8
2015-05-30,33,11,5
2015-05-31,35,8,2
2015-06-01,97,70,8
2015-06-02,89,34,15
2015-06-03,82,32,35
2015-06-04,132,13,22
2015-06-05,72,24,29
2015-06-06,36,10,5
2015-06-07,32,3,4
2015-06-08,79,26,7
2015-06-09,77,27,14
2015-06-10,50,16,7
2015-06-11,72,18,14
2015-06-12,71,16,14
2015-06-13,43,8,4
2015-06-14,15,7,15
2015-06-15,76,14,17
2015-06-16,80,27,18
2015-06-17,104,21,25
2015-06-18,101,14,25
2015-06-19,88,42,20
2015-06-20,33,3,2
2015-06-21,22,1,2
2015-06-22,98,27,13
2015-06-23,117,25,9
2015-06-24,91,34,13
2015-06-25,126,51,14
2015-06-26,123,35,34
2015-06-27,32,5,7
2015-06-28,23,4,2
2015-06-29,102,23,36
2015-06-30,105,41,18
2015-07-01,81,33,7
2015-07-02,100,21,9
2015-07-03,68,18,2
2015-07-04,17,5,0
2015-07-05,25,19,7
2015-07-06,94,31,2
2015-07-07,120,18,11
2015-07-08,107,34,1
2015-07-09,106,36,8
2015-07-10,93,30,9
2015-07-11,11,4,9
2015-07-12,17,3,9
2015-07-13,83,17,19
2015-07-14,147,34,13
2015-07-15,99,33,56
2015-07-16,95,28,15
2015-07-17,87,30,13
2015-07-18,32,4,9
2015-07-19,24,2,1
2015-07-20,77,19,12
2015-07-21,110,14,24
2015-07-22,110,19,27
2015-07-23,83,26,27
2015-07-24,107,43,9
2015-07-25,47,17,0
2015-07-26,25,5,4
2015-07-27,91,18,46
2015-07-28,137,19,34
2015-07-29,89,22,21
2015-07-30,86,19,31
2015-07-31,87,18,16
2015-08-01,30,3,0
2015-08-02,14,7,3
2015-08-03,60,30,10
2015-08-04,72,42,27
2015-08-05,163,23,23
2015-08-06,109,20,20
2015-08-07,75,12,5
2015-08-08,30,12,0
2015-08-09,21,5,0
2015-08-10,108,12,5
2015-08-11,158,16,12
2015-08-12,121,28,9
2015-08-13,141,27,6
2015-08-14,118,17,2
2015-08-15,35,3,4
2015-08-16,23,4,1
2015-08-17,56,14,6
2015-08-18,121,18,10
2015-08-19,126,18,10
2015-08-20,109,21,3
2015-08-21,108,24,19
2015-08-22,29,6,5
2015-08-23,23,7,2
2015-08-24,85,32,16
2015-08-25,75,24,17
2015-08-26,110,22,15
2015-08-27,111,28,11
2015-08-28,100,12,19
2015-08-29,13,9,13
2015-08-30,34,1,6
2015-08-31,106,20,16
2015-09-01,93,19,13
2015-09-02,122,12,8
2015-09-03,86,30,16
2015-09-04,76,18,21
2015-09-05,34,1,12
2015-09-06,18,2,5
2015-09-07,23,8,12
2015-09-08,125,29,18
2015-09-09,106,16,25
2015-09-10,148,35,25
2015-09-11,129,17,13
2015-09-12,24,8,7
2015-09-13,16,16,2
2015-09-14,107,23,12
2015-09-15,111,34,17
2015-09-16,116,15,16
2015-09-17,85,30,14
2015-09-18,108,18,17
2015-09-19,37,6,6
2015-09-20,32,12,5
2015-09-21,90,23,10
2015-09-22,124,22,7
2015-09-23,96,19,18
2015-09-24,97,21,8
2015-09-25,86,20,8
2015-09-26,37,9,0
2015-09-27,16,6,2
2015-09-28,68,25,7
2015-09-29,93,29,9
2015-09-30,99,26,10
2015-10-01,130,29,9
2015-10-02,110,53,14
2015-10-03,32,7,6
2015-10-04,31,8,3
2015-10-05,78,31,7
2015-10-06,123,34,16
2015-10-07,152,24,4
2015-10-08,134,23,11
2015-10-09,133,26,18
2015-10-10,41,7,4
2015-10-11,43,11,2
2015-10-12,128,18,4
2015-10-13,126,19,5
2015-10-14,94,17,10
2015-10-15,122,12,6
2015-10-16,109,49,9
2015-10-17,46,3,4
2015-10-18,36,10,9
2015-10-19,94,16,23
2015-10-20,111,73,24
2015-10-21,96,44,22
2015-10-22,114,21,16
2015-10-23,83,64,17
2015-10-24,54,6,0
2015-10-25,53,9,1
2015-10-26,100,79,14
2015-10-27,89,55,7
2015-10-28,113,30,20
2015-10-29,85,30,14
2015-10-30,56,31,18
2015-10-31,28,21,1
2015-11-01,10,5,4
2015-11-02,97,17,4
2015-11-03,141,25,16
2015-11-04,84,18,11
2015-11-05,143,13,23
2015-11-06,117,44,6
2015-11-07,41,22,5
2015-11-08,17,9,10
2015-11-09,105,50,6
2015-11-10,107,39,19
2015-11-11,143,39,19
2015-11-12,140,73,62
2015-11-13,131,59,24
2015-11-14,43,15,12
2015-11-15,26,10,7
2015-11-16,78,36,16
2015-11-17,97,58,18
2015-11-18,118,51,22
2015-11-19,98,31,22
2015-11-20,114,37,21
2015-11-21,48,17,5
2015-11-22,37,9,1
2015-11-23,100,29,9
2015-11-24,105,49,25
2015-11-25,69,45,18
2015-11-26,63,51,8
2015-11-27,31,24,2
2015-11-28,25,5,5
2015-11-29,37,8,3
2015-11-30,70,24,7
2015-12-01,123,34,15
2015-12-02,87,57,17
2015-12-03,99,19,21
2015-12-04,130,45,18
2015-12-05,55,5,19
2015-12-06,18,9,2
2015-12-07,78,35,15
2015-12-08,104,33,5
2015-12-09,98,36,17
2015-12-10,120,50,11
2015-12-11,77,23,14
2015-12-12,38,8,2
2015-12-13,31,9,0
2015-12-14,101,22,17
2015-12-15,127,22,20
2015-12-16,132,44,23
2015-12-17,84,40,50
2015-12-18,82,35,17
2015-12-19,48,6,3
2015-12-20,19,10,0
2015-12-21,85,16,2
2015-12-22,76,23,7
2015-12-23,42,11,0
2015-12-24,48,6,4
2015-12-25,30,5,0
2015-12-26,23,1,0
2015-12-27,24,2,0
2015-12-28,49,9,1
2015-12-29,77,6,11
2015-12-30,51,4,2
2015-12-31,26,6,2
2016-01-01,4,8,1
2016-01-02,7,3,1
2016-01-03,27,4,1
2016-01-04,72,15,8
2016-01-05,79,18,18
2016-01-06,122,14,40
2016-01-07,112,14,22
2016-01-08,117,23,36
2016-01-09,35,7,5
2016-01-10,26,7,5
2016-01-11,120,31,8
2016-01-12,121,33,7
2016-01-13,143,30,29
2016-01-14,116,28,15
2016-01-15,113,48,3
2016-01-16,40,16,3
2016-01-17,26,6,0
2016-01-18,68,38,6
2016-01-19,114,37,10
2016-01-20,98,27,6
2016-01-21,77,49,10
2016-01-22,118,27,6
2016-01-23,61,9,3
2016-01-24,14,8,15
2016-01-25,76,16,7
2016-01-26,128,40,17
2016-01-27,104,37,29
2016-01-28,103,32,4
2016-01-29,125,25,15
2016-01-30,30,6,1
2016-01-31,25,8,1
2016-02-01,93,24,4
2016-02-02,145,24,11
2016-02-03,107,16,6
2016-02-04,107,33,13
2016-02-05,78,25,6
2016-02-06,49,2,2
2016-02-07,52,4,2
2016-02-08,96,24,7
2016-02-09,150,20,9
2016-02-10,133,20,4
2016-02-11,150,15,3
2016-02-12,123,22,5
2016-02-13,71,5,2
2016-02-14,24,10,0
2016-02-15,54,19,0
2016-02-16,95,23,10
2016-02-17,107,20,7
2016-02-18,94,12,11
2016-02-19,85,29,22
2016-02-20,71,10,12
2016-02-21,42,2,23
2016-02-22,82,18,16
2016-02-23,100,27,21
2016-02-24,98,27,32
2016-02-25,113,11,30
2016-02-26,144,35,37
2016-02-27,59,6,12
2016-02-28,39,8,14
2016-02-29,71,16,22
2016-03-01,145,33,23
2016-03-02,109,35,25
2016-03-03,116,19,25
2016-03-04,85,28,27
2016-03-05,24,13,11
2016-03-06,25,3,9
2016-03-07,66,26,27
2016-03-08,90,8,32
2016-03-09,104,18,27
2016-03-10,92,20,29
2016-03-11,128,17,28
2016-03-12,34,8,13
2016-03-13,54,6,10
2016-03-14,97,10,25
2016-03-15,85,27,24
2016-03-16,66,28,43
2016-03-17,81,23,24
2016-03-18,79,22,25
2016-03-19,23,2,3
2016-03-20,25,1,13
2016-03-21,74,17,33
2016-03-22,95,18,18
2016-03-23,98,24,18
2016-03-24,133,18,20
2016-03-25,118,10,28
2016-03-26,35,2,8
2016-03-27,29,3,6
2016-03-28,114,6,17
2016-03-29,114,18,21
2016-03-30,134,14,32
2016-03-31,104,20,32
2016-04-01,125,10,22
2016-04-02,45,7,7
2016-04-03,30,2,12
2016-04-04,85,13,16
2016-04-05,120,20,29
2016-04-06,125,12,37
2016-04-07,133,7,23
2016-04-08,118,15,15
2016-04-09,21,14,8
2016-04-10,25,3,14
2016-04-11,102,7,25
2016-04-12,133,21,37
2016-04-13,112,28,28
2016-04-14,121,15,32
2016-04-15,108,21,18
2016-04-16,48,4,10
2016-04-17,36,14,6
2016-04-18,99,62,17
2016-04-19,122,33,20
2016-04-20,104,54,20
2016-04-21,146,45,28
2016-04-22,164,11,26
2016-04-23,50,6,5
2016-04-24,66,7,9
2016-04-25,121,15,13
2016-04-26,133,25,23
2016-04-27,176,57,40
2016-04-28,132,50,25
2016-04-29,165,37,29
2016-04-30,34,17,7
2016-05-01,35,8,19
2016-05-02,129,73,8
2016-05-03,124,29,9
2016-05-04,108,27,24
2016-05-05,117,13,21
2016-05-06,126,39,27
2016-05-07,42,6,4
2016-05-08,22,7,3
2016-05-09,101,22,11
2016-05-10,151,31,15
2016-05-11,100,18,17
2016-05-12,124,20,11
2016-05-13,130,27,5
2016-05-14,64,5,8
2016-05-15,34,2,6
2016-05-16,104,33,13
2016-05-17,129,27,6
2016-05-18,129,48,29
2016-05-19,125,34,19
2016-05-20,131,33,13
2016-05-21,47,5,3
2016-05-22,43,8,1
2016-05-23,116,24,3
2016-05-24,116,44,19
2016-05-25,159,27,19
2016-05-26,138,21,17
2016-05-27,135,22,26
2016-05-28,67,12,1
2016-05-29,43,6,4
2016-05-30,41,24,3
2016-05-31,111,26,18
2016-06-01,79,31,18
2016-06-02,157,16,22
