,rust-lang/rust,python/cpython,JuliaLang/julia
2013-08-23,35,21,10
2013-08-24,43,13,2
2013-08-25,21,23,4
2013-08-26,44,9,24
2013-08-27,34,8,39
2013-08-28,47,11,25
2013-08-29,28,19,33
2013-08-30,42,7,19
2013-08-31,18,13,18
2013-09-01,11,13,3
2013-09-02,18,6,11
2013-09-03,33,10,10
2013-09-04,41,14,6
2013-09-05,34,15,5
2013-09-06,102,24,2
2013-09-07,24,18,9
2013-09-08,12,30,7
2013-09-09,25,15,20
2013-09-10,27,5,25
2013-09-11,31,3,19
2013-09-12,28,5,8
2013-09-13,42,21,10
2013-09-14,34,12,13
2013-09-15,38,18,9
2013-09-16,49,6,11
2013-09-17,53,0,10
2013-09-18,36,15,17
2013-09-19,38,2,9
2013-09-20,25,7,7
2013-09-21,17,5,18
2013-09-22,21,12,8
2013-09-23,18,4,6
2013-09-24,47,0,6
2013-09-25,55,2,13
2013-09-26,40,4,17
2013-09-27,41,12,12
2013-09-28,16,13,8
2013-09-29,6,36,8
2013-09-30,23,13,4
2013-10-01,57,7,8
2013-10-02,35,17,8
2013-10-03,22,17,5
2013-10-04,15,8,8
2013-10-05,26,17,9
2013-10-06,17,111,19
2013-10-07,14,3,7
2013-10-08,24,18,13
2013-10-09,43,19,15
2013-10-10,23,12,11
2013-10-11,17,15,10
2013-10-12,6,44,16
2013-10-13,7,68,14
2013-10-14,15,16,21
2013-10-15,8,6,8
2013-10-16,42,4,11
2013-10-17,25,25,25
2013-10-18,29,35,18
2013-10-19,25,40,13
2013-10-20,7,31,12
2013-10-21,26,23,12
2013-10-22,33,21,8
2013-10-23,24,13,22
2013-10-24,36,11,21
2013-10-25,19,31,34
2013-10-26,21,18,27
2013-10-27,7,26,20
2013-10-28,28,17,30
2013-10-29,49,44,6
2013-10-30,19,15,26
2013-10-31,19,25,10
2013-11-01,33,15,15
2013-11-02,14,25,15
2013-11-03,19,28,10
2013-11-04,11,22,16
2013-11-05,19,19,7
2013-11-06,14,25,16
2013-11-07,12,19,9
2013-11-08,26,15,17
2013-11-09,30,4,8
2013-11-10,37,15,12
2013-11-11,26,13,6
2013-11-12,24,20,6
2013-11-13,16,12,4
2013-11-14,22,18,19
2013-11-15,3,27,15
2013-11-16,7,26,17
2013-11-17,16,39,10
2013-11-18,17,24,13
2013-11-19,36,29,37
2013-11-20,7,16,14
2013-11-21,15,22,15
2013-11-22,20,55,13
2013-11-23,18,85,26
2013-11-24,19,54,12
2013-11-25,31,35,20
2013-11-26,46,27,29
2013-11-27,26,14,25
2013-11-28,9,11,23
2013-11-29,19,11,50
2013-11-30,20,16,20
2013-12-01,20,14,12
2013-12-02,14,40,9
2013-12-03,22,24,14
2013-12-04,20,22,16
2013-12-05,17,13,6
2013-12-06,11,14,5
2013-12-07,16,14,12
2013-12-08,9,30,10
2013-12-09,22,12,7
2013-12-10,48,22,24
2013-12-11,25,15,8
2013-12-12,12,7,28
2013-12-13,15,26,11
2013-12-14,21,14,12
2013-12-15,25,15,22
2013-12-16,37,34,25
2013-12-17,30,13,4
2013-12-18,21,10,18
2013-12-19,29,25,20
2013-12-20,16,21,22
2013-12-21,11,16,13
2013-12-22,19,12,17
2013-12-23,14,20,8
2013-12-24,20,19,4
2013-12-25,31,9,27
2013-12-26,239,10,0
2013-12-27,8,6,6
2013-12-28,15,6,24
2013-12-29,21,4,7
2013-12-30,24,4,15
2013-12-31,29,11,7
2014-01-01,24,6,28
2014-01-02,47,19,25
2014-01-03,74,18,15
2014-01-04,31,19,16
2014-01-05,23,12,6
2014-01-06,48,6,5
2014-01-07,31,18,13
2014-01-08,37,12,12
2014-01-09,25,18,12
2014-01-10,31,17,25
2014-01-11,32,7,23
2014-01-12,24,15,14
2014-01-13,16,15,33
2014-01-14,23,28,8
2014-01-15,32,6,14
2014-01-16,34,19,32
2014-01-17,37,16,21
2014-01-18,30,23,31
2014-01-19,23,11,4
2014-01-20,23,16,10
2014-01-21,31,27,22
2014-01-22,18,12,25
2014-01-23,31,17,23
2014-01-24,19,15,26
2014-01-25,24,35,26
2014-01-26,18,26,38
2014-01-27,25,42,15
2014-01-28,26,12,12
2014-01-29,41,28,16
2014-01-30,26,6,31
2014-01-31,17,28,12
2014-02-01,82,19,15
2014-02-02,23,22,6
2014-02-03,36,25,7
2014-02-04,19,14,15
2014-02-05,23,11,15
2014-02-06,22,24,15
2014-02-07,31,21,25
2014-02-08,41,38,44
2014-02-09,29,24,11
2014-02-10,29,24,7
2014-02-11,66,36,24
2014-02-12,23,18,20
2014-02-13,21,15,12
2014-02-14,43,6,15
2014-02-15,49,15,5
2014-02-16,23,18,14
2014-02-17,28,8,8
2014-02-18,25,36,22
2014-02-19,41,35,17
2014-02-20,22,32,11
2014-02-21,32,16,18
2014-02-22,28,11,16
2014-02-23,37,22,19
2014-02-24,17,34,26
2014-02-25,46,8,19
2014-02-26,16,19,14
2014-02-27,36,10,16
2014-02-28,45,13,5
2014-03-01,15,11,15
2014-03-02,22,22,10
2014-03-03,10,10,13
2014-03-04,16,5,16
2014-03-05,26,4,16
2014-03-06,29,12,26
2014-03-07,13,3,20
2014-03-08,14,14,7
2014-03-09,35,31,27
2014-03-10,9,31,11
2014-03-11,15,13,27
2014-03-12,39,16,17
2014-03-13,39,26,47
2014-03-14,25,11,8
2014-03-15,18,20,17
2014-03-16,27,17,7
2014-03-17,29,33,14
2014-03-18,25,11,27
2014-03-19,17,14,23
2014-03-20,41,28,8
2014-03-21,28,18,11
2014-03-22,38,13,5
2014-03-23,31,20,4
2014-03-24,38,11,9
2014-03-25,23,19,5
2014-03-26,31,1,33
2014-03-27,23,21,18
2014-03-28,32,8,6
2014-03-29,19,18,28
2014-03-30,11,21,25
2014-03-31,44,22,44
2014-04-01,26,13,63
2014-04-02,54,12,50
2014-04-03,22,6,33
2014-04-04,46,25,24
2014-04-05,21,5,7
2014-04-06,28,3,15
2014-04-07,10,6,9
2014-04-08,25,17,28
2014-04-09,4,9,10
2014-04-10,39,11,15
2014-04-11,32,4,8
2014-04-12,14,2,5
2014-04-13,15,5,6
2014-04-14,16,64,15
2014-04-15,11,32,8
2014-04-16,50,25,14
2014-04-17,34,18,12
2014-04-18,22,16,10
2014-04-19,28,7,35
2014-04-20,22,8,5
2014-04-21,11,0,2
2014-04-22,53,6,14
2014-04-23,50,14,19
2014-04-24,26,6,17
2014-04-25,25,2,14
2014-04-26,11,8,16
2014-04-27,22,8,23
2014-04-28,24,12,23
2014-04-29,13,26,20
2014-04-30,21,4,11
2014-05-01,17,5,3
2014-05-02,21,6,7
2014-05-03,31,5,11
2014-05-04,21,15,10
2014-05-05,30,4,24
2014-05-06,20,10,11
2014-05-07,68,7,17
2014-05-08,52,11,7
2014-05-09,24,13,13
2014-05-10,21,10,20
2014-05-11,21,24,5
2014-05-12,9,19,25
2014-05-13,41,18,23
2014-05-14,66,19,9
2014-05-15,67,8,15
2014-05-16,53,5,17
2014-05-17,8,11,6
2014-05-18,27,9,12
2014-05-19,18,9,20
2014-05-20,34,5,12
2014-05-21,45,1,14
2014-05-22,27,7,21
2014-05-23,25,17,25
2014-05-24,27,4,17
2014-05-25,35,10,8
2014-05-26,16,25,19
2014-05-27,20,8,39
2014-05-28,36,15,38
2014-05-29,22,4,26
2014-05-30,26,16,26
2014-05-31,25,5,16
2014-06-01,24,18,7
2014-06-02,20,25,29
2014-06-03,18,21,51
2014-06-04,24,5,24
2014-06-05,25,26,38
2014-06-06,31,6,19
2014-06-07,42,16,21
2014-06-08,25,14,9
2014-06-09,23,9,46
2014-06-10,30,11,20
2014-06-11,22,21,14
2014-06-12,24,7,17
2014-06-13,32,15,22
2014-06-14,22,7,6
2014-06-15,1,10,5
2014-06-16,30,32,20
2014-06-17,46,25,23
2014-06-18,33,6,23
2014-06-19,41,11,15
2014-06-20,22,19,28
2014-06-21,17,5,20
2014-06-22,13,24,15
2014-06-23,18,8,10
2014-06-24,36,20,22
2014-06-25,60,37,24
2014-06-26,31,11,14
2014-06-27,17,20,10
2014-06-28,29,5,28
2014-06-29,20,5,8
2014-06-30,35,14,27
2014-07-01,24,20,18
2014-07-02,36,14,26
2014-07-03,41,6,18
2014-07-04,56,4,18
2014-07-05,32,11,10
2014-07-06,22,6,4
2014-07-07,19,41,9
2014-07-08,40,10,9
2014-07-09,44,3,19
2014-07-10,31,10,20
2014-07-11,31,18,9
2014-07-12,15,8,7
2014-07-13,27,6,19
2014-07-14,27,10,27
2014-07-15,32,4,20
2014-07-16,28,20,12
2014-07-17,27,12,18
2014-07-18,36,4,23
2014-07-19,20,4,6
2014-07-20,17,3,10
2014-07-21,58,14,20
2014-07-22,31,15,17
2014-07-23,29,26,18
2014-07-24,48,30,24
2014-07-25,43,30,7
2014-07-26,23,12,15
2014-07-27,23,10,17
2014-07-28,23,10,20
2014-07-29,48,18,25
2014-07-30,21,8,21
2014-07-31,41,4,6
2014-08-01,29,7,19
2014-08-02,27,5,7
2014-08-03,18,7,9
2014-08-04,23,21,13
2014-08-05,23,16,44
2014-08-06,41,6,21
2014-08-07,24,9,34
2014-08-08,28,4,56
2014-08-09,28,13,30
2014-08-10,13,10,16
2014-08-11,15,3,37
2014-08-12,41,10,48
2014-08-13,50,2,19
2014-08-14,25,5,19
2014-08-15,21,13,15
2014-08-16,14,9,7
2014-08-17,24,19,10
2014-08-18,30,4,33
2014-08-19,34,9,24
2014-08-20,22,3,20
2014-08-21,36,2,8
2014-08-22,18,20,19
2014-08-23,25,10,5
2014-08-24,23,13,8
2014-08-25,16,8,21
2014-08-26,15,4,21
2014-08-27,23,8,24
2014-08-28,21,2,14
2014-08-29,30,9,21
2014-08-30,23,2,9
2014-08-31,35,16,1
2014-09-01,11,9,8
2014-09-02,21,5,3
2014-09-03,18,19,10
2014-09-04,24,8,11
2014-09-05,31,9,9
2014-09-06,19,15,20
2014-09-07,25,0,17
2014-09-08,24,2,9
2014-09-09,45,3,9
2014-09-10,25,8,11
2014-09-11,19,11,6
2014-09-12,26,2,18
2014-09-13,15,2,6
2014-09-14,35,9,20
2014-09-15,36,9,16
