,apolloauto/apollo,carla-simulator/carla,commaai/openpilot
2019-10-04,16,1,-0.4832
2019-10-05,2,0,-0.17990400000000004
2019-10-06,0,0,-0.10992640000000001
2019-10-07,11,1,-0.07834112000000004
2019-10-08,22,0,-0.060263424
2019-10-09,19,0,6.9514404864
2019-10-10,10,1,-2.8183705599999995
2019-10-11,8,0,3.144844288
2019-10-12,0,0,-1.0607981567999998
2019-10-13,0,0,-1.1712000000000002
2019-10-14,9,0,0.4143359999999998
2019-10-15,2,0,-0.7911424000000001
2019-10-16,16,0,-0.4100019200000001
2019-10-17,16,0,2.708105216
2019-10-18,23,0,-0.42763253759999964
2019-10-19,6,0,-0.8689454079999999
2019-10-20,0,0,-0.40131153919999996
2019-10-21,10,0,-0.21996871680000013
2019-10-22,17,0,-0.1466117120000001
2019-10-23,15,0,-0.11163975680000005
2019-10-24,9,0,-0.07807487999999999
2019-10-25,30,1,0.936162304
2019-10-26,11,0,-0.4535501823999999
2019-10-27,0,0,-0.13279815679999998
2019-10-28,18,0,0.9359999999999999
2019-10-29,7,0,0.5584
2019-10-30,23,0,1.4500480000000002
2019-10-31,12,0,-1.0069632
2019-11-01,13,0,5.63602944
2019-11-02,8,0,-2.6147077119999995
2019-11-03,4,0,-0.8689133568
2019-11-04,14,0,0.5147622399999999
2019-11-05,13,0,0.2709473279999999
2019-11-06,14,0,-0.7644069888
2019-11-07,45,0,1.6351112192
2019-11-08,15,0,-0.04141967359999987
2019-11-09,4,0,1.197513728
2019-11-10,0,0,-1.1777041408
2019-11-11,15,0,-0.4285337600000001
2019-11-12,47,0,-0.26303027200000006
2019-11-13,12,1,0.8129677311999999
2019-11-14,21,0,0.4675935232
2019-11-15,54,0,-0.6146083839999998
2019-11-16,7,0,-0.2614931456
2019-11-17,6,0,-0.14870958080000002
2019-11-18,10,0,-0.09714831360000006
2019-11-19,22,16,-0.05291520000000002
2019-11-20,13,7,-0.04133376
2019-11-21,18,0,-0.03352627199999999
2019-11-22,16,0,-0.02795386879999999
2019-11-23,8,0,-0.012798156799999997
2019-11-24,9,0,0.0
2019-11-25,31,0,0.0
2019-11-26,26,0,1.0
2019-11-27,23,0,-0.3999999999999999
2019-11-28,9,0,-0.12
2019-11-29,0,0,-0.064
2019-11-30,0,0,-0.04160000000000005
2019-12-01,4,0,-0.029952000000000017
2019-12-02,19,0,-0.022963200000000007
2019-12-03,23,0,-0.018370559999999994
2019-12-04,39,0,0.984844288
2019-12-05,17,0,-0.4127981567999999
2019-12-06,9,0,-0.12
2019-12-07,8,0,-0.064
2019-12-08,5,0,-0.04160000000000005
2019-12-09,21,2,-0.029952000000000017
2019-12-10,32,23,-0.022963200000000007
2019-12-11,27,140,0.98162944
2019-12-12,35,1,-0.4151557119999999
2019-12-13,12,7,6.8672018432
2019-12-14,3,0,-0.8639999999999994
2019-12-15,8,0,-1.6816
2019-12-16,15,0,0.28204799999999997
2019-12-17,15,1,0.15783679999999967
2019-12-18,8,0,-0.8312345600000002
2019-12-19,10,1,-0.41980211200000006
2019-12-20,8,0,-0.29291847680000005
2019-12-21,13,1,-0.214383104
2019-12-22,0,0,-0.17281372159999997
2019-12-23,2,0,-0.06693007359999999
2019-12-24,0,0,-0.03352627199999999
2019-12-25,0,0,-0.02795386879999999
2019-12-26,0,0,0.9872018432
2019-12-27,0,0,-0.3999999999999999
2019-12-28,0,0,-0.12
2019-12-29,0,0,-0.064
2019-12-30,0,0,-0.04160000000000005
2019-12-31,0,0,-0.029952000000000017
2020-01-01,0,0,-0.022963200000000007
2020-01-02,6,0,-0.018370559999999994
2020-01-03,8,0,-0.015155711999999993
2020-01-04,3,0,-0.012798156799999997
2020-01-05,0,0,0.0
2020-01-06,2,0,0.0
2020-01-07,1,0,0.0
2020-01-08,0,0,0.0
2020-01-09,9,0,0.0
2020-01-10,1,0,0.0
2020-01-11,4,0,0.0
2020-01-12,0,0,0.0
2020-01-13,0,0,0.0
2020-01-14,16,0,0.0
2020-01-15,1,2,8.0
2020-01-16,8,0,-2.1999999999999993
2020-01-17,1,0,35.64
2020-01-18,0,0,-2.431999999999997
2020-01-19,1,0,0.9632000000000005
2020-01-20,12,9,1.3907840000000018
2020-01-21,15,0,1.0951423999999985
2020-01-22,5,0,-5.322951680000001
2020-01-23,8,1,5.643769343999999
2020-01-24,1,0,0.34275471360000065
2020-01-25,0,0,-5.8668919808
2020-01-26,0,0,0.06496778240000012
2020-01-27,2,0,1.1526327295999996
2020-01-28,6,0,4.9456817152
2020-01-29,11,0,-0.6124200959999992
2020-01-30,6,0,10.5692571648
2020-01-31,5,1,-4.1540033535999985
2020-02-01,2,0,0.1084308479999998
2020-02-02,0,0,3.5014324224
2020-02-03,2,18,20.523137024
2020-02-04,0,10,-3.9779625983999978
2020-02-05,1,1,-1.471661363199999
2020-02-06,4,2,1.1399064576000004
2020-02-07,2,24,-4.6920010752
2020-02-08,0,0,0.8355340287999993
2020-02-09,3,0,-3.4589072384
2020-02-10,0,2,7.184835788799999
2020-02-11,0,0,12.139512422400001
2020-02-12,1,0,14.211482624
2020-02-13,0,4,-4.2806846463999975
2020-02-14,1,1,6.284497715200001
2020-02-15,3,0,-6.1869930496
2020-02-16,0,0,-3.138073804800001
2020-02-17,1,0,7.3154019327999995
2020-02-18,3,0,3.369129472000001
2020-02-19,5,1,-2.971186995199999
2020-02-20,3,0,7.2883446784000006
2020-02-21,9,4,4.8208152576000005
2020-02-22,7,0,-4.657075302399999
2020-02-23,0,0,-3.3878976512000003
2020-02-24,4,1,4.352577945599999
2020-02-25,1,6,1.5615084544000002
2020-02-26,4,2,0.5703985152000008
2020-02-27,11,6,4.015934464000001
2020-02-28,3,58,-3.0275494911999994
2020-02-29,2,0,20.0472146944
2020-03-01,1,0,-7.717869977599998
2020-03-02,1,1,-1.8904833023999998
2020-03-03,1,9,-0.6987435007999996
2020-03-04,1,1,-0.22478376960000102
2020-03-05,1,17,10.0888456192
2020-03-06,1,55,4.283212800000001
2020-03-07,4,0,1.0092348416000014
2020-03-08,0,0,-6.0648349696
2020-03-09,2,6,6.241517977599999
2020-03-10,3,0,-2.1668388864
2020-03-11,0,20,3.6202331135999994
2020-03-12,1,0,3.449109913600001
2020-03-13,1,4,5.7723995136
2020-03-14,0,0,-5.6824213503999985
2020-03-15,0,0,-3.0817502208
2020-03-16,3,8,8.296926105599999
2020-03-17,9,2,-0.11347148800000006
2020-03-18,2,11,0.9559779327999998
2020-03-19,4,6,-1.8139961343999995
2020-03-20,5,9,5.4281278464
2020-03-21,0,0,-3.5549886464
2020-03-22,1,0,-2.2313274368
2020-03-23,5,5,10.8237202432
2020-03-24,2,8,0.3850700800000002
2020-03-25,12,2,-1.462755328
2020-03-26,8,10,-1.0781680639999998
2020-03-27,6,18,15.692570112
2020-03-28,0,4,-2.406236569599999
2020-03-29,0,2,-0.38561136640000004
2020-03-30,1,39,7.5839199232
2020-03-31,4,14,1.0463144960000008
2020-04-01,6,5,0.9057137663999999
2020-04-02,0,6,-2.488046796799999
2020-04-03,4,3,-0.7381151744000003
2020-04-04,1,0,-3.2236624896
2020-04-05,0,0,1.2284717055999996
2020-04-06,2,5,5.7168161792
2020-04-07,3,13,-0.3282222079999997
2020-04-08,1,7,5.6858369024
2020-04-09,1,10,0.9507234816000008
2020-04-10,1,0,4.6511780864
2020-04-11,0,0,-5.4547672064
2020-04-12,2,0,-2.2354197504000006
2020-04-13,22,32,12.620547584
2020-04-14,1,5,-3.5939032063999994
2020-04-15,7,21,-1.6156903423999998
2020-04-16,6,15,10.4395138048
2020-04-17,2,2,7.4141472768
2020-04-18,0,0,-7.045318348799999
2020-04-19,0,0,2.4782757888
2020-04-20,9,0,8.65721856
2020-04-21,1,0,-2.2689940479999997
2020-04-22,10,16,3.0351679488
2020-04-23,8,3,4.459440025600001
2020-04-24,2,0,20.4967163904
2020-04-25,1,0,-13.644081766399998
2020-04-26,2,0,-4.9656348672
2020-04-27,4,0,8.159018291199999
2020-04-28,6,1,3.6279084032
2020-04-29,6,0,2.2525449216
2020-04-30,8,0,7.507051520000001
2020-05-01,4,0,-2.5275474943999985
2020-05-02,0,0,1.0613422080000001
2020-05-03,3,0,-2.6880654336000003
2020-05-04,0,5,-0.7076761600000006
2020-05-05,2,4,-1.234015232
2020-05-06,5,4,1.3979313151999997
2020-05-07,6,0,-3.025814016
2020-05-08,15,22,7.5790148608
2020-05-09,14,0,6.503352012800001
2020-05-10,0,0,-1.013184204799999
2020-05-11,36,14,5.7480996864
2020-05-12,22,0,-0.8908555263999993
2020-05-13,10,3,12.6106438656
2020-05-14,12,3,2.1296400384000016
2020-05-15,10,0,12.205117132800002
2020-05-16,15,0,-7.368813567999998
2020-05-17,6,0,-0.16434104320000031
2020-05-18,15,0,6.3581361152
2020-05-19,9,0,2.3647528959999997
2020-05-20,6,1,5.6419051520000005
2020-05-21,10,1,5.479613952000001
2020-05-22,7,0,-1.3224574975999985
2020-05-23,3,0,-6.142579404799999
2020-05-24,8,0,-2.7986877440000004
2020-05-25,3,0,-0.5959816192000011
2020-05-26,12,1,5.5229873152
2020-05-27,9,0,4.3493469184
2020-05-28,5,0,13.474548736000001
2020-05-29,1,10,3.146364313600003
2020-05-30,0,0,1.2095423487999994
2020-05-31,0,0,9.4281460736
2020-06-01,18,0,13.859631411199999
2020-06-02,18,0,-6.786630860799999
2020-06-03,18,3,6.6781461504
2020-06-04,20,7,-6.269068902399999
2020-06-05,9,0,4.772824780799999
2020-06-06,2,0,-5.8643172352
2020-06-07,0,0,-3.3910134783999997
2020-06-08,54,6,0.053055487999999595
2020-06-09,19,2,5.9202443264
2020-06-10,9,11,3.7826710528000005
2020-06-11,16,5,3.3834957824000007
2020-06-12,8,4,11.08865024
2020-06-13,3,0,-5.197865779199999
2020-06-14,0,0,-4.1183193088
2020-06-15,22,1,5.0854994944
2020-06-16,25,1,6.0169628672
2020-06-17,18,0,-5.646383718399999
2020-06-18,17,3,7.7992977408
2020-06-19,8,0,8.757510860800002
2020-06-20,7,0,-2.5504919551999983
2020-06-21,2,0,-5.7553396736
2020-06-22,17,0,8.366539980799999
2020-06-23,32,0,12.903444787200002
2020-06-24,16,0,-3.158943846399998
2020-06-25,10,0,2.3338284032
2020-06-26,11,0,-3.706448588799999
2020-06-27,10,0,-2.3262107648000008
2020-06-28,45,0,-2.1317898240000006
2020-06-29,19,1,4.8687700992
2020-06-30,25,10,-1.1188638720000004
2020-07-01,8,3,0.9589430272000001
2020-07-02,6,11,-2.0929836031999995
2020-07-03,16,0,3.2798214143999997
2020-07-04,3,0,3.0691811328000003
2020-07-05,0,0,-3.5680748544
2020-07-06,38,0,9.5603564544
2020-07-07,13,4,4.7121953792000015
2020-07-08,15,22,-2.9508596735999992
2020-07-09,22,7,2.4840841216
2020-07-10,15,12,8.8464196608
2020-07-11,1,0,-3.0562720768
2020-07-12,13,0,-2.375840256
2020-07-13,14,0,-1.9599531008
2020-07-14,16,8,0.9641799679999994
2020-07-15,5,3,-0.4890037248000003
2020-07-16,9,2,-0.009201663999999887
2020-07-17,20,6,0.2064971776000002
2020-07-18,7,0,1.2840261632
2020-07-19,1,0,1.9722407936000002
2020-07-20,11,16,7.600131788800001
2020-07-21,17,1,-0.9568941055999991
2020-07-22,15,3,-2.3816368127999996
2020-07-23,18,5,13.0723705856
2020-07-24,7,0,-4.073346457599999
2020-07-25,3,0,-0.7327922175999997
2020-07-26,8,0,-1.0555856895999995
2020-07-27,13,0,3.6194722816
2020-07-28,16,7,2.2947248128
2020-07-29,7,9,2.9859210240000005
2020-07-30,16,48,-2.4878523392
2020-07-31,22,75,0.3023608832
2020-08-01,2,2,-1.6557895680000003
2020-08-02,0,0,10.3827060736
2020-08-03,25,0,-1.7215724543999995
2020-08-04,18,0,0.32379965440000014
2020-08-05,9,0,2.6783004672000006
2020-08-06,9,0,7.0463383552
2020-08-07,14,0,-2.099797401599999
2020-08-08,1,0,3.0447995904000003
2020-08-09,0,0,1.2807422976000007
2020-08-10,27,0,1.5066862592000003
2020-08-11,24,0,4.5106658304
2020-08-12,11,0,4.4103579648
2020-08-13,14,0,-2.3593198591999993
2020-08-14,6,0,-4.2830384128
2020-08-15,1,0,0.8581123071999994
2020-08-16,0,0,-0.5468531712000004
2020-08-17,7,2,6.8766664704
2020-08-18,15,0,0.28550174720000054
2020-08-19,11,0,-2.8215487487999997
2020-08-20,14,2,6.9107212288
2020-08-21,16,0,-0.731798015999999
2020-08-22,4,0,-1.3737987072000002
2020-08-23,1,0,-1.3362370559999999
2020-08-24,20,0,10.3507910656
2020-08-25,10,0,-2.760781721599999
2020-08-26,14,0,10.6769906688
2020-08-27,10,4,-0.16583833599999842
2020-08-28,23,2,0.5302397952
2020-08-29,0,0,-3.8557345792
2020-08-30,0,0,-0.6156890112000006
2020-08-31,18,0,3.6553836543999996
2020-09-01,29,0,1.2654728192000002
2020-09-02,11,15,3.3137127424000004
2020-09-03,16,10,-0.41409955839999935
2020-09-04,20,6,3.5120452608000003
2020-09-05,0,0,-3.3605303295999995
2020-09-06,9,0,-1.2034249728000006
2020-09-07,8,4,1.3877870592
2020-09-08,16,0,-0.16413378560000025
2020-09-09,15,16,9.151721779199999
2020-09-10,22,9,3.6921425920000015
2020-09-11,19,0,1.4954809344000006
2020-09-12,7,0,-3.9556723711999995
2020-09-13,4,0,6.4744930304
2020-09-14,24,0,1.9991360512000007
2020-09-15,13,0,0.14763038719999955
2020-09-16,19,9,9.8552851456
2020-09-17,20,8,0.4292614144000009
2020-09-18,11,16,1.8104937472000007
2020-09-19,1,0,-1.9199767551999996
2020-09-20,1,0,-4.2349802496
2020-09-21,16,2,9.863262515199999
2020-09-22,1,9,1.7369730048000003
2020-09-23,4,33,-1.6522750975999996
2020-09-24,14,38,0.9453511680000002
2020-09-25,4,6,1.9695628288
2020-09-26,1,0,-3.2453371904
2020-09-27,5,0,-2.2845825024
2020-09-28,6,0,9.712847052799999
2020-09-29,5,7,3.715954176000001
2020-09-30,1,11,-2.6044338175999986
2020-10-01,1,0,2.5934078976
2020-10-02,0,5,-2.0537577471999997
2020-10-03,0,0,0.4108323839999999
2020-10-04,0,0,0.4370921472
2020-10-05,0,0,3.5510008832
2020-10-06,3,3,4.384150528000001
2020-10-07,0,12,7.233223987200001
2020-10-08,0,4,-3.6754563071999993
2020-10-09,1,2,5.2735845376
2020-10-10,0,0,-1.4716136447999997
2020-10-11,0,0,-1.8747703296000005
2020-10-12,7,0,9.2819854336
2020-10-13,5,1,4.687892377600001
2020-10-14,3,2,0.10866104320000147
2020-10-15,4,1,5.362957721600001
2020-10-16,6,0,-2.9593368575999985
2020-10-17,0,0,-0.47922851840000025
2020-10-18,1,0,2.1072222207999998
2020-10-19,10,14,3.6421900288
2020-10-20,2,8,6.757844582400001
2020-10-21,2,3,5.868312166400001
2020-10-22,2,0,-4.0622066688
2020-10-23,5,1,-1.8621469696000004
2020-10-24,0,0,-0.6634800128000005
2020-10-25,0,0,-3.1219684352000003
2020-10-26,2,2,1.3275742207999999
2020-10-27,5,8,8.6463890432
2020-10-28,3,2,6.410420121600001
2020-10-29,13,1,-0.8948299775999988
2020-10-30,1,4,-1.0198001663999996
2020-10-31,0,0,0.21277255680000007
2020-11-01,0,0,-0.44542320640000055
2020-11-02,1,3,0.1088746495999997
2020-11-03,7,2,3.314786304
2020-11-04,4,1,2.1984587776000004
2020-11-05,9,18,0.9186675712000003
2020-11-06,8,0,2.2714968064
2020-11-07,2,1,1.9967603712000006
2020-11-08,0,0,-0.10512875519999998
2020-11-09,6,0,1.6187373567999996
2020-11-10,1,0,-0.5952241664
2020-11-11,4,12,2.1603198976
2020-11-12,6,2,6.5765327872
2020-11-13,7,0,2.479621939200001
2020-11-14,0,0,-0.35156121599999945
2020-11-15,0,0,1.7461225472000006
2020-11-16,15,6,-2.3759141887999995
2020-11-17,2,0,-0.7692188672000002
2020-11-18,3,0,4.69744128
2020-11-19,1,0,6.9510557696
2020-11-20,2,3,13.891759616000002
2020-11-21,0,2,-4.389963263999999
2020-11-22,0,0,1.8105824255999998
2020-11-23,2,4,-0.10485657599999954
2020-11-24,7,27,8.789944115199999
2020-11-25,1,2,5.882263142400001
2020-11-26,0,0,-3.969538457599999
2020-11-27,0,0,1.1732936703999997
2020-11-28,0,0,-4.7959349248
2020-11-29,0,0,-2.1933690880000007
2020-11-30,4,0,3.7749292031999997
2020-12-01,6,0,8.2030478336
2020-12-02,4,1,-5.4962367487999995
2020-12-03,5,15,11.0604986368
2020-12-04,5,3,-1.1740618751999996
2020-12-05,0,0,-5.034326528
2020-12-06,0,0,-1.2779165696000003
2020-12-07,1,1,2.1899123711999993
2020-12-08,5,0,7.2639296512
2020-12-09,6,2,5.677775155200001
2020-12-10,3,14,0.5386993664000013
2020-12-11,8,7,3.7084465152000003
2020-12-12,1,0,2.027120332800001
2020-12-13,0,0,-2.6721323007999995
2020-12-14,3,14,12.325058047999999
2020-12-15,3,46,-0.365785804799998
2020-12-16,6,3,9.5200636928
2020-12-17,6,10,8.62162688
2020-12-18,0,11,3.016633651200001
2020-12-19,0,0,-1.037874585600001
2020-12-20,0,0,-3.9961679871999998
2020-12-21,0,7,4.5704810496
2020-12-22,11,15,-4.9727975424
2020-12-23,5,0,-1.083010764800001
2020-12-24,4,0,0.48700047360000065
2020-12-25,2,0,-0.5652379648000001
2020-12-26,0,0,-0.9544546303999999
2020-12-27,0,0,-0.21939384319999977
2020-12-28,1,0,-0.8936942591999999
2020-12-29,0,0,4.679011532800001
2020-12-30,1,0,2.8736865280000004
2020-12-31,2,0,0.4594607104000006
2021-01-01,0,0,-2.0055593983999995
2021-01-02,0,0,-1.7228792832000002
2021-01-03,0,0,4.0662777856
2021-01-04,3,0,16.377830502400002
2021-01-05,1,0,3.3498374144000014
2021-01-06,7,0,5.264239411200001
2021-01-07,1,0,6.671831347200001
2021-01-08,1,0,2.576057651200001
2021-01-09,0,0,-5.6814523392
2021-01-10,0,0,-4.0411757568
2021-01-11,5,0,10.758246399999999
2021-01-12,1,5,-0.7313976320000002
2021-01-13,1,2,2.9634771968000013
2021-01-14,0,1,6.630825062400001
2021-01-15,3,0,14.9765999616
2021-01-16,0,0,-3.4984437759999985
2021-01-17,0,0,-2.314964377599999
2021-01-18,0,0,3.7661515775999996
2021-01-19,2,0,20.7975831552
2021-01-20,1,0,-4.596416819199998
2021-01-21,8,2,-3.5121273855999995
2021-01-22,0,0,6.0708886528
2021-01-23,0,0,-5.8423916544
2021-01-24,0,0,-0.16927037439999992
2021-01-25,1,5,-0.7739128831999995
2021-01-26,0,0,17.915134259200002
2021-01-27,8,0,13.011997696000002
2021-01-28,20,0,7.2874935296000025
2021-01-29,0,2,-6.530782719999998
2021-01-30,0,0,-5.334748876800001
2021-01-31,0,0,6.5631072256
2021-02-01,11,0,7.1067063296
2021-02-02,5,7,5.367925248000001
2021-02-03,4,4,-6.210202931199998
2021-02-04,5,0,2.8591233024000005
2021-02-05,10,5,0.15366676480000052
2021-02-06,0,0,-1.9148013568
2021-02-07,4,0,-4.3316289536
2021-02-08,0,0,7.7375225856
2021-02-09,0,1,6.4349072384
2021-02-10,0,0,-1.0755230719999993
2021-02-11,0,1,-1.1784806399999992
2021-02-12,0,2,6.0879592448
2021-02-13,0,0,-3.9574756352
2021-02-14,2,0,-3.2448659456
2021-02-15,4,1,3.2634313727999995
2021-02-16,0,4,6.82640896
2021-02-17,0,0,0.5053537280000011
2021-02-18,3,18,4.472469606400001
2021-02-19,0,6,6.4649562112000005
2021-02-20,2,0,-0.06925086719999918
2021-02-21,0,0,-3.638228992
2021-02-22,3,0,5.6908068864
2021-02-23,3,5,12.54596864
2021-02-24,17,1,-3.5910640639999993
2021-02-25,5,14,0.9113267199999999
2021-02-26,0,1,5.299316531200001
2021-02-27,1,0,-2.113940275199999
2021-02-28,0,0,-1.0598137855999994
2021-03-01,2,2,5.9265168383999995
2021-03-02,4,15,-0.09771100159999957
2021-03-03,4,1,14.947576012799999
2021-03-04,0,18,2.6213497856000014
2021-03-05,4,1,-1.0195790848000001
2021-03-06,0,1,-6.0291255296
2021-03-07,0,0,-1.7233845248000006
2021-03-08,5,13,16.982061568
2021-03-09,1,3,16.2015868928
2021-03-10,6,3,-0.09406463999999914
2021-03-11,3,1,7.084421939200002
2021-03-12,9,0,2.9411809280000014
2021-03-13,0,0,-6.0885586944
2021-03-14,1,0,-2.9266980864
2021-03-15,4,4,8.6643080192
2021-03-16,10,0,-0.6909659135999995
2021-03-17,5,1,3.8861829120000007
2021-03-18,0,2,-3.7922101247999986
2021-03-19,1,0,3.0234405887999998
2021-03-20,1,0,-3.777536102399999
2021-03-21,0,0,-0.37593395200000046
2021-03-22,1,0,13.986620928
2021-03-23,8,7,-3.4035402751999992
2021-03-24,0,0,9.8508351488
2021-03-25,1,0,1.6010100736000012
2021-03-26,1,0,26.688650547199998
2021-03-27,0,0,-12.7552530432
2021-03-28,0,0,-5.6719427584
2021-03-29,1,0,13.1805410304
2021-03-30,3,0,13.857737625599999
2021-03-31,7,5,-0.871305625599998
2021-04-01,8,3,-1.690788864
2021-04-02,6,0,-6.564685312
2021-04-03,0,0,4.987779583999999
2021-04-04,0,0,-7.0214868992
2021-04-05,1,0,3.9449330687999993
2021-04-06,0,0,11.1694178304
2021-04-07,1,12,4.244506009600002
2021-04-08,0,1,1.4170385408000001
2021-04-09,0,0,3.555649433600001
2021-04-10,0,0,-1.6364644351999997
2021-04-11,0,0,3.2820721664
2021-04-12,0,3,3.5466373119999997
2021-04-13,4,0,6.080339456000001
2021-04-14,0,7,-2.3555997695999995
2021-04-15,2,1,4.0077924352
2021-04-16,1,2,-3.8953565184
2021-04-17,0,0,-4.23590656
2021-04-18,0,0,-2.2656570368000004
2021-04-19,1,1,3.516870451199999
2021-04-20,1,3,7.9323429888
2021-04-21,2,1,1.2452828160000013
2021-04-22,2,1,0.05009448960000107
2021-04-23,6,0,5.9645422592
2021-04-24,0,0,-0.8288087040000001
2021-04-25,0,0,-1.2938824703999998
2021-04-26,2,3,1.797888
2021-04-27,2,1,1.31564288
2021-04-28,2,0,3.2263664640000003
2021-04-29,2,4,6.4370854912
2021-04-30,0,0,-0.3217432575999988
2021-05-01,0,0,3.0979496960000006
2021-05-02,0,0,1.5613521920000002
2021-05-03,0,0,-2.1273907199999993
2021-05-04,0,0,12.5021597696
2021-05-05,0,0,4.758529536000001
2021-05-06,1,0,7.647247872000001
2021-05-07,4,21,-6.868692889599998
2021-05-08,3,0,-4.2468768768
2021-05-09,0,0,2.800449843199999
2021-05-10,4,0,-2.3979741184000005
2021-05-11,0,0,11.084463206399999
2021-05-12,1,1,1.7574296576000012
2021-05-13,1,12,-3.4521653247999993
2021-05-14,0,0,0.07414568960000034
2021-05-15,0,0,1.4153085951999995
2021-05-16,0,0,-0.6754279423999998
2021-05-17,3,26,9.0876736512
2021-05-18,2,0,21.692786995200002
2021-05-19,0,2,-2.6318089215999976
2021-05-20,1,39,4.734899916800002
2021-05-21,1,1,2.3499952127999997
2021-05-22,0,0,-6.967983718399999
2021-05-23,0,0,1.1101027327999988
2021-05-24,1,0,0.7072537599999995
2021-05-25,0,0,8.8462381056
2021-05-26,0,5,-2.248122777599999
2021-05-27,0,1,9.168688537600001
2021-05-28,2,10,-3.664644812799999
2021-05-29,0,0,-0.48167505920000053
2021-05-30,0,0,-1.6608198656000006
2021-05-31,0,2,3.5280492543999995
2021-06-01,0,0,9.3000297472
2021-06-02,2,9,3.2665997312000012
2021-06-03,2,12,6.536957132800001
2021-06-04,2,0,6.292150579200001
2021-06-05,0,0,-5.604557311999999
2021-06-06,0,0,-0.5285514239999998
2021-06-07,0,1,6.08859136
2021-06-08,1,0,12.046404505600002
2021-06-09,0,11,-1.681008025599997
2021-06-10,0,3,5.140669132800001
2021-06-11,1,8,0.17626910719999955
2021-06-12,0,0,-3.4506801152
2021-06-13,0,0,0.9474687999999993
2021-06-14,0,0,3.968283852799999
2021-06-15,0,0,6.873810944000001
2021-06-16,0,15,5.0074371072
2021-06-17,2,0,5.469539532800001
2021-06-18,3,0,-0.11550750720000025
2021-06-19,0,0,0.5635931135999996
2021-06-20,0,0,-5.5988744192
2021-06-21,0,2,9.4862404608
2021-06-22,0,3,12.6237427712
2021-06-23,15,0,0.9011222528000005
2021-06-24,1,0,0.8595270656000018
2021-06-25,0,0,-3.0183486464
2021-06-26,0,0,-5.674879283200001
2021-06-27,0,0,-1.891561267200001
2021-06-28,0,0,3.688953753599999
2021-06-29,1,0,9.1196879872
2021-06-30,0,0,3.9466710016000004
2021-07-01,2,0,-0.12195327999999872
2021-07-02,7,4,4.371460198400001
2021-07-03,0,0,-5.491235328
2021-07-04,0,5,-2.1151165440000006
2021-07-05,35,0,1.7954273279999993
2021-07-06,1,1,6.9951910912
2021-07-07,0,0,0.47824824320000126
2021-07-08,0,0,14.381133209600002
2021-07-09,0,0,1.3901094912000023
2021-07-10,0,0,4.117714022400001
2021-07-11,0,0,0.8615193600000008
2021-07-12,0,2,4.9548198912
2021-07-13,0,11,6.9304061952
2021-07-14,1,0,9.406054092800002
2021-07-15,0,5,0.27762432000000103
2021-07-16,0,4,-1.6511500288
2021-07-17,0,0,0.3235826688000003
2021-07-18,0,0,-3.9312217088
2021-07-19,0,0,6.404837990399999
2021-07-20,8,16,-2.9731351551999996
2021-07-21,2,5,-0.6899286016000001
2021-07-22,43,0,4.967500800000001
2021-07-23,3,11,4.3608403968000005
2021-07-24,0,0,0.6774503424000002
2021-07-25,0,0,0.606454169600001
2021-07-26,2,11,4.1840106496
2021-07-27,4,12,10.1759896576
2021-07-28,4,24,6.063726387200001
2021-07-29,0,49,1.537953484800001
2021-07-30,2,14,8.689845964800002
2021-07-31,0,1,-7.5482816512
2021-08-01,0,0,-5.598195712000001
2021-08-02,2,8,6.9318523904
2021-08-03,2,0,13.9197606912
2021-08-04,0,0,0.28018759680000116
2021-08-05,12,0,-0.554412748799999
2021-08-06,0,1,-0.955874304
2021-08-07,0,2,-4.6490585088000005
2021-08-08,0,0,-1.1813078016000005
2021-08-09,2,0,1.3523639295999992
2021-08-10,3,3,2.8352204800000003
2021-08-11,2,0,-0.04618956799999907
2021-08-12,4,0,5.603428352000001
2021-08-13,10,0,3.9144840192000006
2021-08-14,0,0,-5.5630244864
2021-08-15,0,0,-0.22265057280000056
2021-08-16,2,0,2.8754209791999994
2021-08-17,1,0,2.8277366784
2021-08-18,1,0,6.1801540608000005
2021-08-19,1,0,7.367384371200001
2021-08-20,1,0,2.595166924800001
2021-08-21,0,0,-3.8968712191999995
2021-08-22,0,0,1.9055474688
2021-08-23,0,0,0.4997365760000001
2021-08-24,0,0,0.8413937663999995
2021-08-25,0,0,-0.045472256000000044
2021-08-26,0,0,1.4437486592000002
2021-08-27,0,0,-1.7653130239999997
2021-08-28,0,0,1.4754159616
2021-08-29,0,0,0.12535193600000039
2021-08-30,0,2,12.5281944576
2021-08-31,1,0,14.814766899200002
2021-09-01,2,0,1.6536284160000037
2021-09-02,5,3,1.692999168
2021-09-03,0,0,-1.337421107199999
2021-09-04,1,0,-2.5531540480000006
2021-09-05,0,0,-4.829522841600001
2021-09-06,1,0,8.347615436799998
2021-09-07,0,0,13.7549239296
2021-09-08,0,0,-1.7128744959999977
2021-09-09,1,6,-1.665210265599999
2021-09-10,1,0,2.2288644096
2021-09-11,1,0,-1.9778239488000002
2021-09-12,0,0,3.6797548543999996
2021-09-13,0,0,0.5762992128000004
2021-09-14,1,0,14.130695167999999
2021-09-15,0,1,-0.9850242047999984
2021-09-16,0,20,3.597098496000001
2021-09-17,0,0,2.3698490368000016
2021-09-18,0,0,-2.3213344768000006
2021-09-19,0,0,4.704760217599999
2021-09-20,0,2,-2.6861304831999995
