,JuliaLang/julia,rust-lang/rust,python/cpython
2010-09-16,2,16.0,8
2010-09-17,1,-1.6000000000000014,16
2010-09-18,8,-0.7200000000000005,19
2010-09-19,0,-0.45600000000000035,23
2010-09-20,0,0.6694000000000012,20
2010-09-21,2,11.642132,32
2010-09-22,0,6.5444078,4
2010-09-23,1,2.4540008599999994,21
2010-09-24,1,6.7242444917499995,13
2010-09-25,4,-1.6064483905749998,14
2010-09-26,9,-0.8458630124999991,6
2010-09-27,14,2.391378153750001,16
2010-09-28,19,4.2222442319843765,31
2010-09-29,16,-0.028550228723436932,29
2010-09-30,12,4.262496380443751,3
2010-10-01,5,1.0562988576500003,16
2010-10-02,8,0.2846953357312505,20
2010-10-03,10,-0.5404231077874997,15
2010-10-04,7,0.6794795987500006,12
2010-10-05,7,1.6522558172031256,11
2010-10-06,0,4.552162118564063,51
2010-10-07,0,2.232028168054687,16
2010-10-08,4,5.305747677385938,14
2010-10-09,5,7.992833665039062,12
2010-10-10,10,0.5694259694124995,17
2010-10-11,9,1.0356121762140624,4
2010-10-12,4,10.183608981984376,18
2010-10-13,3,5.347847002682813,45
2010-10-14,1,6.3847318161,61
2010-10-15,1,0.24222200827343743,43
2010-10-16,4,-0.22779472695156144,30
2010-10-17,10,-0.9249410998562488,89
2010-10-18,1,8.358186921145315,30
2010-10-19,1,3.6511419226468753,17
2010-10-20,0,2.73710287800625,17
2010-10-21,0,13.827944085995313,18
2010-10-22,1,9.820849623123436,13
2010-10-23,19,5.665215607431249,14
2010-10-24,15,-2.0755578805875006,17
2010-10-25,4,-1.2504566812859361,11
2010-10-26,8,4.088067401609377,9
2010-10-27,3,0.7760627895984393,22
2010-10-28,3,7.041448891507814,19
2010-10-29,1,-1.4480405603781246,55
2010-10-30,1,-0.8498646142265616,37
2010-10-31,1,-0.5272414845562493,68
2010-11-01,9,-0.3305343827874989,30
2010-11-02,3,1.7892734937500006,26
2010-11-03,1,8.624674942421874,14
2010-11-04,1,1.860119541289062,27
2010-11-05,10,7.1446557908031245,48
2010-11-06,7,7.6999841797125,49
2010-11-07,9,-1.5636960000000002,28
2010-11-08,6,1.1336377250000003,23
2010-11-09,18,1.1892042450000009,33
2010-11-10,7,0.23663757021875131,17
2010-11-11,4,1.366459539037501,10
2010-11-12,1,2.3451727056296883,21
2010-11-13,1,0.306355172017188,18
2010-11-14,2,6.4754743375718755,6
2010-11-15,0,-0.012042840323437609,1
2010-11-16,3,0.40779296896875017,11
2010-11-17,1,-0.48686480235312485,9
2010-11-18,1,0.6777063019125007,24
2010-11-19,7,3.664041670182813,6
2010-11-20,13,4.36949032213125,84
2010-11-21,18,5.149800493126563,29
2010-11-22,7,4.940704747604687,43
2010-11-23,0,5.809279272982812,14
2010-11-24,7,2.6600913219484372,15
2010-11-25,9,8.837300651214063,9
2010-11-26,5,8.280071339484374,59
2010-11-27,2,0.013549339151562645,17
2010-11-28,8,-1.3574384777218744,7
2010-11-29,4,4.095807594226564,15
2010-11-30,5,4.837100582940627,34
2010-12-01,4,4.679141283675001,14
2010-12-02,4,6.615644192685938,23
2010-12-03,2,12.3891479722,54
2010-12-04,3,2.6625822019843746,64
2010-12-05,3,-1.7476107138906247,23
2010-12-06,1,-0.03723876132187409,10
2010-12-07,6,8.145915182421877,20
2010-12-08,0,3.454790581726564,14
2010-12-09,0,10.605095511690626,12
2010-12-10,0,7.949776070659375,12
2010-12-11,0,8.85880506624375,13
2010-12-12,0,1.6810492369187497,28
2010-12-13,3,7.319920178570313,14
2010-12-14,1,5.031252358234376,33
2010-12-15,0,11.084618699073438,36
2010-12-16,1,7.480390032098438,33
2010-12-17,6,2.5525373811328134,22
2010-12-18,3,4.018663680662501,34
2010-12-19,14,-1.8435026160312484,17
2010-12-20,7,5.848719266292189,6
2010-12-21,7,5.496047736465626,19
2010-12-22,2,4.362035209817188,9
2010-12-23,5,0.42887243804531283,21
2010-12-24,13,0.8465537306265634,20
2010-12-25,9,3.0831529820625008,2
2010-12-26,0,-0.9753304782734367,15
2010-12-27,2,-0.5952085764656241,17
2010-12-28,7,-0.41116463985937424,42
2010-12-29,2,0.6664601386390635,11
2010-12-30,0,6.670819736654688,16
2010-12-31,0,16.110634816253125,6
2011-01-01,1,-1.1238091161031267,15
2011-01-02,4,-1.1402334571343755,29
2011-01-03,2,8.276150339856251,51
2011-01-04,6,12.5942582375,30
2011-01-05,21,1.7971249662499997,31
2011-01-06,14,4.386404850734375,33
2011-01-07,11,3.357905607604688,23
2011-01-08,26,0.44912726473281395,26
2011-01-09,5,-1.175091418626561,25
2011-01-10,1,11.286547706214064,19
2011-01-11,9,3.2489123853593753,22
2011-01-12,4,8.505198334957813,31
2011-01-13,7,-0.8874629275656254,10
2011-01-14,2,5.886752205512501,12
2011-01-15,6,0.5528644272062504,32
2011-01-16,11,-1.0497837887109362,17
2011-01-17,2,6.312937877428126,21
2011-01-18,7,5.780337387562501,17
2011-01-19,14,3.5581309794906253,13
2011-01-20,6,5.712361323414062,14
2011-01-21,6,6.533325762875,8
2011-01-22,12,0.3874808138546877,5
2011-01-23,11,-1.1456924312828118,9
2011-01-24,8,4.270191083678126,22
2011-01-25,6,2.954438622640626,14
2011-01-26,5,4.931368272389063,10
2011-01-27,0,9.755680993420313,10
2011-01-28,1,5.188641451210938,3
2011-01-29,5,-1.6867596143765626,17
2011-01-30,13,2.0309204911812504,19
2011-01-31,0,3.051597763678126,14
2011-02-01,1,3.971889824921876,4
2011-02-02,10,7.830070920257813,10
2011-02-03,7,1.3938424655125,5
2011-02-04,2,0.7881993178625004,7
2011-02-05,2,-0.9581311065046868,18
2011-02-06,1,-0.5867673565015612,3
2011-02-07,1,4.597071963453126,18
2011-02-08,1,0.17292834657968803,0
2011-02-09,1,9.422000221028126,3
2011-02-10,2,8.624785806429687,4
2011-02-11,1,7.291705495629687,19
2011-02-12,0,-1.7805794336390635,4
2011-02-13,2,-0.9953495175718745,4
2011-02-14,1,4.307077006250001,5
2011-02-15,0,9.962314613671877,8
2011-02-16,1,5.235829586804687,0
2011-02-17,5,-0.6709770576921876,2
2011-02-18,1,1.8886725782343756,3
2011-02-19,9,2.977525407500001,6
2011-02-20,2,-1.0268214853234365,10
2011-02-21,0,0.40076963125000087,32
2011-02-22,0,3.445889438671876,29
2011-02-23,4,11.185936157898439,16
2011-02-24,0,6.317087697245312,16
2011-02-25,2,10.371048080482812,60
2011-02-26,2,3.9177546734171864,40
2011-02-27,1,-1.7570488221703122,6
2011-02-28,1,0.9319618436062511,10
2011-03-01,3,8.040228751984376,11
2011-03-02,5,25.407531440401563,10
2011-03-03,3,12.34619061366875,18
2011-03-04,3,8.497745835443748,9
2011-03-05,3,-0.15626875397500095,26
2011-03-06,1,3.816541616475002,42
2011-03-07,3,15.966209129784378,15
2011-03-08,2,13.86432777021875,17
2011-03-09,0,19.4505769790375,8
2011-03-10,1,13.580297335754686,21
2011-03-11,0,12.659402080779689,23
2011-03-12,4,-0.16831856051249972,23
2011-03-13,4,-0.8601918219781224,21
2011-03-14,4,24.88684256929844,69
2011-03-15,1,7.740694126753127,97
2011-03-16,1,11.365453344337501,52
2011-03-17,0,5.298415562529687,38
2011-03-18,0,20.88623487114219,4
2011-03-19,2,10.6998582730875,28
2011-03-20,0,9.101546024826563,55
2011-03-21,2,28.403080265075,40
2011-03-22,2,23.54085255100625,32
2011-03-23,4,17.966308169092187,36
2011-03-24,4,11.212593758084374,27
2011-03-25,3,24.847005747320317,31
2011-03-26,0,-0.20668929144843595,53
2011-03-27,0,6.691714642653129,22
2011-03-28,1,4.049868000257816,15
2011-03-29,1,13.587163659282817,20
2011-03-30,1,7.982775218896878,14
2011-03-31,1,19.426352552832814,23
2011-04-01,0,21.556899005371875,11
2011-04-02,0,0.9016293014203125,0
2011-04-03,0,6.515863037078127,21
2011-04-04,1,-2.147786840887498,22
2011-04-05,4,5.855618881729692,13
2011-04-06,4,3.6612867159468783,18
2011-04-07,2,19.853206911951567,14
2011-04-08,0,19.431904392709377,16
2011-04-09,5,-1.2825487992328135,19
2011-04-10,21,-1.6147880190281243,11
2011-04-11,20,5.295758458378127,23
2011-04-12,2,16.078415516625004,30
2011-04-13,0,11.982755440839064,45
2011-04-14,1,9.750098946618749,15
2011-04-15,4,0.7957086971906251,37
2011-04-16,6,4.651468693600002,27
2011-04-17,9,5.824354668876564,6
2011-04-18,6,11.911299280626565,24
2011-04-19,0,19.275838486354687,24
2011-04-20,0,11.164362291717186,53
2011-04-21,5,5.341312607868749,23
2011-04-22,6,13.992911270257814,3
2011-04-23,10,0.45688019122031376,6
2011-04-24,19,-0.45959734625312265,20
2011-04-25,6,6.12757175562344,18
2011-04-26,10,8.857048042493753,28
2011-04-27,3,10.513414871903127,32
2011-04-28,0,22.219311070225,30
2011-04-29,0,18.950628008570312,19
2011-04-30,3,-2.4606713040890638,32
2011-05-01,3,8.298066012326563,29
2011-05-02,4,2.142156006325002,30
2011-05-03,5,24.683362719553127,21
2011-05-04,11,12.703779122790625,24
2011-05-05,10,38.88613485915156,29
2011-05-06,7,12.255031302892185,16
2011-05-07,5,-2.5549832927578127,54
2011-05-08,0,-2.5670657056078103,17
2011-05-09,8,11.528135783006254,54
2011-05-10,1,6.720379295776567,29
2011-05-11,0,32.91839616214844,16
2011-05-12,11,12.365449734014062,14
2011-05-13,3,20.185124030967188,16
2011-05-14,15,21.642348792407812,52
2011-05-15,1,-2.6266625084796864,23
2011-05-16,2,17.498675256876567,15
2011-05-17,5,16.461711352745315,17
2011-05-18,1,25.059137394340627,11
2011-05-19,8,26.002175611078126,25
2011-05-20,0,22.261932180675,20
2011-05-21,3,20.303232742712503,23
2011-05-22,0,24.34667413392969,17
2011-05-23,1,0.9489536587328153,45
2011-05-24,2,14.066592372814066,39
2011-05-25,1,11.699920985917192,38
2011-05-26,5,0.9411883137765678,24
2011-05-27,1,35.19333762867188,17
2011-05-28,7,-0.4298180448531239,30
2011-05-29,4,-4.134592608714059,36
2011-05-30,4,-1.6416742794546848,28
2011-05-31,2,24.055016626010943,28
2011-06-01,2,26.085918071165626,32
2011-06-02,2,14.802679315551561,7
2011-06-03,10,10.176520900045311,26
2011-06-04,5,14.701538749675,19
2011-06-05,3,-1.5820376394953097,18
2011-06-06,10,1.1170483635343778,27
2011-06-07,5,2.598362709484378,13
2011-06-08,6,16.746935121557815,12
2011-06-09,20,25.468070581096878,26
2011-06-10,10,21.111684232359373,29
2011-06-11,17,4.823952487796873,26
2011-06-12,9,2.136618875914063,4
2011-06-13,13,1.0051012652703153,6
2011-06-14,23,30.67137272157969,4
2011-06-15,14,41.049423933528125,3
2011-06-16,21,40.62813577377344,12
2011-06-17,0,30.15303399686406,21
2011-06-18,6,5.200418600551561,12
2011-06-19,17,17.56140872640938,18
2011-06-20,10,18.50520989904688,29
2011-06-21,8,6.38134758147188,11
2011-06-22,16,4.481735382840631,6
2011-06-23,27,10.217845060095318,6
2011-06-24,16,13.313586929846881,7
2011-06-25,12,3.320959573165628,42
2011-06-26,2,-0.5104534036203097,15
2011-06-27,10,35.56022298337188,28
2011-06-28,6,44.50670528749688,12
2011-06-29,15,30.106371967398434,46
2011-06-30,8,30.06788861812656,17
2011-07-01,22,24.698978896906247,20
2011-07-02,7,-2.16500952982031,15
2011-07-03,9,2.4798240864781302,33
