,apache/superset,metabase/metabase,getredash/redash
2023-10-02,1,12.0,0
2023-10-03,7,8.600000000000001,0
2023-10-04,9,9.84,1
2023-10-05,6,0.9439999999999991,0
2023-10-06,3,13.028799999999999,0
2023-10-07,0,-3.9000320000000004,1
2023-10-08,0,-1.6828416000000015,3
2023-10-09,1,10.024194559999998,2
2023-10-10,4,10.182299136000001,0
2023-10-11,9,7.1197356032000005,0
2023-10-12,2,15.1091664896,1
2023-10-13,11,6.4139675648,1
2023-10-14,0,-4.882737664,0
2023-10-15,1,-3.436673638400001,0
2023-10-16,2,13.801587097599999,4
2023-10-17,7,7.1372384256000005,3
2023-10-18,4,4.9916751872,2
2023-10-19,9,16.2951317504,2
2023-10-20,5,6.2085373952000005,0
2023-10-21,0,-6.025129984,1
2023-10-22,0,-2.1937820672000017,0
2023-10-23,3,6.686597529599999,2
2023-10-24,2,3.5093319680000006,0
2023-10-25,3,11.529597849600002,0
2023-10-26,1,12.059855155200001,0
2023-10-27,2,5.089181184000001,0
2023-10-28,0,-3.2143494144,0
2023-10-29,0,-2.141639475200001,2
2023-10-30,1,14.848030207999999,0
2023-10-31,9,11.0534102016,3
2023-11-01,5,1.2297754624000001,1
2023-11-02,4,4.6037558272,0
2023-11-03,7,4.61658112,0
2023-11-04,1,-3.2522380288,0
2023-11-05,0,-2.5259305984000013,0
2023-11-06,7,10.3529065472,0
2023-11-07,1,13.3488864256,1
2023-11-08,8,15.632047411200002,1
2023-11-09,7,11.2020407296,0
2023-11-10,0,23.1112558592,1
2023-11-11,1,-8.5842722816,1
2023-11-12,1,-3.9754694656000034,0
2023-11-13,4,13.576064409599997,1
2023-11-14,4,18.114940416,0
2023-11-15,5,12.8749171712,1
2023-11-16,6,15.5731981312,0
2023-11-17,1,13.7221984256,0
2023-11-18,0,-9.4619471872,0
2023-11-19,1,-4.063148544000002,0
2023-11-20,6,9.548441497599999,0
2023-11-21,13,4.8420294656000005,0
2023-11-22,7,9.921635635200001,1
2023-11-23,0,3.064889958400002,1
2023-11-24,1,2.061187993600001,1
2023-11-25,0,-4.158578585599999,1
2023-11-26,0,-2.3206561792000007,0
2023-11-27,2,16.539836928,0
2023-11-28,6,1.259767193600001,0
2023-11-29,6,8.4375093248,0
2023-11-30,4,10.620148736,0
2023-12-01,5,7.712183296000001,0
2023-12-02,2,-5.2501861376,0
2023-12-03,0,-2.7714198528000016,0
2023-12-04,5,17.13831424,0
2023-12-05,1,19.774475264000003,0
2023-12-06,2,4.3277047807999995,1
2023-12-07,7,14.921056153599999,0
2023-12-08,5,8.4161047552,0
2023-12-09,0,-4.1552645120000005,1
2023-12-10,0,-4.479848755200002,0
2023-12-11,2,11.147640319999999,0
2023-12-12,3,13.040463872,1
2023-12-13,3,19.5418881024,0
2023-12-14,3,6.444683776,0
2023-12-15,4,4.8017119232,0
2023-12-16,1,-3.3531439104,0
2023-12-17,0,-4.141923942400001,1
2023-12-18,5,6.373963468799999,0
2023-12-19,0,9.232502272000001,0
2023-12-20,5,13.0926915584,1
2023-12-21,1,1.7538167808000011,0
2023-12-22,4,11.2291741696,0
2023-12-23,1,-5.781096959999999,0
2023-12-24,0,-2.9774225408000015,0
2023-12-25,0,0.04822906879999911,0
2023-12-26,1,-0.8591431680000001,0
2023-12-27,2,9.464048230400001,0
2023-12-28,2,6.740645068800002,0
2023-12-29,2,0.3944224768000004,0
2023-12-30,0,-2.5426301951999997,0
2023-12-31,0,-1.4355032064000004,0
2024-01-01,0,0.13682175999999946,0
2024-01-02,1,13.139821056,1
2024-01-03,6,17.5880476672,0
2024-01-04,5,13.2102834176,0
2024-01-05,0,6.4656531456,1
2024-01-06,0,-5.806180352000001,0
2024-01-07,0,-3.085410201600002,1
2024-01-08,5,12.898414079999998,0
2024-01-09,2,21.397649408,0
2024-01-10,1,3.3105263616,2
2024-01-11,2,17.9361050624,2
2024-01-12,3,19.812729753600003,0
2024-01-13,0,-7.7285979136,0
2024-01-14,0,-5.294069555200004,0
2024-01-15,1,18.6236544,1
2024-01-16,11,9.0697088,0
2024-01-17,15,25.020186112,0
2024-01-18,8,9.752212377600001,3
2024-01-19,10,8.9355262976,0
2024-01-20,0,-7.571365785599999,0
2024-01-21,1,-4.911126835200002,0
2024-01-22,16,8.842660659199998,0
2024-01-23,8,7.1954012160000005,0
2024-01-24,5,14.691991859200002,0
2024-01-25,6,17.072294809600002,0
2024-01-26,9,8.608916787200002,0
2024-01-27,0,-7.514924544,0
2024-01-28,2,-3.9744136192000017,0
2024-01-29,15,5.406144409599999,0
2024-01-30,11,8.431586816,2
2024-01-31,14,7.3747776512000005,0
2024-02-01,14,11.065082675200001,0
2024-02-02,7,16.112753664000003,0
2024-02-03,1,-7.407343513599999,1
2024-02-04,1,-3.613041356800002,1
2024-02-05,3,10.719408639999997,0
2024-02-06,6,11.688856064,5
2024-02-07,9,4.3958192128,0
2024-02-08,8,14.053454131199999,0
2024-02-09,8,21.442976563200002,0
2024-02-10,0,-8.9856072704,1
2024-02-11,0,-1.4364761088000026,0
2024-02-12,7,14.61533184,0
2024-02-13,7,11.071860224,0
2024-02-14,4,7.3512726528000005,0
2024-02-15,16,2.6381991935999993,0
2024-02-16,4,10.710583807999999,0
2024-02-17,0,-4.323907993599999,0
2024-02-18,0,-3.784152371200001,0
2024-02-19,3,10.716962303999999,0
2024-02-20,8,10.666431692800002,0
2024-02-21,8,7.594351308800001,0
2024-02-22,6,6.6323197952,1
2024-02-23,7,13.7874545664,0
2024-02-24,0,-6.596248985599999,0
2024-02-25,0,-3.4096994304000017,0
2024-02-26,2,7.801413939199999,2
2024-02-27,11,10.348652544,0
2024-02-28,4,9.0717058048,0
2024-02-29,12,17.634651648000002,0
2024-03-01,8,10.615638220800001,4
2024-03-02,0,-6.260758732799999,0
2024-03-03,0,-4.013109657600002,0
2024-03-04,7,24.4704256,0
2024-03-05,4,11.693017600000001,1
2024-03-06,4,17.513794048,0
2024-03-07,1,18.0254321664,1
2024-03-08,1,8.950201958400001,0
2024-03-09,0,-8.0505725952,0
2024-03-10,0,-5.131597619200003,0
2024-03-11,4,14.604762009599998,0
2024-03-12,3,12.803332096000002,0
2024-03-13,4,16.656431411200003,0
2024-03-14,9,0.3486849024000005,1
2024-03-15,2,11.720961536,0
2024-03-16,1,-7.197013708799998,0
2024-03-17,0,-3.7826077696000016,1
2024-03-18,5,12.515438489599997,0
2024-03-19,5,20.094498304000002,0
2024-03-20,4,20.252436684800003,0
2024-03-21,8,17.5777183744,1
2024-03-22,14,7.922565222399999,0
2024-03-23,0,-8.6982429696,0
2024-03-24,0,-4.846080307200002,0
2024-03-25,4,19.7491712,0
2024-03-26,8,12.89473792,0
2024-03-27,6,7.128093184000001,0
2024-03-28,5,14.756670464,0
2024-03-29,4,-0.3750909951999972,1
2024-03-30,0,-5.9349792768,0
2024-03-31,0,-3.4050307072000017,0
2024-04-01,2,9.69586944,2
2024-04-02,8,16.793524224000002,0
2024-04-03,13,15.357828300800001,3
2024-04-04,4,9.342979072,0
2024-04-05,6,6.78981632,2
2024-04-06,1,-4.6174594048,0
2024-04-07,0,-3.956356403200002,2
2024-04-08,8,23.40288256,1
2024-04-09,5,8.821940736,0
2024-04-10,9,10.1238444032,5
2024-04-11,10,7.8687845376,1
2024-04-12,4,10.201651507200001,6
2024-04-13,0,-6.0647963648,2
2024-04-14,0,-3.994271129600002,0
2024-04-15,9,16.3739937792,0
2024-04-16,11,8.205562368000002,0
2024-04-17,5,13.063695257600001,2
2024-04-18,6,15.097172889600001,1
2024-04-19,2,8.033622323200001,0
2024-04-20,0,-7.2761420800000005,0
2024-04-21,0,-3.946417868800002,0
2024-04-22,4,7.387535769599999,0
2024-04-23,5,14.002120192000001,2
2024-04-24,5,5.982037094400001,4
2024-04-25,9,7.5328139264,3
2024-04-26,6,18.4157251584,1
2024-04-27,3,-7.780689100799998,0
2024-04-28,0,-3.8106456064000023,0
2024-04-29,4,18.5677824,0
2024-04-30,10,15.96792832,0
2024-05-01,8,10.454768640000001,2
2024-05-02,7,14.5245605888,2
2024-05-03,4,13.6554862592,0
2024-05-04,1,-7.806862643199999,0
2024-05-05,0,-3.910861209600003,0
2024-05-06,9,10.660257279999998,2
2024-05-07,6,9.728759808000001,0
2024-05-08,9,21.904107417600002,0
2024-05-09,11,15.1137380352,0
2024-05-10,12,16.810269388800002,1
2024-05-11,0,-9.9537148928,0
2024-05-12,0,-5.147483340800003,0
2024-05-13,12,15.660328857599998,0
2024-05-14,4,18.6737314816,4
2024-05-15,13,10.4614380544,1
2024-05-16,7,11.760713728,1
2024-05-17,3,26.5070583808,0
2024-05-18,0,-10.510528921599999,2
2024-05-19,0,-5.949150310400003,0
2024-05-20,3,11.250488319999999,0
2024-05-21,3,19.180598272,0
2024-05-22,2,11.545845862400002,0
2024-05-23,1,9.615821312000001,0
2024-05-24,1,8.958464102399999,0
2024-05-25,1,-6.7929236479999995,0
2024-05-26,0,-4.491646976000001,0
2024-05-27,0,7.211389849599998,0
2024-05-28,6,20.87359232,0
2024-05-29,10,7.479302144000002,0
2024-05-30,5,22.24300544,0
2024-05-31,1,17.647451136,0
2024-06-01,0,-9.0213261312,2
2024-06-02,0,-5.325054668800003,0
2024-06-03,1,15.574103449599999,0
2024-06-04,4,19.63077888,0
2024-06-05,11,16.226205696,1
2024-06-06,7,28.41246208,1
2024-06-07,0,13.431865856000002,0
2024-06-08,0,-9.565790105600001,0
2024-06-09,0,-4.547143372800003,0
2024-06-10,6,23.411574169599998,0
2024-06-11,1,10.075850752000001,0
2024-06-12,6,14.3224034304,0
2024-06-13,6,6.5594679296,0
2024-06-14,8,20.716708864,0
2024-06-15,0,-8.460034867199997,0
2024-06-16,0,-5.704822374400003,0
2024-06-17,4,7.4072625151999985,0
2024-06-18,6,14.101759283200002,1
2024-06-19,2,23.173572300800004,0
2024-06-20,11,9.4698302464,0
2024-06-21,3,12.4696690688,0
2024-06-22,0,-6.7299026944,0
2024-06-23,0,-5.1002873856000015,0
2024-06-24,4,20.828240179199998,0
2024-06-25,9,15.820479488,0
2024-06-26,9,15.5700658176,0
2024-06-27,4,13.7377665024,0
2024-06-28,7,11.525834240000002,0
2024-06-29,0,-8.150577049599999,0
2024-06-30,1,-5.158650982400003,0
2024-07-01,4,13.625293619199997,0
2024-07-02,2,18.034161152000003,0
2024-07-03,6,10.7638585344,0
2024-07-04,1,2.9880444928000003,0
2024-07-05,2,3.5507282944000007,0
2024-07-06,0,-5.6383757312,0
2024-07-07,0,-3.202797670400001,0
2024-07-08,10,20.874701209599998,1
2024-07-09,7,19.744124416000002,0
2024-07-10,5,11.601031475200001,0
2024-07-11,4,7.8528871424,2
2024-07-12,2,16.614750310399998,0
2024-07-13,2,-7.7819679744000005,0
2024-07-14,0,-4.818491904000003,0
2024-07-15,1,26.799216639999997,1
2024-07-16,9,23.557435904000002,0
2024-07-17,7,15.2272652288,1
2024-07-18,2,14.401387929599998,3
2024-07-19,4,11.46973952,0
2024-07-20,0,-9.051021414400001,0
2024-07-21,0,-5.777268121600002,0
2024-07-22,4,8.186071449599998,1
2024-07-23,3,25.669964800000002,0
2024-07-24,0,16.459305984000004,2
2024-07-25,3,20.0727626752,0
2024-07-26,1,6.9520874496000005,0
2024-07-27,0,-9.241222144,0
2024-07-28,0,-5.079075020800002,0
2024-07-29,3,9.615181209599998,0
2024-07-30,6,11.800590335999999,0
2024-07-31,10,9.451742003200001,0
2024-08-01,6,4.179849625600001,9
2024-08-02,5,26.2066845696,3
2024-08-03,1,-9.584227327999997,1
2024-08-04,0,-3.5497347072000025,0
2024-08-05,12,9.918487039999999,2
2024-08-06,9,11.162248704,0
2024-08-07,4,16.9926110208,1
2024-08-08,1,21.1803021312,1
2024-08-09,5,0.2302345215999999,0
2024-08-10,0,-4.911566438400001,0
2024-08-11,0,-4.454896332800001,0
2024-08-12,3,19.236976128,0
2024-08-13,2,15.4872564736,0
2024-08-14,1,18.1433852928,1
2024-08-15,3,2.7073381376000007,0
2024-08-16,4,9.8106364928,1
2024-08-17,0,-7.4483337216,0
2024-08-18,0,-3.974294528000002,0
2024-08-19,4,9.270103859199999,0
2024-08-20,5,10.502301696000002,1
2024-08-21,4,27.3297923072,0
2024-08-22,7,7.4251835392000025,0
2024-08-23,9,9.052190105599998,0
2024-08-24,0,-6.548655308800001,0
2024-08-25,0,-4.324964556800002,0
2024-08-26,4,20.180559359999997,1
2024-08-27,4,15.245984256,0
2024-08-28,3,9.0209687552,0
2024-08-29,3,18.413585408,0
2024-08-30,4,14.6469372928,0
2024-08-31,0,-7.496024780800001,0
2024-09-01,0,-5.397221068800002,0
2024-09-02,0,12.529070489599999,0
2024-09-03,7,9.183069184,0
2024-09-04,14,6.6177082368,1
2024-09-05,2,19.931625267199998,0
2024-09-06,5,8.4692416512,1
2024-09-07,1,-6.7199376384,0
2024-09-08,0,-4.282740633600002,0
2024-09-09,3,11.296233779199998,1
2024-09-10,7,7.167185408000001,0
2024-09-11,7,3.8457665536,0
2024-09-12,5,7.380999168,1
2024-09-13,5,9.9892348928,0
2024-09-14,0,-5.738424934399999,2
2024-09-15,2,-2.897201868800001,0
2024-09-16,7,-0.8476130304000011,0
2024-09-17,3,5.401160192000001,1
2024-09-18,5,-0.6077495295999991,0
2024-09-19,7,-0.7966742527999997,1
2024-09-20,3,1.7316225024000007,0
2024-09-21,0,-1.4021838847999988,0
2024-09-22,1,-0.7414210559999999,0
2024-09-23,4,4.61139968,0
2024-09-24,1,9.699931648,0
2024-09-25,8,18.1559264256,0
2024-09-26,2,1.4857260032,0
2024-09-27,5,7.1338934271999985,0
2024-09-28,1,-4.320912486400001,0
2024-09-29,1,-2.3420480512000013,0
2024-09-30,7,5.391193599999999,0
2024-10-01,4,26.36451072,0
2024-10-02,3,7.640029696000001,0
2024-10-03,7,8.561491353600001,0
2024-10-04,6,3.6240357376,0
2024-10-05,0,-2.3187022848000005,0
2024-10-06,0,-3.6447084544000017,0
2024-10-07,5,9.682037759999998,0
2024-10-08,0,19.838939136,0
2024-10-09,5,9.818978099200002,0
2024-10-10,3,2.9917763584,0
2024-10-11,4,8.451390464,0
2024-10-12,0,-4.910529536,0
2024-10-13,0,-3.397066240000002,0
2024-10-14,0,14.747068108799999,0
2024-10-15,8,9.900056576,0
2024-10-16,2,11.2619164672,1
2024-10-17,1,8.5593380864,1
2024-10-18,1,7.7355410432,0
2024-10-19,0,-5.0971601920000005,0
2024-10-20,0,-3.530488217600001,0
2024-10-21,5,11.703232409599998,0
2024-10-22,2,13.452778496,0
2024-10-23,2,14.8669151232,0
2024-10-24,7,11.69092864,1
2024-10-25,1,8.5004024832,1
2024-10-26,0,-7.0956989440000005,0
2024-10-27,1,-3.8322098176000017,0
2024-10-28,0,10.440182169599998,0
2024-10-29,6,10.442102272,2
2024-10-30,12,8.3742659584,0
2024-10-31,2,17.2009412608,1
2024-11-01,6,5.317149593600002,0
2024-11-02,0,-5.415089049600001,0
2024-11-03,0,-3.6625240064000018,0
2024-11-04,4,11.639216639999999,0
2024-11-05,4,14.400927744,0
2024-11-06,3,13.6296782848,1
2024-11-07,2,8.739106816,0
2024-11-08,5,18.0716355584,0
2024-11-09,2,-6.726666035200001,0
2024-11-10,0,-4.7876764672000025,0
2024-11-11,3,9.954089369599998,0
2024-11-12,3,11.123812352,0
2024-11-13,3,6.9410673664,0
2024-11-14,2,11.1387085824,0
2024-11-15,6,7.411584,0
2024-11-16,0,-5.2466238463999995,0
2024-11-17,0,-3.587459584000001,0
2024-11-18,4,14.7729851392,0
2024-11-19,2,18.924045824,0
2024-11-20,0,5.4892540928,0
2024-11-21,8,21.6781566976,0
2024-11-22,4,12.972704460800001,1
2024-11-23,2,-7.934845644799999,0
2024-11-24,1,-4.889912217600003,0
2024-11-25,7,4.800717209599998,0
2024-11-26,8,14.981385216,2
2024-11-27,2,8.6152701952,0
2024-11-28,0,1.6607775744000008,0
2024-11-29,3,20.0614258688,0
2024-11-30,1,-4.885286195199998,0
2024-12-01,0,-4.4253278208000015,0
2024-12-02,9,5.372129689599999,0
2024-12-03,9,16.468570624,0
2024-12-04,1,15.830347468800001,0
2024-12-05,4,7.440524902400001,0
2024-12-06,3,7.224603647999999,0
2024-12-07,3,-5.442515763199999,1
2024-12-08,0,-2.808247296000001,0
2024-12-09,9,11.400810188799998,0
2024-12-10,5,21.315490304,0
2024-12-11,3,6.1745671168000005,0
2024-12-12,4,16.283043327999998,0
2024-12-13,6,17.7885197312,0
2024-12-14,2,-8.368927744,0
2024-12-15,1,-5.010224537600003,0
2024-12-16,4,17.746716057599997,0
2024-12-17,6,12.351076761600002,0
2024-12-18,0,5.566976102400001,1
2024-12-19,9,14.4003695616,0
2024-12-20,3,16.176388198399998,0
2024-12-21,0,-6.956458291199999,0
2024-12-22,0,-5.017579622400001,0
2024-12-23,1,10.894354329599999,0
2024-12-24,0,-3.127980031999999,1
2024-12-25,0,-3.3843390463999996,0
2024-12-26,0,-0.15278223359999954,0
2024-12-27,2,-0.8777423871999988,2
2024-12-28,0,-0.4257188863999981,0
2024-12-29,0,-1.0411150335999992,0
2024-12-30,1,1.5020296191999998,2
2024-12-31,0,3.2320465920000006,0
2025-01-01,0,-1.2633399295999994,0
2025-01-02,1,2.4792430592,0
2025-01-03,5,6.074669056,0
2025-01-04,0,-1.8817251327999998,0
