,grafana/grafana,getsentry/sentry,elastic/kibana
2013-11-01,8,-0.5202694144000002,2
2013-11-02,0,-0.39605012479999957,0
2013-11-03,0,-0.30283847679999976,0
2013-11-04,2,16.8214075392,0
2013-11-05,3,1.4699463680000004,2
2013-11-06,3,13.582449151999999,9
2013-11-07,4,0.5341225983999998,5
2013-11-08,1,-3.0912000000000015,0
2013-11-09,0,-0.7701120000000012,0
2013-11-10,0,-0.45256960000000057,0
2013-11-11,0,-1.2464742400000006,0
2013-11-12,1,-0.9117655039999994,2
2013-11-13,1,0.26151096320000067,4
2013-11-14,2,3.363680256000001,2
2013-11-15,7,-1.197412966399999,1
2013-11-16,0,9.532297728,0
2013-11-17,0,7.743085568000001,0
2013-11-18,0,-0.9867930624000003,6
2013-11-19,4,-1.815042150400001,2
2013-11-20,0,-1.0746419200000008,1
2013-11-21,0,-0.7694545920000003,12
2013-11-22,0,-0.5968681984,0
2013-11-23,1,1.5254953984,1
2013-11-24,0,-0.7540019199999994,0
2013-11-25,1,-0.4624240639999992,0
2013-11-26,2,7.750531072,0
2013-11-27,0,-1.6921387007999995,4
2013-11-28,0,1.3089279999999994,3
2013-11-29,2,1.1751424,0
2013-11-30,0,11.13734656,0
2013-12-01,0,-1.8890634239999997,0
2013-12-02,6,7.488430899199999,7
2013-12-03,12,10.29031424,0
2013-12-04,7,-3.978231296,0
2013-12-05,2,0.013502156799998888,4
2013-12-06,6,-1.6597104640000007,0
2013-12-07,2,-1.1038875648000004,0
2013-12-08,4,-0.8263451647999995,0
2013-12-09,5,-0.6491347967999997,0
2013-12-10,5,0.5869218816000005,0
2013-12-11,4,0.4598779904000011,0
2013-12-12,5,1.5240450048000005,2
2013-12-13,4,3.443224576,1
2013-12-14,0,-1.0665387007999998,0
2013-12-15,3,-0.4751360000000004,0
2013-12-16,3,16.6948352,0
2013-12-17,4,-3.6228275199999995,5
2013-12-18,0,-1.5343160320000013,7
2013-12-19,2,-0.9584257024000006,2
2013-12-20,6,-0.6801516544,0
2013-12-21,1,1.4833984512000002,0
2013-12-22,4,-0.7971670016,0
2013-12-23,7,-0.4477542400000003,13
2013-12-24,11,0.659408896000001,0
2013-12-25,4,4.520821043200001,2
2013-12-26,10,-1.1310719999999999,0
2013-12-27,7,0.5111423999999996,0
2013-12-28,5,10.49254656,0
2013-12-29,12,8.497688576000002,2
2013-12-30,6,-2.3010475008,8
2013-12-31,2,4.239329279999999,0
2014-01-01,5,-2.3021573120000003,0
2014-01-02,2,-1.2833327104000003,1
2014-01-03,10,0.0935137279999998,0
2014-01-04,2,4.147565568,0
2014-01-05,1,0.3894270976000007,5
2014-01-06,7,3.7170727936000008,17
2014-01-07,3,-0.6867108863999998,5
2014-01-08,2,4.0116683775999995,4
2014-01-09,0,0.38987509760000005,6
2014-01-10,1,-0.18614272000000032,8
2014-01-11,1,-0.9011589120000004,0
2014-01-12,5,-0.5899413504,2
2014-01-13,1,10.560935424,2
2014-01-14,3,0.4993800192000011,0
2014-01-15,1,-1.7077616640000004,0
2014-01-16,0,2.0933098495999998,0
2014-01-17,0,0.7783511040000002,0
2014-01-18,0,-1.0610224128000003,0
2014-01-19,5,36.3822058496,0
2014-01-20,16,-4.844280319999999,2
2014-01-21,6,-2.912852992000002,6
2014-01-22,4,-2.508684390400001,28
2014-01-23,11,-1.5962458112000006,11
2014-01-24,6,-1.1706485760000003,7
2014-01-25,1,0.06774292479999988,1
2014-01-26,0,-0.9380497408000004,10
2014-01-27,4,-0.683554303999998,14
2014-01-28,1,9.430544179200002,14
2014-01-29,2,2.9146042368000007,6
2014-01-30,0,0.16199464959999954,3
2014-01-31,1,-1.3004288000000006,3
2014-02-01,16,-0.7529267200000005,0
2014-02-02,1,-0.5337477120000003,3
2014-02-03,0,0.5883626495999998,4
2014-02-04,0,7.4775168,5
2014-02-05,18,0.050631680000000845,10
2014-02-06,5,1.6815144960000001,11
2014-02-07,7,1.731277824,0
2014-02-08,8,-0.25527470080000025,0
2014-02-09,7,-0.8759168000000004,3
2014-02-10,4,-0.5562291200000004,3
2014-02-11,6,0.5839329279999999,4
2014-02-12,9,-0.5329188863999996,5
2014-02-13,6,2.6538672128000003,6
2014-02-14,3,5.2126892032,11
2014-02-15,7,-1.5710979071999995,0
2014-02-16,0,0.29866823679999965,1
2014-02-17,1,-0.6216981504000001,4
2014-02-18,4,1.6248652799999999,21
2014-02-19,3,-0.6768901119999999,7
2014-02-20,3,2.6205776895999997,0
2014-02-21,5,-0.8662594559999999,0
2014-02-22,0,-0.45136312319999977,4
2014-02-23,2,3.7131851776,0
2014-02-24,3,-0.9560453119999999,40
2014-02-25,5,2.5570692096,26
2014-02-26,9,-0.882061824,22
2014-02-27,5,-0.4501188608000002,24
2014-02-28,4,2.710692864,30
2014-03-01,2,-0.8199232511999999,0
2014-03-02,4,-0.3843148800000003,0
2014-03-03,2,-0.26283724799999986,22
2014-03-04,5,1.7985424384000002,16
2014-03-05,5,-0.5197711359999998,10
2014-03-06,2,0.7413055488,51
2014-03-07,6,8.65321984,28
2014-03-08,2,2.0096368640000004,2
2014-03-09,2,-1.6564800512000004,0
2014-03-10,4,6.1735424,2
2014-03-11,3,-0.95378944,21
2014-03-12,2,-0.17342822400000046,36
2014-03-13,0,0.056131379199999554,13
2014-03-14,0,0.18835660799999976,2
2014-03-15,0,-0.7500176383999997,0
2014-03-16,1,-0.4999126015999997,0
2014-03-17,3,1.7040707583999999,2
2014-03-18,6,28.402794496000002,7
2014-03-19,5,-6.124564684799998,12
2014-03-20,0,-2.480212582400002,0
2014-03-21,0,-0.502983782400001,4
2014-03-22,0,-1.2523290624000003,0
2014-03-23,6,-0.8738709504000005,0
2014-03-24,5,5.32571136,25
2014-03-25,0,0.24674969600000018,8
2014-03-26,13,-1.3477183487999986,8
2014-03-27,6,-0.8300399615999994,10
2014-03-28,3,-0.31452672000000015,3
2014-03-29,2,-0.23480371200000005,1
2014-03-30,3,-0.18611415040000007,0
2014-03-31,4,-0.1424179200000001,2
2014-04-01,4,1.8798202880000003,2
2014-04-02,4,-0.5035915263999996,4
2014-04-03,4,-0.18493870080000008,20
2014-04-04,2,1.904,6
2014-04-05,8,2.5328,0
2014-04-06,6,-0.811072,0
2014-04-07,3,-0.3768576000000003,18
2014-04-08,3,5.75494656,8
2014-04-09,2,1.6193525760000003,12
2014-04-10,5,-0.2224043008000003,24
2014-04-11,3,1.1768601599999995,56
2014-04-12,0,2.094844416,2
2014-04-13,2,-1.1301178367999998,14
2014-04-14,2,3.3938111488,4
2014-04-15,2,1.80041728,16
2014-04-16,3,-1.2294072319999998,18
2014-04-17,4,-0.6843715584000001,44
2014-04-18,1,0.5746643967999999,14
2014-04-19,0,-0.4949689343999999,0
2014-04-20,2,7.6935749632,0
2014-04-21,7,-1.8144013311999996,22
2014-04-22,3,11.218068992,0
2014-04-23,2,-1.9025765375999995,2
2014-04-24,1,-0.4866368512000008,13
2014-04-25,3,0.9227852799999994,18
2014-04-26,0,-1.1090181120000002,10
2014-04-27,3,4.3040848895999995,0
2014-04-28,3,8.484616704,27
2014-04-29,0,17.1839597568,62
2014-04-30,7,-1.3010800639999989,22
2014-05-01,2,19.730195763199998,9
2014-05-02,0,1.5956094976,34
2014-05-03,2,1.2972512255999984,0
2014-05-04,0,23.097019699199997,0
2014-05-05,1,-7.78872576,1
2014-05-06,4,7.069398527999998,12
2014-05-07,0,14.148094976000001,12
2014-05-08,0,3.399901184000001,0
2014-05-09,5,-4.3762533376,2
2014-05-10,0,3.663365324799999,0
2014-05-11,0,-2.5223985152,0
2014-05-12,0,-2.317185126399999,16
2014-05-13,2,1.3840264192000002,12
2014-05-14,0,0.4071034880000004,22
2014-05-15,3,-1.4525773823999988,6
2014-05-16,0,0.1297409024000009,12
2014-05-17,0,2.3252029440000004,0
2014-05-18,0,17.0460819456,0
2014-05-19,5,-4.102031564799999,5
2014-05-20,16,27.2782928896,7
2014-05-21,0,13.132647424,16
2014-05-22,3,-3.0880202752000017,28
2014-05-23,6,11.645200179199998,9
2014-05-24,0,-2.8872862720000008,0
2014-05-25,4,-1.8448574464000016,9
2014-05-26,1,-2.9419420672000003,4
2014-05-27,6,-2.0676431872000003,56
2014-05-28,0,-1.442869247999999,60
2014-05-29,0,15.812258918400001,33
2014-05-30,5,-3.0901237759999987,41
2014-05-31,7,4.0682814464,26
2014-06-01,1,0.6274738176000003,0
2014-06-02,5,5.2346165248,53
2014-06-03,6,11.5793492992,33
2014-06-04,1,13.9215744,35
2014-06-05,0,35.38180096,38
2014-06-06,14,-10.007898624,20
2014-06-07,7,2.617634611199997,0
2014-06-08,6,-2.9028813824000013,10
2014-06-09,2,-3.447717478400001,9
2014-06-10,1,13.6326094848,10
2014-06-11,4,10.978688819200002,14
2014-06-12,4,9.1005379584,28
2014-06-13,2,-5.0937736191999985,8
2014-06-14,7,13.592497561599998,2
2014-06-15,0,-5.3076004864,0
2014-06-16,3,-2.7759670272000014,24
2014-06-17,2,15.144732979199999,22
2014-06-18,1,2.1958010880000014,60
2014-06-19,1,-2.8981545983999997,82
2014-06-20,8,2.6444583936,58
2014-06-21,6,-2.4763822079999995,0
2014-06-22,9,-1.3743724543999996,4
2014-06-23,0,-1.0116205567999998,8
2014-06-24,2,0.37570815999999974,7
2014-06-25,2,-0.7111869439999992,5
2014-06-26,1,3.488236339200001,4
2014-06-27,4,-1.0343067647999997,0
2014-06-28,0,-0.4380079104,0
2014-06-29,0,1.720117248,0
2014-06-30,10,-0.5548287999999999,8
2014-07-01,2,-0.2790707200000002,2
2014-07-02,4,-0.19210291200000007,4
2014-07-03,5,-0.14737623040000003,2
2014-07-04,1,-0.10862284799999979,0
2014-07-05,0,-0.09073500159999988,0
2014-07-06,0,-0.03385344000000002,0
2014-07-07,1,-0.02877542399999988,4
2014-07-08,1,0.9750612992000001,0
2014-07-09,0,10.8,0
2014-07-10,0,-1.2799999999999994,2
2014-07-11,0,-1.1280000000000008,16
2014-07-12,0,-0.6416000000000004,0
2014-07-13,5,-0.4431360000000002,0
2014-07-14,5,1.6650751999999998,0
2014-07-15,3,4.33282048,8
2014-07-16,5,-1.381010432,9
2014-07-17,2,0.31633909760000023,4
2014-07-18,1,6.3412494336,24
2014-07-19,3,-1.7115413503999999,0
2014-07-20,4,4.223462399999999,0
2014-07-21,2,-1.50559744,10
2014-07-22,1,5.225854976,48
2014-07-23,5,7.2639419392,36
2014-07-24,0,16.329724928,8
2014-07-25,4,2.931445248,8
2014-07-26,0,9.0310726656,0
2014-07-27,0,-4.779535052800001,0
2014-07-28,6,0.5132646399999987,0
2014-07-29,5,1.6742497279999995,10
2014-07-30,6,-0.3079019519999999,8
2014-07-31,17,8.1146884096,6
2014-08-01,4,-3.239378841599999,14
2014-08-02,0,5.3209252864,2
2014-08-03,4,-2.397425459199999,0
2014-08-04,3,-1.2416689152000002,28
2014-08-05,5,-0.7430876160000002,26
2014-08-06,10,16.4316996608,36
2014-08-07,16,9.173327974400001,46
2014-08-08,15,-3.2718174207999997,6
2014-08-09,7,-2.2991805440000013,0
2014-08-10,11,8.624086016,20
2014-08-11,25,8.993802547200001,22
2014-08-12,13,12.0871424,38
2014-08-13,14,-5.218864640000001,122
2014-08-14,9,-0.6770672640000006,81
2014-08-15,12,-0.24250593279999944,64
2014-08-16,9,-1.7848092672,18
2014-08-17,3,1.9085418495999993,9
2014-08-18,6,1.5629414400000003,25
2014-08-19,5,7.473554432,27
2014-08-20,11,1.3442348032000013,27
2014-08-21,14,11.960979353599999,29
2014-08-22,10,1.207963136,31
2014-08-23,2,0.19399147519999893,0
2014-08-24,3,3.8267707391999988,0
2014-08-25,8,2.4696535039999996,13
2014-08-26,13,12.535869132799998,17
2014-08-27,6,1.5629124608000007,28
2014-08-28,3,-3.4271010816000005,27
2014-08-29,7,-1.9184413696,9
2014-08-30,0,-0.3395424255999999,1
2014-08-31,0,-1.093854208,4
2014-09-01,3,6.2519840768,3
2014-09-02,5,5.0287717376000005,44
2014-09-03,11,1.626677248000001,23
2014-09-04,10,0.005097472000000325,47
2014-09-05,10,-0.3864449024000003,8
2014-09-06,5,-0.9828787200000004,0
2014-09-07,1,-0.6465413120000003,0
2014-09-08,2,2.5086980096,34
2014-09-09,14,9.014411776000001,7
2014-09-10,5,-2.5620999167999994,6
2014-09-11,10,3.8568814592,26
2014-09-12,2,6.3236204544,15
2014-09-13,7,-2.4519344128,2
2014-09-14,0,-1.209115750400001,0
2014-09-15,2,-0.8070681600000005,13
2014-09-16,9,22.391089664,17
2014-09-17,15,1.9122828288000022,20
2014-09-18,11,-0.6127575040000011,43
2014-09-19,8,8.528647679999999,32
2014-09-20,13,0.2737515520000007,9
2014-09-21,6,-2.7462828032000006,0
2014-09-22,9,4.402585599999999,22
2014-09-23,7,-1.3705241600000004,5
2014-09-24,19,0.3940131840000005,72
2014-09-25,2,-1.5331500031999992,31
2014-09-26,0,2.1920422912,53
2014-09-27,1,7.8538042368,3
2014-09-28,0,10.5499774976,0
2014-09-29,8,-3.6869385216,16
2014-09-30,19,22.283089408,18
2014-10-01,18,24.0739347456,33
2014-10-02,15,-8.6891551744,32
2014-10-03,3,-4.143546060800003,56
2014-10-04,1,-2.7074780160000014,6
2014-10-05,6,0.9921911807999999,0
2014-10-06,7,-2.155635609599999,4
2014-10-07,10,-1.4212068352000002,5
2014-10-08,4,-0.997106687999999,29
2014-10-09,4,1.1683042304000026,27
2014-10-10,5,6.149311488000001,31
2014-10-11,2,-1.6212863999999998,0
2014-10-12,1,20.29321984,0
2014-10-13,4,2.3536368640000003,6
2014-10-14,1,20.596319948799998,14
2014-10-15,10,1.4123903999999996,34
2014-10-16,3,5.261544959999998,2
2014-10-17,2,1.289281535999999,27
2014-10-18,1,-3.923809484800001,1
2014-10-19,3,2.5725878271999987,0
2014-10-20,4,26.260791808,40
2014-10-21,0,-7.5892020223999985,19
2014-10-22,1,-1.4855083008000007,15
2014-10-23,4,5.3337938944,13
2014-10-24,6,-2.2072722431999994,17
2014-10-25,1,-1.9897077760000004,0
2014-10-26,1,-1.2830849024000004,0
2014-10-27,1,5.06931456,30
2014-10-28,7,5.041664000000003,63
2014-10-29,2,6.5355689984000005,17
2014-10-30,1,10.167382016,14
2014-10-31,0,-3.0145671168000003,24
2014-11-01,0,-1.174558515200001,1
2014-11-02,2,15.4798058496,0
2014-11-03,2,-4.43918592,34
2014-11-04,0,-1.1622405120000012,37
2014-11-05,0,0.3314190335999998,38
2014-11-06,9,3.4660129792000003,26
2014-11-07,8,7.0212680704000014,36
2014-11-08,6,-2.8703055872,0
2014-11-09,1,-1.367347302400001,2
2014-11-10,3,-0.9285612543999993,25
2014-11-11,13,0.3001567232000004,24
2014-11-12,9,-0.5802091520000001,26
2014-11-13,4,-0.38973757440000006,26
2014-11-14,14,-0.29721774079999974,19
2014-11-15,1,-0.22543615999999927,13
2014-11-16,0,-0.13776015359999969,3
2014-11-17,7,6.9795712,31
2014-11-18,3,11.58307328,46
2014-11-19,6,3.825612288,24
2014-11-20,9,8.2115306496,23
2014-11-21,8,1.3807999999999998,23
2014-11-22,1,6.168447999999999,6
2014-11-23,1,13.5618304,0
2014-11-24,6,-5.292413440000001,15
2014-11-25,1,-0.7046589440000015,75
2014-11-26,5,12.7363904512,6
2014-11-27,9,-3.5121774591999984,2
2014-11-28,4,2.555844915199999,0
2014-11-29,0,4.4240685056,2
2014-11-30,0,1.1173376,0
2014-12-01,2,3.5856871424000007,23
2014-12-02,6,1.3981996032000001,29
2014-12-03,0,7.862014975999999,35
2014-12-04,1,10.7190228992,52
2014-12-05,0,10.475192832000001,46
2014-12-06,0,-0.17222615040000022,11
2014-12-07,0,-2.663484416000001,0
2014-12-08,1,-2.3738718208000007,39
2014-12-09,2,7.4102974463999995,33
2014-12-10,2,23.0133226496,40
2014-12-11,6,3.181559398400001,30
2014-12-12,0,26.780297728,48
2014-12-13,0,0.7541510144000014,11
2014-12-14,0,3.580670463999999,1
2014-12-15,18,44.403470336,17
2014-12-16,8,98.6934813696,22
2014-12-17,6,-15.807024127999998,29
2014-12-18,5,33.13934653439999,53
2014-12-19,11,10.634616729599998,49
2014-12-20,0,-0.5426554880000012,6
2014-12-21,0,-7.982435532800004,0
2014-12-22,1,5.898699775999997,20
2014-12-23,2,1.5672898560000021,10
2014-12-24,1,-0.39962982399999447,13
2014-12-25,0,-5.802456780799997,0
2014-12-26,3,-3.7014418431999987,8
2014-12-27,0,10.367758950400003,0
2014-12-28,4,-2.1930455039999988,0
2014-12-29,6,3.5720462335999996,33
2014-12-30,17,18.362677248,50
2014-12-31,11,26.286052352000002,4
2015-01-01,4,-9.036359270399998,0
2015-01-02,0,49.7996110848,8
2015-01-03,0,-1.468190310399999,1
2015-01-04,18,-2.674922496000004,16
2015-01-05,14,1.7094059007999984,66
2015-01-06,12,-3.5908476928000015,36
2015-01-07,5,-2.0287570944000004,31
2015-01-08,16,3.7225496576000014,23
2015-01-09,7,10.3637763072,42
2015-01-10,1,-2.8301178879999966,0
2015-01-11,4,-3.085260185599999,2
2015-01-12,17,19.4694981632,15
2015-01-13,2,12.790219161600001,20
2015-01-14,12,17.9899107328,13
2015-01-15,9,23.2427236352,15
2015-01-16,24,15.906915635199999,36
2015-01-17,6,-10.295622860800002,4
2015-01-18,6,-5.466399129600003,1
2015-01-19,8,7.349417779199998,31
2015-01-20,11,19.037669888000003,24
2015-01-21,13,8.095694745600001,35
2015-01-22,2,7.7263694848,26
2015-01-23,3,20.0130217984,19
2015-01-24,0,2.7840736256000014,4
2015-01-25,2,-4.979383910400002,1
2015-01-26,10,3.7549388799999974,12
2015-01-27,11,9.482393087999998,12
2015-01-28,14,-4.688399462399999,25
2015-01-29,6,6.5874217984,22
2015-01-30,8,7.8106356736,26
2015-01-31,1,6.257825280000001,25
2015-02-01,8,4.262287155200001,0
2015-02-02,13,2.782639411199999,40
2015-02-03,18,12.295996723199998,40
2015-02-04,19,15.609570508800001,25
2015-02-05,15,36.9973325824,56
2015-02-06,15,30.702792089600003,42
2015-02-07,11,-13.511751168,8
2015-02-08,6,-5.469415116800004,0
2015-02-09,4,17.729343897599996,22
2015-02-10,6,-0.2891544575999987,37
2015-02-11,8,17.760534835199998,49
2015-02-12,8,26.238398361599998,12
2015-02-13,10,23.228934553600002,14
2015-02-14,3,-5.0332353535999985,0
2015-02-15,17,-7.144973619200002,0
2015-02-16,4,6.097146265599997,2
2015-02-17,3,4.284678963200001,11
2015-02-18,11,33.386293964800004,43
2015-02-19,3,8.881608908800002,15
2015-02-20,8,16.446164070400002,18
2015-02-21,2,-0.38473574399999855,1
2015-02-22,6,-0.3989324800000009,0
2015-02-23,18,16.3794715648,10
2015-02-24,6,31.0389554176,14
2015-02-25,8,1.7543059455999988,11
2015-02-26,9,16.977942528,13
2015-02-27,2,4.4716063744,19
2015-02-28,17,-4.559928320000001,3
2015-03-01,3,-3.750304870400001,1
2015-03-02,6,13.934377471999998,25
2015-03-03,26,27.5301036032,15
2015-03-04,8,21.542990643200003,19
2015-03-05,16,-4.587603353599999,6
2015-03-06,4,18.8678605824,25
2015-03-07,22,4.453368729600001,4
2015-03-08,0,-5.805586944000002,1
2015-03-09,3,3.1017350143999973,4
2015-03-10,19,22.0025004032,2
2015-03-11,12,3.331376844800003,7
2015-03-12,13,-0.9027045375999991,1
2015-03-13,8,1.9982968832,2
2015-03-14,4,-4.306685644799999,1
2015-03-15,0,-2.6635869183999996,42
2015-03-16,0,-1.7343696896000003,7
2015-03-17,13,-1.2306234368,26
2015-03-18,6,2.0073315328000016,6
2015-03-19,5,1.6461130752000017,4
2015-03-20,11,9.805554483200002,5
2015-03-21,9,11.240469913600002,2
2015-03-22,8,-2.0120854528,0
2015-03-23,8,40.774592,24
2015-03-24,12,-0.9394943999999992,17
2015-03-25,24,-0.19936256000000352,14
2015-03-26,14,11.272635903999998,12
2015-03-27,9,0.8393596927999996,13
2015-03-28,10,-2.8419525632000013,1
2015-03-29,20,2.5896933375999995,0
2015-03-30,16,0.49812951039999964,14
2015-03-31,10,10.061700403200001,15
2015-04-01,9,0.4519554048000014,15
2015-04-02,8,2.9029484543999997,14
2015-04-03,0,8.0240198656,40
2015-04-04,2,-0.9155938303999989,1
2015-04-05,0,-1.5673043968000009,0
2015-04-06,5,14.258173747199999,16
2015-04-07,9,11.5986256896,23
2015-04-08,5,4.6461799424,32
2015-04-09,5,19.2814747648,41
2015-04-10,11,-4.327289344,21
2015-04-11,0,-3.2504658944000013,0
2015-04-12,20,-1.8606895104000012,0
2015-04-13,10,38.8647559168,21
2015-04-14,5,19.240547737600004,21
2015-04-15,16,8.672520601599999,21
2015-04-16,3,-1.9580504064000017,11
2015-04-17,1,52.743656447999996,24
2015-04-18,0,-14.673159065599998,1
2015-04-19,14,-7.541247283200005,0
2015-04-20,25,22.054328217599995,15
2015-04-21,11,36.9094603776,26
2015-04-22,15,42.7066797056,20
2015-04-23,11,-2.3602999296,38
2015-04-24,6,9.768063078399996,40
2015-04-25,7,-10.604159180799998,7
2015-04-26,9,-6.119512985600002,0
2015-04-27,14,18.261632409599997,21
2015-04-28,13,20.792685056000003,38
2015-04-29,31,16.426416947200003,31
2015-04-30,9,5.0029131776000035,26
2015-05-01,11,-5.884109004799999,53
2015-05-02,6,-5.291122790400001,0
2015-05-03,1,-3.431246540800001,0
2015-05-04,5,12.6203211776,31
2015-05-05,14,-1.8952152063999987,35
2015-05-06,6,-2.3645289471999984,30
2015-05-07,8,0.7578066944000019,26
2015-05-08,5,-0.9456560127999984,30
2015-05-09,7,2.7854872576000003,1
2015-05-10,2,3.5219519488,5
2015-05-11,5,29.1904768,22
2015-05-12,4,31.81076736,24
2015-05-13,10,-2.9883525119999987,9
2015-05-14,5,-1.6011487232000032,8
2015-05-15,5,-4.835554406400002,20
2015-05-16,4,-3.1076626432000016,2
2015-05-17,3,-0.29265059840000074,0
2015-05-18,12,3.7844445184,34
2015-05-19,7,3.1803816960000013,22
2015-05-20,6,3.038771609600003,14
2015-05-21,5,-1.7212399615999985,22
2015-05-22,2,2.6076346368,19
2015-05-23,1,-1.626020352,4
2015-05-24,0,-0.8792422400000006,0
2015-05-25,8,-0.6317245440000002,1
2015-05-26,2,3.5046659072,18
2015-05-27,5,8.814724505600001,14
2015-05-28,3,23.4202157056,23
2015-05-29,4,14.6510893056,6
2015-05-30,0,23.0355798016,9
2015-05-31,0,10.5839785984,0
2015-06-01,9,-0.618675200000002,10
2015-06-02,11,15.718469119999998,32
2015-06-03,24,42.697777152,39
2015-06-04,6,8.1550659584,21
2015-06-05,5,0.017380863999997942,37
2015-06-06,1,1.8257893375999998,1
2015-06-07,0,-6.734844518399999,0
2015-06-08,6,29.022181888,8
2015-06-09,4,22.822726656,13
2015-06-10,6,13.2065584128,25
2015-06-11,6,-0.22905518079999965,19
2015-06-12,3,-4.3466276864,25
2015-06-13,11,-5.523094323200001,10
2015-06-14,2,-3.550090956800001,1
2015-06-15,2,4.3987905536,34
2015-06-16,0,22.613750681600003,16
2015-06-17,1,-7.408781209599997,23
2015-06-18,4,3.5449095168000007,7
2015-06-19,8,-0.4209054719999994,11
2015-06-20,0,-2.4070657024,3
2015-06-21,0,-1.4328150016000007,1
2015-06-22,10,10.971164159999999,19
2015-06-23,1,-2.2203607039999995,13
2015-06-24,2,17.159024435200003,10
2015-06-25,3,6.040023449600001,30
2015-06-26,13,-1.3226941440000006,33
2015-06-27,1,13.1375194112,0
2015-06-28,1,6.0855103488,0
2015-06-29,10,33.297666559999996,7
2015-06-30,11,2.7925775360000014,9
2015-07-01,1,20.5074476032,5
2015-07-02,3,17.224507801599998,2
2015-07-03,4,-8.5945194496,0
2015-07-04,2,-5.987038310400003,0
2015-07-05,0,-3.9588677632000007,1
2015-07-06,11,0.01522780159999959,3
2015-07-07,7,11.167378329600002,6
2015-07-08,18,2.2225266688000023,10
2015-07-09,8,11.2731634688,22
2015-07-10,12,0.895736524800002,25
2015-07-11,0,-3.6484558848,0
2015-07-12,1,-0.8789291008000011,3
2015-07-13,6,21.492464639999998,15
2015-07-14,5,-2.687778815999999,24
2015-07-15,11,27.6950289408,26
2015-07-16,6,39.7706415104,33
2015-07-17,10,20.5730025472,6
2015-07-18,7,9.890076671999998,0
2015-07-19,1,1.6961867775999977,3
2015-07-20,10,10.058595327999996,3
2015-07-21,11,-2.3395876864000016,3
2015-07-22,1,24.979707084799998,36
2015-07-23,1,-2.8866168831999985,15
2015-07-24,2,1.411101081600001,8
2015-07-25,0,-2.4389839871999985,3
2015-07-26,0,-4.5210218495999985,6
2015-07-27,2,20.2236034048,11
2015-07-28,0,19.493635276800003,24
2015-07-29,6,23.553058918399998,13
2015-07-30,5,18.4468908032,14
2015-07-31,6,-5.1289765888000005,5
2015-08-01,3,2.1861209087999978,10
2015-08-02,0,-6.050773401600002,0
2015-08-03,2,-0.7698927616000022,22
2015-08-04,9,7.601122304,12
2015-08-05,10,29.309418188800002,25
