,apache/airflow,PrefectHQ/prefect,orchest/orchest
2021-10-12,17.0,2.0,11
2021-10-13,14.299999999999999,2.2,5
2021-10-14,11.634999999999998,11.56,5
2021-10-15,7.3954999999999975,0.3120000000000003,0
2021-10-16,0.5627374999999994,-4.2352,0
2021-10-17,1.2464152500000012,-1.7367040000000002,2
2021-10-18,-0.49089721249999774,-1.0605824000000008,8
2021-10-19,9.848055463750002,6.25539328,1
2021-10-20,9.021916363734377,2.636343296,0
2021-10-21,8.683356876139063,-3.6876599295999997,1
2021-10-22,8.60372622720625,1.4863579136000002,0
2021-10-23,2.562061558090625,4.8674896896,0
2021-10-24,1.1277916843437508,-3.6960529407999996,0
2021-10-25,4.547150919595314,0.6275455999999999,2
2021-10-26,7.4163505831265635,-1.63917312,8
2021-10-27,6.083440158042189,18.162630656,23
2021-10-28,8.016977132682813,3.8129250304000024,13
2021-10-29,14.825695207682813,17.5441569792,3
2021-10-30,6.046743660182813,-11.889965055999998,0
2021-10-31,-1.5128328567234375,-5.148810854400001,0
2021-11-01,7.419221508273439,6.085383782399999,0
2021-11-02,2.998324198048439,9.469963776,5
2021-11-03,11.249675122643751,3.479404646400001,5
2021-11-04,4.565959398051563,41.711562752,14
2021-11-05,8.900495850806251,2.3183392768000033,6
2021-11-06,-2.393518375375,-17.612409241599998,1
2021-11-07,9.59785663099844,-8.210258432000002,0
2021-11-08,12.981533435410938,33.253994803199994,8
2021-11-09,3.343806936573438,7.469281792000004,4
2021-11-10,5.874432373348438,12.5085221888,9
2021-11-11,4.886392156867188,3.528635904000005,2
2021-11-12,6.983584317173439,4.543238758400001,1
2021-11-13,-0.11755179842343644,-14.752102911999998,0
2021-11-14,5.521651275854689,-8.159261388800001,0
2021-11-15,10.329299538078127,19.1887173632,2
2021-11-16,8.721449899370313,13.925456384,1
2021-11-17,10.609847926367188,-7.381792870399998,1
2021-11-18,11.363075394409375,-1.151040716799999,1
2021-11-19,5.080396447353126,19.410995200000002,0
2021-11-20,0.5195832351078131,-15.362572390399999,0
2021-11-21,0.16477692739531413,-5.982091673600001,0
2021-11-22,4.576524861318752,7.4775358463999995,0
2021-11-23,12.36681695481094,0.09922099200000023,8
2021-11-24,13.547554600146876,-4.0470198272,9
2021-11-25,4.031941455401562,-3.6342562816,8
2021-11-26,6.653414427314063,-1.9115604992000002,8
2021-11-27,1.6892889466218755,-1.2882153472000004,4
2021-11-28,0.24221027316562682,0.09619240959999986,2
2021-11-29,14.66583096386094,23.17727744,6
2021-11-30,9.457108719334375,12.938766848000002,17
2021-12-01,7.341316525065626,-7.427610828799997,11
2021-12-02,6.431417069996876,-5.4574985216,0
2021-12-03,8.591315352065626,15.4740516864,2
2021-12-04,2.488576405107813,-9.7386112,0
2021-12-05,12.001831482614064,-3.8103833600000008,0
2021-12-06,9.326194673825,59.608437248,14
2021-12-07,15.220526556678125,4.465773875200007,14
2021-12-08,17.5018067782375,17.820358860800006,5
2021-12-09,6.9370464856625,33.8871924736,10
2021-12-10,4.61047143625,-13.871387135999996,5
2021-12-11,3.120596227754689,-15.5033806848,2
2021-12-12,0.5490011595265654,-12.209795379200003,2
2021-12-13,31.090269525101565,13.752238079999998,11
2021-12-14,12.342923263309375,2.347677696,12
2021-12-15,20.8258253765375,-6.0087182336,13
2021-12-16,17.056371322274998,15.296631091200002,25
2021-12-17,6.0109382585734386,29.8203839488,30
2021-12-18,6.039402652979689,-23.344696422399995,0
2021-12-19,5.495224550368752,-8.3876027392,2
2021-12-20,6.810062006987504,12.158752256,16
2021-12-21,15.869549964126566,17.877810687999997,20
2021-12-22,8.00286061379844,14.251148595200002,16
2021-12-23,-0.4579617735015611,14.789865267200003,55
2021-12-24,0.5926992665078141,-20.560828825599998,12
2021-12-25,-1.8501762739624972,-8.5279910912,0
2021-12-26,0.8057978506984405,-5.152149299200002,0
2021-12-27,4.9279929575000025,-1.226629120000002,4
2021-12-28,12.659665068270314,16.750665216,21
2021-12-29,15.78625288484375,31.809168998400004,6
2021-12-30,22.010509919379686,22.252751769600003,1
2021-12-31,7.972019241771873,-24.487283199999997,7
2022-01-01,-0.3042010216546882,-9.1622431744,0
2022-01-02,3.723584474892189,-5.144166400000003,0
2022-01-03,5.846369021468753,10.457210879999998,1
2022-01-04,6.727195694334378,31.749886976,10
2022-01-05,12.600525157565627,5.232308326400002,16
2022-01-06,27.969574623965627,27.621562880000003,11
2022-01-07,3.143501936462499,-3.3316182015999978,4
2022-01-08,1.6255592666640624,-2.433648742399999,3
2022-01-09,4.500162303021876,-14.4795648,3
2022-01-10,8.67489713179844,18.87548416,21
2022-01-11,2.353367676909377,23.791877632000002,15
2022-01-12,7.845520031321877,48.677445324800004,9
2022-01-13,8.56796369819219,6.554083328000004,25
2022-01-14,12.390235125976563,16.528875520000007,18
2022-01-15,-3.045110251489062,-32.62842368,1
2022-01-16,0.3868208533843762,-11.818822041600002,0
2022-01-17,1.6872318249609393,-8.406961868800003,32
2022-01-18,14.771646232826566,8.304424447999997,18
2022-01-19,8.570300707026563,76.07578859520001,52
2022-01-20,12.596036760914062,-24.232921907199987,23
2022-01-21,11.09913358771875,16.641188659200004,15
2022-01-22,-2.0296863481296876,-15.2784714752,2
2022-01-23,9.169688281960939,-13.806495846400002,3
2022-01-24,12.705768335218751,-2.1125539840000025,15
2022-01-25,2.077689828381251,32.0914591744,17
2022-01-26,9.767452587892189,44.11159224320001,36
2022-01-27,7.313789047503127,10.47634534400001,20
2022-01-28,6.4258924168703135,67.7736894464,0
2022-01-29,6.547121245992188,-39.27902689279999,0
2022-01-30,6.6348531552312515,-22.931277209600005,0
2022-01-31,2.6926081980421888,0.03807098879999771,2
2022-02-01,16.042045295620316,-4.744563200000005,23
2022-02-02,-2.051082083117187,24.500343807999997,6
2022-02-03,10.230277656132813,7.759184076800004,26
2022-02-04,8.578866010662502,8.371441356800002,15
2022-02-05,1.4905865287500015,-20.439564595199997,0
2022-02-06,6.124878181285938,1.1438519295999985,0
2022-02-07,4.988344053785939,13.245108326399999,15
2022-02-08,9.069031717098438,44.7231593472,11
2022-02-09,4.713804006789063,38.021341593600006,21
2022-02-10,11.937078848837501,24.556531916800004,20
2022-02-11,18.40003118252656,20.800284467200008,15
2022-02-12,2.3746866913968745,-24.840038195199995,0
2022-02-13,2.422533962542188,4.2475414528,4
2022-02-14,3.8968278244812513,61.08644096,16
2022-02-15,30.996119242353128,40.781541888,18
2022-02-16,2.399105790326562,44.555743334400006,36
2022-02-17,8.852907420995313,22.65702748160001,12
2022-02-18,-0.16474679622031196,23.109083750400004,8
2022-02-19,5.731046251168753,-44.259961241599996,0
2022-02-20,4.678283412401565,5.736788991999994,3
2022-02-21,1.894589479706252,53.378717184,26
2022-02-22,5.243981295476564,7.566455398400002,16
2022-02-23,10.105102281518752,31.262761676800004,11
2022-02-24,11.580677782704688,12.357502771200004,4
2022-02-25,14.352843837310937,50.0678457344,6
2022-02-26,4.808520673021874,-0.5380721663999921,19
2022-02-27,7.443185764517188,-29.0177031168,16
2022-02-28,12.402146116103125,45.6095031296,20
2022-03-01,21.91243775643594,-18.5378408448,23
2022-03-02,13.682749118746875,28.414537216,24
2022-03-03,8.759263316060938,-4.99647088639999,20
2022-03-04,5.177763451100001,27.254669107199998,18
2022-03-05,-0.2569287017687474,-25.847751782399996,4
2022-03-06,8.621962102764066,-8.061544857600001,0
2022-03-07,17.291456293306254,27.7470686208,23
2022-03-08,20.28224789815625,80.71326894079999,28
2022-03-09,10.443478441570312,4.90586470400001,27
2022-03-10,11.929485138570312,23.922734489600003,2
2022-03-11,15.035569031400001,23.715948032,15
2022-03-12,-1.2390981263578116,-24.743064575999995,8
2022-03-13,7.2026949793796895,-27.9254633472,0
2022-03-14,11.082938524220314,34.648823193599995,110
2022-03-15,10.66661196429219,30.7162702848,93
2022-03-16,1.5421800431562516,1.022094848000009,61
2022-03-17,0.4433502164031271,11.375738265600006,37
2022-03-18,1.0962154374609399,-14.162074623999999,69
2022-03-19,2.4265096983781276,-16.546375782400002,6
2022-03-20,8.567064725270315,-12.949340672000002,1
2022-03-21,16.131469139735938,23.5342340096,68
2022-03-22,9.086595532421875,28.3572716544,11
2022-03-23,3.2275049135281244,6.795300659200006,5
2022-03-24,11.83771537316875,6.524883558400003,7
2022-03-25,5.298279159523438,-15.817863679999999,3
2022-03-26,0.6310520933453136,-8.881886515200001,0
2022-03-27,16.21230100282969,-7.608596582400002,0
2022-03-28,3.9641152772000012,28.329798655999998,0
2022-03-29,17.54525091035938,11.387181568000003,14
2022-03-30,7.464249045665625,28.146457907200002,60
2022-03-31,20.961420793975,21.260394291200008,31
2022-04-01,6.787675895065624,11.459076505600002,13
2022-04-02,1.5161049966218765,-27.267206656,2
2022-04-03,1.3836611206656264,-11.440297676800004,0
2022-04-04,11.84999343436094,17.819415449599997,9
2022-04-05,6.078596900743753,-7.142565376,44
2022-04-06,16.387326063185938,-3.1690952703999997,17
2022-04-07,6.448506908609375,17.8025445376,29
2022-04-08,18.02489038847969,13.1721439232,21
2022-04-09,-0.9180374352843748,2.9426581504,6
2022-04-10,5.563489847026565,-14.640822272,5
2022-04-11,13.599619375257813,39.8737664,3
2022-04-12,18.8419467038875,28.689848320000003,23
2022-04-13,18.90546164360625,14.242507264000004,20
2022-04-14,13.395622904879687,-18.192119398399996,22
2022-04-15,-0.4492489870890619,-6.7948752896,26
2022-04-16,-1.0014432874374979,-8.175915212800001,3
