,sickchill/sickchill,Sonarr/Sonarr,midgetspy/sick-beard
2016-03-30,6.0711151616,1.0,0
2016-03-31,2.3808858111999998,0.0,0
2016-04-01,8.264678195200002,0.0,0
2016-04-02,3.6741904384,1.0,0
2016-04-03,7.464817663999999,0.0,0
2016-04-04,2.988128563199999,1.0,0
2016-04-05,-4.4403699712,2.0,0
2016-04-06,0.3322659840000002,6.0,0
2016-04-07,5.634764390400001,2.0,0
2016-04-08,3.9161275392000006,4.0,0
2016-04-09,2.9274308608000004,4.0,0
2016-04-10,0.09705799680000027,0.0,0
2016-04-11,17.8183015424,0.0,0
2016-04-12,-1.2935083007999992,0.0,0
2016-04-13,12.7616826368,1.0,0
2016-04-14,-4.055594496,0.0,0
2016-04-15,8.185822412799999,0.0,0
2016-04-16,2.9435644928,0.0,0
2016-04-17,5.3992881152,2.0,0
2016-04-18,8.1315951616,0.0,0
2016-04-19,-2.5708659712,0.0,0
2016-04-20,3.0937098239999994,0.0,0
2016-04-21,-2.9388763135999993,0.0,0
2016-04-22,0.24788316159999968,0.0,0
2016-04-23,-1.5347124223999997,4.0,0
2016-04-24,0.9519650816000005,2.0,0
2016-04-25,2.8900308992000006,2.0,0
2016-04-26,5.5314970624000015,0.0,0
2016-04-27,2.8529600512,2.0,0
2016-04-28,1.0286774271999999,0.0,0
2016-04-29,1.3698584575999997,1.0,0
2016-04-30,-0.4869770240000002,1.0,0
