,golang/go,rust-lang/rust,nim-lang/Nim
2013-06-23,1,42,0
2013-06-24,13,32,0
2013-06-25,12,43,3
2013-06-26,11,56,2
2013-06-27,16,45,11
2013-06-28,10,58,8
2013-06-29,0,43,3
2013-06-30,1,35,4
2013-07-01,7,28,4
2013-07-02,12,25,8
2013-07-03,6,22,1
2013-07-04,1,18,4
2013-07-05,5,15,4
2013-07-06,0,23,12
2013-07-07,1,29,6
2013-07-08,1,53,0
2013-07-09,5,32,4
2013-07-10,8,25,0
2013-07-11,12,63,0
2013-07-12,19,21,0
2013-07-13,3,23,0
2013-07-14,2,29,0
2013-07-15,8,15,3
2013-07-16,20,27,4
2013-07-17,8,46,2
2013-07-18,17,27,3
2013-07-19,14,41,5
2013-07-20,4,58,2
2013-07-21,0,31,1
2013-07-22,11,44,0
2013-07-23,9,47,0
2013-07-24,14,44,7
2013-07-25,10,35,9
2013-07-26,8,14,5
2013-07-27,4,27,4
2013-07-28,6,32,2
2013-07-29,21,29,2
2013-07-30,13,40,4
2013-07-31,31,34,8
2013-08-01,31,47,0
2013-08-02,15,34,0
2013-08-03,9,36,1
2013-08-04,5,56,4
2013-08-05,23,30,0
2013-08-06,24,46,4
2013-08-07,14,47,1
2013-08-08,26,52,3
2013-08-09,36,29,0
2013-08-10,4,36,0
2013-08-11,3,31,2
2013-08-12,18,22,0
2013-08-13,46,25,1
2013-08-14,40,21,1
2013-08-15,18,56,0
2013-08-16,28,56,0
2013-08-17,8,18,0
2013-08-18,2,18,15
2013-08-19,22,47,0
2013-08-20,12,34,0
2013-08-21,13,38,0
2013-08-22,5,71,8
2013-08-23,16,35,3
2013-08-24,9,43,1
2013-08-25,1,21,2
2013-08-26,4,44,6
2013-08-27,14,34,1
2013-08-28,6,47,0
2013-08-29,23,28,1
2013-08-30,13,42,8
2013-08-31,9,18,9
2013-09-01,0,11,7
2013-09-02,1,18,2
2013-09-03,2,33,7
2013-09-04,9,41,0
2013-09-05,5,34,3
2013-09-06,25,102,0
2013-09-07,0,24,1
2013-09-08,4,12,0
2013-09-09,20,25,4
2013-09-10,23,27,6
2013-09-11,21,31,1
2013-09-12,19,28,0
2013-09-13,10,42,0
2013-09-14,1,34,0
2013-09-15,4,38,0
2013-09-16,24,49,0
2013-09-17,12,53,1
2013-09-18,8,36,2
2013-09-19,9,38,0
2013-09-20,8,25,0
2013-09-21,3,17,0
2013-09-22,4,21,0
2013-09-23,16,18,0
2013-09-24,10,47,7
2013-09-25,7,55,1
2013-09-26,3,40,5
2013-09-27,5,41,3
2013-09-28,3,16,0
2013-09-29,1,6,0
2013-09-30,2,23,0
2013-10-01,2,57,3
2013-10-02,10,35,2
2013-10-03,17,22,0
2013-10-04,6,15,0
2013-10-05,1,26,4
2013-10-06,0,17,1
2013-10-07,8,14,5
2013-10-08,7,24,0
2013-10-09,7,43,9
2013-10-10,3,23,0
2013-10-11,10,17,1
2013-10-12,1,6,2
2013-10-13,0,7,0
2013-10-14,5,15,0
2013-10-15,8,8,8
2013-10-16,6,42,2
2013-10-17,6,25,0
2013-10-18,9,29,0
2013-10-19,0,25,2
2013-10-20,1,7,1
2013-10-21,3,26,4
2013-10-22,6,33,5
2013-10-23,2,24,4
2013-10-24,3,36,2
2013-10-25,2,19,1
2013-10-26,0,21,1
2013-10-27,0,7,5
2013-10-28,2,28,0
2013-10-29,12,49,2
2013-10-30,6,19,6
2013-10-31,2,19,6
2013-11-01,2,33,0
2013-11-02,0,14,0
2013-11-03,0,19,3
2013-11-04,2,11,0
2013-11-05,3,19,1
2013-11-06,1,14,2
2013-11-07,1,12,0
2013-11-08,2,26,1
2013-11-09,0,30,0
2013-11-10,0,37,0
2013-11-11,2,26,0
2013-11-12,2,24,0
2013-11-13,7,16,2
2013-11-14,2,22,1
2013-11-15,1,3,1
2013-11-16,0,7,1
2013-11-17,0,16,4
2013-11-18,2,17,2
2013-11-19,3,36,11
2013-11-20,2,7,0
2013-11-21,0,15,1
2013-11-22,0,20,1
2013-11-23,0,18,0
2013-11-24,0,19,0
2013-11-25,2,31,2
2013-11-26,0,46,1
2013-11-27,1,26,1
2013-11-28,0,9,0
2013-11-29,0,19,1
2013-11-30,0,20,3
2013-12-01,1,20,6
2013-12-02,3,14,11
2013-12-03,8,22,6
2013-12-04,2,20,4
2013-12-05,0,17,2
2013-12-06,7,11,2
2013-12-07,0,16,5
2013-12-08,0,9,9
2013-12-09,19,22,8
2013-12-10,19,48,10
2013-12-11,6,25,4
2013-12-12,10,12,5
2013-12-13,15,15,3
2013-12-14,0,21,0
2013-12-15,3,25,2
2013-12-16,18,37,3
2013-12-17,22,30,5
2013-12-18,42,21,12
2013-12-19,18,29,3
2013-12-20,13,16,10
2013-12-21,4,11,4
2013-12-22,2,19,1
2013-12-23,1,14,11
2013-12-24,2,20,7
2013-12-25,0,31,8
2013-12-26,5,239,1
2013-12-27,6,8,7
2013-12-28,3,15,12
2013-12-29,5,21,9
2013-12-30,6,24,10
2013-12-31,8,29,3
2014-01-01,5,24,1
2014-01-02,5,47,1
2014-01-03,5,74,0
2014-01-04,5,31,1
2014-01-05,1,23,2
2014-01-06,12,48,5
2014-01-07,10,31,0
2014-01-08,8,37,0
2014-01-09,13,25,0
2014-01-10,10,31,0
2014-01-11,3,32,1
2014-01-12,1,24,9
2014-01-13,11,16,11
2014-01-14,22,23,6
2014-01-15,7,32,13
2014-01-16,13,34,3
2014-01-17,12,37,4
2014-01-18,3,30,3
2014-01-19,2,23,10
2014-01-20,1,23,6
2014-01-21,19,31,0
2014-01-22,26,18,4
2014-01-23,5,31,8
2014-01-24,6,19,4
2014-01-25,2,24,11
2014-01-26,0,18,4
2014-01-27,11,25,2
2014-01-28,10,26,0
2014-01-29,5,41,4
2014-01-30,8,26,2
2014-01-31,5,17,1
2014-02-01,1,82,21
2014-02-02,11,23,24
2014-02-03,6,36,11
2014-02-04,4,19,4
2014-02-05,2,23,5
2014-02-06,5,22,7
2014-02-07,11,31,4
2014-02-08,0,41,6
2014-02-09,5,29,16
2014-02-10,10,29,9
2014-02-11,12,66,8
2014-02-12,21,23,4
2014-02-13,28,21,4
2014-02-14,28,43,11
2014-02-15,3,49,14
2014-02-16,5,23,12
2014-02-17,5,28,15
2014-02-18,10,25,11
2014-02-19,21,41,0
2014-02-20,11,22,3
2014-02-21,5,32,2
2014-02-22,0,28,11
2014-02-23,4,37,6
2014-02-24,34,17,7
2014-02-25,20,46,8
2014-02-26,15,16,1
2014-02-27,18,36,10
2014-02-28,13,45,1
2014-03-01,3,15,0
2014-03-02,4,22,7
2014-03-03,10,10,7
2014-03-04,30,16,8
2014-03-05,23,26,12
2014-03-06,20,29,16
2014-03-07,21,13,6
2014-03-08,1,14,6
2014-03-09,1,35,13
2014-03-10,7,9,7
2014-03-11,11,15,2
2014-03-12,15,39,2
2014-03-13,17,39,5
2014-03-14,12,25,5
2014-03-15,2,18,1
2014-03-16,1,27,16
2014-03-17,7,29,0
2014-03-18,11,25,2
2014-03-19,10,17,4
2014-03-20,10,41,7
2014-03-21,4,28,2
2014-03-22,2,38,16
2014-03-23,3,31,6
2014-03-24,8,38,4
2014-03-25,15,23,3
2014-03-26,19,31,10
2014-03-27,12,23,11
2014-03-28,8,32,3
2014-03-29,5,19,10
2014-03-30,0,11,1
2014-03-31,1,44,6
2014-04-01,8,26,5
2014-04-02,13,54,8
2014-04-03,20,22,5
2014-04-04,10,46,3
2014-04-05,0,21,10
2014-04-06,2,28,23
2014-04-07,8,10,9
2014-04-08,14,25,13
2014-04-09,19,4,5
2014-04-10,16,39,2
2014-04-11,16,32,8
2014-04-12,1,14,9
2014-04-13,0,15,11
2014-04-14,20,16,1
2014-04-15,13,11,6
2014-04-16,29,50,15
2014-04-17,20,34,4
2014-04-18,7,22,4
2014-04-19,2,28,13
2014-04-20,2,22,35
2014-04-21,11,11,37
2014-04-22,1,53,13
2014-04-23,2,50,2
2014-04-24,1,26,1
2014-04-25,4,25,3
2014-04-26,4,11,0
2014-04-27,8,22,3
2014-04-28,9,24,0
2014-04-29,6,13,8
2014-04-30,5,21,2
2014-05-01,4,17,1
2014-05-02,6,21,2
2014-05-03,0,31,7
2014-05-04,0,21,8
2014-05-05,6,30,8
2014-05-06,3,20,4
2014-05-07,14,68,1
2014-05-08,4,52,2
2014-05-09,15,24,2
2014-05-10,3,21,1
2014-05-11,4,21,1
2014-05-12,14,9,1
2014-05-13,12,41,2
2014-05-14,9,66,4
2014-05-15,19,67,0
2014-05-16,11,53,3
2014-05-17,2,8,0
2014-05-18,0,27,3
2014-05-19,10,18,1
2014-05-20,22,34,4
2014-05-21,18,45,7
2014-05-22,2,27,1
2014-05-23,1,25,6
2014-05-24,2,27,13
2014-05-25,0,35,10
2014-05-26,1,16,10
2014-05-27,3,20,2
2014-05-28,17,36,2
2014-05-29,2,22,5
2014-05-30,2,26,3
2014-05-31,8,25,10
2014-06-01,7,24,4
2014-06-02,8,20,9
2014-06-03,7,18,8
2014-06-04,1,24,2
2014-06-05,4,25,4
2014-06-06,1,31,10
2014-06-07,0,42,0
2014-06-08,0,25,4
2014-06-09,0,23,3
2014-06-10,4,30,1
2014-06-11,7,22,0
2014-06-12,15,24,4
2014-06-13,11,32,0
2014-06-14,3,22,3
2014-06-15,0,1,8
2014-06-16,3,30,7
2014-06-17,15,46,2
2014-06-18,6,33,4
2014-06-19,8,41,1
2014-06-20,7,22,0
2014-06-21,4,17,7
2014-06-22,3,13,9
2014-06-23,7,18,0
2014-06-24,13,36,1
2014-06-25,4,60,4
2014-06-26,6,31,10
2014-06-27,4,17,8
2014-06-28,6,29,9
2014-06-29,2,20,0
2014-06-30,5,35,16
2014-07-01,14,24,11
2014-07-02,9,36,1
2014-07-03,6,41,0
2014-07-04,1,56,0
2014-07-05,2,32,0
2014-07-06,0,22,1
2014-07-07,4,19,0
2014-07-08,14,40,6
2014-07-09,15,44,9
2014-07-10,16,31,2
2014-07-11,3,31,2
2014-07-12,2,15,4
2014-07-13,0,27,4
2014-07-14,4,27,8
2014-07-15,13,32,18
