,apache/tomcat,spring-projects/spring-framework,apache/struts
2011-07-18,6,8,0
2011-07-19,11,6,1
2011-07-20,3,8,0
2011-07-21,6,10,0
2011-07-22,2,6,0
2011-07-23,1,1,0
2011-07-24,3,0,0
2011-07-25,19,8,0
2011-07-26,7,16,0
2011-07-27,7,9,0
2011-07-28,3,7,0
2011-07-29,4,1,0
2011-07-30,1,1,0
2011-07-31,5,0,0
2011-08-01,5,1,0
2011-08-02,5,4,0
2011-08-03,4,4,0
2011-08-04,3,2,2
2011-08-05,5,1,0
2011-08-06,7,0,0
2011-08-07,2,0,0
2011-08-08,3,1,0
2011-08-09,8,4,3
2011-08-10,5,1,2
2011-08-11,4,1,0
2011-08-12,6,5,1
2011-08-13,0,4,4
2011-08-14,0,4,1
2011-08-15,9,12,1
2011-08-16,12,2,1
2011-08-17,0,1,0
2011-08-18,0,7,1
2011-08-19,0,0,0
2011-08-20,0,18,0
2011-08-21,0,0,0
2011-08-22,3,0,0
2011-08-23,11,0,0
2011-08-24,3,4,0
2011-08-25,5,3,2
2011-08-26,4,2,0
2011-08-27,0,0,0
2011-08-28,0,0,0
2011-08-29,5,2,0
2011-08-30,0,3,0
2011-08-31,5,5,0
2011-09-01,1,2,0
2011-09-02,5,3,0
2011-09-03,0,2,0
2011-09-04,0,1,0
2011-09-05,16,1,0
2011-09-06,15,2,0
2011-09-07,5,6,0
2011-09-08,14,1,0
2011-09-09,2,6,0
2011-09-10,0,0,0
2011-09-11,1,0,0
2011-09-12,1,2,0
2011-09-13,0,9,0
2011-09-14,3,5,0
2011-09-15,0,2,0
2011-09-16,1,1,0
2011-09-17,0,1,0
2011-09-18,6,0,0
2011-09-19,7,1,3
2011-09-20,11,2,12
2011-09-21,6,0,0
2011-09-22,12,1,0
2011-09-23,5,1,0
2011-09-24,9,1,0
2011-09-25,8,0,0
2011-09-26,8,8,0
2011-09-27,2,7,0
2011-09-28,4,1,0
2011-09-29,4,12,0
2011-09-30,3,1,0
2011-10-01,12,0,0
2011-10-02,3,1,0
2011-10-03,2,0,1
2011-10-04,4,0,0
2011-10-05,2,0,0
2011-10-06,0,7,0
2011-10-07,1,6,0
2011-10-08,1,4,0
2011-10-09,1,14,0
2011-10-10,11,4,2
2011-10-11,1,32,2
2011-10-12,0,6,0
2011-10-13,5,1,0
2011-10-14,6,0,1
2011-10-15,2,0,0
2011-10-16,2,0,0
2011-10-17,3,4,0
2011-10-18,4,0,0
2011-10-19,16,0,0
2011-10-20,13,12,0
2011-10-21,2,2,0
2011-10-22,47,1,0
2011-10-23,0,0,0
2011-10-24,7,0,0
2011-10-25,7,0,6
2011-10-26,9,0,1
2011-10-27,8,0,0
2011-10-28,13,0,0
2011-10-29,1,0,0
2011-10-30,3,0,0
2011-10-31,4,0,0
2011-11-01,15,3,1
2011-11-02,3,2,0
2011-11-03,9,3,0
2011-11-04,5,3,0
2011-11-05,0,0,0
2011-11-06,3,1,0
2011-11-07,8,1,0
2011-11-08,5,3,0
2011-11-09,3,4,1
2011-11-10,13,1,3
2011-11-11,6,3,0
2011-11-12,5,0,0
2011-11-13,8,3,0
2011-11-14,9,0,1
2011-11-15,6,0,0
2011-11-16,5,22,1
2011-11-17,8,3,0
2011-11-18,1,5,1
2011-11-19,0,1,0
2011-11-20,2,0,0
2011-11-21,0,0,1
2011-11-22,11,1,1
2011-11-23,1,3,0
2011-11-24,0,2,0
2011-11-25,1,1,0
2011-11-26,2,9,0
2011-11-27,0,2,0
2011-11-28,1,33,2
2011-11-29,10,2,1
2011-11-30,1,2,0
2011-12-01,3,10,0
2011-12-02,4,3,0
2011-12-03,0,6,0
2011-12-04,0,0,0
2011-12-05,0,3,1
2011-12-06,1,16,2
2011-12-07,0,4,0
2011-12-08,8,6,2
2011-12-09,0,12,1
2011-12-10,0,5,0
2011-12-11,0,8,0
2011-12-12,1,14,0
2011-12-13,1,1,0
2011-12-14,0,0,1
2011-12-15,3,3,0
2011-12-16,4,3,4
2011-12-17,4,0,0
2011-12-18,0,0,1
2011-12-19,0,0,0
2011-12-20,2,5,2
2011-12-21,2,10,0
2011-12-22,10,35,2
2011-12-23,15,2,0
2011-12-24,3,0,0
2011-12-25,6,0,0
2011-12-26,4,0,0
2011-12-27,2,0,1
2011-12-28,3,0,2
2011-12-29,10,0,0
2011-12-30,0,0,0
2011-12-31,5,0,0
2012-01-01,2,0,1
2012-01-02,10,0,0
2012-01-03,2,0,0
2012-01-04,0,0,0
2012-01-05,0,4,0
2012-01-06,3,2,1
2012-01-07,1,0,0
2012-01-08,10,0,0
2012-01-09,1,0,0
2012-01-10,10,5,1
2012-01-11,2,3,1
2012-01-12,9,1,0
2012-01-13,9,2,0
2012-01-14,5,0,0
2012-01-15,13,7,1
2012-01-16,4,1,0
2012-01-17,4,0,2
2012-01-18,9,0,0
2012-01-19,6,0,0
2012-01-20,2,2,0
2012-01-21,0,0,1
2012-01-22,1,0,0
2012-01-23,0,2,0
2012-01-24,2,0,0
2012-01-25,0,1,0
2012-01-26,0,0,0
2012-01-27,3,0,0
2012-01-28,4,0,1
2012-01-29,7,0,0
2012-01-30,19,2,0
2012-01-31,8,30,0
2012-02-01,19,8,0
2012-02-02,19,6,0
2012-02-03,28,2,1
2012-02-04,2,3,0
2012-02-05,9,0,0
2012-02-06,9,5,0
2012-02-07,7,9,1
2012-02-08,14,13,0
2012-02-09,6,12,0
2012-02-10,1,1,0
2012-02-11,2,7,1
2012-02-12,0,2,0
2012-02-13,1,9,0
2012-02-14,1,9,0
2012-02-15,7,7,0
2012-02-16,6,7,1
2012-02-17,6,0,0
2012-02-18,4,0,1
2012-02-19,0,0,1
2012-02-20,14,2,0
2012-02-21,2,3,0
2012-02-22,14,0,1
2012-02-23,22,2,2
2012-02-24,8,1,1
2012-02-25,0,0,0
2012-02-26,3,0,2
2012-02-27,5,1,0
2012-02-28,8,1,2
2012-02-29,5,1,1
2012-03-01,7,7,0
2012-03-02,6,2,0
2012-03-03,0,0,0
2012-03-04,1,1,0
2012-03-05,9,1,0
2012-03-06,10,0,3
2012-03-07,10,0,2
2012-03-08,8,1,0
2012-03-09,9,3,0
2012-03-10,0,0,0
2012-03-11,0,0,0
2012-03-12,2,0,0
2012-03-13,8,0,0
2012-03-14,4,0,1
2012-03-15,4,2,0
2012-03-16,0,0,1
2012-03-17,0,0,1
2012-03-18,1,0,0
2012-03-19,8,0,0
2012-03-20,18,1,3
2012-03-21,3,0,1
2012-03-22,7,0,1
2012-03-23,5,0,2
2012-03-24,4,0,0
2012-03-25,0,0,0
2012-03-26,1,2,0
2012-03-27,10,0,0
2012-03-28,5,0,0
2012-03-29,16,0,0
2012-03-30,8,0,2
2012-03-31,0,0,2
2012-04-01,0,0,0
2012-04-02,0,5,0
2012-04-03,0,0,1
2012-04-04,0,0,0
2012-04-05,1,0,0
2012-04-06,9,2,2
2012-04-07,4,0,4
2012-04-08,0,0,0
2012-04-09,1,0,0
2012-04-10,4,0,8
2012-04-11,1,0,5
2012-04-12,1,0,0
2012-04-13,0,1,0
2012-04-14,0,2,1
2012-04-15,0,0,2
2012-04-16,0,2,2
2012-04-17,1,2,1
2012-04-18,3,2,1
2012-04-19,2,0,0
2012-04-20,0,1,3
2012-04-21,0,0,0
2012-04-22,0,0,0
2012-04-23,1,1,0
2012-04-24,0,0,0
2012-04-25,0,0,1
2012-04-26,0,1,0
2012-04-27,0,0,3
2012-04-28,1,0,0
2012-04-29,0,0,0
2012-04-30,0,6,0
2012-05-01,0,5,0
2012-05-02,4,0,0
2012-05-03,1,0,0
2012-05-04,1,3,1
2012-05-05,0,0,0
2012-05-06,1,0,0
2012-05-07,4,0,0
2012-05-08,5,0,1
2012-05-09,0,3,0
2012-05-10,7,7,1
2012-05-11,1,8,0
2012-05-12,10,2,4
2012-05-13,1,0,0
2012-05-14,4,3,1
2012-05-15,0,17,3
2012-05-16,0,15,1
2012-05-17,0,21,0
2012-05-18,2,9,0
2012-05-19,0,1,0
2012-05-20,1,5,0
2012-05-21,0,0,0
2012-05-22,1,5,0
2012-05-23,2,1,0
2012-05-24,3,0,0
2012-05-25,6,0,1
2012-05-26,0,6,0
2012-05-27,3,5,0
2012-05-28,5,14,0
2012-05-29,5,0,2
2012-05-30,4,0,2
2012-05-31,10,0,2
2012-06-01,12,5,2
2012-06-02,4,0,0
2012-06-03,11,0,0
2012-06-04,2,2,0
2012-06-05,10,0,0
2012-06-06,11,0,0
2012-06-07,2,0,0
2012-06-08,2,0,0
2012-06-09,7,1,0
2012-06-10,0,1,0
2012-06-11,11,0,0
2012-06-12,11,1,0
2012-06-13,5,2,0
2012-06-14,10,6,0
2012-06-15,1,1,0
2012-06-16,3,0,0
2012-06-17,6,0,0
2012-06-18,1,5,1
2012-06-19,3,10,0
2012-06-20,6,0,2
2012-06-21,2,1,0
2012-06-22,2,2,0
2012-06-23,2,0,0
2012-06-24,6,0,0
2012-06-25,8,5,0
2012-06-26,13,3,0
2012-06-27,6,2,0
2012-06-28,6,0,0
2012-06-29,1,0,0
2012-06-30,3,0,0
2012-07-01,4,0,0
2012-07-02,5,3,1
2012-07-03,6,0,0
2012-07-04,14,7,0
2012-07-05,0,2,1
2012-07-06,4,4,1
2012-07-07,6,0,0
2012-07-08,0,0,0
2012-07-09,5,1,0
2012-07-10,1,6,0
2012-07-11,13,0,0
2012-07-12,35,0,0
2012-07-13,18,0,0
2012-07-14,0,0,0
2012-07-15,20,0,0
2012-07-16,5,2,0
2012-07-17,0,1,0
2012-07-18,0,3,0
2012-07-19,0,0,0
2012-07-20,0,3,1
2012-07-21,11,2,7
2012-07-22,7,0,0
2012-07-23,0,0,2
2012-07-24,0,1,1
2012-07-25,0,2,0
2012-07-26,0,2,0
2012-07-27,1,2,0
2012-07-28,9,4,0
2012-07-29,7,0,2
2012-07-30,10,0,1
2012-07-31,1,0,2
2012-08-01,0,0,1
2012-08-02,0,1,0
2012-08-03,0,9,2
2012-08-04,0,0,0
2012-08-05,0,1,0
2012-08-06,1,0,0
2012-08-07,38,0,0
2012-08-08,16,1,0
2012-08-09,4,11,0
