,llvm/llvm-project,golang/go,gcc-mirror/gcc
2015-03-11,95,12,16
2015-03-12,128,18,22
2015-03-13,101,10,20
2015-03-14,53,8,5
2015-03-15,46,7,2
2015-03-16,99,26,17
2015-03-17,125,25,10
2015-03-18,91,10,18
2015-03-19,89,15,16
2015-03-20,78,28,14
2015-03-21,34,3,11
2015-03-22,23,0,9
2015-03-23,115,13,21
2015-03-24,93,27,26
2015-03-25,78,10,24
2015-03-26,102,11,23
2015-03-27,119,15,27
2015-03-28,32,11,7
2015-03-29,20,1,6
2015-03-30,115,16,9
2015-03-31,118,12,16
2015-04-01,72,16,8
2015-04-02,85,21,14
2015-04-03,74,20,11
2015-04-04,42,5,4
2015-04-05,28,0,2
2015-04-06,98,12,7
2015-04-07,110,24,18
2015-04-08,76,38,18
2015-04-09,92,20,20
2015-04-10,117,24,22
2015-04-11,35,11,8
2015-04-12,15,15,17
2015-04-13,101,32,17
2015-04-14,134,13,24
2015-04-15,100,22,22
2015-04-16,88,36,14
2015-04-17,91,30,30
2015-04-18,18,9,3
2015-04-19,21,2,3
2015-04-20,67,16,15
2015-04-21,67,31,21
2015-04-22,96,22,35
2015-04-23,99,11,30
2015-04-24,106,22,22
2015-04-25,19,1,2
2015-04-26,15,11,2
2015-04-27,91,24,25
2015-04-28,98,24,47
2015-04-29,107,32,34
2015-04-30,103,22,44
2015-05-01,68,21,30
2015-05-02,24,5,28
2015-05-03,3,6,4
2015-05-04,62,12,18
2015-05-05,83,20,26
2015-05-06,118,41,23
2015-05-07,113,21,13
2015-05-08,107,6,15
2015-05-09,22,3,39
2015-05-10,22,2,12
2015-05-11,77,28,30
2015-05-12,139,19,62
2015-05-13,96,16,61
2015-05-14,85,21,10
2015-05-15,77,29,15
2015-05-16,41,4,24
2015-05-17,15,3,7
2015-05-18,92,17,32
2015-05-19,94,16,61
2015-05-20,93,8,34
2015-05-21,112,11,33
2015-05-22,90,16,71
2015-05-23,34,3,11
2015-05-24,16,0,15
2015-05-25,34,2,15
2015-05-26,100,8,52
2015-05-27,101,13,35
2015-05-28,139,16,32
2015-05-29,103,8,14
2015-05-30,33,5,11
2015-05-31,35,2,8
2015-06-01,97,8,70
2015-06-02,89,15,34
2015-06-03,82,35,32
2015-06-04,132,22,13
2015-06-05,72,29,24
2015-06-06,36,5,10
2015-06-07,32,4,3
2015-06-08,79,7,26
2015-06-09,77,14,27
2015-06-10,50,7,16
2015-06-11,72,14,18
2015-06-12,71,14,16
2015-06-13,43,4,8
2015-06-14,15,15,7
2015-06-15,76,17,14
2015-06-16,80,18,27
2015-06-17,104,25,21
2015-06-18,101,25,14
2015-06-19,88,20,42
2015-06-20,33,2,3
2015-06-21,22,2,1
2015-06-22,98,13,27
2015-06-23,117,9,25
2015-06-24,91,13,34
2015-06-25,126,14,51
2015-06-26,123,34,35
2015-06-27,32,7,5
2015-06-28,23,2,4
2015-06-29,102,36,23
2015-06-30,105,18,41
2015-07-01,81,7,33
2015-07-02,100,9,21
2015-07-03,68,2,18
2015-07-04,17,0,5
2015-07-05,25,7,19
2015-07-06,94,2,31
2015-07-07,120,11,18
2015-07-08,107,1,34
2015-07-09,106,8,36
2015-07-10,93,9,30
2015-07-11,11,9,4
2015-07-12,17,9,3
2015-07-13,83,19,17
2015-07-14,147,13,34
2015-07-15,99,56,33
2015-07-16,95,15,28
2015-07-17,87,13,30
2015-07-18,32,9,4
2015-07-19,24,1,2
2015-07-20,77,12,19
2015-07-21,110,24,14
2015-07-22,110,27,19
2015-07-23,83,27,26
2015-07-24,107,9,43
2015-07-25,47,0,17
2015-07-26,25,4,5
2015-07-27,91,46,18
2015-07-28,137,34,19
2015-07-29,89,21,22
2015-07-30,86,31,19
2015-07-31,87,16,18
2015-08-01,30,0,3
2015-08-02,14,3,7
2015-08-03,60,10,30
2015-08-04,72,27,42
2015-08-05,163,23,23
2015-08-06,109,20,20
2015-08-07,75,5,12
2015-08-08,30,0,12
2015-08-09,21,0,5
2015-08-10,108,5,12
2015-08-11,158,12,16
2015-08-12,121,9,28
2015-08-13,141,6,27
2015-08-14,118,2,17
2015-08-15,35,4,3
2015-08-16,23,1,4
2015-08-17,56,6,14
2015-08-18,121,10,18
2015-08-19,126,10,18
2015-08-20,109,3,21
2015-08-21,108,19,24
2015-08-22,29,5,6
2015-08-23,23,2,7
2015-08-24,85,16,32
2015-08-25,75,17,24
2015-08-26,110,15,22
2015-08-27,111,11,28
2015-08-28,100,19,12
2015-08-29,13,13,9
2015-08-30,34,6,1
2015-08-31,106,16,20
2015-09-01,93,13,19
2015-09-02,122,8,12
2015-09-03,86,16,30
2015-09-04,76,21,18
2015-09-05,34,12,1
2015-09-06,18,5,2
2015-09-07,23,12,8
2015-09-08,125,18,29
2015-09-09,106,25,16
2015-09-10,148,25,35
2015-09-11,129,13,17
2015-09-12,24,7,8
2015-09-13,16,2,16
2015-09-14,107,12,23
2015-09-15,111,17,34
2015-09-16,116,16,15
2015-09-17,85,14,30
2015-09-18,108,17,18
2015-09-19,37,6,6
2015-09-20,32,5,12
2015-09-21,90,10,23
2015-09-22,124,7,22
2015-09-23,96,18,19
2015-09-24,97,8,21
2015-09-25,86,8,20
2015-09-26,37,0,9
2015-09-27,16,2,6
2015-09-28,68,7,25
2015-09-29,93,9,29
2015-09-30,99,10,26
2015-10-01,130,9,29
2015-10-02,110,14,53
2015-10-03,32,6,7
2015-10-04,31,3,8
2015-10-05,78,7,31
2015-10-06,123,16,34
2015-10-07,152,4,24
2015-10-08,134,11,23
2015-10-09,133,18,26
2015-10-10,41,4,7
2015-10-11,43,2,11
2015-10-12,128,4,18
2015-10-13,126,5,19
2015-10-14,94,10,17
2015-10-15,122,6,12
2015-10-16,109,9,49
2015-10-17,46,4,3
2015-10-18,36,9,10
2015-10-19,94,23,16
2015-10-20,111,24,73
2015-10-21,96,22,44
2015-10-22,114,16,21
2015-10-23,83,17,64
2015-10-24,54,0,6
2015-10-25,53,1,9
2015-10-26,100,14,79
2015-10-27,89,7,55
2015-10-28,113,20,30
2015-10-29,85,14,30
2015-10-30,56,18,31
2015-10-31,28,1,21
2015-11-01,10,4,5
2015-11-02,97,4,17
2015-11-03,141,16,25
2015-11-04,84,11,18
2015-11-05,143,23,13
2015-11-06,117,6,44
2015-11-07,41,5,22
2015-11-08,17,10,9
2015-11-09,105,6,50
2015-11-10,107,19,39
2015-11-11,143,19,39
2015-11-12,140,62,73
2015-11-13,131,24,59
2015-11-14,43,12,15
2015-11-15,26,7,10
2015-11-16,78,16,36
2015-11-17,97,18,58
2015-11-18,118,22,51
2015-11-19,98,22,31
2015-11-20,114,21,37
2015-11-21,48,5,17
2015-11-22,37,1,9
2015-11-23,100,9,29
2015-11-24,105,25,49
2015-11-25,69,18,45
2015-11-26,63,8,51
2015-11-27,31,2,24
2015-11-28,25,5,5
2015-11-29,37,3,8
2015-11-30,70,7,24
2015-12-01,123,15,34
2015-12-02,87,17,57
2015-12-03,99,21,19
2015-12-04,130,18,45
2015-12-05,55,19,5
2015-12-06,18,2,9
2015-12-07,78,15,35
2015-12-08,104,5,33
2015-12-09,98,17,36
2015-12-10,120,11,50
2015-12-11,77,14,23
2015-12-12,38,2,8
2015-12-13,31,0,9
2015-12-14,101,17,22
2015-12-15,127,20,22
2015-12-16,132,23,44
2015-12-17,84,50,40
2015-12-18,82,17,35
2015-12-19,48,3,6
2015-12-20,19,0,10
2015-12-21,85,2,16
2015-12-22,76,7,23
2015-12-23,42,0,11
2015-12-24,48,4,6
2015-12-25,30,0,5
2015-12-26,23,0,1
2015-12-27,24,0,2
2015-12-28,49,1,9
2015-12-29,77,11,6
2015-12-30,51,2,4
2015-12-31,26,2,6
2016-01-01,4,1,8
2016-01-02,7,1,3
2016-01-03,27,1,4
2016-01-04,72,8,15
2016-01-05,79,18,18
2016-01-06,122,40,14
2016-01-07,112,22,14
2016-01-08,117,36,23
2016-01-09,35,5,7
2016-01-10,26,5,7
2016-01-11,120,8,31
2016-01-12,121,7,33
2016-01-13,143,29,30
2016-01-14,116,15,28
2016-01-15,113,3,48
2016-01-16,40,3,16
2016-01-17,26,0,6
2016-01-18,68,6,38
2016-01-19,114,10,37
2016-01-20,98,6,27
2016-01-21,77,10,49
2016-01-22,118,6,27
2016-01-23,61,3,9
2016-01-24,14,15,8
2016-01-25,76,7,16
2016-01-26,128,17,40
2016-01-27,104,29,37
2016-01-28,103,4,32
2016-01-29,125,15,25
2016-01-30,30,1,6
2016-01-31,25,1,8
2016-02-01,93,4,24
2016-02-02,145,11,24
2016-02-03,107,6,16
2016-02-04,107,13,33
2016-02-05,78,6,25
2016-02-06,49,2,2
2016-02-07,52,2,4
2016-02-08,96,7,24
2016-02-09,150,9,20
2016-02-10,133,4,20
2016-02-11,150,3,15
2016-02-12,123,5,22
2016-02-13,71,2,5
2016-02-14,24,0,10
2016-02-15,54,0,19
2016-02-16,95,10,23
2016-02-17,107,7,20
2016-02-18,94,11,12
2016-02-19,85,22,29
2016-02-20,71,12,10
2016-02-21,42,23,2
2016-02-22,82,16,18
2016-02-23,100,21,27
2016-02-24,98,32,27
2016-02-25,113,30,11
2016-02-26,144,37,35
2016-02-27,59,12,6
2016-02-28,39,14,8
2016-02-29,71,22,16
2016-03-01,145,23,33
2016-03-02,109,25,35
2016-03-03,116,25,19
2016-03-04,85,27,28
2016-03-05,24,11,13
2016-03-06,25,9,3
2016-03-07,66,27,26
2016-03-08,90,32,8
2016-03-09,104,27,18
2016-03-10,92,29,20
2016-03-11,128,28,17
2016-03-12,34,13,8
2016-03-13,54,10,6
2016-03-14,97,25,10
2016-03-15,85,24,27
2016-03-16,66,43,28
2016-03-17,81,24,23
2016-03-18,79,25,22
2016-03-19,23,3,2
2016-03-20,25,13,1
2016-03-21,74,33,17
2016-03-22,95,18,18
2016-03-23,98,18,24
2016-03-24,133,20,18
2016-03-25,118,28,10
2016-03-26,35,8,2
2016-03-27,29,6,3
2016-03-28,114,17,6
2016-03-29,114,21,18
2016-03-30,134,32,14
2016-03-31,104,32,20
2016-04-01,125,22,10
2016-04-02,45,7,7
