,lvgl/lvgl,ocornut/imgui,Immediate-Mode-UI/Nuklear
2018-06-29,-0.06025570551562494,3,3
2018-06-30,-0.048197978567187355,2,0
2018-07-01,-0.032914455071874904,1,0
2018-07-02,2.9868379875,1,0
2018-07-03,1.6889063037499998,1,0
2018-07-04,-0.34456831301562524,4,0
2018-07-05,-0.1838988525359376,2,0
2018-07-06,1.8810125000000002,3,2
2018-07-07,15.71032475,0,2
2018-07-08,1.2382804624999988,11,0
2018-07-09,-1.1366051137500006,6,0
2018-07-10,-0.6832173315468751,5,0
2018-07-11,5.507333316360939,1,0
2018-07-12,6.037022769928126,4,0
2018-07-13,3.7488701575,1,0
2018-07-14,-1.22212180353125,0,0
2018-07-15,0.2483531979281256,0,0
2018-07-16,1.3530754203781261,2,0
2018-07-17,0.4347016173921884,3,0
2018-07-18,3.5422199850000005,0,0
2018-07-19,-0.7235383143437498,2,0
2018-07-20,-0.4387815375749995,0,0
2018-07-21,0.7133084546703129,0,1
2018-07-22,4.721821266070313,7,0
2018-07-23,-0.6543847180156251,1,0
2018-07-24,-0.3447772248171874,2,0
2018-07-25,15.7660966969125,1,1
2018-07-26,-1.7661013545984383,6,0
2018-07-27,1.15265882735625,2,0
2018-07-28,-0.7329037587500002,0,0
2018-07-29,1.5143632057343763,0,0
2018-07-30,3.4288915823859383,15,0
2018-07-31,-0.783911462679687,7,0
2018-08-01,-0.44673263999999957,5,0
2018-08-02,-0.33474203324999946,1,0
2018-08-03,0.7285474669250008,3,0
2018-08-04,7.79007234896875,0,0
2018-08-05,-0.9366331475718754,2,0
2018-08-06,1.54798858896875,1,0
2018-08-07,0.4962665428656249,0,0
2018-08-08,1.5949878398562505,3,0
2018-08-09,7.5559039875,6,0
2018-08-10,1.9237852037499996,0,0
2018-08-11,-0.8682138830156251,0,0
2018-08-12,0.4682888683390627,0,0
2018-08-13,4.514426274712501,0,0
2018-08-14,0.20752415271875035,2,0
2018-08-15,3.4443002394125,1,3
2018-08-16,-0.7639335860671874,1,0
2018-08-17,-0.45455454794687433,3,0
2018-08-18,3.6756959781656255,0,0
2018-08-19,-0.6008670663578122,0,1
2018-08-20,4.677334193234375,2,0
2018-08-21,1.2660178361359373,5,0
2018-08-22,-0.6035873606953123,14,0
2018-08-23,-0.3436391045984374,5,0
2018-08-24,-0.24655596014374942,0,0
2018-08-25,-0.16628353499999943,2,0
2018-08-26,5.8636831854375,0,3
2018-08-27,1.2846120836062498,1,3
2018-08-28,3.459971042421875,6,0
2018-08-29,2.2778691112890623,6,4
2018-08-30,-0.6777727050718749,30,3
2018-08-31,0.6129745000000003,7,0
2018-09-01,-0.3793555749999995,0,0
2018-09-02,0.7356592975000007,0,0
2018-09-03,4.690904429406251,3,0
2018-09-04,2.280946936253125,2,0
2018-09-05,2.342031204115625,6,1
2018-09-06,3.3263751383093747,6,0
2018-09-07,0.22378049614218753,2,0
2018-09-08,-0.5308015755156247,0,0
2018-09-09,-0.354640361285937,1,0
2018-09-10,3.7359769182343756,1,0
2018-09-11,1.385862956135938,4,0
2018-09-12,9.447254909523437,1,0
2018-09-13,5.6845617058453115,1,0
2018-09-14,3.635786494079687,2,0
2018-09-15,-1.2489557231593753,1,1
2018-09-16,-0.7244054025359368,0,1
2018-09-17,3.4809961900000013,1,0
2018-09-18,4.191789480437501,1,0
2018-09-19,2.9836131638250003,0,0
2018-09-20,7.005053228521875,2,0
2018-09-21,9.58841480228125,1,0
2018-09-22,-1.848413032829688,0,0
2018-09-23,3.0191239373203125,0,0
2018-09-24,2.9465481525000006,2,0
2018-09-25,4.917388716687501,0,0
2018-09-26,0.6976078897781255,2,0
2018-09-27,2.0195507777578134,2,0
2018-09-28,-0.9402895730187494,0,0
2018-09-29,1.3944676865406263,0,0
2018-09-30,-0.6129357128953117,0,0
2018-10-01,1.6541588879375007,2,0
2018-10-02,-0.4701051147062496,2,0
2018-10-03,2.7159962817625005,0,0
2018-10-04,-0.4920443299968749,1,0
2018-10-05,7.75184833088125,2,0
2018-10-06,1.034882549892187,1,0
2018-10-07,-0.6674481510312501,1,0
2018-10-08,2.594664652428125,2,0
2018-10-09,4.41907733646875,0,0
2018-10-10,-0.8553377938218748,1,0
2018-10-11,0.5232654609531253,3,0
2018-10-12,4.555242347392188,6,0
2018-10-13,-0.7953966466249996,0,0
2018-10-14,1.5401027661812505,1,0
2018-10-15,9.520948643678125,4,0
2018-10-16,6.706397329703124,1,0
2018-10-17,4.526216114814062,3,0
2018-10-18,-0.40522302142968813,1,3
2018-10-19,2.0981047057343756,0,0
2018-10-20,-0.9250319426140615,0,1
2018-10-21,-0.6122107801796862,0,0
2018-10-22,-0.43823268853124897,1,1
2018-10-23,-0.3583067302281239,0,0
2018-10-24,-0.2886094694843742,0,0
2018-10-25,-0.17518043213124954,6,0
2018-10-26,-0.09324251698124975,0,0
2018-10-27,2.9628962084171877,0,0
2018-10-28,7.674803442392188,0,3
2018-10-29,-0.9350000000000008,1,0
2018-10-30,10.554499999999999,2,2
2018-10-31,-1.389987500000001,0,1
2018-11-01,3.29134975,1,4
2018-11-02,6.1180799624999995,0,0
2018-11-03,1.7541353112500004,0,0
2018-11-04,2.976261240953125,0,0
2018-11-05,5.9363248007671885,4,0
2018-11-06,4.636174020962501,1,0
2018-11-07,7.638295756828125,0,0
2018-11-08,11.270603499604688,3,0
2018-11-09,10.7594803366875,3,0
2018-11-10,1.4352050099968743,0,0
2018-11-11,2.137831220701563,0,0
2018-11-12,0.41573899157968874,0,0
2018-11-13,-1.257724141253123,2,0
2018-11-14,12.11668097540469,0,0
2018-11-15,3.0440508538937507,3,0
2018-11-16,0.41236415672343796,0,0
2018-11-17,3.8416705128296877,0,0
2018-11-18,-0.2192696450296867,0,0
2018-11-19,3.211113695293751,0,0
2018-11-20,3.0667530513250005,0,0
2018-11-21,7.029128181178126,5,0
2018-11-22,5.598573174546875,3,0
2018-11-23,0.4822091469546874,1,0
2018-11-24,8.980121617539062,0,0
2018-11-25,2.3523519836,0,0
2018-11-26,8.670843089304688,0,0
2018-11-27,-1.8154852395984378,4,0
2018-11-28,1.9443891802937512,0,0
2018-11-29,1.957060686981251,2,0
2018-11-30,1.0059314711031264,7,0
2018-12-01,2.176818893717188,0,0
2018-12-02,4.174036754771875,0,0
2018-12-03,2.9644635100781254,5,0
2018-12-04,-0.9689398277999999,2,0
2018-12-05,2.4265233483906257,0,0
2018-12-06,0.34602719720312547,0,0
2018-12-07,2.486191323345313,0,0
2018-12-08,4.361608665110937,0,0
2018-12-09,-0.8791066753687499,0,0
2018-12-10,5.503074342314063,3,0
2018-12-11,3.0596421977578125,9,2
2018-12-12,3.09829873860625,0,0
2018-12-13,5.0891315772031245,1,0
2018-12-14,4.848168978126562,4,0
2018-12-15,2.7440772271671876,0,0
2018-12-16,6.8598728023140625,0,0
2018-12-17,2.4993535098203123,0,0
2018-12-18,0.7508917869062506,5,0
2018-12-19,6.000636272721875,3,0
2018-12-20,2.6488300852937505,4,0
2018-12-21,2.806200484262501,2,0
2018-12-22,4.857234121690626,0,0
2018-12-23,1.6990650127218756,2,0
2018-12-24,-1.0603079742687493,0,0
2018-12-25,-0.6729025523499992,0,0
2018-12-26,10.543022040075002,0,0
2018-12-27,1.5605132688187502,0,0
2018-12-28,0.9362376701859376,0,0
2018-12-29,2.17358312279375,0,0
2018-12-30,3.172926123012501,0,0
2018-12-31,0.08963019573750053,0,0
2019-01-01,6.374846054892188,0,0
2019-01-02,1.88526230375,10,0
2019-01-03,13.060643193078125,4,0
2019-01-04,8.99760475305781,3,0
2019-01-05,2.8934834276109367,0,0
2019-01-06,1.32815580838125,5,0
2019-01-07,8.657177156579689,6,0
2019-01-08,-1.890727634409374,4,0
2019-01-09,-1.109023057395311,0,0
2019-01-10,1.184837958201564,10,0
2019-01-11,8.19803108892344,1,0
2019-01-12,5.531042602575001,3,0
2019-01-13,4.532869843276562,2,0
2019-01-14,5.605538835773437,2,0
2019-01-15,-0.5085756877640624,7,0
2019-01-16,3.013999199640626,5,0
2019-01-17,0.9780622450000007,5,0
2019-01-18,0.13904802021875107,2,0
2019-01-19,-0.697020220962499,1,0
2019-01-20,1.4979691210671886,6,0
2019-01-21,0.4586882679046882,5,0
2019-01-22,2.5759909474250007,1,0
2019-01-23,18.442824159232813,2,0
2019-01-24,1.813153490401561,1,0
2019-01-25,7.542778267574999,0,0
2019-01-26,2.247705706912499,0,0
2019-01-27,1.5963139924640635,9,0
2019-01-28,31.804915390218753,0,0
2019-01-29,10.890845155662499,1,0
2019-01-30,10.401267179667187,5,0
2019-01-31,30.48821809759531,2,0
2019-02-01,6.461944483504688,7,0
2019-02-02,8.825638700215626,0,0
2019-02-03,-2.921516676135936,1,0
2019-02-04,-0.5809820129406207,3,0
2019-02-05,-2.103044005873433,10,0
2019-02-06,-1.604020501420308,5,0
2019-02-07,4.917750757242191,1,0
2019-02-08,-0.4045788455343733,3,0
2019-02-09,1.0400056938406264,1,0
2019-02-10,5.321407979115626,0,0
2019-02-11,2.0165842115171877,4,0
2019-02-12,17.228101521432812,3,0
2019-02-13,1.7407884699281237,3,0
2019-02-14,-0.5314326900000004,7,0
2019-02-15,6.95348440065625,1,0
2019-02-16,-1.5403961457312487,2,0
2019-02-17,1.105164806432814,0,0
2019-02-18,9.142465603084377,2,0
2019-02-19,3.3971506132375007,8,0
2019-02-20,9.609103010610937,3,0
2019-02-21,11.042832606040625,6,0
2019-02-22,7.691728206840625,2,0
2019-02-23,-2.2742493816609377,6,0
2019-02-24,8.6506304122125,3,0
2019-02-25,7.073219598968751,0,0
2019-02-26,0.9211257960218759,2,0
2019-02-27,9.423865588312502,11,1
2019-02-28,10.878791117898437,2,1
2019-03-01,7.4446575904015635,0,1
2019-03-02,4.557973411876563,0,0
2019-03-03,1.8904786496406256,2,0
2019-03-04,3.319090816093752,2,0
2019-03-05,2.356190681250002,9,0
2019-03-06,9.55776356687969,6,0
2019-03-07,-0.024253427029687025,3,0
2019-03-08,11.603374002901564,5,0
2019-03-09,-0.20190588687343736,1,0
2019-03-10,-1.3949060639687487,0,0
2019-03-11,2.1157089989359386,3,0
2019-03-12,7.071560102278126,7,0
2019-03-13,3.5855350515078133,2,0
2019-03-14,3.690126091684375,0,0
2019-03-15,12.702946419823437,3,0
2019-03-16,-0.14452341677500025,1,0
2019-03-17,21.62744575350156,0,0
2019-03-18,13.871728856178123,0,0
2019-03-19,-0.3451233215468754,0,0
2019-03-20,8.789518894517187,0,0
2019-03-21,-1.5817400416156238,0,0
2019-03-22,15.32608064974219,0,0
2019-03-23,10.104663425101563,0,0
2019-03-24,14.015232462215625,1,0
2019-03-25,3.5676054718187498,5,0
2019-03-26,6.2632225941578135,1,0
2019-03-27,11.451224646592188,0,0
2019-03-28,0.0694238404703138,1,0
2019-03-29,-0.06677693966093567,3,0
2019-03-30,1.4281878124484397,0,0
2019-03-31,-0.4577212360640599,1,0
2019-04-01,-1.0475823904828105,0,0
2019-04-02,6.285954624529689,2,0
2019-04-03,1.8375744301078132,11,0
2019-04-04,15.046836081207813,11,0
2019-04-05,12.841420945449999,7,0
2019-04-06,-0.5409137848890637,0,0
2019-04-07,-1.5624010903687502,5,0
2019-04-08,6.976650791876564,3,0
2019-04-09,7.449653736214064,0,0
2019-04-10,11.146072270140627,0,0
2019-04-11,13.572340265701563,2,0
2019-04-12,2.022180965392187,3,0
2019-04-13,0.7945097716906258,2,0
2019-04-14,5.354921235929689,4,0
2019-04-15,0.25837686242812685,3,0
2019-04-16,2.690823567125002,3,0
2019-04-17,5.6598128613218766,4,0
2019-04-18,11.426725305473438,7,0
2019-04-19,13.759625140032814,1,0
2019-04-20,5.192978118096875,0,0
2019-04-21,-0.27428360047656275,0,0
2019-04-22,9.435560058782814,2,0
2019-04-23,6.827444783717189,2,0
2019-04-24,3.820999006615626,1,0
2019-04-25,-1.9441428525031241,7,0
2019-04-26,-1.2519962769546855,4,0
2019-04-27,8.088401563782815,0,0
2019-04-28,0.4530765753000012,7,0
2019-04-29,-1.0285167175687493,4,0
2019-04-30,1.3526355105062506,3,0
2019-05-01,3.3119731274640634,0,0
2019-05-02,-0.8093753009171869,3,0
2019-05-03,3.5619152722843754,4,0
2019-05-04,0.3185077087500001,0,0
2019-05-05,-0.5031857096406245,0,0
2019-05-06,-0.3445173238546871,4,0
2019-05-07,3.7972168524281256,1,0
2019-05-08,1.4513590889687502,0,0
2019-05-09,8.496164242865625,4,0
2019-05-10,3.8048677923562493,5,0
2019-05-11,-0.0940169483125004,3,0
2019-05-12,0.269544276840625,1,0
2019-05-13,1.4332570974640633,7,0
2019-05-14,4.407437940000001,0,0
2019-05-15,13.1013349929375,0,0
2019-05-16,4.062835385074999,0,0
2019-05-17,12.3985152340375,0,0
2019-05-18,9.647767053348437,4,0
2019-05-19,7.540160953054688,1,0
2019-05-20,12.605425879448438,1,0
2019-05-21,6.054752365182813,2,0
2019-05-22,-1.6325075926499988,3,0
2019-05-23,-0.7593069973984354,0,0
2019-05-24,2.6391452889031277,4,0
2019-05-25,7.649692272565627,0,0
2019-05-26,-0.8149840916906239,0,0
2019-05-27,5.862887833162501,4,0
2019-05-28,3.5592147506562504,5,1
2019-05-29,0.6697171860703133,5,0
2019-05-30,0.06088701791093798,5,0
2019-05-31,9.325945686948439,4,1
2019-06-01,0.5221928666515627,0,1
2019-06-02,5.976653238965626,0,0
2019-06-03,-1.3565199220890625,0,0
2019-06-04,0.24808870010468853,2,0
2019-06-05,7.3560245621703135,14,0
2019-06-06,5.774284290039063,3,6
2019-06-07,1.6350557444125,3,1
2019-06-08,-1.0820659626921876,0,0
2019-06-09,-0.6966977751406241,0,1
2019-06-10,-0.4560094086812489,1,1
2019-06-11,3.650013485998439,5,0
2019-06-12,1.3611977794843755,1,3
2019-06-13,1.4179127320890628,0,0
2019-06-14,11.428549899853126,3,0
2019-06-15,-0.5171469067984382,0,2
2019-06-16,5.172011442392187,0,1
2019-06-17,1.8867934499999997,4,0
2019-06-18,5.050617690000001,5,0
2019-06-19,6.7931518304375,1,0
2019-06-20,7.471544671325001,1,0
2019-06-21,9.228091301396875,0,0
2019-06-22,-1.1270084825093751,0,0
2019-06-23,5.670096741553126,1,8
2019-06-24,7.4485416056203135,0,0
2019-06-25,8.133205418237502,0,0
2019-06-26,13.907739131798436,1,0
2019-06-27,14.161180726909375,1,0
2019-06-28,4.707721941321875,0,0
2019-06-29,-2.6567446497453124,3,0
2019-06-30,3.3656628228390644,1,0
2019-07-01,4.35602906510469,4,0
2019-07-02,10.269279302607815,1,0
2019-07-03,1.6860398445203133,0,0
2019-07-04,0.25471703014062586,0,0
2019-07-05,5.687648718159377,0,0
2019-07-06,1.4662124402640637,0,0
2019-07-07,1.850317623462501,0,0
2019-07-08,8.987360107421875,0,1
2019-07-09,5.317452454226563,0,1
2019-07-10,1.3537835685968753,1,2
2019-07-11,-1.2637187124937495,1,0
2019-07-12,-0.7593491974249988,3,0
2019-07-13,-0.5478480224312485,0,0
2019-07-14,2.5727971294515637,1,0
2019-07-15,1.3946772033453132,0,0
2019-07-16,1.4269784009859379,4,0
2019-07-17,2.44025219478125,2,0
2019-07-18,-0.5964844067984374,4,0
2019-07-19,4.693128192392187,5,0
2019-07-20,0.3014554624999999,0,0
2019-07-21,-0.4788261137499997,2,0
2019-07-22,4.686933393453125,6,1
2019-07-23,3.262180886360938,7,1
2019-07-24,3.204538330146875,1,0
2019-07-25,1.1500705433812497,1,0
2019-07-26,3.3088604486421875,0,0
2019-07-27,0.1738309886718752,1,0
2019-07-28,-0.601489638195312,1,0
2019-07-29,9.618692616214062,1,0
2019-07-30,-0.28824790007812506,3,0
2019-07-31,0.2139041752578128,5,0
2019-08-01,0.4071791452937501,4,0
2019-08-02,-0.49039383367499906,0,0
2019-08-03,-0.3214946533843743,0,0
2019-08-04,0.7599369018406256,0,0
2019-08-05,4.730722922464063,0,0
2019-08-06,4.318944411093749,0,0
2019-08-07,2.128687452875,0,0
2019-08-08,-0.7172233618015629,0,0
2019-08-09,-0.4148964155515622,0,0
2019-08-10,-0.29095711503593685,0,0
2019-08-11,0.7805249912500007,0,0
2019-08-12,-0.2791971067656246,1,0
2019-08-13,2.803805063635938,0,0
2019-08-14,3.5483830834921877,0,0
2019-08-15,1.3736382982734372,2,0
2019-08-16,4.493186692392188,1,1
2019-08-17,0.2208504874999997,0,0
2019-08-18,1.4759060537500002,0,0
2019-08-19,0.45765364948437515,2,1
2019-08-20,-0.4483739912859369,0,0
2019-08-21,1.6973500009531255,0,0
2019-08-22,1.562590985329688,4,0
2019-08-23,0.5357414700750003,1,0
2019-08-24,2.6348262586,0,0
2019-08-25,-0.5302369806953124,0,0
2019-08-26,5.7243123251828125,0,0
2019-08-27,3.2089139569125,0,0
2019-08-28,6.194985479964062,5,0
2019-08-29,2.846163718968749,2,0
2019-08-30,-0.03948906485312498,2,0
2019-08-31,-0.7184976068374996,1,0
2019-09-01,0.5158196334171884,0,0
2019-09-02,-0.46837403510781156,0,0
2019-09-03,0.6759517494062508,0,0
2019-09-04,3.6364129589718757,0,0
2019-09-05,5.376227101246875,0,0
2019-09-06,7.067224333935937,0,0
2019-09-07,-1.2609882356593758,0,0
2019-09-08,0.35074070121406253,0,3
2019-09-09,1.4608276744843756,0,0
2019-09-10,5.420858901214063,0,2
2019-09-11,2.019650826984375,0,0
2019-09-12,1.1338071179015627,0,0
2019-09-13,1.2568033917625003,0,2
2019-09-14,2.3281898681593756,0,0
2019-09-15,-0.7102965415374995,0,0
2019-09-16,0.6075969694843755,4,0
2019-09-17,2.607357806432813,11,0
2019-09-18,4.4269663030843756,3,2
2019-09-19,5.1605402782375,0,0
2019-09-20,5.962830886360937,4,11
2019-09-21,-0.25981966985312543,0,0
2019-09-22,-0.7963274066187498,5,3
2019-09-23,2.475164958642188,3,0
2019-09-24,5.321502535734376,6,0
2019-09-25,4.959975902167187,0,0
2019-09-26,13.796648862314063,0,0
2019-09-27,7.806790472976561,0,0
2019-09-28,3.8532097474249993,0,0
2019-09-29,-1.8060218182671877,0,0
2019-09-30,10.917709983714063,3,1
2019-10-01,5.006384558453126,1,3
2019-10-02,16.12825869929844,2,0
2019-10-03,11.040470937940626,2,0
2019-10-04,0.9587231520500001,2,0
2019-10-05,-1.1692665956953117,2,0
2019-10-06,0.536915196546877,0,0
2019-10-07,-0.2140280577156226,4,0
2019-10-08,6.043823645062502,0,0
2019-10-09,4.561151370959376,0,0
2019-10-10,2.5600768504671882,0,0
2019-10-11,5.734931474634376,3,0
2019-10-12,-1.405029158815625,6,0
2019-10-13,5.255694621840625,0,0
2019-10-14,0.8903862376828129,3,0
2019-10-15,2.137901533162501,3,0
2019-10-16,10.131595478854688,3,0
2019-10-17,5.331314281654688,0,0
2019-10-18,1.4151522589718748,5,0
2019-10-19,5.7977333237468756,0,0
2019-10-20,-1.461815920251562,0,0
2019-10-21,6.158494941906251,2,0
2019-10-22,4.678102282503126,2,0
2019-10-23,-0.36765514036874936,2,0
2019-10-24,6.070092837970313,3,0
2019-10-25,1.654581754745313,4,0
2019-10-26,-1.0454450305484366,0,0
2019-10-27,5.363828163782813,0,0
2019-10-28,2.938325833498438,1,0
2019-10-29,0.008492868890625505,3,0
2019-10-30,16.281220120404686,4,0
2019-10-31,12.83992166051875,2,0
2019-11-01,17.418491367604688,0,0
2019-11-02,5.588901518201561,0,0
2019-11-03,6.2607139648921875,0,0
2019-11-04,11.42613107440625,3,0
2019-11-05,2.959984473971877,4,0
2019-11-06,16.576015753090626,2,0
2019-11-07,-1.500719117551562,2,0
2019-11-08,16.71303702415469,4,0
2019-11-09,-2.4167599271015616,0,0
2019-11-10,0.9605086908906273,0,0
2019-11-11,6.369968437535939,0,0
2019-11-12,12.085492529957815,0,0
2019-11-13,3.4155211826531255,5,0
2019-11-14,3.9594390574875007,2,0
2019-11-15,19.11469268453594,3,0
2019-11-16,6.79161561388125,0,0
2019-11-17,1.2266668000515626,0,0
2019-11-18,5.020702963417188,0,0
2019-11-19,1.9683601157671893,4,0
2019-11-20,3.2792417949937525,2,0
2019-11-21,2.358724246403127,1,0
2019-11-22,2.5795047604406265,2,0
2019-11-23,0.6671200489562512,0,0
2019-11-24,-1.0703474059109364,1,0
2019-11-25,13.380200548828126,5,0
2019-11-26,12.185124551246876,1,0
2019-11-27,-0.34097375106406336,3,0
2019-11-28,1.5603066897781246,1,1
2019-11-29,3.770758675257813,0,1
2019-11-30,0.6990344452937514,0,0
2019-12-01,-1.014459711174999,0,0
2019-12-02,5.316901372428126,0,0
2019-12-03,4.875745095281251,0,5
2019-12-04,-1.3051224977218745,0,17
2019-12-05,3.2909547872156253,5,0
2019-12-06,6.17772984963125,4,0
2019-12-07,0.8040989848140627,1,0
2019-12-08,0.1341965362890627,3,0
2019-12-09,4.365518042428126,1,1
2019-12-10,0.06492344440625053,1,4
2019-12-11,7.331906706690626,0,0
2019-12-12,-1.2272979877156251,0,1
2019-12-13,0.34981759918750055,2,1
2019-12-14,3.4348307437468755,0,0
2019-12-15,-0.7812491025328119,0,0
2019-12-16,11.567569488162501,0,0
2019-12-17,-0.507292713864063,6,0
2019-12-18,-0.8790788956953122,1,0
2019-12-19,13.450425630839062,2,3
2019-12-20,-1.8073825665375,1,1
2019-12-21,7.101993401984375,0,0
2019-12-22,5.580266995401562,0,0
2019-12-23,-0.5291567776437494,0,0
2019-12-24,-0.9945479524374994,0,0
2019-12-25,-0.7044227184468738,1,0
2019-12-26,23.534217899964062,0,0
2019-12-27,1.2272677677812491,0,0
2019-12-28,-0.7945843430031252,0,0
2019-12-29,-1.1313643903750001,0,0
2019-12-30,2.199837292353127,0,0
2019-12-31,4.133687719232814,0,0
2020-01-01,5.955583347464064,0,0
2020-01-02,-1.34551351,0,0
2020-01-03,1.1933361901250006,0,0
2020-01-04,7.197897840825001,1,0
2020-01-05,6.802128989340625,0,0
2020-01-06,7.562692746214062,4,0
2020-01-07,0.2943674922031245,4,0
2020-01-08,3.818772503564063,0,0
2020-01-09,6.723969521210938,1,0
2020-01-10,9.416828039748438,5,0
2020-01-11,-1.0020580460312498,1,0
2020-01-12,6.740902108303126,1,0
2020-01-13,-1.6742883656624994,4,0
2020-01-14,6.013975407571877,3,0
2020-01-15,-0.3814376301046869,0,0
2020-01-16,3.1054122723500015,1,0
2020-01-17,8.972832561945314,5,0
2020-01-18,1.3580304402906251,0,0
2020-01-19,-1.1881850109109373,0,0
2020-01-20,2.304153805839063,3,0
2020-01-21,5.185399293462501,0,1
2020-01-22,-0.08887493735937446,2,0
2020-01-23,0.251794559232813,3,0
2020-01-24,1.424917395401563,0,0
2020-01-25,-0.6083848790499993,0,0
2020-01-26,-0.38804250190624934,0,0
2020-01-27,0.7687710286421879,3,0
2020-01-28,2.7341291209531255,1,0
2020-01-29,1.5159043555484377,2,0
2020-01-30,10.53912085051875,3,0
2020-01-31,1.6636829419484367,7,0
2020-02-01,1.0423602714328122,0,0
2020-02-02,3.231865032428125,1,0
2020-02-03,1.1143992662500006,2,0
2020-02-04,3.2545548232343755,1,0
2020-02-05,23.102251428417187,0,0
2020-02-06,-0.9577333798890639,0,6
2020-02-07,3.31855373800625,0,2
2020-02-08,-1.5848112594421875,0,0
2020-02-09,11.04260100636094,1,0
2020-02-10,1.0994666003656257,7,1
2020-02-11,4.611458878825001,3,0
2020-02-12,-0.5052274421343745,2,0
2020-02-13,3.9453176224812516,0,0
2020-02-14,16.752433931856253,0,0
2020-02-15,8.55159132985,0,0
2020-02-16,-0.3844676551796882,0,0
2020-02-17,8.4454978300625,5,0
2020-02-18,1.934775890521876,2,0
2020-02-19,6.416100805548439,0,0
2020-02-20,6.164044615518751,1,0
2020-02-21,3.086432412385938,0,0
2020-02-22,2.305603919289063,0,1
2020-02-23,3.5069946936812513,0,0
2020-02-24,0.6081569835734386,1,1
2020-02-25,11.966601779771876,1,0
2020-02-26,7.987958802578126,0,4
2020-02-27,1.9255189532312498,0,2
2020-02-28,9.4057373943375,2,2
2020-02-29,4.908936767134375,0,0
2020-03-01,3.112797229007813,0,0
2020-03-02,3.352951969778126,2,0
2020-03-03,6.446776435039064,13,0
2020-03-04,15.205807463225002,0,0
2020-03-05,-0.8126548856234375,0,0
2020-03-06,2.2866772263281256,0,6
2020-03-07,0.4973034604343758,4,0
2020-03-08,2.8021593872453145,0,1
2020-03-09,1.8132921359203138,0,1
2020-03-10,15.945776889742188,1,1
2020-03-11,4.611750371945313,5,2
2020-03-12,0.029928915946874968,1,0
2020-03-13,1.6414295708578128,1,0
2020-03-14,4.880980850365626,0,0
2020-03-15,-1.3472151086749988,0,0
2020-03-16,4.178251491615626,0,0
2020-03-17,12.891751727059376,1,0
2020-03-18,-2.0891630276234374,3,2
2020-03-19,8.859367385779688,5,0
2020-03-20,19.307505742467185,0,0
2020-03-21,-2.0319235716187505,0,0
2020-03-22,0.29594900179843764,0,1
2020-03-23,11.659745228534376,0,1
2020-03-24,20.783266687421875,4,0
2020-03-25,6.391314980101562,1,0
2020-03-26,7.032135089496875,5,0
2020-03-27,9.25184123609375,0,0
2020-03-28,-1.9420960699374983,0,0
2020-03-29,-0.88154802127031,1,2
2020-03-30,3.670727682682815,0,0
2020-03-31,9.489421586975002,0,1
2020-04-01,-2.1393768698265614,0,0
2020-04-02,2.7679828990171886,5,0
2020-04-03,4.841112726984376,1,0
2020-04-04,-1.3109352402968741,0,0
2020-04-05,-0.7485425521968743,0,0
2020-04-06,18.528132215698438,1,1
2020-04-07,-1.2667130763640628,5,1
2020-04-08,1.7484057441484375,0,0
2020-04-09,8.897765762104687,1,2
2020-04-10,-1.6609229295624992,1,0
2020-04-11,-0.953386038237499,0,2
2020-04-12,1.3364243972843761,4,0
2020-04-13,2.3210825087500013,0,1
2020-04-14,14.216454818953126,1,0
2020-04-15,-0.026047724948438322,2,0
2020-04-16,2.8501342459171872,3,0
2020-04-17,14.867399312235937,1,2
2020-04-18,1.6943996996406252,0,0
2020-04-19,4.42125032,1,0
2020-04-20,4.39926859771875,1,0
2020-04-21,2.3827008871312514,0,0
2020-04-22,1.5749253046578136,2,0
2020-04-23,4.760471600929689,3,0
2020-04-24,14.645106352865625,0,0
2020-04-25,3.55511422160625,0,0
2020-04-26,-0.9356436451374999,1,0
2020-04-27,3.7914592342625006,1,0
2020-04-28,3.6650356841906264,2,0
2020-04-29,13.663737468971876,0,0
2020-04-30,5.675682273309375,0,6
2020-05-01,11.923993099298437,0,0
2020-05-02,0.3453934365343745,0,0
2020-05-03,-1.8172165274187488,0,2
2020-05-04,1.8777087780187516,6,0
2020-05-05,-1.1128480863640604,2,0
2020-05-06,9.21584062849219,0,0
2020-05-07,6.407613047085938,8,0
2020-05-08,11.290685422835939,6,2
2020-05-09,-2.227778541256251,0,0
2020-05-10,-1.2053999120499994,0,0
2020-05-11,9.244554853642189,2,1
2020-05-12,11.442128435953126,1,0
2020-05-13,2.7990526298921874,1,0
2020-05-14,2.27446113734375,0,4
2020-05-15,3.4931219192656258,1,0
2020-05-16,-1.4438588894906237,0,0
2020-05-17,-0.892635457967186,0,1
2020-05-18,9.412223125,1,0
2020-05-19,12.52650925609375,0,0
2020-05-20,-0.2470768758125006,3,0
2020-05-21,11.617788504454687,0,0
2020-05-22,1.8686390040078118,0,1
2020-05-23,3.426120524778126,0,0
2020-05-24,1.508926112320313,1,0
2020-05-25,16.764948862500002,9,0
2020-05-26,1.35301334734375,0,2
2020-05-27,11.125482037421875,0,3
2020-05-28,2.5308420872156248,0,1
2020-05-29,-0.8706458717749987,0,0
2020-05-30,0.689335646220314,0,0
2020-05-31,3.9277862110281268,0,0
2020-06-01,22.745635965773438,0,0
2020-06-02,2.8038466106109365,1,0
2020-06-03,-0.279422461459375,1,0
2020-06-04,4.483840026903125,3,0
