,python/cpython,nodejs/node,ruby/ruby
2017-03-16,1,9,12
2017-03-17,5,22,11
2017-03-18,1,0,9
2017-03-19,11,1,5
2017-03-20,4,13,5
2017-03-21,5,8,6
2017-03-22,2,28,8
2017-03-23,5,4,8
2017-03-24,7,18,7
2017-03-25,5,10,8
2017-03-26,2,13,4
2017-03-27,11,14,5
2017-03-28,6,7,8
2017-03-29,5,6,11
2017-03-30,18,4,6
2017-03-31,7,9,4
2017-04-01,5,2,9
2017-04-02,6,1,4
2017-04-03,3,12,5
2017-04-04,3,40,5
2017-04-05,6,8,7
2017-04-06,2,8,7
2017-04-07,3,8,12
2017-04-08,4,8,4
2017-04-09,5,6,13
2017-04-10,1,9,15
2017-04-11,4,11,13
2017-04-12,3,19,9
2017-04-13,11,12,12
2017-04-14,6,24,15
2017-04-15,4,7,9
2017-04-16,6,8,6
2017-04-17,1,16,12
2017-04-18,0,31,14
2017-04-19,10,17,7
2017-04-20,13,12,16
2017-04-21,10,14,16
2017-04-22,4,2,11
2017-04-23,1,1,11
2017-04-24,6,28,5
2017-04-25,5,12,18
2017-04-26,7,11,5
2017-04-27,5,15,4
2017-04-28,4,17,8
2017-04-29,2,12,4
2017-04-30,0,16,9
2017-05-01,3,12,11
2017-05-02,11,9,13
2017-05-03,7,16,6
2017-05-04,6,11,20
2017-05-05,8,13,0
2017-05-06,1,13,14
2017-05-07,1,14,17
2017-05-08,2,6,9
2017-05-09,7,19,14
2017-05-10,5,18,17
2017-05-11,3,12,8
2017-05-12,3,8,27
2017-05-13,5,4,12
2017-05-14,4,2,12
2017-05-15,10,11,16
2017-05-16,9,12,28
2017-05-17,7,6,12
2017-05-18,4,7,7
2017-05-19,3,12,25
2017-05-20,4,8,18
2017-05-21,2,5,14
2017-05-22,10,21,9
2017-05-23,14,23,13
2017-05-24,15,12,14
2017-05-25,5,19,17
2017-05-26,2,18,18
2017-05-27,9,9,22
2017-05-28,5,5,15
2017-05-29,5,14,15
2017-05-30,4,9,10
2017-05-31,2,9,5
2017-06-01,7,19,17
2017-06-02,5,30,7
2017-06-03,2,8,9
2017-06-04,5,2,2
2017-06-05,3,21,6
2017-06-06,10,12,10
2017-06-07,5,27,8
2017-06-08,9,11,11
2017-06-09,17,15,7
2017-06-10,13,14,2
2017-06-11,11,5,3
2017-06-12,7,8,10
2017-06-13,18,17,5
2017-06-14,10,11,8
2017-06-15,5,7,13
2017-06-16,12,16,8
2017-06-17,3,6,2
2017-06-18,1,8,6
2017-06-19,1,12,5
2017-06-20,8,10,7
2017-06-21,6,7,11
2017-06-22,4,8,11
2017-06-23,15,12,19
2017-06-24,6,6,3
2017-06-25,3,0,3
2017-06-26,8,6,9
2017-06-27,8,6,6
2017-06-28,14,13,15
2017-06-29,5,17,9
2017-06-30,10,12,3
2017-07-01,2,2,6
2017-07-02,2,23,1
2017-07-03,3,12,7
2017-07-04,6,8,7
2017-07-05,7,13,3
2017-07-06,4,8,5
2017-07-07,5,8,9
2017-07-08,3,3,3
2017-07-09,2,10,6
2017-07-10,6,4,4
2017-07-11,6,9,2
2017-07-12,4,15,7
2017-07-13,5,10,5
2017-07-14,4,11,13
2017-07-15,3,1,4
2017-07-16,2,11,7
2017-07-17,4,34,2
2017-07-18,5,7,12
2017-07-19,2,23,10
2017-07-20,5,8,8
2017-07-21,8,12,6
2017-07-22,3,4,7
2017-07-23,3,7,2
2017-07-24,9,13,2
2017-07-25,8,10,4
2017-07-26,8,14,8
2017-07-27,6,13,11
2017-07-28,8,2,5
2017-07-29,3,6,4
2017-07-30,6,7,6
2017-07-31,5,4,3
2017-08-01,8,26,5
2017-08-02,3,7,15
2017-08-03,5,5,13
2017-08-04,4,32,9
2017-08-05,1,4,2
2017-08-06,0,1,2
2017-08-07,3,12,4
2017-08-08,2,13,3
2017-08-09,8,2,3
2017-08-10,8,30,18
2017-08-11,1,10,4
2017-08-12,2,4,5
2017-08-13,0,16,6
2017-08-14,5,16,7
2017-08-15,6,2,12
2017-08-16,3,15,3
2017-08-17,6,21,8
2017-08-18,19,10,3
2017-08-19,0,0,6
2017-08-20,4,6,1
2017-08-21,9,9,4
2017-08-22,5,7,14
2017-08-23,1,28,5
2017-08-24,5,22,3
2017-08-25,5,10,7
2017-08-26,2,6,6
2017-08-27,2,6,5
2017-08-28,4,4,8
2017-08-29,5,14,10
2017-08-30,7,20,7
2017-08-31,0,2,12
2017-09-01,6,9,9
2017-09-02,0,0,8
2017-09-03,4,10,14
2017-09-04,28,3,5
2017-09-05,16,10,8
2017-09-06,17,1,13
2017-09-07,19,18,9
2017-09-08,17,11,10
2017-09-09,4,4,11
2017-09-10,5,1,10
2017-09-11,9,13,12
2017-09-12,7,12,17
2017-09-13,17,34,9
2017-09-14,20,19,25
2017-09-15,11,19,17
2017-09-16,3,1,5
2017-09-17,5,2,12
2017-09-18,7,7,8
2017-09-19,13,12,13
2017-09-20,6,19,13
2017-09-21,5,9,3
2017-09-22,6,9,4
2017-09-23,5,4,15
2017-09-24,10,14,10
2017-09-25,9,5,11
2017-09-26,3,8,12
2017-09-27,5,15,11
2017-09-28,3,17,8
2017-09-29,10,9,9
2017-09-30,7,0,15
2017-10-01,2,19,11
2017-10-02,7,33,10
2017-10-03,6,6,9
2017-10-04,8,5,6
2017-10-05,9,8,8
2017-10-06,8,2,6
2017-10-07,2,17,2
2017-10-08,4,38,8
2017-10-09,3,43,5
2017-10-10,4,11,7
2017-10-11,2,38,12
2017-10-12,6,27,5
2017-10-13,7,43,3
2017-10-14,3,25,6
2017-10-15,4,21,4
2017-10-16,5,16,7
2017-10-17,11,8,10
2017-10-18,3,24,8
