,hashicorp/nomad,kubernetes/kubernetes,docker-archive/classicswarm
2017-05-31,33,99,-0.16397960426249952
2017-06-01,0,88,-0.09589536760781223
2017-06-02,4,55,1.9395393554375002
2017-06-03,1,72,-0.25273203617500006
2017-06-04,1,29,0.893202294928125
2017-06-05,2,72,-0.15700000000000014
2017-06-06,3,91,-0.08632499999999987
2017-06-07,3,68,-0.06073349999999991
2017-06-08,5,54,-0.04698652499999985
2017-06-09,5,44,-0.03830414249999988
2017-06-10,0,13,-0.03229863853124991
2017-06-11,0,10,-0.027891401321874926
2017-06-12,2,40,-0.009568313015624975
2017-06-13,0,71,-0.008398852535937478
2017-06-14,0,61,0.0
2017-06-15,4,47,3.0
2017-06-16,8,53,1.6999999999999997
2017-06-17,1,27,-0.3350000000000003
2017-06-18,0,5,-0.17550000000000013
2017-06-19,0,25,0.8810125000000002
2017-06-20,1,38,4.81032475
2017-06-21,3,54,1.3832804624999997
2017-06-22,19,78,1.4868948862499998
2017-06-23,9,116,0.49594516845312486
2017-06-24,7,39,0.5892375663609378
2017-06-25,9,3,-0.3538684675718747
2017-06-26,6,67,2.7760377412500006
2017-06-27,2,54,1.5272431807343751
2017-06-28,3,47,0.5234689148859377
2017-06-29,6,53,4.611902956289063
2017-06-30,2,48,4.275822460146875
