,lvgl/lvgl,ocornut/imgui,Immediate-Mode-UI/Nuklear
2016-07-08,0,0.0,0
2016-07-09,0,0.0,5
2016-07-10,0,0.0,2
2016-07-11,2,0.0,0
2016-07-12,2,3.0,3
2016-07-13,0,-0.30000000000000027,0
2016-07-14,0,2.8649999999999998,1
2016-07-15,0,-0.38550000000000034,7
2016-07-16,0,2.8030125000000004,0
2016-07-17,0,0.5661497499999999,0
2016-07-18,0,18.663526462500002,0
2016-07-19,1,-0.11213133875000159,0
2016-07-20,0,1.7863215234531244,0
2016-07-21,0,-1.058990396357813,0
2016-07-22,0,-0.6688952265468734,0
2016-07-23,0,8.495317091142189,0
2016-07-24,0,7.715902127203125,0
2016-07-25,0,-1.6252193743734378,3
2016-07-26,0,-0.9133702298328124,0
2016-07-27,0,-0.6544584129640614,1
2016-07-28,0,-0.37651589411874875,1
2016-07-29,0,10.711294579892188,2
2016-07-30,0,22.68169862125,0
2016-07-31,0,7.919041916609373,2
2016-08-01,0,-0.6552044899640639,3
2016-08-02,0,-1.6818771728234374,3
2016-08-03,0,2.923315750000002,4
2016-08-04,2,0.784128362500002,4
2016-08-05,0,-0.03652820874999829,0
2016-08-06,0,5.147484209328126,2
2016-08-07,0,12.744968425979689,3
2016-08-08,1,-2.1333032965343754,4
2016-08-09,1,-1.0180680539265623,3
2016-08-10,0,-0.6265882650718746,0
2016-08-11,1,6.540401842937501,0
2016-08-12,0,-1.0684323074249995,4
2016-08-13,0,0.4078036294125006,0
2016-08-14,0,-0.5206204781296871,1
2016-08-15,0,3.626013002565626,5
2016-08-16,0,-0.6589011855031247,2
2016-08-17,0,-0.2927965874999998,1
2016-08-18,0,0.7922273762500002,0
2016-08-19,0,0.7372097963906254,0
2016-08-20,0,9.720647335998438,0
2016-08-21,0,12.864283636984375,0
2016-08-22,0,-1.951936137535939,0
2016-08-23,0,3.0099474979374996,3
2016-08-24,0,-1.0684991726437496,4
2016-08-25,0,2.3453017912500016,3
2016-08-26,0,0.2080833657343758,5
2016-08-27,0,0.3691776969484385,0
2016-08-28,0,-0.5543607301921867,0
2016-08-29,0,0.593919542421876,2
2016-08-30,0,-0.35947147050312445,1
2016-08-31,0,-0.1595385395624997,4
2016-09-01,0,0.8753447386062503,0
2016-09-02,0,1.8263768522031252,1
2016-09-03,0,1.6930246831265625,2
2016-09-04,0,-0.3496291780515627,6
2016-09-05,0,2.8128449512140623,0
2016-09-06,0,-0.42401006301562505,0
2016-09-07,0,0.7698806349640628,1
2016-09-08,0,1.74484877875,1
