,openxla/xla,NVIDIA/Megatron-LM,alpa-projects/alpa
2023-02-28,30.983135239032812,0,1
2023-03-01,25.128865160898435,0,0
2023-03-02,16.80095737489531,0,0
2023-03-03,-1.3441772988187495,0,0
2023-03-04,-5.556260948159373,0,0
2023-03-05,-6.232625021937498,0,0
2023-03-06,27.86530618926875,0,0
2023-03-07,22.790186079767185,0,0
2023-03-08,22.33868716066562,2,0
2023-03-09,22.917151866529686,4,0
2023-03-10,3.030191063892186,1,0
2023-03-11,-13.464406441912498,0,0
2023-03-12,-6.902083171581246,0,0
2023-03-13,15.008384807592188,0,1
2023-03-14,22.745673495271873,2,0
2023-03-15,6.99312012600781,22,0
2023-03-16,8.8407111897625,4,0
2023-03-17,12.290092589767186,1,0
2023-03-18,-11.335627886900001,0,0
2023-03-19,-7.510950010381247,0,0
2023-03-20,6.614042583023438,1,1
2023-03-21,22.61758308020937,1,0
