,microsoft/vscode,nteract/nteract,nteract/hydrogen
2019-12-13,54,7.0,5
2019-12-14,9,1.6000000000000003,1
2019-12-15,2,4.84,0
2019-12-16,54,3.2239999999999998,0
2019-12-17,54,10.140799999999999,0
2019-12-18,77,6.632448,0
2019-12-19,48,4.3787904,0
2019-12-20,31,-0.4769894400000012,0
2019-12-21,2,-2.5249469440000007,0
2019-12-22,1,-0.6005849088000006,0
2019-12-23,19,6.6783264768,0
2019-12-24,15,1.4607486976000006,0
2019-12-25,2,-0.13230489599999995,0
2019-12-26,3,0.37219051520000046,0
2019-12-27,6,-0.33691135999999955,0
2019-12-28,2,0.04196526080000007,0
2019-12-29,2,0.2368908287999998,0
2019-12-30,36,2.322211328,0
2019-12-31,31,2.9511924736000004,0
2020-01-01,0,0.6208473088000004,0
2020-01-02,19,2.9439289343999997,0
2020-01-03,16,-1.3694056448,0
2020-01-04,1,0.29631006719999964,0
2020-01-05,5,-0.6664141824000002,0
2020-01-06,58,1.5751755775999998,0
2020-01-07,61,35.2856590336,0
2020-01-08,51,-5.6041275391999985,0
2020-01-09,59,-3.5478957056000024,0
2020-01-10,77,7.941881651199999,0
2020-01-11,11,-3.4234761216000003,0
2020-01-12,13,-0.841741312000001,0
2020-01-13,80,1.4871684095999993,0
2020-01-14,67,4.305005056,0
2020-01-15,75,12.679890227200001,0
2020-01-16,61,3.6604399616000016,0
2020-01-17,68,2.591458099199999,0
2020-01-18,8,-2.00251392,0
2020-01-19,18,-1.9241226240000007,0
2020-01-20,41,3.7924193279999994,0
2020-01-21,88,7.0824871936000005,0
2020-01-22,61,13.0721184768,0
2020-01-23,68,6.265845657600001,0
2020-01-24,58,3.495868928,0
2020-01-25,6,24.1189122048,0
2020-01-26,20,14.2732281856,0
2020-01-27,94,8.916861849599998,0
2020-01-28,29,4.3951641599999975,0
2020-01-29,88,19.351531519999998,0
2020-01-30,49,3.8777401343999998,0
2020-01-31,26,3.5458134015999985,0
2020-02-01,4,-1.5009583104000006,0
2020-02-02,4,-4.9063201792,0
2020-02-03,41,6.772692684800001,0
2020-02-04,106,5.805245747200001,0
2020-02-05,110,-2.3391966207999992,0
2020-02-06,101,-0.7761568767999996,0
2020-02-07,108,-2.175581286399999,0
2020-02-08,9,-1.2523599871999993,0
2020-02-09,9,-0.8319494143999997,1
2020-02-10,89,3.445826048,0
2020-02-11,83,33.79492608,10
2020-02-12,60,-3.6632816639999977,7
2020-02-13,75,4.020677631999998,6
2020-02-14,59,1.2118858751999992,0
2020-02-15,13,3.864917299199999,0
2020-02-16,2,3.706124799999999,0
2020-02-17,66,0.6463411199999989,0
2020-02-18,61,2.200010751999999,0
2020-02-19,88,6.196535398400002,0
2020-02-20,102,2.462512128000001,0
2020-02-21,77,3.1342337023999995,0
2020-02-22,14,1.1846739968,0
2020-02-23,31,-2.3613429760000004,0
2020-02-24,25,4.6027256832,1
2020-02-25,35,-0.16014510079999944,0
2020-02-26,88,-1.5643452416,0
2020-02-27,71,12.03388672,0
2020-02-28,59,-0.279425945599999,0
2020-02-29,4,-0.08926525440000033,0
2020-03-01,7,-1.5700117504000002,0
2020-03-02,72,-0.9330953216000003,0
2020-03-03,52,7.351052288,0
2020-03-04,86,-2.1129739263999996,0
2020-03-05,70,2.002655539199999,2
2020-03-06,62,5.737321984,8
2020-03-07,19,-0.14791813119999908,0
2020-03-08,8,0.6255285247999995,2
2020-03-09,65,-0.18516910080000026,0
2020-03-10,55,6.09677824,0
2020-03-11,41,11.001659904,0
2020-03-12,58,7.3801914368,0
2020-03-13,54,-3.8631797760000004,0
2020-03-14,9,-0.9775690752000008,0
2020-03-15,5,-0.5138951168000003,0
2020-03-16,43,0.8047895551999997,0
2020-03-17,54,9.7677161472,6
2020-03-18,58,8.0004525056,3
2020-03-19,54,1.304344371200001,0
2020-03-20,36,1.1584688127999998,0
2020-03-21,8,-1.3231903744000002,1
2020-03-22,3,0.5173319679999993,0
2020-03-23,53,2.5936766975999994,0
2020-03-24,72,4.2777645055999995,0
2020-03-25,74,2.7767145472000005,0
2020-03-26,89,-0.22651248639999944,0
2020-03-27,113,-0.5707090944,0
2020-03-28,21,-1.08142592,0
2020-03-29,20,0.3229502463999998,0
2020-03-30,84,1.3255955456,0
2020-03-31,48,5.1491341312,0
2020-04-01,74,-1.6952308735999995,0
2020-04-02,43,-0.8106369024,0
2020-04-03,57,-0.48878489599999997,0
2020-04-04,5,-0.31242721279999996,0
2020-04-05,14,1.7765303296,0
2020-04-06,72,0.42918604800000004,0
2020-04-07,76,2.4971949056,1
2020-04-08,58,2.1127350272000003,0
2020-04-09,82,-0.030016102399999856,3
2020-04-10,34,0.3313279999999996,2
2020-04-11,21,-0.5911936000000002,0
2020-04-12,21,-0.3596902400000002,0
2020-04-13,45,-0.26519654400000003,0
2020-04-14,76,5.7894710272,0
2020-04-15,62,0.6476225536000004,0
2020-04-16,91,0.002073292799999904,1
2020-04-17,105,-0.7167224832000001,0
2020-04-18,21,0.5955429375999999,0
2020-04-19,36,5.5191146496,0
2020-04-20,74,1.5127552,0
2020-04-21,85,4.7040460799999995,0
2020-04-22,98,0.09779148800000015,0
2020-04-23,70,-0.37165424640000033,0
2020-04-24,83,3.0382287871999996,3
2020-04-25,7,0.5938231296,2
2020-04-26,9,3.8343495679999995,1
2020-04-27,107,0.2911794176000002,0
2020-04-28,39,3.6836668416,0
2020-04-29,72,-0.7473605631999998,1
2020-04-30,41,-0.11730544640000007,0
2020-05-01,17,-0.8627708928000003,1
2020-05-02,5,0.4469103616,0
2020-05-03,7,-0.6134240255999999,0
2020-05-04,70,1.6279892992000002,0
2020-05-05,69,0.3302794240000002,1
2020-05-06,78,1.4721672192000002,0
2020-05-07,75,-0.6951971839999999,0
2020-05-08,46,0.6775141375999999,0
2020-05-09,8,-0.41006807040000004,0
2020-05-10,5,-0.22798131200000007,0
2020-05-11,68,0.8341764096,0
2020-05-12,89,5.679840256,0
2020-05-13,81,3.6212841472000004,0
2020-05-14,72,0.4103264255999999,0
2020-05-15,78,2.8365345791999994,0
2020-05-16,8,-0.4415237120000002,0
2020-05-17,10,2.0298858495999994,0
2020-05-18,52,-1.2063795200000003,0
2020-05-19,44,7.3084359679999995,0
2020-05-20,81,-1.1040308223999995,0
2020-05-21,12,-1.2286593024,0
2020-05-22,15,6.280134144,0
2020-05-23,12,5.1224973312,0
2020-05-24,3,-2.3129332736,1
2020-05-25,43,2.8594011135999993,0
2020-05-26,68,3.4355493888,0
2020-05-27,80,-1.8659804159999998,0
2020-05-28,29,-1.0278961152000003,0
2020-05-29,54,2.3516420095999995,0
2020-05-30,3,-0.08934502399999955,0
2020-05-31,13,4.162605363200001,0
2020-06-01,73,-1.4811363327999998,0
2020-06-02,32,-0.6909844480000003,0
2020-06-03,94,6.5279760384,0
2020-06-04,53,-1.7171691519999996,0
2020-06-05,44,3.2411110399999994,0
2020-06-06,5,0.701766144,0
2020-06-07,8,1.9083706368,0
2020-06-08,75,-1.2151599104,0
2020-06-09,69,3.3242516479999997,0
2020-06-10,58,0.7681689599999999,0
2020-06-11,81,-1.0543011839999998,0
2020-06-12,81,-0.6244579328000002,1
2020-06-13,10,-0.3830906879999999,0
2020-06-14,6,-0.2987769855999999,0
2020-06-15,71,-0.20088903679999984,0
2020-06-16,78,6.8540274688,3
2020-06-17,73,-1.4914042879999996,0
2020-06-18,58,-0.6386528256000003,0
2020-06-19,37,7.6390612992,0
2020-06-20,11,5.1648000000000005,3
2020-06-21,16,1.7812479999999997,0
2020-06-22,73,3.1129983999999995,5
2020-06-23,81,1.9567129599999995,2
2020-06-24,71,10.067798016,1
2020-06-25,68,4.4761321471999995,0
2020-06-26,61,9.699440639999999,0
2020-06-27,0,-2.393383936,1
2020-06-28,12,1.3003363327999993,0
2020-06-29,71,4.529582899199999,0
2020-06-30,37,0.10824355839999988,0
2020-07-01,74,-1.2376166400000006,0
2020-07-02,38,2.4150098944,2
2020-07-03,17,-1.8869828607999992,0
2020-07-04,6,-1.0499156991999994,0
2020-07-05,1,2.2962065408,0
2020-07-06,42,0.9778010112000004,0
2020-07-07,50,-0.9639443455999996,0
2020-07-08,49,0.46690949120000014,2
2020-07-09,45,0.48369735680000003,0
2020-07-10,40,-0.4938281983999998,0
2020-07-11,9,-0.29023580160000007,0
2020-07-12,7,0.8267622399999999,0
2020-07-13,59,0.6638474240000002,1
2020-07-14,43,4.6078517248,0
2020-07-15,31,10.8097057792,0
2020-07-16,57,1.087085568,0
2020-07-17,50,18.9140069376,0
2020-07-18,10,-5.3224341503999995,0
2020-07-19,0,-2.4402355200000017,0
2020-07-20,46,0.41770956799999914,1
2020-07-21,60,-0.5643802624000003,0
2020-07-22,79,0.7345002495999997,0
2020-07-23,49,-0.3077109759999994,1
2020-07-24,31,-0.03784417279999985,0
2020-07-25,5,2.1873086464000013,0
2020-07-26,5,0.8765500416000007,0
2020-07-27,33,6.17304576,0
2020-07-28,37,2.150304256,0
2020-07-29,40,-0.6759446528000004,0
2020-07-30,37,-0.07840829440000041,0
2020-07-31,33,0.12418846719999976,0
2020-08-01,3,-0.7596468224000001,0
2020-08-02,1,1.5037684735999999,0
2020-08-03,54,3.2264782848,0
2020-08-04,20,3.7670756352000003,0
2020-08-05,71,7.376272179200001,0
2020-08-06,37,-0.5608206335999997,1
2020-08-07,17,3.410744217599999,0
2020-08-08,8,4.0701413376,0
2020-08-09,8,0.7458820095999998,0
2020-08-10,52,4.184349695999999,0
2020-08-11,58,1.7019456512,0
2020-08-12,69,-2.0682940416,0
2020-08-13,55,-0.18984959999999984,1
2020-08-14,19,-0.018413977599999853,1
2020-08-15,4,0.17266001920000018,0
2020-08-16,5,1.2478300160000002,0
2020-08-17,30,-0.8628547583999997,0
2020-08-18,42,5.5414227968,0
2020-08-19,46,-0.5079317503999994,0
2020-08-20,39,8.1400310784,0
2020-08-21,53,3.729184768,0
2020-08-22,2,-2.2542413824000005,0
2020-08-23,1,-1.1595265024000008,0
2020-08-24,42,6.2202464256,0
2020-08-25,43,4.0216481792,0
2020-08-26,59,-1.2003281920000002,0
2020-08-27,55,0.6198829055999995,0
2020-08-28,56,4.7532809216,0
2020-08-29,7,-1.9869024255999994,0
2020-08-30,16,-0.9806337024000004,0
2020-08-31,77,2.3782041599999997,0
2020-09-01,43,4.924624896000001,0
2020-09-02,60,-1.8246120447999994,0
2020-09-03,41,-0.8696300544000003,0
2020-09-04,37,7.4683949056,0
2020-09-05,12,-0.9894729727999994,0
2020-09-06,5,-1.1293185024000003,0
2020-09-07,49,3.3626470399999997,0
2020-09-08,80,0.7384765440000001,0
2020-09-09,87,-1.0816223232,0
2020-09-10,63,-0.6157825024000002,0
2020-09-11,40,-0.38624256000000023,0
2020-09-12,3,-0.30137241599999964,0
2020-09-13,1,-0.24692971519999973,0
2020-09-14,39,-0.12103383040000003,0
2020-09-15,40,2.9085957120000003,0
2020-09-16,88,1.3213471744000005,0
2020-09-17,55,-0.6649387008000001,0
2020-09-18,55,1.6959999999999997,0
2020-09-19,10,-0.5968,0
2020-09-20,1,-0.3038080000000002,0
2020-09-21,38,-0.2083584000000001,0
2020-09-22,47,-0.15883776000000008,0
2020-09-23,42,11.871911424,0
2020-09-24,37,4.492958924800001,0
2020-09-25,42,0.5812078591999992,0
2020-09-26,1,2.2352245759999994,0
2020-09-27,12,0.19586129919999973,0
2020-09-28,65,2.5943679999999993,1
2020-09-29,21,5.323302399999999,0
2020-09-30,57,-2.3731302400000005,0
2020-10-01,47,-1.273769984,1
2020-10-02,14,-0.9043135487999996,1
2020-10-03,19,-0.5763570687999997,0
2020-10-04,2,0.6107204608000002,0
2020-10-05,50,0.5106386944000002,0
2020-10-06,37,-0.48097658879999977,0
2020-10-07,34,1.7214086144000005,0
2020-10-08,26,0.4311145472000003,0
2020-10-09,40,0.5808639999999998,0
2020-10-10,6,-0.42196480000000014,0
2020-10-11,5,-0.23255552000000015,0
2020-10-12,28,2.836013568,0
2020-10-13,33,-0.7268506623999998,0
2020-10-14,43,-0.3322875904000002,0
2020-10-15,27,-0.210130944,1
2020-10-16,29,-0.1570531327999999,0
2020-10-17,8,-0.10346506239999995,0
2020-10-18,1,-0.0737557504,0
2020-10-19,33,-0.05078016000000003,0
2020-10-20,55,-0.04316313599999982,0
2020-10-21,41,1.9625919488,0
2020-10-22,58,1.6,0
2020-10-23,61,0.43999999999999995,0
2020-10-24,6,-0.4560000000000002,0
2020-10-25,15,-0.24320000000000017,0
2020-10-26,80,8.833728,0
2020-10-27,49,2.0744704,0
2020-10-28,78,-1.6202470400000006,0
2020-10-29,33,0.16494233599999952,0
2020-10-30,28,0.2349591552,0
2020-10-31,1,-0.6835504128000001,0
2020-11-01,0,-0.42647255040000026,0
2020-11-02,61,0.6843443199999999,0
2020-11-03,59,-0.4563322879999995,0
2020-11-04,85,-0.2957398015999995,0
2020-11-05,73,1.8647670784,0
2020-11-06,49,5.535085568,0
2020-11-07,4,3.5876069376000004,0
2020-11-08,3,-0.6088981504000004,0
2020-11-09,86,0.027873279999999445,0
2020-11-10,93,-0.7870597120000002,0
2020-11-11,79,-0.5025429504000003,0
2020-11-12,58,2.63429376,0
2020-11-13,63,-0.8916157439999999,0
2020-11-14,0,-0.48186337279999986,0
2020-11-15,7,2.6718898176000003,0
2020-11-16,50,0.20553881600000035,0
2020-11-17,52,1.4565349375999999,0
2020-11-18,72,0.30224424959999996,0
2020-11-19,45,4.44041984,0
2020-11-20,60,0.6706288640000002,0
2020-11-21,4,-1.0394304512000003,0
2020-11-22,7,-0.5558809600000004,0
2020-11-23,44,1.6095165439999999,0
2020-11-24,76,1.2990419968000002,0
2020-11-25,79,1.2286125056000001,0
2020-11-26,62,-0.8208176128,0
2020-11-27,51,-0.44146135039999995,0
2020-11-28,6,1.6946058240000001,0
2020-11-29,0,-0.5840683007999999,0
2020-11-30,43,10.71421696,0
2020-12-01,45,1.6005135360000007,0
2020-12-02,68,-1.8347675648000004,0
2020-12-03,36,1.0472138751999995,0
2020-12-04,31,3.9726036991999996,0
2020-12-05,5,1.3908505599999998,0
2020-12-06,3,-0.4516362240000005,0
2020-12-07,22,-0.040047820800000355,0
2020-12-08,38,3.130956288,0
2020-12-09,44,5.6079486976,0
2020-12-10,49,-2.0640828416000003,0
2020-12-11,96,-0.9858314240000006,0
2020-12-12,2,-0.6640222208,0
2020-12-13,4,-0.4802094079999998,0
2020-12-14,94,-0.32918968319999997,0
2020-12-15,86,-0.2375655424,0
2020-12-16,85,-0.18850723839999978,0
2020-12-17,83,-0.15059138559999943,0
2020-12-18,102,2.9127145472000002,0
2020-12-19,5,-0.5999999999999999,0
2020-12-20,0,-0.2400000000000002,0
2020-12-21,34,1.8559999999999999,0
2020-12-22,46,0.4992000000000001,0
2020-12-23,33,0.5633919999999999,0
2020-12-24,31,-0.43728640000000013,0
2020-12-25,7,-0.24598016000000017,0
2020-12-26,1,0.8241648640000001,0
2020-12-27,0,-0.3374016511999999,0
2020-12-28,18,-0.1598182400000001,0
2020-12-29,24,-0.11413094399999993,0
2020-12-30,15,0.9101468672000002,0
2020-12-31,13,0.7476069376000001,0
2021-01-01,0,-0.3128981504,0
2021-01-02,2,-0.14492672000000012,0
2021-01-03,1,-0.09598771199999999,0
2021-01-04,40,3.9283946496,1
2021-01-05,79,3.1540352,0
2021-01-06,67,0.8426444799999999,0
2021-01-07,64,1.0566855679999998,0
2021-01-08,55,2.0867429376,0
2021-01-09,5,-0.10501335040000015,0
2021-01-10,1,-0.7870592000000004,0
2021-01-11,68,-0.49169408000000026,0
2021-01-12,64,1.634012672,0
2021-01-13,79,-0.6923472895999996,0
2021-01-14,58,-0.35932866559999993,0
2021-01-15,79,-0.22092308479999992,0
2021-01-16,8,-0.15222855679999978,0
2021-01-17,0,-0.10286776319999985,0
2021-01-18,61,-0.05332695039999999,0
2021-01-19,63,-0.03385344000000002,0
2021-01-20,55,0.9712245760000001,0
2021-01-21,94,0.7750612992000001,0
2021-01-22,73,3.7199999999999998,0
2021-01-23,4,-0.9279999999999999,0
2021-01-24,5,-0.40160000000000035,0
2021-01-25,63,-0.25113600000000014,0
2021-01-26,41,3.8196352,0
2021-01-27,64,0.06050048000000008,0
2021-01-28,73,2.3669703679999996,0
2021-01-29,13,-0.9665639424,0
2021-01-30,4,-0.4924201984,0
2021-01-31,0,-0.32962140160000003,1
2021-02-01,72,0.7919487999999999,2
2021-02-02,89,-0.36474368,0
2021-02-03,82,2.784236032,0
2021-02-04,101,-0.7630452735999997,0
2021-02-05,79,0.6707675136,0
2021-02-06,6,-0.4069440512,0
2021-02-07,2,0.7987711999999999,0
2021-02-08,51,-0.34153472000000007,0
2021-02-09,95,-0.18927411200000005,1
2021-02-10,77,0.8632144895999999,0
2021-02-11,105,3.702808064,0
2021-02-12,92,0.04012922880000014,0
2021-02-13,11,0.3971834879999998,0
2021-02-14,5,-0.5349960704000002,0
2021-02-15,53,-0.3023237120000001,0
2021-02-16,64,0.7833578495999999,0
2021-02-17,75,0.64222208,0
2021-02-18,114,-0.408059392,0
2021-02-19,99,-0.23537571839999985,0
2021-02-20,13,2.8372081664,0
2021-02-21,0,0.3140069376000002,0
2021-02-22,108,3.5015658496,0
2021-02-23,56,3.93864448,0
2021-02-24,80,-1.5001144320000002,0
2021-02-25,54,1.2709349375999994,0
2021-02-26,37,-0.8736917504000001,0
2021-02-27,9,-0.5013529600000003,0
2021-02-28,1,-0.36548505600000003,0
2021-03-01,55,-0.2888466432,0
2021-03-02,70,0.7942742016000002,0
2021-03-03,44,1.6373264384000006,0
2021-03-04,82,0.42379980800000017,0
2021-03-05,109,-0.436775424,0
2021-03-06,27,0.7654612992,0
2021-03-07,3,-0.34073600000000004,0
2021-03-08,57,-0.18510080000000012,0
2021-03-09,91,0.86867968,0
2021-03-10,55,-0.30226995199999995,0
