,microsoft/vscode,nteract/nteract,nteract/hydrogen
2021-03-11,41,-0.16370749439999993,0
2021-03-12,57,-0.10775521279999992,0
2021-03-13,4,-0.06299607039999999,0
2021-03-14,0,-0.03992371199999995,0
2021-03-15,46,-0.03289815039999998,0
2021-03-16,75,8.98307328,0
2021-03-17,44,-1.8143877119999996,0
2021-03-18,48,-0.7324693504000006,0
2021-03-19,107,1.5679999999999996,0
2021-03-20,17,0.2976,0
2021-03-21,3,-0.5898240000000002,0
2021-03-22,68,0.6401407999999997,0
2021-03-23,53,0.53245952,0
2021-03-24,98,0.5058385920000005,0
2021-03-25,58,-0.5066177535999998,0
2021-03-26,44,-0.21588224000000014,0
2021-03-27,8,-0.15283814399999995,0
2021-03-28,5,-0.1188912127999999,0
2021-03-29,123,-0.0753608704,1
2021-03-30,69,0.948256768,0
2021-03-31,76,5.7562162176000005,0
2021-04-01,81,-0.30685706239999977,0
2021-04-02,39,0.2595306495999996,0
2021-04-03,3,-0.6016000000000002,0
2021-04-04,2,-0.3551360000000002,0
2021-04-05,59,0.7447551999999998,0
2021-04-06,93,1.60136448,4
2021-04-07,68,0.35808716799999996,0
2021-04-08,84,0.45584885760000027,0
2021-04-09,97,2.4842694656,69
2021-04-10,14,0.15240693760000013,2
2021-04-11,3,-0.6055701504000002,0
2021-04-12,79,-0.3409203200000002,2
2021-04-13,75,1.756994048,41
2021-04-14,97,8.4111917056,0
2021-04-15,109,6.8969244672,12
2021-04-16,122,5.285933977599999,0
2021-04-17,10,-2.8917592064000006,7
2021-04-18,6,-1.4772677632000009,2
2021-04-19,71,-0.9695509504000006,0
2021-04-20,108,9.28366336,0
2021-04-21,122,-1.569263104,0
2021-04-22,113,0.5298010111999998,0
2021-04-23,90,6.6628726784,0
2021-04-24,18,-2.371325849599999,0
2021-04-25,1,-0.1247148032000005,0
2021-04-26,89,-0.8810240000000004,0
2021-04-27,69,-0.5895680000000003,0
2021-04-28,80,2.5460505600000003,0
2021-04-29,50,0.030034944000000507,0
2021-04-30,33,5.3578054656,0
2021-05-01,6,-0.5844691967999993,0
2021-05-02,7,0.05451847679999977,0
2021-05-03,66,-0.6925957120000003,0
2021-05-04,108,3.5711082496,0
2021-05-05,72,-1.10602496,0
2021-05-06,99,0.43820134399999977,0
2021-05-07,101,0.4086791168,0
2021-05-08,10,-0.5505511423999997,0
2021-05-09,2,-0.3362745343999999,0
2021-05-10,56,-0.19017226240000001,0
2021-05-11,65,-0.13931223040000004,0
2021-05-12,97,-0.10351564799999978,0
2021-05-13,63,1.9127670784000002,0
2021-05-14,56,-0.43131443199999986,0
2021-05-15,2,1.8131429376,0
2021-05-16,0,-0.5084693504,0
2021-05-17,44,0.7727999999999998,0
2021-05-18,64,0.652928,4
2021-05-19,127,-0.38805760000000006,0
2021-05-20,71,-0.21292544000000016,0
2021-05-21,104,-0.15123302399999997,0
2021-05-22,7,2.8820718592,0
2021-05-23,1,-0.6747402239999998,0
2021-05-24,42,0.6977057791999999,0
2021-05-25,88,1.6246855679999999,0
2021-05-26,100,-0.6076570624,9
2021-05-27,74,7.7029226496,1
2021-05-28,76,3.2091136000000002,27
2021-05-29,14,-1.7835161600000005,0
2021-05-30,6,-0.8986639360000005,0
2021-05-31,55,-0.6039923712000002,0
2021-06-01,57,1.5794708479999997,1
2021-06-02,99,1.2676448256000001,6
2021-06-03,70,-0.8224964608,0
2021-06-04,79,-0.4557352959999998,0
2021-06-05,6,-0.3348933631999995,0
2021-06-06,5,-0.18061875199999988,0
2021-06-07,82,-0.09192960000000006,0
2021-06-08,79,-0.07471104000000003,0
2021-06-09,95,0.9373711360000001,0
2021-06-10,68,7.7462858752,0
2021-06-11,80,0.29506129920000035,0
2021-06-12,3,-1.0880000000000005,0
2021-06-13,1,6.4224,0
2021-06-14,34,-1.790336,0
2021-06-15,108,2.1480831999999994,0
2021-06-16,85,-1.1674291200000002,0
2021-06-17,48,-0.6658590720000004,0
2021-06-18,105,1.5158235136000004,0
2021-06-19,9,1.2276681728000005,0
2021-06-20,1,2.2199662592,0
2021-06-21,69,-1.0180003839999996,1
2021-06-22,45,3.4587343872,0
2021-06-23,79,-1.1054351359999997,0
2021-06-24,74,-0.5501376512000002,0
2021-06-25,72,-0.34331904000000024,0
2021-06-26,6,-0.258315264,0
2021-06-27,8,-0.2066382847999999,0
2021-06-28,82,-0.1498170367999998,0
2021-06-29,42,-0.10511493119999993,0
2021-06-30,73,-0.05755084799999976,0
2021-07-01,78,-0.04987740159999986,0
2021-07-02,43,0.0,0
2021-07-03,0,0.0,0
2021-07-04,5,0.0,0
2021-07-05,31,0.0,0
2021-07-06,35,0.0,0
2021-07-07,105,0.0,0
2021-07-08,68,0.0,0
2021-07-09,49,0.0,0
2021-07-10,5,0.0,0
2021-07-11,0,0.0,0
2021-07-12,31,0.0,0
2021-07-13,47,0.0,0
2021-07-14,61,0.0,0
2021-07-15,72,2.0,0
2021-07-16,84,0.6000000000000001,0
2021-07-17,7,-0.3600000000000001,0
2021-07-18,5,-0.17600000000000016,0
2021-07-19,51,-0.11520000000000005,0
2021-07-20,51,-0.08467200000000004,0
2021-07-21,54,-0.06639360000000004,0
2021-07-22,55,-0.05428224000000003,0
2021-07-23,54,-0.04570214399999989,0
2021-07-24,9,1.9606735872,0
2021-07-25,4,-0.4124693503999999,0
2021-07-26,53,0.8399999999999999,0
2021-07-27,43,0.704,0
2021-07-28,52,-0.34720000000000006,0
2021-07-29,39,-0.17907200000000012,0
2021-07-30,9,0.8775424,0
2021-07-31,0,-0.29298944,0
2021-08-01,1,-0.15474022399999998,0
2021-08-02,31,0.8897057792,0
2021-08-03,71,2.735085568,0
2021-08-04,54,0.2676069376000001,0
2021-08-05,40,-0.5208981504000002,0
2021-08-06,60,4.72547328,0
2021-08-07,6,-1.1887237119999998,0
2021-08-08,1,-0.5431061504000003,0
2021-08-09,22,-0.34374912000000024,0
2021-08-10,24,-0.253596672,0
2021-08-11,45,-0.20023920639999987,0
2021-08-12,48,-0.15393976319999989,0
2021-08-13,50,-0.09710295040000001,0
2021-08-14,1,-0.0719385599999997,0
2021-08-15,1,-0.062346751999999825,0
2021-08-16,39,0.0,0
2021-08-17,60,3.0,0
2021-08-18,59,-0.5999999999999999,0
2021-08-19,80,-0.2400000000000002,0
2021-08-20,63,0.8559999999999999,0
2021-08-21,7,-0.30079999999999996,0
2021-08-22,2,-0.1566080000000001,0
2021-08-23,66,-0.10928640000000006,0
2021-08-24,47,-0.08438016000000004,0
2021-08-25,62,1.9313008640000002,0
2021-08-26,33,-0.45783685119999984,0
2021-08-27,25,-0.17692672000000015,0
2021-08-28,0,1.889612288,0
2021-08-29,2,-0.4796693503999999,0
2021-08-30,55,1.7889279999999999,0
2021-08-31,50,-0.5368576,0
2021-09-01,57,-0.2610534400000002,0
2021-09-02,56,-0.17584742399999997,0
2021-09-03,40,-0.13299630079999997,0
2021-09-04,3,-0.08492544000000005,0
2021-09-05,0,-0.0696330239999999,0
2021-09-06,24,-0.05879214079999995,0
2021-09-07,56,-0.02877542399999988,0
2021-09-08,31,-0.02493870079999993,0
2021-09-09,35,0.0,0
2021-09-10,60,0.0,0
2021-09-11,9,0.0,0
2021-09-12,1,0.0,0
2021-09-13,32,0.0,0
2021-09-14,62,0.0,0
2021-09-15,33,1.0,0
2021-09-16,54,-0.19999999999999996,0
2021-09-17,61,-0.08000000000000007,0
2021-09-18,12,-0.048000000000000036,0
2021-09-19,1,-0.03360000000000001,0
2021-09-20,61,-0.025536000000000014,0
2021-09-21,57,-0.02042880000000001,0
2021-09-22,62,0.9830732799999999,0
2021-09-23,52,6.785612288,0
2021-09-24,63,-1.4924693503999997,0
2021-09-25,2,-0.6080000000000005,0
2021-09-26,1,-0.36960000000000026,0
2021-09-27,71,3.739264,0
2021-09-28,49,0.0008192000000000199,0
2021-09-29,69,-0.6799283200000004,0
2021-09-30,48,-0.4048747520000002,0
2021-10-01,19,-0.2955833343999996,0
2021-10-02,0,-0.2230294527999998,0
2021-10-03,2,-0.10725120000000006,0
2021-10-04,31,-0.08813568000000005,0
2021-10-05,7,0.9255224320000002,0
2021-10-06,33,7.7357348864,0
2021-10-07,30,-1.6924693503999997,0
2021-10-08,50,-0.6880000000000006,0
2021-10-09,1,-0.4176000000000003,0
2021-10-10,1,-0.2943360000000001,0
2021-10-11,52,-0.2247168000000001,0
2021-10-12,72,-0.1803571200000001,0
2021-10-13,41,-0.14980147200000002,0
2021-10-14,51,-0.12757104639999947,1
2021-10-15,57,-0.09975480319999971,0
2021-10-16,10,2.0,1
2021-10-17,1,-0.3999999999999999,0
2021-10-18,28,-0.16000000000000014,0
2021-10-19,54,0.9039999999999999,0
2021-10-20,44,-0.2672,0
2021-10-21,52,-0.1310720000000001,0
2021-10-22,52,3.9111424,0
2021-10-23,9,-0.8674534399999998,0
2021-10-24,2,-0.37431142400000017,0
2021-10-25,71,-0.23736750080000008,0
2021-10-26,46,1.8486732799999999,0
2021-10-27,50,4.483468288,0
2021-10-28,27,-1.2541845504,0
2021-10-29,24,-0.5637068800000005,0
2021-10-30,5,-0.36475084799999996,0
2021-10-31,0,-0.2689494015999999,0
2021-11-01,70,-0.1685376000000001,0
2021-11-02,56,3.86400256,0
2021-11-03,73,4.086590976,0
2021-11-04,61,-1.4168772607999998,0
2021-11-05,60,-0.6543467520000004,0
2021-11-06,4,-0.37440000000000023,0
2021-11-07,3,-0.2701440000000001,0
2021-11-08,45,-0.20939520000000011,0
2021-11-09,96,-0.1698508800000001,0
2021-11-10,84,-0.1421844479999998,0
2021-11-11,62,-0.12181596159999955,0
2021-11-12,72,-0.062346751999999825,0
2021-11-13,1,0.0,0
2021-11-14,2,0.0,0
2021-11-15,37,0.0,0
2021-11-16,43,0.0,0
2021-11-17,42,0.0,0
2021-11-18,43,0.0,0
2021-11-19,68,0.0,0
2021-11-20,23,0.0,0
2021-11-21,9,0.0,0
2021-11-22,43,0.0,0
