,apache/openwhisk,serverless/serverless,aws/chalice
2018-06-17,1,3.905766399999999,0
2018-06-18,5,0.21895935999999994,1
2018-06-19,4,3.590270976,1
2018-06-20,1,16.1003154432,0
2018-06-21,3,-1.609719500799999,3
2018-06-22,1,-1.640084787200001,0
2018-06-23,0,-0.7345626112000005,0
2018-06-24,0,1.6556820479999996,0
2018-06-25,3,6.503616,0
2018-06-26,3,2.4583178240000003,2
2018-06-27,0,3.6940193791999993,0
2018-06-28,1,4.497129472000001,4
2018-06-29,9,-0.7703749631999997,10
