,canonical/lxd,moby/moby,containerd/containerd
2015-12-05,1,7.0,0.0
2015-12-06,0,4.8999999999999995,0.0
2015-12-07,17,25.165,11.0
2015-12-08,11,18.4485,5.399999999999999
2015-12-09,16,63.9623625,-1.5200000000000014
2015-12-10,8,-3.895179249999998,2.7439999999999998
2015-12-11,16,0.658442212500006,0.718399999999999
2015-12-12,0,-7.994383953749996,-6.926528000000001
2015-12-13,0,-0.303219083609374,-2.1576832
2015-12-14,13,26.522972275010936,5.7464217600000005
2015-12-15,5,29.41734532293281,5.939432447999999
2015-12-16,24,27.154800605043746,1.9183341567999985
2015-12-17,7,1.2340562477937453,5.8632221696
2015-12-18,13,2.638412653181252,0.29281884159999905
2015-12-19,12,-4.156073077384374,-7.528777420800001
2015-12-20,1,0.8110003437171898,-4.076630937599999
2015-12-21,13,15.023250159714063,-1.8296652799999997
2015-12-22,0,33.744505709109376,0.8164136960000001
2015-12-23,2,10.207163813649998,-2.0556135424000006
2015-12-24,2,-9.473619722725001,-0.8478856192000004
2015-12-25,0,-10.421400506814061,0.48252415999999965
2015-12-26,1,-6.487121510396873,-0.9258236928000003
2015-12-27,1,-0.15787467605937522,-0.27989944320000015
2015-12-28,0,20.943558205753124,-0.10651453440000003
2015-12-29,0,29.993656752067185,-0.059450879999999984
2015-12-30,0,15.618204466196872,-0.04352870400000002
2015-12-31,8,-10.378725984175002,-0.03375933440000003
2016-01-01,0,0.1480419488937521,-0.012925440000000009
2016-01-02,0,-6.420838152109374,-0.01034035200000001
2016-01-03,5,3.6464749130187517,-0.00850206720000001
2016-01-04,5,24.692722772939064,2.0
2016-01-05,0,35.00010486167969,2.8
2016-01-06,6,14.639302297306248,-1.6400000000000006
2016-01-07,15,14.748235862939062,-1.1920000000000002
2016-01-08,19,28.960956133457813,-0.4111999999999999
2016-01-09,4,-1.4029211202859386,-0.2360959999999999
2016-01-10,5,-2.5551692671093704,-0.1585024
2016-01-11,1,6.053052086393752,0.8842803199999999
2016-01-12,5,31.838503233670313,1.3108623359999998
2016-01-13,13,25.25913087878281,-1.3912909824000002
2016-01-14,13,40.653999370528126,-0.34034862080000006
2016-01-15,7,0.14159030182031174,-0.15410206719999997
2016-01-16,0,-12.353571414665623,1.909952
2016-01-17,3,-12.428536960268747,-1.2624512
2016-01-18,2,11.10603475739375,-0.28643584
2016-01-19,13,26.066125586195312,-0.148191232
2016-01-20,0,29.147139585374997,0.9036172288000001
2016-01-21,2,25.483117522056247,4.3372998656
2016-01-22,8,10.492754764542184,6.8464896
2016-01-23,0,0.35506457138281533,-5.681850880000001
2016-01-24,2,12.176110621610938,-1.134280704
2016-01-25,9,15.545361417892188,4.5121478656
2016-01-26,25,53.14838138197344,-2.2429952
2016-01-27,6,29.796178465751566,2.6652185599999996
2016-01-28,1,-13.235293734579685,-3.874967552
2016-01-29,3,11.24148285080938,-0.14266142719999997
2016-01-30,2,0.9970567767796865,-1.2598824960000001
2016-01-31,1,-10.429088149490624,-0.542513664
2016-02-01,1,27.442824222676563,-0.3001454592000001
2016-02-02,5,31.097127274234374,1.7862289407999998
2016-02-03,5,30.857689653693747,5.6408316928
2016-02-04,9,10.336774707035932,-3.5254610944000007
2016-02-05,3,8.220482173003127,-1.607435776
2016-02-06,0,-13.981961614171873,-0.5895403519999999
2016-02-07,0,-8.846642562292185,-0.3453980671999998
2016-02-08,1,10.080781324020315,-0.2270464
2016-02-09,13,21.5002625122625,-0.16598528000000007
2016-02-10,16,18.77782169814062,-0.1279139840000001
2016-02-11,19,34.91197314750156,9.897687961599999
2016-02-12,5,15.853448721353125,-0.06985482240000085
2016-02-13,1,-16.393677271845313,-4.808502067200001
2016-02-14,1,-10.210008489557811,-1.2799999999999998
2016-02-15,4,0.3280503103093757,-0.6719999999999997
2016-02-16,2,19.448834241023437,2.56992
2016-02-17,20,26.225727185312497,-0.10464000000000029
2016-02-18,15,22.184364751521873,-1.7897856000000003
2016-02-19,9,9.096816907024998,2.4110438399999996
2016-02-20,1,-4.664025455712498,-2.1598627840000004
2016-02-21,6,-6.1626235436546875,0.45324359680000004
2016-02-22,3,4.84433384332344,0.1360383999999999
2016-02-23,11,20.162915894410936,3.1069132799999997
2016-02-24,30,16.380012398967185,-2.7014159360000005
2016-02-25,11,21.52870066010625,9.3339474944
2016-02-26,17,2.7007510457968706,3.6637715455999995
2016-02-27,8,0.4829521844859386,-7.405024256000001
2016-02-28,0,-2.5960544229531237,-1.9065788416
2016-02-29,10,41.29836473988125,7.013713408
2016-03-01,7,35.07727262265156,-0.4350241792000009
2016-03-02,16,16.814736950521873,-4.4058954752
2016-03-03,4,16.176115005781252,-1.3788146688
2016-03-04,1,5.693555130189061,-0.78145792
2016-03-05,0,-13.029915226690626,-0.539208192
2016-03-06,0,-6.310580784371874,-0.3333022720000002
2016-03-07,19,5.703715709368751,2.81282048
2016-03-08,15,15.557363645124997,-0.9473500160000004
2016-03-09,10,12.239064152501559,0.9202817023999998
2016-03-10,19,11.675056439290621,-1.5305103360000003
2016-03-11,12,27.617860981098435,6.6032
2016-03-12,1,-4.249257173014065,-2.414144000000001
2016-03-13,0,-5.848045097359373,-2.1803136
2016-03-14,0,21.322961759278126,2.26677248
2016-03-15,28,25.88902471037031,1.775343104
2016-03-16,5,20.261993606853125,-0.048833433600000475
2016-03-17,8,21.745329011292185,7.3598348287999995
2016-03-18,4,11.994620418792188,-2.825792614400001
2016-03-19,2,-7.502004508207811,-2.069177344
2016-03-20,3,-2.970009414760936,-2.5626527744
2016-03-21,8,26.045163305400003,9.0086547456
2016-03-22,6,21.51401350065312,4.3921315839999995
2016-03-23,17,17.862117014892185,-0.23178792960000116
2016-03-24,3,17.118984928079687,-3.987000524800001
2016-03-25,7,28.726709993515627,6.0738781184
2016-03-26,4,-16.13591353830781,-6.55831296
2016-03-27,1,-1.240501057867185,-2.7103689728
2016-03-28,8,30.957773461053122,6.7058502656000005
2016-03-29,3,23.095061966612498,0.35983103999999955
2016-03-30,2,11.631116562778125,-1.174513664000001
2016-03-31,15,23.313336353078128,3.0265781247999994
2016-04-01,7,-14.324808156189064,-2.529847193600001
2016-04-02,6,-13.737311483626563,-2.3902191616
2016-04-03,5,-7.882159525029687,-1.852890624
2016-04-04,8,6.935892587953125,4.1729712128
2016-04-05,7,3.6587701945531226,0.4559677439999996
2016-04-06,8,49.63074588631875,3.5988091903999995
2016-04-07,9,5.257376037209372,0.7840345087999987
