,python/cpython,rust-lang/rust,JuliaLang/julia
2019-01-23,3.19218322639375,61,9
2019-01-24,-0.21925813689218776,76,5
2019-01-25,2.5866637222078124,92,8
2019-01-26,-0.808243122053125,111,1
2019-01-27,0.01677075767187519,82,0
2019-01-28,0.3507468852187501,65,5
2019-01-29,0.44000479595624986,59,9
2019-01-30,3.5111868700078124,72,1
2019-01-31,3.694780999492187,66,11
2019-02-01,7.14575577655625,107,11
2019-02-02,4.728124403973437,37,8
2019-02-03,1.448600227804688,69,6
2019-02-04,1.1270272175031253,47,3
2019-02-05,2.5413143800031257,79,7
2019-02-06,-2.6340568037468746,66,5
2019-02-07,2.8109400722062503,131,11
2019-02-08,1.0965881332421872,93,6
2019-02-09,1.2753554641968745,68,3
2019-02-10,2.3551434617812497,75,1
2019-02-11,1.159484686560937,83,6
2019-02-12,1.429840181775,78,4
2019-02-13,3.504430046992187,106,11
2019-02-14,3.9370194850875,72,17
2019-02-15,4.460829207939062,41,4
2019-02-16,3.904811659273438,53,6
2019-02-17,-1.3221063387437493,60,0
2019-02-18,2.0218712182406255,112,4
2019-02-19,7.832720046773438,42,4
2019-02-20,-0.95711219999375,87,2
2019-02-21,8.520708730225,70,3
2019-02-22,-0.4950158367562505,54,4
2019-02-23,0.9680128457453128,83,4
2019-02-24,6.3644700762625,90,4
2019-02-25,10.069495687590624,58,2
2019-02-26,0.17325721522343684,48,2
2019-02-27,-0.21717414558593706,81,11
2019-02-28,-0.23454226012343682,37,4
2019-03-01,17.50281506463125,50,9
2019-03-02,-6.314420786371876,56,0
2019-03-03,1.8620594250078142,59,7
2019-03-04,3.7572393724296873,57,8
2019-03-05,8.265616387437499,71,4
2019-03-06,2.695751715398437,45,10
2019-03-07,3.4193898160421883,56,11
2019-03-08,-0.494209906976562,56,5
2019-03-09,2.6942810724906243,39,0
2019-03-10,1.4746785960796869,44,4
2019-03-11,-0.03818127955937456,50,4
2019-03-12,6.620718715228126,68,8
2019-03-13,2.098053399934374,56,5
2019-03-14,1.5564886508328115,49,11
2019-03-15,6.008134923764063,109,4
2019-03-16,2.9589736058265625,93,4
2019-03-17,-1.7712611760234376,51,1
2019-03-18,10.717001336776562,80,8
2019-03-19,11.931507378540624,64,15
2019-03-20,3.8475105881625,66,1
2019-03-21,-0.27477291718749974,58,14
2019-03-22,3.3514004192765627,46,10
2019-03-23,1.2502230754468755,60,0
2019-03-24,-0.12406626270312504,46,2
2019-03-25,11.750964686340627,72,5
2019-03-26,5.805370198082811,78,5
2019-03-27,9.707478240459375,60,7
2019-03-28,3.3968950318718747,87,8
2019-03-29,-0.5574207274031249,91,11
2019-03-30,3.1437839277296877,74,27
2019-03-31,-1.918793655204687,49,3
2019-04-01,2.670870681042188,46,6
2019-04-02,3.342555744335937,87,10
2019-04-03,-3.967880183428125,68,18
2019-04-04,-0.8215741295421877,67,9
2019-04-05,3.655314195104687,50,6
2019-04-06,-0.13671863990312572,36,1
2019-04-07,1.5963060239796878,52,1
2019-04-08,4.513249347592187,47,4
2019-04-09,11.660674777209374,59,4
2019-04-10,-0.05942562550468811,51,6
2019-04-11,6.656545504871875,63,11
2019-04-12,13.548558423235939,74,11
2019-04-13,-1.2949016483093754,60,3
2019-04-14,-0.8042045121937491,92,0
2019-04-15,6.428220039489063,45,7
2019-04-16,-0.9210252015406253,64,25
2019-04-17,6.4986099758859375,109,4
2019-04-18,0.1617678521640622,73,10
2019-04-19,-3.6221873525687496,87,3
2019-04-20,-0.8124156428578129,51,2
2019-04-21,-1.372486475032813,67,2
2019-04-22,14.363200449792187,75,8
2019-04-23,5.164079193164062,75,3
2019-04-24,6.273438434360937,74,18
2019-04-25,-0.18618845558593744,84,8
2019-04-26,10.302982905095313,51,7
2019-04-27,-2.9198841061625007,30,2
2019-04-28,-1.3776606705140608,43,3
2019-04-29,12.58743258926875,46,10
2019-04-30,1.1107297572671868,74,12
2019-05-01,8.375895293853125,102,5
2019-05-02,9.965736773251562,98,6
2019-05-03,1.5864954343625008,44,7
2019-05-04,-2.8801469133812496,104,4
2019-05-05,-1.758160686804687,33,1
2019-05-06,13.394626916771875,41,16
2019-05-07,8.66776277705156,40,2
2019-05-08,2.773122659150001,39,4
2019-05-09,2.8831078806687502,73,6
2019-05-10,7.378308592225,57,8
2019-05-11,-0.5877011251140631,53,2
2019-05-12,-1.7342989831406248,44,4
2019-05-13,17.706720993021875,61,5
2019-05-14,8.833962207785936,62,7
2019-05-15,-0.5715051294578117,55,6
2019-05-16,2.8248249413531257,57,15
2019-05-17,19.244991416782813,61,5
2019-05-18,-2.3462030332968755,45,3
2019-05-19,3.1892601273812513,54,3
2019-05-20,8.544186442807813,100,6
2019-05-21,6.213692388224999,93,6
2019-05-22,9.043270918346874,75,7
2019-05-23,1.1814631984187507,105,8
2019-05-24,14.964542483248438,59,9
2019-05-25,-6.179295219484377,88,2
2019-05-26,3.184688243806251,51,2
2019-05-27,11.180324078982812,99,2
2019-05-28,17.894980104939062,115,15
2019-05-29,9.477815971790625,69,14
2019-05-30,8.710251800976563,63,4
2019-05-31,8.791805568637502,55,4
2019-06-01,15.724470975079688,64,3
2019-06-02,8.459047899317188,54,0
2019-06-03,9.21674355117969,84,9
2019-06-04,10.105821849640625,96,6
2019-06-05,-1.3113061758624998,64,4
2019-06-06,-3.1474452873796857,68,5
2019-06-07,2.517483708050001,44,5
2019-06-08,-3.245891982467189,84,2
2019-06-09,-4.067675381076563,71,2
2019-06-10,-2.2274213023781257,61,8
2019-06-11,5.777741727535936,93,11
2019-06-12,10.31711358452031,100,1
2019-06-13,9.266926836959374,44,13
2019-06-14,4.321202070098438,61,5
2019-06-15,2.981937715965625,85,1
2019-06-16,0.6048028481109373,70,2
2019-06-17,15.700483440304687,30,3
2019-06-18,3.8337773387531247,54,4
2019-06-19,3.893321816393751,65,6
2019-06-20,-0.7359282005796874,64,3
2019-06-21,3.8969711732578123,75,3
2019-06-22,-1.3556317379124998,72,1
2019-06-23,-3.7781804051999996,44,0
2019-06-24,8.994494389062499,64,1
2019-06-25,10.433523396542185,52,1
2019-06-26,3.500382681657811,85,15
2019-06-27,-0.6153782644640629,29,8
2019-06-28,6.001214723846875,22,6
2019-06-29,-0.9556612915359377,52,0
2019-06-30,-0.44285683990624936,61,1
2019-07-01,12.368827382070313,43,10
2019-07-02,0.09888111807968691,110,15
2019-07-03,2.68902113670625,91,12
2019-07-04,0.8419371238531248,70,3
2019-07-05,4.6124068300953125,61,7
2019-07-06,-0.00671568256874977,111,6
2019-07-07,-0.008465774389062375,86,1
2019-07-08,1.6630566492734378,47,4
2019-07-09,4.6154070625687496,77,4
2019-07-10,-0.2511097440843759,97,2
2019-07-11,4.807879718245313,56,3
2019-07-12,-1.10664088270625,50,2
2019-07-13,7.1397980009625,49,7
2019-07-14,5.4167202895765625,45,2
2019-07-15,-2.0811382019765627,81,3
2019-07-16,1.7182516232406257,44,6
2019-07-17,3.6422074547109373,48,3
2019-07-18,1.1039975495749994,60,2
2019-07-19,0.5787821666937498,57,1
2019-07-20,-2.010152068659375,61,4
2019-07-21,6.093828517645313,38,4
2019-07-22,-0.6197316837343756,69,10
2019-07-23,2.4500320611250004,62,5
2019-07-24,6.1807174477234375,75,3
2019-07-25,-1.1214841522734371,64,1
2019-07-26,2.2256730660421877,81,10
2019-07-27,1.0228986430234377,69,3
2019-07-28,0.29472510280312525,129,2
2019-07-29,3.6806569688921877,71,0
2019-07-30,4.896415162590625,82,5
2019-07-31,6.1216568752234375,61,2
2019-08-01,-1.8204521508046874,82,6
2019-08-02,3.8860735618578124,103,9
2019-08-03,-0.7754270060265629,60,4
2019-08-04,6.219132070523438,69,3
2019-08-05,-3.2511443457281253,95,7
2019-08-06,-0.31427560529218734,88,6
2019-08-07,4.963041211478124,42,4
2019-08-08,5.692604417731249,84,10
2019-08-09,-3.247652536375,93,3
2019-08-10,-0.18983209080781194,91,5
2019-08-11,0.08231163082343729,74,6
2019-08-12,4.311836060660937,101,3
2019-08-13,6.224347229139062,67,5
2019-08-14,9.053389224485937,81,6
2019-08-15,-1.6739656700749999,91,13
