,elastic/kibana,getsentry/sentry,grafana/grafana
2022-03-29,70.33849113116719,53,23
2022-03-30,45.16662554835469,60,26
2022-03-31,37.39753492859687,28,31
2022-04-01,27.831291701848436,32,24
2022-04-02,-8.149353166940621,1,2
2022-04-03,-6.88207774907343,0,0
2022-04-04,32.034071494703134,42,28
2022-04-05,19.35263674572032,48,32
2022-04-06,24.37537846464532,29,35
2022-04-07,36.18251293225469,52,19
2022-04-08,-2.8227954853656243,28,22
2022-04-09,-4.4821634861718715,0,0
2022-04-10,-2.57200575298437,0,0
2022-04-11,38.468076343642196,27,15
2022-04-12,32.91864621967188,33,33
2022-04-13,38.605908174748436,32,27
2022-04-14,43.339671005029686,30,23
2022-04-15,10.985727506162497,17,13
2022-04-16,-2.6688393484249975,1,0
2022-04-17,-3.1167258869812446,0,0
2022-04-18,24.174552300698444,28,4
2022-04-19,57.25671008507344,46,13
2022-04-20,29.028983910917187,43,41
2022-04-21,19.724119134879686,31,35
2022-04-22,-3.2439606772156235,24,22
2022-04-23,-5.388973911446868,0,2
2022-04-24,-2.487633960832805,0,2
2022-04-25,13.32877307878907,47,19
2022-04-26,29.28736992924063,35,22
2022-04-27,30.218592142759377,42,24
2022-04-28,22.148518328876563,39,38
2022-04-29,21.53227844239531,38,28
2022-04-30,-5.3753008011203125,0,0
2022-05-01,-2.7258829089296834,0,0
2022-05-02,22.25617063448438,16,22
2022-05-03,31.37914796296407,45,26
2022-05-04,48.54336110240938,33,31
2022-05-05,17.81884580650156,44,36
2022-05-06,26.362695473753124,23,24
2022-05-07,-7.865003946729687,3,0
2022-05-08,-3.6010206927718693,1,1
2022-05-09,23.717549228198443,40,6
2022-05-10,29.746432319573444,47,4
2022-05-11,41.18857228678907,42,8
2022-05-12,37.259183369096874,38,13
2022-05-13,-7.428971263398438,25,8
2022-05-14,-5.361593423501559,14,0
2022-05-15,-0.6089152699718685,1,2
2022-05-16,32.149152450734384,42,28
2022-05-17,44.29550522729219,37,35
2022-05-18,44.60765653098281,43,29
2022-05-19,35.100639583992184,36,30
2022-05-20,41.05298753705625,33,27
2022-05-21,-10.677681130184377,0,5
2022-05-22,-4.989199231321869,0,4
2022-05-23,46.58741481720313,22,62
2022-05-24,61.463599761845316,33,36
2022-05-25,48.901913796710936,33,39
2022-05-26,15.178295314624997,31,36
2022-05-27,-8.051396028857809,10,9
2022-05-28,-6.3459235904140545,0,1
2022-05-29,-4.387282813082801,0,0
2022-05-30,24.884640553234384,25,24
2022-05-31,32.63158168366719,29,39
2022-06-01,24.764391288323438,49,35
2022-06-02,17.78346570853125,35,37
2022-06-03,26.59601983837031,36,32
2022-06-04,-5.827748497037499,1,5
2022-06-05,-2.956470555071871,0,3
2022-06-06,28.071421530000006,35,15
2022-06-07,46.631061128062505,37,33
2022-06-08,31.541172391899998,36,31
2022-06-09,35.40268951838437,20,38
2022-06-10,-1.2258793452906254,14,29
2022-06-11,-6.0440506016640585,0,3
2022-06-12,-3.9844175304515557,0,0
2022-06-13,43.17188360069844,35,32
2022-06-14,38.117193738979694,37,40
2022-06-15,40.52027289457344,45,24
2022-06-16,24.35110841250625,50,25
2022-06-17,16.316315555875,12,34
2022-06-18,-6.543779015706248,1,1
2022-06-19,-2.6043596452874933,0,0
2022-06-20,30.447653660000007,11,30
2022-06-21,29.832670657531253,41,30
2022-06-22,20.581397906393754,45,40
2022-06-23,45.00052656311719,41,29
2022-06-24,14.751870664457812,31,21
2022-06-25,-5.392006032862499,0,1
2022-06-26,0.3900115560859412,0,0
2022-06-27,24.32172739893282,50,29
2022-06-28,43.47399923739688,37,22
2022-06-29,48.64430460021563,56,34
2022-06-30,44.69842203926875,42,27
2022-07-01,-5.145926632818753,4,2
2022-07-02,-5.917608799243746,0,0
2022-07-03,-3.5496971681437426,0,0
2022-07-04,18.60870637235001,5,17
2022-07-05,48.112370894132816,29,14
2022-07-06,30.503870417478126,46,39
2022-07-07,33.40515776509844,29,46
2022-07-08,40.979092249592185,23,27
2022-07-09,-6.994783476320311,1,1
2022-07-10,-3.7676446494812463,0,0
2022-07-11,40.78400660444844,45,19
2022-07-12,41.29428537237032,41,20
2022-07-13,36.47282097563125,45,20
2022-07-14,40.88048549048594,38,37
2022-07-15,-5.852141245557814,34,22
2022-07-16,-4.734488821040619,0,1
2022-07-17,-3.681821270843743,0,1
2022-07-18,50.683853872610946,27,24
2022-07-19,43.976317767975004,32,37
2022-07-20,43.191222883117184,43,33
2022-07-21,36.28482925577031,38,22
