,jquery/jquery,angular/angular,facebook/react
2014-11-18,0,7.0,15
2014-11-19,0,2.2999999999999994,9
2014-11-20,0,4.385,2
2014-11-21,0,-0.8345000000000007,7
2014-11-22,0,0.5448625000000002,0
2014-11-23,0,0.5826952500000004,0
2014-11-24,0,1.6112031625000007,5
2014-11-25,0,9.52877433875,13
2014-11-26,0,4.694768157640625,9
2014-11-27,0,-1.286744638048438,4
2014-11-28,0,-0.6986418851859375,1
2014-11-29,0,-0.4761084714296866,0
2014-11-30,0,-0.3321285342656239,2
2014-12-01,0,2.731524816948438,8
2014-12-02,1,3.482555483932813,8
2014-12-03,4,7.2859569872718755,8
2014-12-04,2,4.793101596546874,2
2014-12-05,2,2.8136193847843742,3
2014-12-06,2,4.97099975,1
2014-12-07,0,-1.2202530375,3
2014-12-08,4,15.27716186125,5
2014-12-09,8,-1.1287263240468755,1
2014-12-10,2,0.7603665453296882,4
2014-12-11,1,2.9729473582312504,1
2014-12-12,0,4.902952441618751,4
2014-12-13,1,1.7292409552218757,3
2014-12-14,0,-1.0430392382374993,11
2014-12-15,2,-0.6619377677156242,4
2014-12-16,0,-0.46445272949999894,5
2014-12-17,4,2.6225266039093764,4
2014-12-18,0,4.500767411432813,19
2014-12-19,0,-0.7961191721343751,5
2014-12-20,0,-0.4347863769874999,2
2014-12-21,0,-0.28358555426249965,2
2014-12-22,0,-0.17685930760781188,4
2014-12-23,6,-0.12006978749999961,7
2014-12-24,0,0.9009088487500003,1
2014-12-25,3,-0.18417342029687483,2
2014-12-26,1,-0.11803812268593736,0
2014-12-27,0,-0.07049426267968742,0
2014-12-28,0,-0.020662499999999924,0
2014-12-29,0,5.98388325,5
2014-12-30,0,3.3868379874999994,3
2014-12-31,0,-0.6810936962500005,2
2015-01-01,0,-0.3605683130156252,1
2015-01-02,0,-0.24637385253593713,2
2015-01-03,2,-0.17935049999999939,0
2015-01-04,0,-0.14343907499999956,0
2015-01-05,1,-0.11921022749999965,12
2015-01-06,0,4.89821533690625,1
2015-01-07,4,10.411333632721874,6
2015-01-08,0,4.641404589856249,2
2015-01-09,1,8.7625,2
2015-01-10,0,-1.686812500000001,1
2015-01-11,6,-0.9288712499999994,1
2015-01-12,3,2.347930687500001,3
2015-01-13,3,4.196423881250001,17
2015-01-14,1,1.9549882011718758,4
2015-01-15,0,6.044071991648438,7
2015-01-16,0,1.6997782815109375,11
2015-01-17,0,0.00176100462812534,3
2015-01-18,0,-0.7005458128593746,1
2015-01-19,2,-0.42257890124999914,1
2015-01-20,0,10.673035792203127,5
2015-01-21,0,3.632533951064062,12
2015-01-22,0,12.801042137023437,18
2015-01-23,0,4.9228821500328115,12
2015-01-24,0,-0.7983781030484376,2
2015-01-25,1,-1.129361620623437,2
2015-01-26,1,0.23246025996406416,5
2015-01-27,0,8.313387278750001,41
2015-01-28,0,3.5765321505781253,10
2015-01-29,5,1.6627084720265628,0
2015-01-30,3,0.9310689688515628,6
2015-01-31,0,-0.8752350728624991,11
2015-02-01,0,-0.5053855432671865,1
2015-02-02,0,-0.3375219112859366,20
2015-02-03,0,-0.2648968917656242,11
2015-02-04,1,-0.22170168842656185,12
2015-02-05,2,21.816963648348437,11
2015-02-06,0,15.707113405773436,14
2015-02-07,0,1.1656668163609352,2
2015-02-08,0,-1.8537977050718764,1
2015-02-09,0,0.8524250000000011,12
2015-02-10,1,7.9595065000000025,8
2015-02-11,2,4.347684225000001,9
2015-02-12,0,1.3925554575000008,13
2015-02-13,0,5.669337531156251,10
2015-02-14,6,1.374424824928126,8
2015-02-15,0,1.814697627290626,1
2015-02-16,0,1.0325710848562504,2
2015-02-17,1,14.18856028271875,19
2015-02-18,0,12.9407345127875,9
2015-02-19,3,7.399247522832812,20
2015-02-20,0,4.6115847844874995,20
2015-02-21,0,6.915387125032813,2
2015-02-22,0,-2.1987907705484364,12
2015-02-23,0,2.6736046733453147,3
2015-02-24,0,4.629526185110939,10
2015-02-25,0,11.46287228094375,2
2015-02-26,0,23.69837071672656,8
2015-02-27,0,2.143570095554686,5
2015-02-28,0,0.4202480172812497,3
2015-03-01,0,-1.8738678348921867,3
2015-03-02,0,8.748320717176565,10
2015-03-03,0,6.095547907937502,14
2015-03-04,2,0.013876335512501337,3
2015-03-05,1,-0.4355396119187489,8
2015-03-06,0,-0.08863443637343593,9
2015-03-07,0,1.1624713672218767,1
2015-03-08,2,-0.654477179262499,2
2015-03-09,2,3.5871743798921885,7
2015-03-10,0,5.29546402484375,46
2015-03-11,0,6.966673815515625,69
2015-03-12,0,6.67318334493125,3
2015-03-13,0,17.5225662606625,5
2015-03-14,0,2.283403441948436,12
2015-03-15,0,-1.9251840285671875,0
2015-03-16,3,0.7991214349281259,21
2015-03-17,2,10.925846970437503,13
2015-03-18,0,13.0154182917625,2
2015-03-19,0,12.356648823159375,7
2015-03-20,1,-0.9786526156625008,7
2015-03-21,0,12.112859251165625,2
2015-03-22,0,-0.6545822882609365,1
2015-03-23,1,2.3391854448203144,10
2015-03-24,1,12.47823258146875,13
2015-03-25,2,1.5460384074906264,25
2015-03-26,1,16.152000105584378,21
2015-03-27,0,10.030153449226562,10
2015-03-28,1,2.095502813429688,6
2015-03-29,0,-2.1318740297906245,3
2015-03-30,4,0.6027444784656273,15
2015-03-31,0,9.835755245365627,5
2015-04-01,0,9.048326947637502,14
2015-04-02,0,15.740766367434375,14
2015-04-03,0,6.934321841825,2
2015-04-04,0,0.2859431039000002,1
2015-04-05,0,-1.8509224230453116,7
2015-04-06,0,6.821826957320315,0
2015-04-07,0,4.3318240777187516,8
2015-04-08,0,6.3358489680062515,19
2015-04-09,0,3.124704271432813,18
2015-04-10,0,32.38865998782344,7
2015-04-11,0,1.6139474354468728,1
2015-04-12,0,-1.75249006440625,0
2015-04-13,3,22.23583529739219,8
2015-04-14,0,13.352486468375002,4
2015-04-15,0,6.2403951691187505,2
2015-04-16,0,22.803720474409374,3
2015-04-17,0,13.382293117134376,7
2015-04-18,0,1.5598944047890635,8
2015-04-19,0,-3.301562610565623,2
2015-04-20,1,12.968643149268754,8
2015-04-21,0,12.979788173839065,3
2015-04-22,1,-1.5064595696281233,11
2015-04-23,0,4.791983549232814,2
2015-04-24,0,2.8326392287343767,5
2015-04-25,0,0.09848677228437763,2
2015-04-26,0,-1.3297124112406233,4
2015-04-27,3,28.163238241034378,8
2015-04-28,0,20.479522389765624,6
2015-04-29,1,9.779693973710936,11
2015-04-30,2,4.364282297143748,3
2015-05-01,0,11.121219097568751,5
2015-05-02,0,-3.2511066753296856,3
2015-05-03,6,-1.9769062512109343,2
2015-05-04,4,6.555662303678128,6
2015-05-05,10,5.053793037546878,9
2015-05-06,0,15.980551416582815,1
2015-05-07,1,18.04845341191875,7
2015-05-08,0,28.375757812871875,7
2015-05-09,0,-3.132718702506253,0
2015-05-10,0,-0.9461222855031242,2
2015-05-11,2,12.893102342500002,6
2015-05-12,7,24.962229647125003,3
2015-05-13,1,13.300681193603126,13
2015-05-14,0,7.553767876717187,7
2015-05-15,0,5.116392776025001,2
2015-05-16,0,-1.304374587254685,12
2015-05-17,0,-2.277711487181247,1
2015-05-18,0,22.544572375146878,4
2015-05-19,3,39.45577437969375,6
2015-05-20,0,21.682098015023435,10
2015-05-21,0,3.8897865272124976,7
2015-05-22,0,28.626433606915626,16
2015-05-23,0,-1.0323779400718731,0
2015-05-24,0,-3.9521848488546834,1
2015-05-25,0,-2.6724069525718708,0
2015-05-26,0,5.939265198875006,3
2015-05-27,0,15.50958120946563,7
2015-05-28,0,16.58506945151719,6
2015-05-29,3,20.1992469600875,3
2015-05-30,0,2.566488663874999,1
2015-05-31,0,-3.1758626987640617,2
2015-06-01,4,8.150358137320314,8
2015-06-02,0,30.656599205000003,12
2015-06-03,0,15.179087213375,4
2015-06-04,0,13.34000007043125,27
2015-06-05,1,13.451946596540624,8
2015-06-06,0,-2.4983024368437476,2
2015-06-07,0,-1.8682735269718718,2
