,statsmodels/statsmodels,mlpack/mlpack,scikit-learn/scikit-learn
2010-06-04,2,-2.9995850471953127,3
2010-06-05,0,0.8006047400031253,0
2010-06-06,0,-0.3216508264656248,0
2010-06-07,2,-0.0007054249999998152,2
2010-06-08,5,5.101213495,0
2010-06-09,8,5.65471052565625,3
2010-06-10,4,-3.4381383861625,10
2010-06-11,0,-1.454041622357812,1
2010-06-12,2,-0.9165579658624999,0
2010-06-13,0,-0.57361306978125,0
2010-06-14,6,0.5605520080187499,2
2010-06-15,3,0.37054932750156244,3
2010-06-16,8,3.334498096173437,13
2010-06-17,4,2.4269857864781246,6
2010-06-18,3,12.1716701941375,3
2010-06-19,0,-4.92788275,0
2010-06-20,0,-0.9216511124999986,0
2010-06-21,4,1.5452308637500005,7
2010-06-22,6,3.1858865594843753,11
2010-06-23,0,10.511003825001563,14
2010-06-24,0,-3.1225139502953123,0
2010-06-25,1,0.20404989750625058,8
2010-06-26,0,-2.47336180015,13
2010-06-27,1,-1.383681396509375,2
2010-06-28,3,-0.8343411005156248,7
2010-06-29,2,-0.6385791447796876,0
2010-06-30,7,0.4976991427234372,0
2010-07-01,3,-0.6820715191171882,2
2010-07-02,0,-0.37020962680781283,1
2010-07-03,0,-0.13429697676250013,5
2010-07-04,0,-0.08091273969843757,9
2010-07-05,0,-0.029720249999999997,1
2010-07-06,0,-0.023280862499999996,11
2010-07-07,5,1.98104272625,9
2010-07-08,2,-0.6158767167656252,3
2010-07-09,4,0.7764165867671876,0
2010-07-10,0,-0.419,6
2010-07-11,0,-0.1853249999999999,0
2010-07-12,2,-0.11894049999999996,0
2010-07-13,4,1.913275775,1
2010-07-14,5,1.3323652025,2
2010-07-15,1,0.13496570396874996,3
2010-07-16,13,0.32487589978437514,42
2010-07-17,0,-0.620201716765625,3
2010-07-18,0,-0.3178489132328124,6
2010-07-19,3,-0.20566472499999994,2
2010-07-20,2,-0.1543590225,5
2010-07-21,2,-0.1226690935312501,1
2010-07-22,1,-0.10115839624687514,2
2010-07-23,6,-0.062000816981250095,1
2010-07-24,0,-0.02946012999843757,2
2010-07-25,0,-0.013583413232812524,0
2010-07-26,2,0.0,14
2010-07-27,0,3.0,74
2010-07-28,0,-0.9000000000000001,18
2010-07-29,1,-0.3149999999999998,4
2010-07-30,0,-0.1784999999999999,4
2010-07-31,2,-0.1204875,8
2010-08-01,0,-0.08916074999999998,6
2010-08-02,1,-0.06984258749999998,1
2010-08-03,4,-0.05687182125000001,0
2010-08-04,0,-0.04763015029687513,4
2010-08-05,0,3.9592497603015624,4
2010-08-06,2,-1.2000000000000002,4
2010-08-07,0,0.5800000000000003,1
2010-08-08,0,0.4620000000000001,17
2010-08-09,1,3.4343500000000002,0
2010-08-10,0,0.5166189999999999,0
2010-08-11,0,3.78721405,4
2010-08-12,0,4.906288155,1
2010-08-13,3,-0.021157979562500095,16
2010-08-14,0,0.7717222108187505,1
2010-08-15,0,2.9802895594843752,2
2010-08-16,4,4.424910300001563,5
2010-08-17,2,0.6365616097046871,13
2010-08-18,2,-1.7859877427124995,38
2010-08-19,1,3.2644328359562502,17
2010-08-20,0,-1.5785072422734379,22
2010-08-21,0,-1.5691819266765623,3
2010-08-22,0,-0.9076762962453124,11
2010-08-23,0,-0.6359909397765627,9
2010-08-24,0,2.533072208976562,3
2010-08-25,1,1.776327404057812,8
2010-08-26,0,1.596722399053125,10
2010-08-27,3,0.49457572918906245,16
2010-08-28,0,-1.2977812829296875,0
2010-08-29,0,-0.6117316632328123,0
2010-08-30,0,-0.39849083749999986,6
2010-08-31,1,-0.29620015875,20
2010-09-01,3,-0.23378505904687513,8
2010-09-02,1,0.8081860637546873,8
2010-09-03,0,-0.4262949374953128,14
2010-09-04,0,-0.17750367322968758,6
2010-09-05,0,-0.08666682646562501,10
2010-09-06,0,-0.0401625,24
2010-09-07,2,-0.029720249999999997,8
2010-09-08,2,1.9767191375,54
2010-09-09,0,-0.6189572737500001,61
2010-09-10,0,-0.2258767167656249,11
2010-09-11,7,-0.13258341323281247,23
2010-09-12,5,-0.080325,1
2010-09-13,6,1.9405595,3
2010-09-14,0,-0.6465617250000001,29
2010-09-15,9,0.7520854525000001,12
2010-09-16,1,1.5492465664687498,19
2010-09-17,4,-0.8124918264656251,7
2010-09-18,0,-0.3289404999999998,2
2010-09-19,7,0.794275775,1
2010-09-20,2,-0.44795979750000003,6
2010-09-21,1,-0.21947479603125,4
2010-09-22,5,1.847814174784375,1
2010-09-23,2,-0.6939537642656252,0
2010-09-24,10,0.7149429032359376,0
2010-09-25,0,-0.46944768896562505,0
2010-09-26,0,-0.2042822737499999,0
2010-09-27,0,-0.13481721676562503,8
2010-09-28,2,-0.10030763823281251,10
2010-09-29,4,0.9323652025,12
2010-09-30,3,1.64496570396875,7
2010-10-01,3,0.24887589978437497,17
2010-10-02,0,1.414623283234375,0
2010-10-03,3,8.122254086767187,0
2010-10-04,4,1.9204547500000002,12
2010-10-05,0,6.313116137500001,11
2010-10-06,2,-0.9360642487499997,19
2010-10-07,6,0.3595248732343759,4
2010-10-08,4,1.670349404485938,7
2010-10-09,1,4.50595039676875,0
2010-10-10,6,-3.4188263730140624,0
2010-10-11,11,8.342980341393751,10
2010-10-12,4,-1.108403104173438,7
2010-10-13,5,0.31245957419531223,5
2010-10-14,3,5.662082109357812,4
2010-10-15,6,2.377699477504687,2
2010-10-16,9,0.5268519769890627,0
2010-10-17,8,7.086072454709376,0
2010-10-18,1,3.458040032370312,10
2010-10-19,0,2.54778142359375,8
2010-10-20,1,7.699445496125,21
2010-10-21,0,-1.711229754995312,25
2010-10-22,0,-0.8696335663234374,10
2010-10-23,0,-1.0654648264562505,2
2010-10-24,9,-0.36381873395937525,24
2010-10-25,0,-0.03351804808750014,21
2010-10-26,0,5.156712367296874,15
2010-10-27,0,10.861099191778123,5
2010-10-28,0,1.3749583236828116,3
2010-10-29,9,-1.4562068721062493,1
2010-10-30,5,5.004981924271876,4
2010-10-31,1,5.941203304270313,16
2010-11-01,0,22.024478155003123,49
2010-11-02,0,-4.4720825012468755,8
2010-11-03,0,-3.2071324638249994,15
2010-11-04,2,-3.295788431098437,13
2010-11-05,0,-2.89801352386875,8
2010-11-06,0,-0.8541026079265626,4
2010-11-07,0,1.355771001176562,30
2010-11-08,1,-1.0532892897687507,4
2010-11-09,3,3.5476880349999984,7
2010-11-10,5,1.6341723583703116,5
2010-11-11,0,-2.08279565344375,4
2010-11-12,6,0.07326893103593779,23
2010-11-13,12,1.1290839755171875,19
2010-11-14,4,-1.110280650515625,15
2010-11-15,1,9.415043850220313,15
2010-11-16,6,-0.4036992752140631,10
2010-11-17,13,1.771158657939063,7
2010-11-18,1,8.675854704273437,4
2010-11-19,2,5.580022348318749,9
2010-11-20,12,4.135518735734376,3
2010-11-21,3,-3.9324562217640615,3
2010-11-22,9,2.3127493485343757,25
2010-11-23,8,-2.1778101889062507,11
2010-11-24,5,-2.058547865125,12
2010-11-25,5,6.744259506989062,16
2010-11-26,0,3.6818892126468743,9
2010-11-27,23,-2.6308447894671882,14
2010-11-28,2,-1.9548064194687498,10
2010-11-29,5,4.901005332889063,7
2010-11-30,7,1.5096762291890622,7
2010-12-01,1,0.6517550670703125,17
2010-12-02,1,2.965072109267188,5
2010-12-03,3,3.4230294871249995,8
2010-12-04,1,0.9187669030281249,2
2010-12-05,3,10.382485715604687,5
2010-12-06,7,11.812576244267188,5
2010-12-07,1,-2.3335082330937498,12
2010-12-08,2,-1.7157549802093737,8
2010-12-09,5,-2.4139288469781244,11
2010-12-10,1,7.691373333973438,20
2010-12-11,0,4.468785575742187,3
2010-12-12,0,2.134184682290625,19
2010-12-13,0,-1.4687321871343748,11
2010-12-14,1,4.787037236707812,14
2010-12-15,0,-1.1806192925359378,2
2010-12-16,0,1.1655671347890628,11
2010-12-17,0,-1.775256706464062,7
2010-12-18,0,-1.8148928321390625,1
2010-12-19,1,2.8174824130312492,0
2010-12-20,1,5.014182792295312,0
2010-12-21,0,0.9567416795734367,3
2010-12-22,1,3.4795205049265627,0
2010-12-23,0,5.947442586340625,0
2010-12-24,1,-2.091232880510937,0
2010-12-25,0,-2.4340255696968747,0
2010-12-26,1,-0.35773454573281205,0
2010-12-27,2,0.7518847666874999,0
2010-12-28,2,1.5662078097093746,0
2010-12-29,0,5.289197335307812,0
2010-12-30,0,5.0590663577249995,2
2010-12-31,9,3.3141492722124997,0
2011-01-01,4,-3.7137130151265625,0
2011-01-02,1,-1.6739840752156243,5
2011-01-03,5,2.9305243982343754,1
2011-01-04,6,7.015925794485938,1
2011-01-05,4,-2.7217865430125,2
2011-01-06,4,1.050488515442188,0
2011-01-07,3,4.944051456995312,0
2011-01-08,0,-3.1746478232218758,2
2011-01-09,3,2.590647907370313,2
2011-01-10,0,7.9479353925,5
2011-01-11,10,0.9522985566874995,4
2011-01-12,0,-1.2820657150718748,16
2011-01-13,2,2.7613847053890628,7
2011-01-14,2,2.278079520220312,5
2011-01-15,5,3.1129742929421873,1
2011-01-16,2,0.7448521373703123,1
2011-01-17,3,12.2427630829375,4
2011-01-18,0,8.0191373356625,11
2011-01-19,2,5.227887173843749,11
2011-01-20,0,-0.6123326809453111,27
2011-01-21,8,6.04465954595625,2
2011-01-22,4,8.993753507507812,10
2011-01-23,2,0.5017471007421879,5
2011-01-24,0,0.01758347229062629,7
2011-01-25,1,2.0101344130843746,7
2011-01-26,0,2.0714420567890617,9
2011-01-27,0,3.290374733553125,7
2011-01-28,0,7.1537587918625,6
2011-01-29,1,0.9572906299312489,1
2011-01-30,5,-0.004090912045312756,2
2011-01-31,3,-0.08581636261718728,6
2011-02-01,0,12.63919343979375,16
2011-02-02,0,-0.6668658130062504,22
2011-02-03,0,0.2358963000109382,1
2011-02-04,1,1.9961978007453132,2
2011-02-05,0,8.0082258642,0
2011-02-06,2,0.2939532050968747,0
2011-02-07,1,12.581075628542187,0
2011-02-08,2,0.591998261773437,14
2011-02-09,0,-4.740780576181249,0
2011-02-10,3,13.70381554393125,0
2011-02-11,0,-2.0960820557250006,3
2011-02-12,0,-4.701394076757811,2
2011-02-13,11,-1.595963885584375,0
2011-02-14,2,7.9232354368625,9
2011-02-15,1,5.662599533087499,1
2011-02-16,1,-0.030764945332812488,0
2011-02-17,7,-0.7483844888781244,12
2011-02-18,1,0.170380783001562,1
2011-02-19,1,-2.5449099712859375,0
2011-02-20,5,5.688802035085938,4
2011-02-21,3,12.014153170734374,19
2011-02-22,12,-2.922975880889063,3
2011-02-23,6,0.5601089937656258,20
2011-02-24,2,-0.030569624906250148,12
2011-02-25,11,-1.4813982877109373,7
2011-02-26,6,-0.6706376774953122,4
2011-02-27,0,-1.3559748434484373,25
2011-02-28,12,9.130792788890625,18
2011-03-01,3,-1.6720531653640638,5
2011-03-02,4,6.883064218710937,8
2011-03-03,4,-1.7191300405109375,3
2011-03-04,3,2.7901730605218753,3
