,filamentphp/filament,thedevdojo/wave,thedevdojo/voyager
2021-07-23,-0.5408000000000006,0,0
2021-07-24,1.6106239999999998,0,0
2021-07-25,-1.0985216,0,0
2021-07-26,-0.4788172799999999,0,0
2021-07-27,-0.3250242559999999,0,0
2021-07-28,-0.24957603840000003,0,0
2021-07-29,-0.059904000000000034,0,0
2021-07-30,-0.04592640000000001,0,1
2021-07-31,-0.03674111999999999,0,0
2021-08-01,-0.030311423999999986,0,0
2021-08-02,-0.025596313599999993,0,0
2021-08-03,0.0,2,0
2021-08-04,0.0,0,0
2021-08-05,3.0,0,0
2021-08-06,0.8000000000000003,0,0
2021-08-07,-1.1599999999999997,0,0
2021-08-08,-0.432,0,0
2021-08-09,-0.25280000000000014,0,1
2021-08-10,-0.17305600000000015,0,0
2021-08-11,-0.12879360000000006,0,0
2021-08-12,-0.10103808,0,0
2021-08-13,-0.08220825599999997,0,0
2021-08-14,-0.06870589439999998,0,0
2021-08-15,6.9744036864,0,0
2021-08-16,-1.7999999999999994,0,0
2021-08-17,-0.23999999999999977,0,0
2021-08-18,-0.968,0,0
2021-08-19,1.5247999999999997,0,0
2021-08-20,-1.115264,0,0
2021-08-21,1.5277056,0,0
2021-08-22,-1.1095091199999998,0,0
2021-08-23,-0.47062374400000007,0,0
2021-08-24,-0.3110173696,0,0
2021-08-25,2.8429197312,0,0
2021-08-26,-1.3094432767999997,0,0
2021-08-27,-0.436237824,0,0
2021-08-28,-0.2543374336,0,3
2021-08-29,17.844888576,0,0
2021-08-30,-3.315452313599998,0,0
2021-08-31,-3.8288895999999997,0,3
2021-09-01,1.3128883199999999,0,2
2021-09-02,11.749732863999999,0,0
2021-09-03,5.2960695296,0,0
2021-09-04,-7.205145599999999,0,0
2021-09-05,8.11667712,0,0
2021-09-06,-2.1865410559999994,0,0
2021-09-07,-4.198407270400001,0,0
2021-09-08,33.0287868928,0,0
2021-09-09,1.7081866240000032,0,0
2021-09-10,0.033106841600000436,0,0
2021-09-11,-3.8134459391999993,0,0
2021-09-12,-4.8315068416,0,0
2021-09-13,-4.283715072000001,0,0
2021-09-14,22.362501427199998,0,0
2021-09-15,-3.8215606271999985,0,0
2021-09-16,7.418780160000001,0,0
2021-09-17,-0.6837125119999978,0,0
2021-09-18,-3.5075869696,0,0
2021-09-19,-1.0028532736000004,0,0
2021-09-20,-4.2007963648,0,0
2021-09-21,-2.2282459136000003,0,0
2021-09-22,-1.56227328,0,0
2021-09-23,-1.2096348160000001,2,0
2021-09-24,-0.7067167743999999,0,0
2021-09-25,0.5062912000000002,2,0
2021-09-26,-0.6492884991999999,0,0
2021-09-27,4.7681845248,0,0
2021-09-28,-2.1151926271999995,0,0
2021-09-29,-0.6416000000000001,0,0
2021-09-30,5.650048,0,0
2021-10-01,2.3690368000000004,1,0
2021-10-02,-2.8881305599999996,0,0
2021-10-03,-1.1139717120000001,0,0
2021-10-04,6.3257490432,2,0
2021-10-05,-3.2634905599999997,0,0
2021-10-06,5.808470015999999,0,0
2021-10-07,-3.4730393599999996,1,0
2021-10-08,-1.3139870720000002,1,1
2021-10-09,-0.8102315008000001,0,0
2021-10-10,-0.5159331840000003,0,0
2021-10-11,2.66174208,3,0
2021-10-12,3.533167616,0,0
2021-10-13,9.421818982400001,1,0
2021-10-14,-5.698089983999999,0,0
2021-10-15,-1.9743870976000002,0,0
2021-10-16,-0.06585600000000036,0,0
2021-10-17,10.8821504,0,0
2021-10-18,-4.4493516799999995,0,2
2021-10-19,3.683121664,0,0
2021-10-20,-3.6642197503999996,0,0
2021-10-21,0.4409886719999996,1,0
2021-10-22,-0.7615650816000001,0,0
2021-10-23,2.78651904,0,0
2021-10-24,10.713722368,0,0
2021-10-25,-4.178016460799999,0,0
2021-10-26,-2.9964609535999998,0,0
2021-10-27,7.5819891712,0,0
2021-10-28,-2.5251012607999996,2,0
2021-10-29,-0.4931107840000002,2,0
2021-10-30,-1.0886598656,0,0
2021-10-31,-1.5005646848,0,0
2021-11-01,0.11427399679999994,1,0
2021-11-02,15.9895397376,0,0
2021-11-03,3.741638246400001,2,0
2021-11-04,-2.753020927999998,0,0
2021-11-05,8.7452008448,0,0
2021-11-06,-7.1954302976,0,0
2021-11-07,0.15350077439999943,0,0
2021-11-08,3.0505848831999995,0,0
2021-11-09,5.999341568,1,3
2021-11-10,16.1342497792,0,3
2021-11-11,-0.26508533759999686,0,0
2021-11-12,5.5403241472000015,0,0
2021-11-13,-9.240818483199998,1,0
2021-11-14,0.0420130815999995,7,0
2021-11-15,10.002133504,0,0
2021-11-16,18.1899032576,0,0
2021-11-17,-2.6404215807999982,0,0
2021-11-18,1.4326318080000018,0,0
2021-11-19,-8.791668121599999,0,0
2021-11-20,4.0302595071999985,0,0
2021-11-21,-3.7144932352,0,0
2021-11-22,1.5380741119999994,0,0
2021-11-23,-3.0750743552,0,0
2021-11-24,6.511305932799999,0,0
2021-11-25,43.9356429312,0,0
2021-11-26,-8.503102156799994,0,0
2021-11-27,-4.1810306048,0,0
2021-11-28,-6.573154815999999,0,0
2021-11-29,3.8525193215999973,0,0
2021-11-30,13.313137766399999,0,0
2021-12-01,2.700145664000001,0,0
2021-12-02,-4.246694604799998,0,0
2021-12-03,-3.0746401791999993,0,0
2021-12-04,-5.3345928192,0,0
2021-12-05,6.423528345599999,0,0
2021-12-06,20.717776281600003,0,0
2021-12-07,21.322994278400003,0,0
2021-12-08,-3.229072691199999,0,0
2021-12-09,8.211380736000002,2,0
2021-12-10,18.9292412928,0,0
2021-12-11,8.782767411199998,0,0
2021-12-12,-5.959938867199998,1,0
2021-12-13,35.610335232,0,0
2021-12-14,2.5679290368000025,4,0
2021-12-15,25.9289521152,0,0
2021-12-16,-13.001496371199998,1,0
2021-12-17,17.796783616,0,0
2021-12-18,-19.6478450688,0,0
2021-12-19,20.979878809599995,0,0
2021-12-20,6.791241113600002,0,0
2021-12-21,-6.536817766399999,0,0
2021-12-22,4.887504588800001,0,0
2021-12-23,37.4001671168,0,0
2021-12-24,-22.633611878399996,0,0
2021-12-25,5.612852019199998,0,0
2021-12-26,-2.0553673727999993,0,0
2021-12-27,8.641854156799997,0,0
2021-12-28,16.135834521600003,0,0
2021-12-29,24.847738470400003,0,0
2021-12-30,11.357244313600006,0,0
2021-12-31,-17.207876403199997,0,0
2022-01-01,-0.0665511936000005,0,0
2022-01-02,23.952135679999998,0,0
2022-01-03,-18.662078566399998,0,0
2022-01-04,26.683301478399997,0,0
2022-01-05,8.978292224,0,0
2022-01-06,-17.79269888,0,0
2022-01-07,-7.268513894400002,0,0
2022-01-08,-6.085820108800002,0,0
2022-01-09,8.353450086399999,0,0
2022-01-10,10.5447940096,0,0
2022-01-11,7.398577971200002,0,0
2022-01-12,28.6622214144,0,0
2022-01-13,-7.794116812799999,0,0
2022-01-14,-1.6984230912000005,0,0
2022-01-15,-0.13940213759999942,0,0
2022-01-16,33.985483366400004,0,0
2022-01-17,-12.768756223999997,0,0
2022-01-18,9.0774452224,0,0
2022-01-19,-10.5139856384,0,0
2022-01-20,-8.112327782400001,0,0
2022-01-21,7.373005311999998,0,0
2022-01-22,-3.7033800703999997,0,0
2022-01-23,17.8756682752,0,0
2022-01-24,2.0049525760000027,0,0
2022-01-25,-2.279556710399998,0,0
2022-01-26,5.615240396800001,0,0
2022-01-27,5.262449459199999,0,0
2022-01-28,7.693211852800001,0,0
2022-01-29,-0.8476323840000006,0,0
2022-01-30,4.3253755904,0,0
2022-01-31,0.6995565568000011,0,0
2022-02-01,-3.278551654400001,0,0
2022-02-02,12.1820940288,0,0
2022-02-03,9.7727082496,0,0
2022-02-04,13.794136473600002,0,0
2022-02-05,-9.378568499199998,0,0
2022-02-06,16.4638649344,0,0
2022-02-07,26.621336576,0,0
2022-02-08,15.712236441600005,0,0
2022-02-09,13.257953792000002,0,0
2022-02-10,8.495040000000003,0,0
2022-02-11,33.3247051776,0,0
2022-02-12,-17.271147008,0,0
2022-02-13,17.146182451199998,0,0
2022-02-14,-10.930500300799999,0,0
2022-02-15,-2.9126737919999997,0,0
2022-02-16,12.440998195200002,0,0
2022-02-17,-1.3566541823999998,0,0
2022-02-18,-7.014827417599999,0,12
2022-02-19,-9.399510118399999,0,0
2022-02-20,-2.9637098496000007,0,0
2022-02-21,17.307891507199997,0,0
2022-02-22,3.3711099904000026,0,0
2022-02-23,-5.390949683199999,0,8
2022-02-24,24.552864460800002,0,0
2022-02-25,-7.738181017599997,0,0
2022-02-26,-6.949018521599999,0,0
2022-02-27,18.9208769536,0,0
2022-02-28,8.4017743872,1,0
2022-03-01,26.5684934656,0,0
2022-03-02,-5.691423129599997,0,0
2022-03-03,12.376752128,0,0
2022-03-04,12.400843264000002,0,0
2022-03-05,-10.662838476799998,0,0
2022-03-06,6.1525026816,0,0
2022-03-07,1.5039248383999997,0,0
2022-03-08,-0.5203633151999991,0,0
2022-03-09,-2.8138851327999994,0,0
2022-03-10,6.4423132160000005,0,0
2022-03-11,38.7371036672,0,0
2022-03-12,-20.239374233599996,0,0
2022-03-13,-0.3276881920000001,0,0
2022-03-14,0.5812809727999984,0,0
2022-03-15,6.194465177599998,0,0
2022-03-16,4.660698624000002,0,0
2022-03-17,4.348613222400001,0,0
2022-03-18,-7.7972511743999995,0,0
2022-03-19,-3.1212364800000003,0,0
2022-03-20,65.3056498688,0,0
2022-03-21,-15.356183347199995,0,0
2022-03-22,5.934374912000003,0,0
2022-03-23,10.730020352000004,0,0
2022-03-24,16.834387968,0,0
2022-03-25,-1.9119493119999973,0,0
2022-03-26,-6.192455168000002,0,0
2022-03-27,-9.5363928064,0,0
2022-03-28,9.055252889599998,0,0
2022-03-29,5.108314624,0,0
2022-03-30,4.086244864000001,0,0
2022-03-31,-3.7752692735999993,0,0
2022-04-01,-2.5010625536000006,0,0
2022-04-02,-6.622399488,0,0
2022-04-03,2.725053951999999,0,0
2022-04-04,0.5150472191999995,0,0
2022-04-05,9.815031705600001,4,0
2022-04-06,3.2834376704000015,0,0
2022-04-07,27.605596262400002,0,0
2022-04-08,-13.039951564799996,0,0
2022-04-09,-5.5672587264,0,0
2022-04-10,-2.6987563008000013,0,0
2022-04-11,-0.5857438720000019,0,0
2022-04-12,3.5549294592,0,0
2022-04-13,12.227033088,2,0
2022-04-14,-2.0558134271999986,0,0
2022-04-15,-2.2633422847999993,0,0
2022-04-16,1.499718144,0,0
2022-04-17,20.5680012288,1,0
2022-04-18,-6.048145817599998,2,0
2022-04-19,36.2499042304,0,0
2022-04-20,6.493065625600003,0,0
2022-04-21,-7.131392921599996,0,0
2022-04-22,-2.9253200895999996,0,0
2022-04-23,-7.451025305600002,0,0
2022-04-24,4.265693900799999,0,0
2022-04-25,6.3643732991999995,0,0
2022-04-26,51.547299328,0,0
2022-04-27,-6.549852876799996,0,0
2022-04-28,5.139826073600005,0,0
2022-04-29,-10.749444505599996,0,0
2022-04-30,-7.588482252800002,0,0
2022-05-01,4.031042764799999,0,0
2022-05-02,2.2995595263999995,0,0
2022-05-03,-7.8880040959999995,0,1
2022-05-04,22.1825942528,0,5
2022-05-05,17.112794931200003,0,0
2022-05-06,10.666147942400002,0,0
2022-05-07,-8.740024627199997,0,0
2022-05-08,4.3131224064,0,0
2022-05-09,7.599549337599999,0,0
2022-05-10,12.9848184832,0,0
2022-05-11,43.7831442432,0,0
2022-05-12,-0.8640273407999928,0,0
2022-05-13,-10.640101785599995,0,0
2022-05-14,-12.6215738368,0,0
2022-05-15,12.838639001599997,0,0
2022-05-16,-8.3257229312,0,0
2022-05-17,-5.006717440000001,0,0
2022-05-18,16.3294809088,0,0
2022-05-19,8.839210803200002,0,0
2022-05-20,13.745188352000003,0,0
2022-05-21,-16.799383039999995,0,0
2022-05-22,23.4016173056,0,0
2022-05-23,-10.969992294399997,0,0
2022-05-24,17.6021264384,0,0
