,gcc-mirror/gcc,llvm/llvm-project,golang/go
2020-05-03,4,40,1.0
2020-05-04,25,89,14.9
2020-05-05,67,122,13.454999999999998
2020-05-06,32,107,10.796499999999998
2020-05-07,35,137,23.576837499999996
2020-05-08,21,91,24.061445749999997
2020-05-09,41,41,-1.9053507625000012
2020-05-10,5,55,-1.0198876337499991
2020-05-11,43,114,4.746853305734378
2020-05-12,41,106,3.637479345979692
2020-05-13,33,110,6.758805640476566
2020-05-14,31,104,11.633481440257814
2020-05-15,29,126,-1.8609417538734365
2020-05-16,3,33,-1.7691802941218735
2020-05-17,11,39,-1.1048572900531233
2020-05-18,26,71,9.33621311761094
2020-05-19,32,141,8.48490681381875
2020-05-20,32,122,5.133569962904687
2020-05-21,20,97,10.26001830764375
2020-05-22,22,82,-1.2272647512921875
2020-05-23,12,42,-0.33444474851874895
2020-05-24,2,36,2.0671760224640634
2020-05-25,25,57,0.023175662500001692
2020-05-26,28,108,15.223682319843752
2020-05-27,28,136,2.8174490707343747
2020-05-28,31,153,4.37614266603125
2020-05-29,30,152,7.452119817310937
2020-05-30,8,46,-0.8201510271968744
2020-05-31,15,38,3.8984092331984384
2020-06-01,18,75,5.7351515621671885
2020-06-02,62,124,6.485762926876563
2020-06-03,52,143,16.28085433296406
2020-06-04,69,141,12.153827254346874
2020-06-05,52,161,10.024369330476562
2020-06-06,4,39,-2.9795289411062504
2020-06-07,12,49,0.25388044541093935
2020-06-08,47,125,11.59026860863594
2020-06-09,62,149,6.6649980012109395
2020-06-10,49,112,4.716027058123439
2020-06-11,57,119,4.906242939181251
2020-06-12,45,93,1.9887319078687513
2020-06-13,4,34,-0.5866751322421861
2020-06-14,7,31,0.928333112032814
2020-06-15,44,145,6.101732460218751
2020-06-16,65,144,3.652869621975001
2020-06-17,59,128,10.677780638642188
2020-06-18,53,151,6.0451864623171865
2020-06-19,43,117,4.157322043639063
2020-06-20,9,62,-0.6526126910640624
2020-06-21,4,29,-1.0840189531593738
2020-06-22,16,102,0.254297585182814
2020-06-23,24,132,4.321402472568752
2020-06-24,27,136,7.992583012170313
2020-06-25,25,154,7.505847586132813
2020-06-26,12,142,6.274780575443749
2020-06-27,8,48,-0.7166236446312504
2020-06-28,11,27,-0.056169690731249444
2020-06-29,24,116,6.210684138714064
2020-06-30,20,140,5.732654343234376
2020-07-01,30,142,2.532361703635938
2020-07-02,24,109,-0.28452769607031225
2020-07-03,13,92,0.09612967753593837
2020-07-04,2,42,-0.6928466356984364
2020-07-05,4,21,2.551045832946876
2020-07-06,44,103,5.3986133731984385
2020-07-07,47,127,10.022539782604687
2020-07-08,44,138,7.345076293639062
2020-07-09,25,131,2.2506915714359366
2020-07-10,55,120,2.654917330590625
2020-07-11,8,52,-1.217941203051562
2020-07-12,2,25,-0.7778987662859361
2020-07-13,32,124,1.4182499959531265
2020-07-14,26,131,2.329787793048439
2020-07-15,41,120,0.23739712536250068
2020-07-16,45,142,6.432474969964063
2020-07-17,19,114,1.9699372901140624
2020-07-18,7,52,-0.80958966220625
2020-07-19,6,28,-0.46343218514374984
2020-07-20,23,123,2.6920723200000007
2020-07-21,19,118,4.45961552271875
2020-07-22,21,163,0.16791932213125005
2020-07-23,19,125,5.437593218126563
2020-07-24,20,100,2.0418543676046874
2020-07-25,5,45,1.1623403432015629
2020-07-26,7,45,-0.6719288451078124
2020-07-27,43,108,1.5853170987500007
2020-07-28,17,136,1.4869765672031257
2020-07-29,24,166,-0.5427791439359371
2020-07-30,28,129,10.663155709304688
2020-07-31,33,104,5.6762611556203115
2020-08-01,9,34,0.6301560532374995
2020-08-02,6,36,0.06860929136093719
2020-08-03,33,112,7.3179033774281255
2020-08-04,38,138,-0.2652457685312495
2020-08-05,21,170,0.17664128139687563
2020-08-06,18,148,1.3431415486781255
2020-08-07,10,136,1.335851908078126
2020-08-08,5,48,-0.6628114740046868
2020-08-09,5,38,-0.37809764003281193
2020-08-10,21,103,9.7572806494125
2020-08-11,16,165,4.817240434589062
2020-08-12,21,99,11.803589645446875
2020-08-13,16,143,5.078521416948436
2020-08-14,15,98,9.287652128932812
2020-08-15,1,34,8.893423168896874
2020-08-16,3,29,3.691769169928125
2020-08-17,12,131,39.047435712500004
2020-08-18,25,112,21.643043779843747
2020-08-19,23,116,7.5016777077968735
2020-08-20,16,90,2.618021554331249
2020-08-21,12,107,3.5586609296734406
2020-08-22,5,44,0.03077960532656654
2020-08-23,5,18,0.6778917389328165
2020-08-24,15,100,20.05133161026094
2020-08-25,25,109,13.408715339893751
2020-08-26,42,133,10.210645705854688
2020-08-27,20,157,15.576715201076562
2020-08-28,16,94,9.189269564673438
2020-08-29,3,55,-1.4583682851109363
2020-08-30,8,34,-1.3001020205484353
2020-08-31,17,53,1.2995609733453157
2020-09-01,15,94,11.414608794798442
2020-09-02,15,85,3.532831187943752
2020-09-03,15,101,8.017980733420313
2020-09-04,12,76,-2.18852820905
2020-09-05,1,35,2.7427215776140637
2020-09-06,4,22,1.8026058072515636
2020-09-07,22,102,2.9859212306625014
2020-09-08,19,102,3.929538582167188
2020-09-09,31,105,17.804083070689064
2020-09-10,36,102,3.3570135764390616
2020-09-11,42,111,11.072775454628125
2020-09-12,8,47,1.5528711521406242
2020-09-13,2,22,3.246626359187501
2020-09-14,17,116,9.346821553309375
2020-09-15,15,153,9.826670471579689
2020-09-16,35,158,15.499142971028125
2020-09-17,25,139,11.717259950023436
2020-09-18,20,102,17.626274572473438
2020-09-19,14,43,0.0017997180812496794
2020-09-20,6,29,-1.685534953779686
2020-09-21,30,121,6.160049216028128
2020-09-22,32,133,14.84804996414844
