,nim-lang/Nim,golang/go,rust-lang/rust
2018-08-16,9,3.0,116
2018-08-17,8,13.1,44
2018-08-18,4,3.4849999999999994,40
2018-08-19,1,-4.048499999999999,83
2018-08-20,5,51.2065125,72
2018-08-21,9,35.97256425,44
2018-08-22,12,30.727773912500002,118
2018-08-23,21,-14.239065896249997,72
2018-08-24,6,13.353608617203129,87
2018-08-25,5,-9.826968214417185,43
2018-08-26,4,-4.949352981884374,57
2018-08-27,9,-5.5652492771125,89
2018-08-28,9,6.521940040171873,61
2018-08-29,2,-2.5075163861671914,92
2018-08-30,12,22.78570219883281,98
2018-08-31,8,-0.9906434882609396,78
2018-09-01,1,-6.179624956248437,64
2018-09-02,6,-1.7828970678781246,42
2018-09-03,25,3.3425987730265625,74
2018-09-04,10,5.647064886556249,39
2018-09-05,5,11.643216037348438,64
2018-09-06,6,1.175876901129687,93
2018-09-07,17,7.75268474815,74
2018-09-08,4,-4.442486753173439,63
2018-09-09,0,-1.2864738378421867,47
2018-09-10,3,-1.3550132680124998,69
2018-09-11,10,4.339508092942188,85
2018-09-12,8,6.189276523464061,71
2018-09-13,4,9.034065893906249,76
2018-09-14,26,-0.5450386458484386,44
2018-09-15,17,-1.6768171625640615,69
2018-09-16,12,-0.31389823180624976,50
2018-09-17,14,9.279261525004689,51
2018-09-18,11,6.8114282855203125,61
2018-09-19,9,3.0088823436750003,45
2018-09-20,4,2.457413682214063,86
2018-09-21,4,-5.171805147046875,50
2018-09-22,12,-2.626235494603125,57
2018-09-23,4,0.34052169905625007,43
2018-09-24,15,15.215979725004686,41
2018-09-25,8,6.783952111614061,51
2018-09-26,3,4.48561607626875,87
2018-09-27,8,7.7856254003156256,35
2018-09-28,11,2.8800325467796872,37
2018-09-29,12,-2.307085780862499,66
2018-09-30,4,-3.344839959999999,59
2018-10-01,11,3.1391239502187505,51
2018-10-02,20,23.23968644226875,64
2018-10-03,8,18.78087007083906,42
2018-10-04,3,6.099517786051562,62
2018-10-05,0,3.7234169822203143,82
2018-10-06,0,1.0687460895843763,48
2018-10-07,0,-7.330642698140624,30
2018-10-08,3,0.21498795030312667,76
2018-10-09,34,11.277542632423437,76
2018-10-10,6,8.225639591681249,76
2018-10-11,17,8.318836667760936,58
2018-10-12,12,7.801442053951561,69
2018-10-13,16,-5.356247726657813,76
2018-10-14,14,-2.628380669164062,54
2018-10-15,6,15.877639068923438,123
2018-10-16,17,2.490216072939061,69
2018-10-17,4,10.734570173085938,63
2018-10-18,25,1.8262211037749996,73
2018-10-19,13,5.360453349509375,67
2018-10-20,3,-5.8086863924734375,54
2018-10-21,1,-3.486261713270311,36
2018-10-22,4,11.002549234271875,52
2018-10-23,6,17.74109463873906,57
2018-10-24,12,8.760179185921874,58
2018-10-25,11,4.9010173289078125,122
2018-10-26,0,1.7728531436375015,77
2018-10-27,4,-0.8024937735140618,49
2018-10-28,14,2.8228993456921883,61
2018-10-29,8,5.8761916742687506,61
2018-10-30,29,16.017740344548436,70
2018-10-31,8,4.415829623615624,62
2018-11-01,4,0.6333876201156237,96
2018-11-02,5,33.43933609834219,62
2018-11-03,5,-10.243504261664064,71
2018-11-04,1,-6.6965436266703104,37
2018-11-05,3,15.482149783979688,99
2018-11-06,9,5.091133445967186,53
2018-11-07,12,-3.3288384256531245,81
2018-11-08,18,10.422196144160937,56
2018-11-09,6,7.195195235101561,49
2018-11-10,2,-2.1156476372187516,85
2018-11-11,6,-2.6572716531390626,60
2018-11-12,1,27.391346400821874,38
2018-11-13,2,6.631033590206249,63
2018-11-14,3,11.912417765626563,36
2018-11-15,12,-3.1614707028359366,67
2018-11-16,6,11.532731918087501,123
2018-11-17,0,-7.738405359457813,34
2018-11-18,3,-4.173210574084375,47
2018-11-19,7,3.642411842807812,52
2018-11-20,7,6.6827311218187475,72
2018-11-21,7,1.3442355992531239,108
2018-11-22,5,-3.5649678007828136,61
2018-11-23,25,0.5609624822546873,42
2018-11-24,1,-2.1489306006578133,61
2018-11-25,0,-2.060402862453125,63
2018-11-26,15,11.835380786770312,56
2018-11-27,5,8.252494754409375,127
2018-11-28,1,10.07854867795,47
2018-11-29,6,18.61072705958125,84
2018-11-30,6,-1.0151431968937494,103
2018-12-01,3,-1.700106717278123,18
2018-12-02,0,-3.798824832196874,57
2018-12-03,7,6.092571815517188,79
2018-12-04,11,8.433312823296875,82
2018-12-05,15,12.80122200502031,59
2018-12-06,5,0.5200439172234361,74
2018-12-07,7,2.64654733986875,57
2018-12-08,12,-5.771718779209375,57
2018-12-09,21,-2.666151105421875,57
2018-12-10,10,7.375211274571875,73
2018-12-11,60,10.219719423378123,78
2018-12-12,20,14.083072732953124,86
2018-12-13,17,15.530033766928124,53
2018-12-14,10,4.3278657176875015,80
2018-12-15,8,-4.910979436234374,57
2018-12-16,14,-5.360192997843749,40
2018-12-17,3,15.026566445001563,56
2018-12-18,8,9.566285950360935,50
2018-12-19,12,-1.4849456950624997,117
2018-12-20,9,6.007148355679687,86
2018-12-21,11,-3.705698039529688,79
2018-12-22,4,-0.04028978032031283,75
2018-12-23,2,-4.307776356803125,54
2018-12-24,0,0.6140879908203125,38
2018-12-25,1,-1.5872321092796886,60
2018-12-26,1,-0.9328686557046886,52
2018-12-27,8,1.5568155689343741,76
2018-12-28,0,1.3077144686843742,61
2018-12-29,0,2.2612991421609374,73
2018-12-30,14,1.0330574257406249,72
