,ray-project/ray,DLR-RM/stable-baselines3,hill-a/stable-baselines
2020-01-28,1.344922720225,2,0
2020-01-29,2.4869768959624996,0,0
2020-01-30,4.236504399139062,0,0
2020-01-31,6.598672467642187,6,1
2020-02-01,0.39111360185625,0,1
2020-02-02,0.4657333894875002,0,0
2020-02-03,4.973971041254687,9,2
2020-02-04,4.960466018973437,1,0
2020-02-05,1.3348086605234375,1,0
2020-02-06,-2.0294780280093754,0,0
2020-02-07,-0.6907121335234372,0,0
2020-02-08,0.7920146209640624,0,1
2020-02-09,-0.21475096115625014,0,0
2020-02-10,10.214743614273438,0,0
2020-02-11,5.3800864741937495,7,0
2020-02-12,4.029208875746875,3,0
2020-02-13,1.064526957810938,1,0
2020-02-14,-0.10240154792812461,7,0
2020-02-15,-1.2861218062468742,0,0
2020-02-16,1.5722531257375003,0,0
2020-02-17,3.310743166770312,0,0
2020-02-18,1.7052405723468747,0,0
2020-02-19,2.8007252348,0,0
2020-02-20,6.6123178242812495,0,0
2020-02-21,1.3727421603109367,1,0
2020-02-22,1.1378206560406254,0,0
2020-02-23,-1.4161776064625,0,0
2020-02-24,4.6172318514718755,0,0
2020-02-25,5.470257002724999,0,1
2020-02-26,1.5594296692750005,0,0
2020-02-27,9.117138470742187,0,1
2020-02-28,5.1235063979468745,0,1
2020-02-29,-4.963946776671875,0,0
2020-03-01,-1.0987218982249987,0,0
2020-03-02,3.4981668215546877,0,0
2020-03-03,9.653744767425,0,0
2020-03-04,9.329545551479686,0,0
2020-03-05,-5.052090315939063,0,0
2020-03-06,1.2313758289000005,0,1
2020-03-07,-0.719681255198438,0,1
2020-03-08,0.12430526517343754,0,0
2020-03-09,7.499639548235938,2,0
2020-03-10,3.5281623766906245,7,1
2020-03-11,6.4835926214,3,0
2020-03-12,6.486297766489062,5,1
2020-03-13,2.878080661726562,3,0
2020-03-14,0.533732680956251,0,0
2020-03-15,-0.5437771627109367,0,0
2020-03-16,-0.638572777495312,5,0
2020-03-17,5.997629415145313,0,1
2020-03-18,-1.5122054777031257,1,0
2020-03-19,4.917202262215625,3,0
2020-03-20,5.859892714501562,2,0
2020-03-21,-0.9818817521843757,0,3
2020-03-22,1.5228475478109376,0,1
2020-03-23,13.663132319790625,3,0
2020-03-24,-2.844808854478125,1,0
2020-03-25,2.8328880881609386,3,1
2020-03-26,3.5944588156078128,0,1
2020-03-27,3.3451760886765625,0,0
2020-03-28,0.21793786898124967,0,0
2020-03-29,2.094079469359375,0,0
2020-03-30,4.120543909490625,0,0
2020-03-31,-0.4631783836796881,8,0
2020-04-01,4.5510527917296875,0,0
2020-04-02,0.8110479897093743,0,0
2020-04-03,2.4322183707453124,0,0
2020-04-04,1.3304354162624996,0,1
2020-04-05,0.6442775678093753,0,0
2020-04-06,3.0714664932421876,3,0
2020-04-07,2.622333541478125,0,0
2020-04-08,0.5126293245750002,0,0
2020-04-09,6.08792981919375,0,1
2020-04-10,3.7449451553093747,0,0
2020-04-11,-0.3533836855078123,0,0
2020-04-12,1.7091301667750005,0,0
2020-04-13,2.738803749273438,0,0
2020-04-14,-1.5082432960250003,1,0
2020-04-15,4.611970362509375,0,1
2020-04-16,15.511436789790626,0,0
2020-04-17,2.6144180061781235,2,0
2020-04-18,-4.111644360720312,0,0
2020-04-19,1.4722762833250007,0,1
2020-04-20,5.429848145740625,5,0
2020-04-21,3.325632298242187,4,0
2020-04-22,0.29168128332187493,7,0
2020-04-23,0.13294632992500066,3,0
2020-04-24,-1.343939723676563,0,0
2020-04-25,2.522546870920312,1,0
2020-04-26,7.1415238028906245,0,0
2020-04-27,2.58333597595625,1,0
2020-04-28,5.874423980445313,0,1
2020-04-29,3.9725727280296876,0,0
2020-04-30,3.9728320403093758,1,0
2020-05-01,5.895917206773438,0,0
2020-05-02,2.1961511697875,0,0
2020-05-03,2.7917458147062506,0,0
2020-05-04,1.8843614749296878,0,0
2020-05-05,5.2286586003124995,13,0
2020-05-06,-1.4932170365359383,1,0
2020-05-07,5.06900846553125,14,0
2020-05-08,3.106182418764062,9,0
2020-05-09,0.17253355648281232,3,0
2020-05-10,-2.9244080071859377,0,0
2020-05-11,5.6174659187625,3,0
2020-05-12,6.106217239278124,1,1
2020-05-13,-1.8772824177859384,0,0
2020-05-14,3.829032886859375,0,1
2020-05-15,-0.8263068563218754,1,0
2020-05-16,1.1797813155296875,0,0
2020-05-17,5.257554936559375,0,0
2020-05-18,6.162941152070312,1,0
2020-05-19,-0.8065417223578129,3,0
2020-05-20,6.53691691773125,0,0
2020-05-21,2.1588112136249995,0,0
2020-05-22,-0.32926952830781264,0,0
2020-05-23,0.6073574620734377,0,0
2020-05-24,-2.0457299217609375,1,0
2020-05-25,2.99961642544375,0,0
2020-05-26,7.21223605648125,0,0
2020-05-27,11.584089225609375,1,0
2020-05-28,2.2545313131624996,0,1
2020-05-29,6.3785435553125005,0,0
2020-05-30,-1.3049269671921877,0,1
2020-05-31,-4.488504606243749,0,0
2020-06-01,2.5262081365531257,3,0
2020-06-02,14.798034215439063,0,0
2020-06-03,2.778016123679687,0,0
2020-06-04,2.824051335671875,1,1
2020-06-05,6.274070839884375,0,0
2020-06-06,0.5809160609671871,0,0
2020-06-07,-1.1908783551218747,0,0
2020-06-08,0.11057604008593813,1,0
2020-06-09,17.560644613671876,1,0
2020-06-10,-0.34857896794531484,2,0
2020-06-11,9.935053830403126,0,1
2020-06-12,-0.8382089057187496,0,0
2020-06-13,-2.7568891865328125,0,0
2020-06-14,-2.975515771153125,0,0
2020-06-15,4.364820032807812,0,0
2020-06-16,9.157648331256249,0,0
2020-06-17,2.0650740549906246,2,0
2020-06-18,4.810628920485938,0,0
2020-06-19,3.5104039721374996,0,0
2020-06-20,-3.364778562834375,1,1
2020-06-21,4.827699395823438,0,0
2020-06-22,5.7231339147859375,0,0
2020-06-23,8.824923110657812,0,0
2020-06-24,3.2402447244171864,0,0
2020-06-25,5.851560893848438,1,0
2020-06-26,2.39300133773125,0,0
2020-06-27,-1.9173635307187498,0,0
2020-06-28,1.7848205323734376,0,0
2020-06-29,3.7956621269093755,2,0
2020-06-30,6.248249568981249,1,1
2020-07-01,2.247816495453124,0,2
2020-07-02,7.823193999584375,1,0
2020-07-03,-1.4842151472656253,7,0
2020-07-04,-2.5419551796843747,0,0
2020-07-05,-0.032470878657812285,0,0
2020-07-06,4.2752838689749995,1,0
2020-07-07,5.275533125228124,1,0
2020-07-08,2.419953157215625,8,0
2020-07-09,12.719291849064062,0,1
2020-07-10,3.802789032434374,1,0
2020-07-11,-3.4347293408546875,0,0
2020-07-12,0.06537189155468859,0,0
2020-07-13,6.5226700944875,0,0
2020-07-14,13.968999491692188,0,0
2020-07-15,-0.2018601722703135,0,0
2020-07-16,9.948438372295314,3,0
2020-07-17,9.065633323604686,1,0
2020-07-18,-2.871847180629688,0,0
2020-07-19,-3.9286701658578114,0,0
2020-07-20,13.141971768239063,1,0
2020-07-21,1.4151775781624991,1,0
2020-07-22,3.6881370091250005,0,0
2020-07-23,3.700663871951562,0,1
2020-07-24,15.8476433971375,0,0
2020-07-25,-3.759250914240626,1,0
2020-07-26,-2.133974785551562,0,0
2020-07-27,11.517117170821876,0,0
2020-07-28,7.5417273997687495,0,0
2020-07-29,6.890989661651563,1,0
2020-07-30,6.651258900748438,1,0
2020-07-31,2.419672502515624,1,0
2020-08-01,-4.537450493671875,0,0
2020-08-02,-2.838159536715625,0,0
2020-08-03,6.5847220860406255,2,0
2020-08-04,9.78197558506875,0,1
2020-08-05,3.7945323430406237,1,1
2020-08-06,10.378163706273437,0,0
2020-08-07,4.671159951273438,0,0
2020-08-08,-1.7209686291640622,0,0
2020-08-09,-5.531862118357811,0,0
2020-08-10,13.975525401770314,0,0
2020-08-11,8.789260662128125,0,0
2020-08-12,-1.1906278075624996,0,0
2020-08-13,6.026858550835938,0,0
2020-08-14,4.2247860356734375,0,0
2020-08-15,2.324596764589062,0,0
2020-08-16,-3.993280835120312,0,0
2020-08-17,4.334240316853126,0,0
2020-08-18,10.319882897484375,0,0
2020-08-19,3.955597990542186,0,0
2020-08-20,5.489144348415625,0,0
2020-08-21,0.2680972324328126,0,0
2020-08-22,0.5904784680343749,0,0
2020-08-23,-0.6530606939515629,3,0
2020-08-24,5.289751969873437,0,0
2020-08-25,5.190590345659375,0,0
2020-08-26,14.533264831403125,0,1
2020-08-27,9.306680094585937,1,0
2020-08-28,6.812332262001563,1,0
2020-08-29,-1.0301123186531242,1,0
2020-08-30,-0.7271535507234361,0,0
2020-08-31,9.542238564790626,0,0
2020-09-01,8.364021408678125,1,0
2020-09-02,-1.6080428867515622,0,0
2020-09-03,13.681669804859375,0,0
2020-09-04,11.4852285535625,0,0
2020-09-05,12.305223978559376,0,0
2020-09-06,-9.85896642585,0,0
2020-09-07,3.863427737293753,0,0
2020-09-08,15.19774885161875,0,0
2020-09-09,8.62704041700781,0,0
2020-09-10,2.4345940334156246,1,1
2020-09-11,11.988753685807813,0,0
2020-09-12,-10.063935837984376,0,0
2020-09-13,-1.6165723359984367,0,0
2020-09-14,4.312779099614062,0,0
2020-09-15,9.545393845878124,0,0
2020-09-16,5.504750935078123,0,0
2020-09-17,7.46329436908125,0,0
2020-09-18,0.8762907193734364,0,0
2020-09-19,-0.5404958978546865,0,0
2020-09-20,-1.1919015021546873,1,0
2020-09-21,2.048780568454688,0,0
2020-09-22,9.831499327428125,0,0
2020-09-23,5.467483783170311,2,0
2020-09-24,8.329993114804687,2,0
2020-09-25,2.3221082377390623,1,0
2020-09-26,-3.583105241882812,0,0
2020-09-27,0.8264412103109384,0,0
2020-09-28,8.046236436040626,0,0
2020-09-29,6.154705113975,1,0
2020-09-30,8.544335263384374,0,0
2020-10-01,2.3381706323031244,0,0
2020-10-02,4.419881714721875,1,0
2020-10-03,3.3831125001015625,0,0
2020-10-04,-5.266701501375,1,0
2020-10-05,0.5210797914734382,0,0
2020-10-06,7.525872110148438,0,0
2020-10-07,0.6212629587687495,1,0
2020-10-08,10.622821064721874,0,0
2020-10-09,-2.778727252398438,0,0
2020-10-10,1.7839998832500008,0,0
2020-10-11,-3.1006631869671875,1,0
2020-10-12,14.56761156840625,1,1
2020-10-13,0.4062407834546873,1,0
2020-10-14,8.003709882646875,0,0
2020-10-15,0.5128555975953129,0,0
2020-10-16,4.87085174911875,2,0
2020-10-17,-5.699164320554688,0,0
2020-10-18,-0.7609801397749996,2,0
2020-10-19,8.5548823625875,0,0
2020-10-20,6.161493523001561,0,0
2020-10-21,7.377331861432812,0,0
2020-10-22,6.543184248167187,3,0
2020-10-23,3.1019778731140626,0,0
2020-10-24,-2.2076230352859376,1,0
2020-10-25,-3.3023734173281243,0,0
2020-10-26,3.280151317718751,0,0
2020-10-27,5.356019815362499,2,0
2020-10-28,8.279490298767186,2,0
2020-10-29,1.8038884527359373,0,0
2020-10-30,5.763126872520313,0,0
2020-10-31,-3.887745497182813,0,0
2020-11-01,-3.3785781981406244,0,0
2020-11-02,6.034354975303126,3,0
2020-11-03,9.219340109923436,1,0
2020-11-04,10.1956698609625,0,0
