,canonical/lxd,containerd/containerd,moby/moby
2016-02-05,3,0.0,33.0
2016-02-06,0,0.0,-5.1999999999999975
2016-02-07,0,0.0,-2.1599999999999993
2016-02-08,1,0.0,14.927999999999999
2016-02-09,13,0.0,23.5152
2016-02-10,16,0.0,18.358784000000004
2016-02-11,19,10.0,33.03459840000001
2016-02-12,5,2.000000000000001,11.13230592
2016-02-13,1,-3.5999999999999996,-20.959358975999997
2016-02-14,1,-1.3599999999999999,-11.7866696704
2016-02-15,4,-0.8000000000000005,-0.3149958144000031
2016-02-16,2,2.4508799999999997,18.450612735999997
2016-02-17,20,0.3906560000000001,23.336157696
2016-02-18,15,-1.4814847999999998,17.8152915968
2016-02-19,9,2.30621952,4.350666547200007
2016-02-20,1,-1.6717158399999998,-8.424336179199997
2016-02-21,6,0.3901550591999998,-8.219250892800002
2016-02-22,3,0.2792064000000001,3.752961126399999
2016-02-23,11,3.25416192,18.580268441599998
2016-02-24,30,-1.9560642559999997,13.175183052800001
2016-02-25,11,9.2768045056,17.9868061696
2016-02-26,17,5.591740006400001,-1.6379760639999965
2016-02-27,8,-5.464782335999999,-2.4086540287999973
2016-02-28,0,-2.0395362304,-4.706363392
2016-02-29,10,6.818620928,39.9313399808
2016-03-01,7,0.9830438912000004,29.757880934400003
2016-03-02,16,-3.5625730048,10.439521484800004
2016-03-03,4,-1.5765302272000001,10.863724544000004
2016-03-04,1,-0.9880627200000003,0.690656563200001
2016-03-05,0,-0.7271546880000004,-16.8724685824
2016-03-06,0,-0.4614471680000001,-7.768991641600001
2016-03-07,19,2.73821952,4.7472986112
2016-03-08,15,-0.4130984959999997,13.85487616
2016-03-09,10,1.0618361856000003,9.367788851200004
2016-03-10,19,-1.1759907839999997,8.594702643200002
2016-03-11,12,6.5712,24.4502086656
2016-03-12,1,-1.0594559999999995,-9.057534668799995
2016-03-13,0,-1.8220416,-8.22109952
2016-03-14,0,2.17402112,20.0736854016
2016-03-15,28,2.2710359039999997,22.5704059904
2016-03-16,5,0.6568446976000004,15.684477747200003
2016-03-17,8,7.8642440192,17.045790822400004
2016-03-18,4,-0.9409166335999988,6.934684262400005
2016-03-19,2,-1.3910871039999995,-11.828992409599998
2016-03-20,3,-2.3533961216,-5.095667814400002
2016-03-21,8,8.8255832064,24.4561252352
2016-03-22,6,6.218241024000001,17.4761307136
2016-03-23,17,1.813231001600002,13.300912947200004
2016-03-24,3,-2.592122163199999,12.524873011200004
2016-03-25,7,6.4106397695999995,24.091699712
2016-03-26,4,-4.854465535999999,-21.991692902399997
2016-03-27,1,-2.7654080512000005,-3.189643776000004
2016-03-28,8,6.4136868864,29.1678199808
2016-03-29,3,1.69280512,18.430389862400002
2016-03-30,2,-0.21166847999999927,6.575872921600006
