,rust-lang/rust,JetBrains/kotlin,apple/swift
2023-08-20,45,0,8
2023-08-21,67,30,58
2023-08-22,105,43,42
2023-08-23,60,33,53
2023-08-24,79,40,55
2023-08-25,56,51,46
2023-08-26,51,1,14
2023-08-27,46,0,4
2023-08-28,91,29,44
2023-08-29,70,74,46
2023-08-30,86,70,62
2023-08-31,62,41,64
2023-09-01,73,20,62
2023-09-02,72,1,22
2023-09-03,76,3,22
2023-09-04,34,27,46
2023-09-05,75,66,44
2023-09-06,88,55,62
2023-09-07,71,17,72
2023-09-08,103,48,61
2023-09-09,46,2,20
2023-09-10,64,0,7
2023-09-11,91,17,67
2023-09-12,67,15,106
2023-09-13,52,72,61
2023-09-14,85,51,55
2023-09-15,66,42,60
2023-09-16,65,0,46
2023-09-17,44,0,9
2023-09-18,91,40,50
2023-09-19,77,118,98
2023-09-20,72,44,67
2023-09-21,83,48,74
2023-09-22,124,47,57
2023-09-23,63,7,45
2023-09-24,62,6,19
2023-09-25,80,1,59
2023-09-26,54,4,83
2023-09-27,35,1,56
2023-09-28,112,4,45
2023-09-29,68,1,67
2023-09-30,46,0,20
2023-10-01,52,0,8
2023-10-02,100,29,35
2023-10-03,82,21,52
2023-10-04,85,19,59
2023-10-05,105,41,51
2023-10-06,113,29,51
2023-10-07,39,0,37
2023-10-08,53,1,32
2023-10-09,111,21,41
2023-10-10,90,41,49
2023-10-11,69,16,65
2023-10-12,67,69,60
2023-10-13,55,47,29
2023-10-14,72,0,16
2023-10-15,71,0,8
2023-10-16,83,48,38
2023-10-17,97,51,25
2023-10-18,78,72,33
2023-10-19,83,61,44
2023-10-20,66,47,52
2023-10-21,118,0,5
2023-10-22,78,0,1
2023-10-23,113,26,44
2023-10-24,87,51,64
2023-10-25,163,40,49
2023-10-26,75,36,49
2023-10-27,101,29,63
2023-10-28,61,0,19
2023-10-29,101,0,10
2023-10-30,114,25,64
2023-10-31,88,15,56
2023-11-01,47,22,78
2023-11-02,108,39,42
2023-11-03,53,9,39
2023-11-04,78,0,17
2023-11-05,34,6,3
2023-11-06,37,52,34
2023-11-07,63,38,38
2023-11-08,85,36,42
2023-11-09,49,45,54
2023-11-10,50,41,51
2023-11-11,38,2,11
2023-11-12,67,0,10
2023-11-13,73,31,52
2023-11-14,58,56,69
2023-11-15,90,49,50
2023-11-16,115,87,76
2023-11-17,75,28,43
2023-11-18,48,2,7
2023-11-19,65,0,0
2023-11-20,82,69,6
2023-11-21,93,40,5
2023-11-22,103,42,7
2023-11-23,77,42,8
2023-11-24,98,32,3
2023-11-25,116,1,3
2023-11-26,96,7,3
2023-11-27,75,29,82
2023-11-28,101,53,62
2023-11-29,81,28,42
2023-11-30,69,37,52
2023-12-01,70,41,57
2023-12-02,88,0,23
2023-12-03,55,0,7
2023-12-04,121,41,50
2023-12-05,122,82,37
2023-12-06,74,18,62
2023-12-07,76,72,46
2023-12-08,136,37,47
2023-12-09,55,1,31
2023-12-10,76,0,15
2023-12-11,84,10,40
2023-12-12,121,57,50
2023-12-13,62,70,78
2023-12-14,88,29,58
2023-12-15,115,27,49
2023-12-16,57,3,20
2023-12-17,39,3,4
2023-12-18,139,41,34
2023-12-19,96,86,48
2023-12-20,68,29,45
2023-12-21,55,67,27
2023-12-22,64,2,5
2023-12-23,93,0,3
2023-12-24,46,1,0
2023-12-25,28,0,4
2023-12-26,60,2,4
2023-12-27,39,3,1
2023-12-28,62,11,1
2023-12-29,53,4,4
2023-12-30,51,0,3
2023-12-31,45,0,0
2024-01-01,33,0,3
2024-01-02,63,30,48
2024-01-03,99,35,50
2024-01-04,129,36,48
2024-01-05,121,56,46
2024-01-06,87,3,21
2024-01-07,110,0,2
2024-01-08,93,51,27
2024-01-09,119,43,25
2024-01-10,73,57,47
2024-01-11,118,33,74
2024-01-12,70,48,49
2024-01-13,71,0,39
2024-01-14,75,1,6
2024-01-15,67,39,16
2024-01-16,90,55,56
2024-01-17,71,59,85
2024-01-18,98,46,59
2024-01-19,131,55,49
2024-01-20,81,1,28
2024-01-21,80,0,10
2024-01-22,122,42,41
2024-01-23,87,39,47
2024-01-24,57,43,71
2024-01-25,85,22,52
2024-01-26,117,46,78
2024-01-27,57,1,17
2024-01-28,50,1,12
2024-01-29,71,45,50
2024-01-30,114,49,82
2024-01-31,81,52,60
2024-02-01,33,24,104
2024-02-02,52,23,101
2024-02-03,42,0,35
2024-02-04,54,0,9
2024-02-05,80,29,47
2024-02-06,83,23,63
2024-02-07,91,27,55
2024-02-08,122,47,54
2024-02-09,161,64,86
2024-02-10,86,4,33
2024-02-11,113,10,20
2024-02-12,141,52,69
2024-02-13,151,54,55
2024-02-14,100,53,62
2024-02-15,107,58,82
2024-02-16,114,17,46
2024-02-17,119,0,24
2024-02-18,87,7,4
2024-02-19,128,67,30
2024-02-20,120,42,66
2024-02-21,125,49,101
2024-02-22,115,40,105
2024-02-23,93,46,50
2024-02-24,73,0,69
2024-02-25,94,10,18
2024-02-26,126,61,53
2024-02-27,134,69,76
2024-02-28,109,98,66
2024-02-29,161,41,77
2024-03-01,120,31,113
2024-03-02,73,1,79
2024-03-03,87,1,24
2024-03-04,117,45,39
2024-03-05,162,52,80
2024-03-06,127,48,94
2024-03-07,105,56,103
2024-03-08,110,38,70
2024-03-09,114,32,43
2024-03-10,112,3,15
2024-03-11,137,62,76
2024-03-12,126,71,97
2024-03-13,107,52,108
2024-03-14,160,79,72
2024-03-15,91,61,82
2024-03-16,77,3,41
2024-03-17,117,0,2
2024-03-18,111,32,107
2024-03-19,124,46,76
2024-03-20,98,50,66
2024-03-21,126,41,78
2024-03-22,165,40,60
2024-03-23,114,2,17
2024-03-24,109,0,17
2024-03-25,112,31,36
2024-03-26,98,46,54
2024-03-27,123,29,86
2024-03-28,85,49,62
2024-03-29,59,10,64
2024-03-30,64,0,28
2024-03-31,77,4,5
2024-04-01,81,1,24
2024-04-02,83,53,44
2024-04-03,109,56,63
2024-04-04,103,58,51
2024-04-05,87,25,64
2024-04-06,95,0,12
2024-04-07,55,1,4
2024-04-08,115,31,59
2024-04-09,86,31,57
2024-04-10,96,24,43
2024-04-11,118,29,50
2024-04-12,83,54,35
2024-04-13,56,2,13
2024-04-14,91,0,5
2024-04-15,144,42,20
2024-04-16,177,68,53
2024-04-17,105,59,31
2024-04-18,77,70,50
2024-04-19,99,64,58
2024-04-20,98,0,9
2024-04-21,70,0,7
2024-04-22,78,51,42
2024-04-23,90,52,39
2024-04-24,97,42,34
2024-04-25,82,57,44
2024-04-26,62,37,47
2024-04-27,66,7,8
2024-04-28,73,0,2
2024-04-29,87,36,40
2024-04-30,78,31,59
2024-05-01,42,2,59
2024-05-02,115,46,60
2024-05-03,100,14,37
2024-05-04,139,0,21
2024-05-05,75,0,0
2024-05-06,82,36,42
2024-05-07,41,55,54
2024-05-08,80,60,44
2024-05-09,78,9,48
2024-05-10,80,33,54
2024-05-11,125,0,14
2024-05-12,84,4,5
2024-05-13,81,51,34
2024-05-14,78,35,41
2024-05-15,83,76,43
2024-05-16,66,33,68
2024-05-17,72,31,86
2024-05-18,59,5,12
2024-05-19,79,2,3
2024-05-20,130,8,44
2024-05-21,92,47,77
2024-05-22,88,47,74
2024-05-23,123,33,50
2024-05-24,92,13,41
2024-05-25,58,3,15
2024-05-26,50,0,12
2024-05-27,77,68,14
2024-05-28,86,71,74
2024-05-29,111,105,51
2024-05-30,76,67,52
2024-05-31,53,31,63
2024-06-01,46,6,17
2024-06-02,50,0,16
2024-06-03,70,34,55
2024-06-04,129,70,50
2024-06-05,147,43,63
2024-06-06,95,30,62
2024-06-07,123,94,34
2024-06-08,66,1,9
2024-06-09,95,0,2
2024-06-10,63,35,45
2024-06-11,133,66,61
2024-06-12,136,24,85
2024-06-13,143,28,62
2024-06-14,87,34,61
2024-06-15,64,1,23
2024-06-16,91,9,8
2024-06-17,102,88,35
2024-06-18,106,80,67
2024-06-19,146,84,50
2024-06-20,87,38,36
2024-06-21,118,89,78
2024-06-22,84,17,21
2024-06-23,80,1,4
2024-06-24,122,69,32
2024-06-25,101,57,61
2024-06-26,55,45,69
2024-06-27,70,42,46
2024-06-28,110,54,53
2024-06-29,98,23,19
2024-06-30,93,4,14
2024-07-01,87,60,52
2024-07-02,120,95,65
2024-07-03,89,34,82
2024-07-04,118,19,43
2024-07-05,113,48,25
2024-07-06,99,1,31
2024-07-07,164,0,33
2024-07-08,96,37,64
2024-07-09,75,56,75
2024-07-10,77,49,65
2024-07-11,56,33,98
2024-07-12,102,30,34
2024-07-13,46,4,22
2024-07-14,65,0,10
2024-07-15,100,36,48
2024-07-16,117,53,43
2024-07-17,152,39,17
2024-07-18,141,50,53
2024-07-19,150,14,39
2024-07-20,76,1,26
2024-07-21,50,0,4
2024-07-22,129,72,36
2024-07-23,76,37,53
2024-07-24,95,45,64
2024-07-25,139,53,80
2024-07-26,119,29,34
2024-07-27,81,2,25
2024-07-28,71,0,7
2024-07-29,133,34,84
2024-07-30,94,43,60
2024-07-31,85,24,63
2024-08-01,80,18,59
2024-08-02,57,39,56
2024-08-03,102,0,18
2024-08-04,61,0,9
2024-08-05,129,50,52
2024-08-06,94,25,53
2024-08-07,135,54,70
2024-08-08,108,14,69
2024-08-09,96,22,47
2024-08-10,104,1,16
2024-08-11,57,1,0
2024-08-12,141,41,33
2024-08-13,135,21,32
2024-08-14,82,50,36
2024-08-15,62,12,30
2024-08-16,68,17,31
2024-08-17,72,0,21
2024-08-18,72,0,11
2024-08-19,70,25,52
2024-08-20,65,34,63
2024-08-21,67,93,60
2024-08-22,84,38,45
2024-08-23,63,27,30
2024-08-24,84,3,16
2024-08-25,83,0,10
2024-08-26,73,28,36
2024-08-27,117,51,30
2024-08-28,85,33,37
2024-08-29,105,55,52
2024-08-30,62,22,52
2024-08-31,100,4,21
2024-09-01,60,0,12
2024-09-02,86,55,27
2024-09-03,88,104,71
2024-09-04,36,33,118
2024-09-05,96,58,56
2024-09-06,92,76,65
2024-09-07,65,1,18
2024-09-08,49,0,16
2024-09-09,121,39,36
2024-09-10,74,27,46
2024-09-11,94,22,49
2024-09-12,88,31,34
2024-09-13,66,20,41
2024-09-14,61,14,15
2024-09-15,85,5,4
2024-09-16,55,23,39
2024-09-17,96,43,59
2024-09-18,91,33,49
2024-09-19,114,49,62
2024-09-20,71,35,49
2024-09-21,77,102,9
2024-09-22,88,1,11
2024-09-23,114,60,24
2024-09-24,139,40,51
2024-09-25,96,38,68
2024-09-26,65,56,36
2024-09-27,101,59,52
2024-09-28,83,7,28
2024-09-29,74,7,5
2024-09-30,63,27,38
2024-10-01,74,25,55
2024-10-02,62,32,63
2024-10-03,92,18,49
2024-10-04,87,17,28
2024-10-05,90,5,6
2024-10-06,85,0,6
2024-10-07,91,67,64
2024-10-08,78,36,77
2024-10-09,86,73,43
2024-10-10,93,38,39
2024-10-11,73,30,70
2024-10-12,75,0,18
2024-10-13,76,1,10
2024-10-14,98,40,23
2024-10-15,80,40,33
2024-10-16,79,54,41
