,flutter/flutter,NativeScript/NativeScript,facebook/react-native
2017-04-15,1.8274949161421876,0,2
2017-04-16,-0.6261050834953119,0,1
2017-04-17,8.88482351857344,0,5
2017-04-18,15.262491044334375,5,19
2017-04-19,7.279740133971875,5,19
2017-04-20,9.521739811246874,7,13
2017-04-21,13.324698139592186,6,12
2017-04-22,-1.1746384530156244,0,1
2017-04-23,-0.007585348671873771,0,1
2017-04-24,8.467027601840627,9,5
2017-04-25,2.9047040560578146,8,15
2017-04-26,9.178276040875001,2,15
2017-04-27,20.734261321732813,5,22
2017-04-28,3.4210100534531245,6,24
2017-04-29,-2.61537065618125,0,1
