,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2015-11-03,4,4,9
2015-11-04,11,0,15
2015-11-05,13,7,7
2015-11-06,10,1,12
2015-11-07,7,0,3
2015-11-08,4,2,5
2015-11-09,12,1,17
2015-11-10,12,5,33
2015-11-11,8,2,22
2015-11-12,7,1,20
2015-11-13,5,1,29
2015-11-14,2,0,4
2015-11-15,5,0,3
2015-11-16,3,1,30
2015-11-17,0,2,27
2015-11-18,0,3,35
2015-11-19,0,4,31
2015-11-20,0,2,13
2015-11-21,2,3,10
2015-11-22,0,0,7
2015-11-23,1,3,12
2015-11-24,12,3,17
2015-11-25,19,3,1
2015-11-26,6,8,19
2015-11-27,9,0,18
2015-11-28,15,0,0
2015-11-29,15,0,8
2015-11-30,5,8,23
2015-12-01,3,6,23
2015-12-02,4,7,20
2015-12-03,6,8,18
2015-12-04,1,2,28
2015-12-05,5,1,3
2015-12-06,0,4,1
2015-12-07,5,6,22
2015-12-08,3,2,42
2015-12-09,6,8,28
2015-12-10,0,1,36
2015-12-11,3,14,26
2015-12-12,4,0,16
2015-12-13,2,2,5
2015-12-14,1,6,10
2015-12-15,4,4,18
2015-12-16,8,3,18
2015-12-17,10,4,11
2015-12-18,4,3,11
2015-12-19,5,0,2
2015-12-20,2,2,4
2015-12-21,2,2,18
2015-12-22,9,3,8
2015-12-23,6,6,8
2015-12-24,4,2,26
2015-12-25,0,1,12
2015-12-26,10,2,0
2015-12-27,0,4,0
2015-12-28,5,5,6
2015-12-29,0,4,18
2015-12-30,0,6,14
2015-12-31,0,5,6
2016-01-01,2,6,4
2016-01-02,0,2,4
2016-01-03,0,1,0
2016-01-04,1,4,12
2016-01-05,0,5,10
2016-01-06,0,11,15
2016-01-07,0,3,17
2016-01-08,0,1,14
2016-01-09,0,0,1
2016-01-10,0,0,6
2016-01-11,0,7,39
2016-01-12,2,7,10
2016-01-13,5,13,29
2016-01-14,1,13,19
2016-01-15,13,4,54
2016-01-16,7,1,14
2016-01-17,2,1,2
2016-01-18,2,5,5
2016-01-19,4,5,13
2016-01-20,1,4,13
2016-01-21,1,2,38
2016-01-22,2,4,23
2016-01-23,16,5,9
2016-01-24,14,2,18
2016-01-25,4,0,6
2016-01-26,6,0,9
2016-01-27,1,2,14
2016-01-28,8,7,16
2016-01-29,4,2,18
2016-01-30,10,0,12
2016-01-31,3,0,6
2016-02-01,8,5,24
2016-02-02,4,1,21
2016-02-03,8,2,5
2016-02-04,16,0,21
2016-02-05,9,1,3
2016-02-06,8,0,1
2016-02-07,15,0,3
2016-02-08,7,0,2
2016-02-09,2,0,8
2016-02-10,5,0,0
2016-02-11,2,1,27
2016-02-12,4,0,8
2016-02-13,6,0,6
2016-02-14,0,3,0
2016-02-15,17,3,10
2016-02-16,7,2,33
2016-02-17,2,6,27
2016-02-18,16,0,32
2016-02-19,14,1,10
2016-02-20,9,2,4
2016-02-21,0,2,8
2016-02-22,7,1,13
2016-02-23,10,4,11
2016-02-24,8,2,9
2016-02-25,9,4,11
2016-02-26,7,1,15
2016-02-27,0,0,6
2016-02-28,1,0,5
2016-02-29,1,10,1
2016-03-01,3,4,2
2016-03-02,10,4,2
2016-03-03,9,5,7
2016-03-04,9,1,12
