,gitlabhq/gitlabhq,gitbucket/gitbucket,gogs/gogs
2014-12-21,-5.355786432109376,2,7
2014-12-22,12.036135323675001,2,9
2014-12-23,17.747180866245312,0,0
2014-12-24,7.084817624021873,0,2
2014-12-25,6.93260062868594,0,0
2014-12-26,12.101342204146876,1,0
2014-12-27,-2.417675791678125,2,6
2014-12-28,4.80508939101875,4,3
2014-12-29,36.48026359901094,3,6
2014-12-30,7.0364990865343735,5,0
2014-12-31,-13.365066120865624,1,7
2015-01-01,-2.15191361135156,3,0
2015-01-02,-5.83216915820625,3,11
2015-01-03,-0.44394622005156315,1,2
2015-01-04,-3.2211401632625005,4,0
2015-01-05,5.156337581701562,1,3
2015-01-06,16.62698580477031,2,1
2015-01-07,6.424358512882812,6,0
2015-01-08,3.1515932306484373,1,1
2015-01-09,-4.7100281008093745,3,2
2015-01-10,4.074838346337501,2,0
2015-01-11,15.226642795954687,0,0
2015-01-12,3.442642077803125,1,0
2015-01-13,22.528839416392188,0,0
2015-01-14,-4.813267451690626,1,0
2015-01-15,40.91649383437657,0,1
2015-01-16,-7.003911530414065,0,0
2015-01-17,5.419035580907817,7,5
2015-01-18,10.698896114409376,2,5
2015-01-19,12.343160698824999,0,0
2015-01-20,0.023103771656248995,4,3
2015-01-21,9.8948715857375,1,0
2015-01-22,18.610887855140625,1,8
2015-01-23,8.494203625121873,0,1
2015-01-24,4.299658271654689,2,0
2015-01-25,1.244017271190625,2,0
2015-01-26,10.127767537448438,0,1
2015-01-27,23.7642192947375,2,1
2015-01-28,9.003957648210939,0,0
2015-01-29,10.373545226412501,6,0
2015-01-30,9.393763144876562,2,2
2015-01-31,-14.335222538842189,2,8
2015-02-01,-6.968113481134373,3,12
2015-02-02,6.573975815107813,0,3
2015-02-03,48.6473678826625,0,11
2015-02-04,8.142326226048432,1,6
2015-02-05,7.659409057712502,0,17
2015-02-06,7.348153663790626,2,2
2015-02-07,2.35143220055625,5,13
2015-02-08,-0.4853361713359359,4,5
2015-02-09,7.8198745350015635,1,13
2015-02-10,-5.2791001069203105,0,0
2015-02-11,9.045792151081248,1,8
2015-02-12,23.981318141509373,0,10
2015-02-13,20.955803138357812,0,13
2015-02-14,-11.463833320179688,4,4
2015-02-15,0.3070505006296891,1,0
2015-02-16,11.454876021354687,1,7
2015-02-17,13.178361334424999,0,2
2015-02-18,23.340511282465627,0,9
2015-02-19,7.075990478087501,0,4
2015-02-20,39.89867407501094,4,3
2015-02-21,-15.100255120978126,0,3
2015-02-22,-1.301589164474997,1,13
2015-02-23,9.970517177946878,1,9
2015-02-24,62.235822412359376,0,2
2015-02-25,11.691011727968746,1,0
2015-02-26,1.1930820213500013,2,0
2015-02-27,-4.889777397506247,13,2
2015-02-28,-4.955019903446875,3,2
2015-03-01,-6.604044826195313,16,9
2015-03-02,14.837805993467189,6,0
2015-03-03,32.732113095378125,10,0
2015-03-04,16.08151516593906,5,2
2015-03-05,-2.9033184348515633,0,0
2015-03-06,1.883278940298439,0,2
2015-03-07,6.884825204462501,0,1
2015-03-08,2.8324741776015614,4,0
2015-03-09,16.10143467509375,3,2
2015-03-10,41.92238582947656,2,4
2015-03-11,-4.871218776307817,0,1
2015-03-12,21.768794897210938,1,6
2015-03-13,9.238248921103125,1,7
2015-03-14,5.933606618042191,0,5
2015-03-15,-2.365356124021872,5,3
2015-03-16,16.15182995584219,4,7
2015-03-17,6.971551731335936,0,1
2015-03-18,37.89550347758906,0,12
2015-03-19,26.226088825415623,0,6
2015-03-20,13.515802272732813,0,3
2015-03-21,0.3533741159500039,0,3
2015-03-22,3.2023147188734384,3,4
2015-03-23,21.34270502144375,15,5
2015-03-24,15.4891544197875,8,7
2015-03-25,2.8501481468890617,6,10
2015-03-26,15.152437182067189,0,6
2015-03-27,10.446148384129685,5,1
2015-03-28,-10.733735660500002,9,1
2015-03-29,2.240143884045315,0,0
2015-03-30,8.90257436106875,1,0
2015-03-31,11.725003866784373,1,3
2015-04-01,-1.6568820389093766,0,0
2015-04-02,10.695903012493751,3,1
2015-04-03,15.187767816646875,6,0
2015-04-04,-9.979449404651564,1,0
2015-04-05,-7.7452712136093735,5,1
2015-04-06,6.5046169844187505,2,0
2015-04-07,7.511440209428123,1,0
2015-04-08,10.312808385468749,3,2
2015-04-09,2.813410444975,2,0
2015-04-10,9.133830647878124,0,0
2015-04-11,4.890050124439062,2,0
2015-04-12,3.475642988151563,0,0
2015-04-13,24.312789760818752,1,0
2015-04-14,57.408493258078124,0,0
2015-04-15,11.56618789222031,4,0
2015-04-16,-6.05624413454062,0,6
2015-04-17,10.855429231871877,0,0
2015-04-18,-1.9857628263093758,0,5
2015-04-19,-11.448642194676562,2,0
2015-04-20,52.73638536605313,3,2
2015-04-21,10.082892280956244,2,0
2015-04-22,13.174091297440626,1,1
2015-04-23,18.539900015360935,2,0
2015-04-24,27.536930370154685,2,9
2015-04-25,13.01302954112031,1,0
2015-04-26,-7.304463568770309,0,0
2015-04-27,14.534226344226568,1,0
2015-04-28,-2.799795431668752,2,1
2015-04-29,1.089635227767186,5,0
2015-04-30,41.02179014130313,2,0
2015-05-01,-17.447168692525004,0,0
2015-05-02,-2.3865101900953114,5,0
2015-05-03,11.744950396998435,0,0
2015-05-04,3.6183345426531215,0,0
2015-05-05,10.063808488540625,1,0
2015-05-06,43.895457266532816,4,0
2015-05-07,15.227482462524996,8,0
2015-05-08,12.752824915431251,1,1
2015-05-09,22.62854717233438,0,1
2015-05-10,-20.634046719553123,3,0
2015-05-11,19.39415460632813,0,0
2015-05-12,10.181911891878123,0,0
2015-05-13,9.291498231196876,1,0
2015-05-14,12.475930705735937,0,1
2015-05-15,7.64941122686875,1,0
2015-05-16,-6.015417819128125,2,0
2015-05-17,-9.1013279058375,0,0
2015-05-18,8.092962023707814,2,0
2015-05-19,-3.807443612450001,0,0
2015-05-20,3.6435774571109363,1,0
2015-05-21,11.29364320555781,1,0
2015-05-22,11.070288000993749,0,0
2015-05-23,-7.1585876153921895,0,0
2015-05-24,-5.506706233476562,5,0
2015-05-25,17.906521515390626,6,0
2015-05-26,45.5903729283,0,0
2015-05-27,16.988344455179686,1,0
2015-05-28,17.85780683867969,1,0
2015-05-29,15.087984403390628,0,0
2015-05-30,-18.99830784475312,0,0
2015-05-31,-8.075602527453123,15,0
2015-06-01,10.930818686551563,2,0
2015-06-02,20.606667502921873,1,0
2015-06-03,19.905223325517184,0,1
2015-06-04,1.226762598849998,2,1
2015-06-05,22.221324246307812,1,0
2015-06-06,-15.781292375160938,0,0
2015-06-07,-8.785781502414059,2,0
2015-06-08,23.73642923823594,2,1
2015-06-09,11.455011848003124,1,1
2015-06-10,9.762225373324998,2,0
2015-06-11,13.619989351735938,0,0
2015-06-12,13.386186838304688,0,0
2015-06-13,14.70315154751406,0,0
2015-06-14,-8.3794248224125,0,0
2015-06-15,13.880378284784378,0,0
2015-06-16,10.797144056296874,0,0
2015-06-17,9.927397230123438,0,0
2015-06-18,-4.215784444446875,0,1
2015-06-19,26.880018602973436,0,0
2015-06-20,-8.821451339223437,0,0
2015-06-21,-9.1242219634875,0,0
2015-06-22,57.99535759889063,0,0
2015-06-23,18.932361221762495,2,0
2015-06-24,6.804724435037503,0,0
2015-06-25,6.046067730037503,0,0
2015-06-26,1.9834446360062508,3,0
2015-06-27,-8.53763270515625,15,0
2015-06-28,-7.833995497489061,0,0
2015-06-29,6.457944482371875,0,1
2015-06-30,15.525862453767184,0,0
2015-07-01,20.842397197693746,0,0
2015-07-02,3.6006571267687484,0,0
2015-07-03,-2.465263279142187,3,3
2015-07-04,-9.110311566867187,11,1
2015-07-05,-1.913059412017187,8,2
2015-07-06,19.842705078321874,0,2
2015-07-07,25.061883073081248,0,2
2015-07-08,12.878745504348437,0,1
2015-07-09,15.933582102896874,0,7
2015-07-10,24.684956257270315,0,2
2015-07-11,-10.826668106579689,0,1
2015-07-12,-6.765705403578121,0,0
2015-07-13,19.720860592203127,3,1
2015-07-14,9.23434957667656,0,9
2015-07-15,-0.8516901568843771,0,7
2015-07-16,3.0885468686640642,1,0
2015-07-17,15.934058973496875,0,0
2015-07-18,-0.15845547385781344,11,0
2015-07-19,-4.115139162185937,1,2
2015-07-20,9.071463944576564,0,2
2015-07-21,4.0850578556484365,2,1
2015-07-22,17.450284310121873,2,0
2015-07-23,4.866141670192187,0,2
2015-07-24,7.381179763254689,0,28
2015-07-25,-4.718728654915624,2,4
2015-07-26,-3.17789175450625,0,5
2015-07-27,2.7656987348796873,3,3
2015-07-28,25.407555818603125,4,10
2015-07-29,14.533664790321874,2,2
2015-07-30,14.499320313317188,0,4
2015-07-31,4.37632996843125,3,11
2015-08-01,-10.452865519239062,0,4
2015-08-02,0.1314470162156276,5,6
2015-08-03,2.6141309760406246,2,4
2015-08-04,7.453139339193751,2,3
2015-08-05,17.028934183153122,6,16
2015-08-06,16.331024784610936,0,8
2015-08-07,10.354445597026562,0,5
2015-08-08,-6.340131024065624,5,6
2015-08-09,5.6617870362953155,0,10
2015-08-10,19.134592367425,0,22
2015-08-11,34.83203526147969,0,12
2015-08-12,-7.637744247564061,1,12
2015-08-13,1.9470531806000029,1,16
2015-08-14,9.336292492242187,1,9
2015-08-15,-8.62847676414375,9,19
2015-08-16,-4.600589417446874,5,5
2015-08-17,10.476056257651562,1,17
2015-08-18,8.510467542803124,3,12
2015-08-19,26.51864927848125,1,17
2015-08-20,26.59197312812187,3,10
2015-08-21,3.9707779277390642,0,4
2015-08-22,-11.29312043307031,3,0
2015-08-23,-2.8432184162015606,5,0
2015-08-24,5.853691154271875,0,9
2015-08-25,22.604849588301562,0,7
2015-08-26,28.986287373259373,3,6
2015-08-27,1.577498836479684,1,7
2015-08-28,-12.044899726787499,0,16
2015-08-29,-3.4460828613874988,2,13
2015-08-30,-5.505135476417187,0,0
2015-08-31,7.757371500225,0,5
2015-09-01,21.3762368789,2,15
2015-09-02,8.01770327448906,1,12
2015-09-03,20.585506282610936,5,12
2015-09-04,9.031555795160937,1,2
2015-09-05,-13.682142059435936,0,14
2015-09-06,-1.4778784472765594,3,12
2015-09-07,15.229249782070314,0,13
2015-09-08,17.059527070579687,0,3
2015-09-09,36.95253189676875,0,5
2015-09-10,23.851444134168748,0,8
2015-09-11,-5.583211521156251,0,4
2015-09-12,-12.440627488325,0,9
2015-09-13,-9.082758148837497,1,10
2015-09-14,40.27410537992188,0,3
2015-09-15,61.924108615507805,2,2
2015-09-16,14.83484271943906,0,4
2015-09-17,16.264399273182814,0,8
2015-09-18,16.47178584265625,0,2
2015-09-19,-22.834661101742185,2,1
2015-09-20,12.352274649745317,2,0
2015-09-21,33.38724441780156,6,4
2015-09-22,21.71571009128125,3,0
2015-09-23,20.19421758379062,6,1
2015-09-24,27.593538370890624,2,7
2015-09-25,-1.7698528183796896,0,16
2015-09-26,-12.783030749415623,0,4
2015-09-27,-13.251255661807807,0,1
2015-09-28,4.140265261895312,3,1
2015-09-29,25.680260150165623,4,0
2015-09-30,16.072889949640622,0,0
2015-10-01,38.23141320007187,9,5
2015-10-02,5.837613382196871,6,14
2015-10-03,-11.331785243493748,4,4
2015-10-04,-8.51354259442656,2,1
2015-10-05,40.557948705389066,4,3
2015-10-06,10.76441745131406,0,0
2015-10-07,25.356745240660942,0,0
2015-10-08,15.405119152853125,0,1
2015-10-09,-4.085895524307816,0,7
2015-10-10,-7.225918024521874,0,7
2015-10-11,-8.320045368607811,0,0
2015-10-12,28.413763262592187,10,8
2015-10-13,24.05287928930312,6,7
2015-10-14,47.26851471185781,2,0
2015-10-15,29.910936974595312,1,0
2015-10-16,20.5982451406625,1,1
2015-10-17,-7.200337655878123,1,1
2015-10-18,11.372427739668755,4,4
2015-10-19,6.911078525607813,0,2
2015-10-20,-0.8012030307609379,0,2
2015-10-21,13.288912474243752,0,7
2015-10-22,25.48707480864062,0,3
2015-10-23,9.118087087979681,0,3
2015-10-24,-16.373436058282813,2,7
2015-10-25,-9.248098503717184,3,4
2015-10-26,8.637212419878125,1,1
2015-10-27,-3.778722369137501,2,1
2015-10-28,5.014232648434374,5,2
2015-10-29,22.30530000060781,0,5
2015-10-30,-0.1248746446718787,2,9
2015-10-31,-4.70861493874375,4,9
2015-11-01,-2.2188559380124993,3,5
2015-11-02,16.4108933585375,0,3
2015-11-03,34.89447171278437,1,12
2015-11-04,4.531316177681248,1,8
2015-11-05,12.077858244415626,0,3
2015-11-06,4.3075551669875,4,4
2015-11-07,-4.9320847836875,2,1
2015-11-08,-1.9539611633546858,6,5
2015-11-09,21.67754486802344,3,3
2015-11-10,30.819142274990625,3,1
2015-11-11,-1.553674413076564,2,5
2015-11-12,13.853417043912502,1,9
2015-11-13,3.4611809217218745,0,8
2015-11-14,-10.3094878401,5,5
2015-11-15,-6.784560514298437,1,9
2015-11-16,35.80106228802813,6,16
2015-11-17,37.012561251167185,6,7
2015-11-18,47.964738151060935,0,13
2015-11-19,28.709585613475,0,13
2015-11-20,-5.403963046378124,0,10
2015-11-21,-0.43378862281561936,0,7
2015-11-22,-13.60589838797031,0,10
2015-11-23,9.05535135728594,0,2
2015-11-24,6.716354453126561,0,5
2015-11-25,19.39999438262656,1,7
2015-11-26,-2.0990646416984404,0,3
2015-11-27,-6.533607187967188,6,3
2015-11-28,-6.031801514875001,0,4
2015-11-29,-2.8627912441468757,1,0
2015-11-30,21.450191963800002,4,4
2015-12-01,18.35885830800781,0,15
2015-12-02,109.42726691253282,0,20
2015-12-03,39.00700928457968,1,24
2015-12-04,-10.292292771915626,5,5
2015-12-05,-16.621125037834364,7,12
2015-12-06,-13.04076303917656,1,3
2015-12-07,47.29516973000469,9,10
2015-12-08,102.27155009814531,3,6
2015-12-09,14.285015823493751,5,21
2015-12-10,-6.065693580923437,6,9
2015-12-11,40.219733173832815,0,13
2015-12-12,-28.202129928574998,1,7
2015-12-13,-20.27400506338906,4,8
2015-12-14,34.58914468311094,1,8
2015-12-15,12.935825689148434,6,3
2015-12-16,37.30662462576562,2,5
2015-12-17,12.462827431435933,4,3
2015-12-18,-1.5298196619281264,0,6
2015-12-19,-16.40206458350625,1,1
2015-12-20,-11.20627334416875,0,8
2015-12-21,27.32952534840625,5,1
2015-12-22,30.977749190767184,1,1
2015-12-23,24.864930608246873,7,1
2015-12-24,48.85520615393281,2,3
2015-12-25,-11.145250071873434,2,4
2015-12-26,-16.06946089565156,4,0
2015-12-27,-8.674868909132808,1,4
2015-12-28,43.80937026155313,1,0
2015-12-29,0.7748858462203074,2,0
2015-12-30,10.630222020117188,2,1
2015-12-31,11.441562681323436,0,1
2016-01-01,-9.586878580832817,11,1
2016-01-02,-2.1386975035890625,21,2
2016-01-03,2.238450767549999,3,0
2016-01-04,36.61050122052344,4,1
2016-01-05,42.64263166224062,0,6
2016-01-06,7.430241435551558,4,8
2016-01-07,46.515255837457815,3,6
2016-01-08,23.064318440778127,0,2
2016-01-09,-18.09796141912656,1,9
2016-01-10,-11.00218683050312,0,4
2016-01-11,43.11535696523281,0,7
2016-01-12,33.749435176235934,0,3
2016-01-13,59.10927722432031,4,3
2016-01-14,127.22056173276718,1,11
2016-01-15,-27.557157672478127,0,2
2016-01-16,-34.44088962767499,14,1
2016-01-17,-15.08941138200937,5,0
2016-01-18,39.023781556346876,2,2
2016-01-19,23.724179554745312,7,0
2016-01-20,61.78405255604062,1,3
2016-01-21,4.2202092246234315,5,0
2016-01-22,17.308328794404687,5,0
2016-01-23,-24.271354239253128,2,0
2016-01-24,3.5080326638453165,5,1
2016-01-25,24.116792090229687,2,8
2016-01-26,24.84239870401406,15,11
2016-01-27,13.47785609840156,1,11
2016-01-28,12.99293319945781,2,12
2016-01-29,4.982683667098435,1,6
2016-01-30,2.5935619542624977,14,5
2016-01-31,-14.483156186496874,3,16
2016-02-01,18.859289614560936,1,14
2016-02-02,43.515577164721876,2,9
2016-02-03,26.315325764471872,13,1
2016-02-04,24.9928528292,0,9
2016-02-05,26.94375420734375,1,15
2016-02-06,-24.7679291228,4,2
2016-02-07,-8.702045053110933,2,19
2016-02-08,18.18521651909844,1,2
2016-02-09,29.382850472848435,3,0
2016-02-10,4.271045392076559,0,4
2016-02-11,14.962024924951564,2,3
2016-02-12,11.124102121331248,1,15
2016-02-13,-9.052891816465625,5,1
2016-02-14,-10.38711710288281,3,6
2016-02-15,7.518836278976565,6,13
2016-02-16,21.36747072440156,3,5
2016-02-17,31.241820165546873,1,6
2016-02-18,31.255210093618746,0,7
2016-02-19,154.3365773614328,2,9
2016-02-20,-1.7779899821500038,5,15
2016-02-21,-41.52478321287343,8,4
2016-02-22,27.205265090390636,1,3
2016-02-23,15.278046760800002,1,5
2016-02-24,11.442768889273438,0,4
2016-02-25,-15.297330653935937,2,6
2016-02-26,9.709741630728125,5,5
2016-02-27,-9.610245622903133,0,4
2016-02-28,-13.755152821157818,0,2
2016-02-29,51.179969566035936,0,5
2016-03-01,51.347245490770305,3,2
2016-03-02,33.76830289765625,1,3
2016-03-03,36.36862619588281,2,8
2016-03-04,30.698524563251567,4,16
2016-03-05,-10.97133978197968,10,8
2016-03-06,-18.81111452942343,7,13
2016-03-07,25.40403126142344,0,3
2016-03-08,9.457010115095308,1,1
2016-03-09,23.380879386107807,5,0
2016-03-10,86.24227316424063,3,14
2016-03-11,56.82831803679062,1,16
2016-03-12,-20.641047104593753,2,3
2016-03-13,-13.74062371375468,0,3
2016-03-14,29.427388778587506,1,6
2016-03-15,59.801178794464064,5,17
2016-03-16,-10.070986951543752,6,3
2016-03-17,89.64674239459845,2,1
2016-03-18,81.96703114229062,0,2
2016-03-19,-32.86333334643437,1,1
2016-03-20,-11.808031093448427,1,1
2016-03-21,29.49055620373438,2,4
2016-03-22,22.60473957624687,2,0
2016-03-23,33.539028322253124,0,4
2016-03-24,11.805917384529685,5,0
2016-03-25,26.375368561440624,0,3
2016-03-26,-26.710421132548447,0,2
2016-03-27,-6.060301485431246,5,6
2016-03-28,12.461103763876562,1,0
2016-03-29,20.20339231729062,1,0
2016-03-30,46.95975305060625,0,1
2016-03-31,15.32315841515156,4,0
2016-04-01,10.587813358139062,6,0
2016-04-02,-13.36874422257656,6,0
2016-04-03,-11.36866174360781,2,1
2016-04-04,51.1494657899375,4,3
2016-04-05,29.187921576554686,0,1
2016-04-06,80.63609688613906,0,0
2016-04-07,36.854352423342185,0,0
2016-04-08,-13.958341477298433,1,0
2016-04-09,-13.153596973301557,2,0
2016-04-10,-5.564299811017186,0,0
2016-04-11,64.29932229737813,6,1
2016-04-12,68.36414417561718,6,1
2016-04-13,70.91986428120626,4,0
2016-04-14,25.580345435992186,6,0
2016-04-15,-5.133658682673435,9,0
2016-04-16,3.476170528192192,5,0
2016-04-17,-20.14208060023281,2,0
2016-04-18,109.62215110929219,0,0
2016-04-19,24.960539755993743,2,2
2016-04-20,58.65929790753438,0,1
2016-04-21,28.03425933242812,0,0
2016-04-22,17.392662266248436,0,2
2016-04-23,-41.93901947954218,0,0
2016-04-24,-18.699464771615617,2,0
2016-04-25,37.00233430376875,0,1
2016-04-26,43.10329860116093,0,2
2016-04-27,-12.974639162465628,0,1
