,rust-lang/rust,JetBrains/kotlin,apple/swift
2015-06-14,18,0,3
2015-06-15,35,54,19
2015-06-16,19,18,16
2015-06-17,52,48,57
2015-06-18,51,29,26
2015-06-19,36,22,25
2015-06-20,37,0,10
2015-06-21,28,0,2
2015-06-22,28,8,19
2015-06-23,44,57,23
2015-06-24,40,23,63
2015-06-25,36,46,64
2015-06-26,25,7,33
2015-06-27,21,13,19
2015-06-28,9,0,8
2015-06-29,32,54,19
2015-06-30,57,19,25
2015-07-01,37,16,41
2015-07-02,28,10,35
2015-07-03,26,30,7
2015-07-04,28,6,3
2015-07-05,35,0,0
2015-07-06,35,29,12
2015-07-07,29,33,21
2015-07-08,46,17,49
2015-07-09,32,66,40
2015-07-10,27,60,48
2015-07-11,27,1,25
2015-07-12,32,0,8
2015-07-13,38,7,44
2015-07-14,39,12,22
2015-07-15,11,24,36
2015-07-16,47,94,48
2015-07-17,37,42,51
2015-07-18,33,0,28
2015-07-19,24,5,13
2015-07-20,52,9,27
2015-07-21,46,88,50
2015-07-22,63,28,41
2015-07-23,45,30,38
2015-07-24,60,43,40
2015-07-25,34,0,36
2015-07-26,35,0,30
2015-07-27,32,13,31
2015-07-28,52,47,31
2015-07-29,53,45,28
2015-07-30,32,30,39
2015-07-31,31,28,60
2015-08-01,16,0,31
2015-08-02,21,0,12
2015-08-03,20,28,25
2015-08-04,40,22,39
2015-08-05,37,8,16
2015-08-06,41,24,23
2015-08-07,23,51,17
2015-08-08,16,1,11
2015-08-09,21,1,1
2015-08-10,27,41,22
2015-08-11,66,29,19
2015-08-12,109,9,28
2015-08-13,78,9,40
2015-08-14,28,14,17
2015-08-15,36,7,3
2015-08-16,40,0,6
2015-08-17,81,12,17
2015-08-18,42,35,36
2015-08-19,39,48,30
2015-08-20,26,7,16
2015-08-21,29,15,25
2015-08-22,49,0,16
2015-08-23,25,10,6
2015-08-24,42,42,15
2015-08-25,67,24,19
2015-08-26,44,29,44
2015-08-27,44,40,35
2015-08-28,28,51,14
2015-08-29,23,9,11
2015-08-30,29,0,12
2015-08-31,37,81,3
2015-09-01,51,31,20
2015-09-02,41,38,30
2015-09-03,60,62,31
2015-09-04,66,54,21
2015-09-05,31,0,20
2015-09-06,49,7,11
2015-09-07,27,150,17
2015-09-08,30,153,37
2015-09-09,29,49,32
2015-09-10,43,52,39
2015-09-11,32,35,35
2015-09-12,19,10,11
2015-09-13,15,1,0
2015-09-14,40,27,21
2015-09-15,32,22,29
2015-09-16,25,18,34
2015-09-17,56,6,28
2015-09-18,25,89,34
2015-09-19,52,9,7
2015-09-20,44,0,10
2015-09-21,29,54,28
2015-09-22,30,38,29
2015-09-23,19,45,21
2015-09-24,47,28,21
2015-09-25,32,170,35
2015-09-26,44,2,11
2015-09-27,31,3,4
2015-09-28,15,19,22
2015-09-29,27,43,32
2015-09-30,62,29,25
2015-10-01,53,88,35
2015-10-02,54,30,18
2015-10-03,23,51,8
2015-10-04,11,2,8
2015-10-05,25,27,14
2015-10-06,37,26,25
2015-10-07,47,123,25
2015-10-08,60,35,32
2015-10-09,32,76,45
2015-10-10,19,9,17
2015-10-11,19,48,19
2015-10-12,29,34,17
2015-10-13,53,46,31
2015-10-14,41,84,22
2015-10-15,46,61,11
2015-10-16,31,97,18
2015-10-17,22,11,8
2015-10-18,25,12,4
2015-10-19,40,172,18
2015-10-20,31,32,20
2015-10-21,25,34,23
2015-10-22,31,41,12
2015-10-23,44,5,14
2015-10-24,26,13,22
2015-10-25,31,1,8
2015-10-26,32,70,12
2015-10-27,38,34,21
2015-10-28,49,53,27
2015-10-29,33,29,0
2015-10-30,15,58,0
2015-10-31,11,9,3
2015-11-01,19,0,0
2015-11-02,19,67,19
2015-11-03,58,40,39
2015-11-04,32,52,30
2015-11-05,47,50,42
2015-11-06,24,46,45
2015-11-07,17,0,29
2015-11-08,26,0,27
2015-11-09,30,43,15
2015-11-10,41,66,33
2015-11-11,51,47,29
2015-11-12,51,30,56
2015-11-13,32,27,45
2015-11-14,27,0,29
2015-11-15,23,0,18
2015-11-16,41,23,45
2015-11-17,54,32,64
2015-11-18,20,60,46
2015-11-19,58,42,42
2015-11-20,44,50,21
2015-11-21,16,4,9
2015-11-22,25,0,2
2015-11-23,31,32,23
2015-11-24,33,28,13
2015-11-25,40,31,3
2015-11-26,41,20,4
2015-11-27,15,56,5
2015-11-28,14,6,5
2015-11-29,13,4,10
2015-11-30,39,50,38
2015-12-01,26,44,18
2015-12-02,37,55,26
2015-12-03,23,10,207
2015-12-04,29,7,166
2015-12-05,24,1,96
2015-12-06,23,0,68
2015-12-07,16,13,87
2015-12-08,27,33,108
2015-12-09,33,54,65
2015-12-10,30,33,130
2015-12-11,26,32,100
2015-12-12,22,7,55
2015-12-13,32,6,214
2015-12-14,26,51,83
2015-12-15,23,50,70
2015-12-16,45,6,154
2015-12-17,39,53,81
2015-12-18,55,52,94
2015-12-19,30,18,86
2015-12-20,13,0,48
2015-12-21,26,20,101
2015-12-22,21,8,107
2015-12-23,41,27,104
2015-12-24,6,6,69
2015-12-25,22,38,22
2015-12-26,8,10,27
2015-12-27,11,0,20
2015-12-28,18,21,31
2015-12-29,21,37,31
2015-12-30,40,17,26
2015-12-31,22,1,43
2016-01-01,17,0,61
2016-01-02,29,0,27
2016-01-03,18,0,27
2016-01-04,40,0,46
2016-01-05,27,1,26
2016-01-06,58,0,59
2016-01-07,42,12,38
2016-01-08,16,4,56
2016-01-09,16,0,43
2016-01-10,11,0,23
2016-01-11,29,7,25
2016-01-12,48,44,62
2016-01-13,41,64,51
2016-01-14,81,56,55
2016-01-15,37,28,44
2016-01-16,38,2,38
2016-01-17,29,15,31
2016-01-18,33,23,26
2016-01-19,31,81,30
2016-01-20,34,18,78
2016-01-21,42,53,74
2016-01-22,38,111,90
2016-01-23,35,2,47
2016-01-24,16,3,43
2016-01-25,25,18,40
2016-01-26,55,37,57
2016-01-27,30,32,79
2016-01-28,30,53,50
2016-01-29,52,17,45
2016-01-30,31,3,34
2016-01-31,32,0,6
2016-02-01,44,46,32
2016-02-02,55,30,63
2016-02-03,52,30,52
2016-02-04,45,17,55
2016-02-05,33,15,39
2016-02-06,27,7,70
2016-02-07,26,1,28
2016-02-08,39,34,47
2016-02-09,48,20,59
2016-02-10,29,24,63
2016-02-11,82,23,45
2016-02-12,56,5,57
2016-02-13,62,10,29
2016-02-14,43,2,22
2016-02-15,45,11,37
2016-02-16,22,21,51
2016-02-17,38,25,36
2016-02-18,38,12,62
2016-02-19,33,17,47
2016-02-20,26,37,65
2016-02-21,23,5,10
2016-02-22,21,1,52
2016-02-23,22,2,68
2016-02-24,45,15,65
2016-02-25,25,20,104
2016-02-26,42,41,58
2016-02-27,44,15,35
2016-02-28,29,1,23
2016-02-29,23,1,36
2016-03-01,28,11,50
2016-03-02,47,55,66
2016-03-03,28,90,66
2016-03-04,51,23,40
2016-03-05,28,0,38
2016-03-06,27,0,8
2016-03-07,55,2,48
2016-03-08,49,12,100
2016-03-09,53,16,92
2016-03-10,45,22,103
2016-03-11,37,15,72
2016-03-12,46,1,61
2016-03-13,52,1,29
2016-03-14,70,28,49
2016-03-15,49,15,77
2016-03-16,25,31,67
2016-03-17,118,3,92
2016-03-18,55,25,79
2016-03-19,42,0,36
2016-03-20,23,0,16
2016-03-21,67,5,48
2016-03-22,33,4,85
2016-03-23,57,8,44
2016-03-24,45,33,97
2016-03-25,71,26,90
2016-03-26,70,0,48
2016-03-27,41,0,19
2016-03-28,44,18,80
2016-03-29,59,40,56
2016-03-30,55,73,54
2016-03-31,50,30,58
2016-04-01,35,13,84
2016-04-02,34,0,39
2016-04-03,22,1,20
2016-04-04,33,77,39
2016-04-05,41,61,41
2016-04-06,70,20,50
2016-04-07,49,7,48
2016-04-08,29,79,67
2016-04-09,16,8,36
2016-04-10,17,0,18
2016-04-11,52,10,32
2016-04-12,24,20,50
2016-04-13,35,7,65
2016-04-14,75,30,69
2016-04-15,51,30,61
2016-04-16,24,0,36
2016-04-17,36,1,30
2016-04-18,22,15,32
2016-04-19,37,35,47
2016-04-20,23,59,37
2016-04-21,30,29,52
2016-04-22,27,27,38
2016-04-23,18,11,34
2016-04-24,26,1,19
2016-04-25,27,63,65
2016-04-26,27,24,50
2016-04-27,23,42,34
2016-04-28,44,24,31
2016-04-29,21,40,69
2016-04-30,19,0,13
2016-05-01,20,0,14
2016-05-02,87,0,33
2016-05-03,60,1,34
2016-05-04,11,12,63
2016-05-05,24,34,59
2016-05-06,43,18,50
2016-05-07,45,0,35
2016-05-08,21,1,17
2016-05-09,74,0,36
2016-05-10,49,22,47
2016-05-11,85,39,51
2016-05-12,38,17,44
2016-05-13,35,24,25
2016-05-14,35,8,24
2016-05-15,40,4,14
2016-05-16,42,12,28
2016-05-17,26,9,34
2016-05-18,54,21,31
2016-05-19,31,23,24
2016-05-20,31,29,33
2016-05-21,26,0,27
2016-05-22,12,0,22
2016-05-23,46,27,33
2016-05-24,51,24,44
2016-05-25,34,35,67
2016-05-26,29,41,25
2016-05-27,52,6,54
2016-05-28,35,0,8
2016-05-29,17,0,22
2016-05-30,50,4,17
2016-05-31,55,8,49
2016-06-01,59,16,50
2016-06-02,37,21,50
2016-06-03,33,21,44
2016-06-04,19,0,49
2016-06-05,56,2,27
2016-06-06,28,11,34
2016-06-07,42,92,40
2016-06-08,42,55,44
2016-06-09,66,56,50
2016-06-10,48,26,29
2016-06-11,23,0,14
2016-06-12,25,1,12
2016-06-13,31,9,22
2016-06-14,27,4,15
2016-06-15,24,19,37
2016-06-16,66,13,21
2016-06-17,24,6,29
2016-06-18,16,3,13
2016-06-19,16,13,38
2016-06-20,33,13,45
2016-06-21,43,36,62
2016-06-22,30,13,64
2016-06-23,43,13,60
2016-06-24,29,32,44
2016-06-25,29,44,35
2016-06-26,14,0,8
2016-06-27,27,27,20
2016-06-28,44,47,55
2016-06-29,44,26,50
2016-06-30,21,22,43
2016-07-01,42,11,54
2016-07-02,33,0,53
2016-07-03,28,5,24
2016-07-04,22,30,9
2016-07-05,34,23,55
2016-07-06,46,15,44
2016-07-07,29,16,73
2016-07-08,60,21,45
2016-07-09,16,3,16
2016-07-10,27,1,13
2016-07-11,23,32,25
2016-07-12,35,38,68
2016-07-13,36,31,65
2016-07-14,41,56,37
2016-07-15,35,18,40
2016-07-16,26,2,42
2016-07-17,25,0,33
2016-07-18,20,31,77
2016-07-19,31,35,73
2016-07-20,14,60,48
2016-07-21,25,35,66
2016-07-22,35,38,53
2016-07-23,7,2,71
2016-07-24,17,0,32
2016-07-25,18,21,68
2016-07-26,27,31,89
2016-07-27,34,29,48
2016-07-28,36,45,66
2016-07-29,53,39,111
2016-07-30,29,0,49
2016-07-31,24,0,20
2016-08-01,38,16,53
2016-08-02,41,2,37
2016-08-03,26,28,52
2016-08-04,38,3,72
2016-08-05,73,10,41
2016-08-06,42,0,18
2016-08-07,82,0,37
2016-08-08,72,52,55
2016-08-09,76,35,84
2016-08-10,44,81,49
2016-08-11,76,36,56
2016-08-12,27,37,38
2016-08-13,84,0,24
2016-08-14,52,0,10
2016-08-15,25,28,20
2016-08-16,31,143,28
2016-08-17,120,77,42
2016-08-18,59,44,27
2016-08-19,26,26,54
2016-08-20,38,6,17
2016-08-21,26,0,1
2016-08-22,40,32,34
2016-08-23,48,38,23
2016-08-24,39,29,33
2016-08-25,38,33,30
2016-08-26,19,33,26
2016-08-27,42,1,4
2016-08-28,41,0,30
2016-08-29,45,71,5
2016-08-30,61,24,19
2016-08-31,60,65,25
2016-09-01,53,49,29
2016-09-02,36,22,25
2016-09-03,40,0,38
2016-09-04,25,0,13
2016-09-05,56,31,7
2016-09-06,47,14,55
2016-09-07,41,52,35
2016-09-08,24,20,19
2016-09-09,18,36,30
2016-09-10,28,24,5
2016-09-11,34,0,19
2016-09-12,18,27,38
2016-09-13,60,28,46
2016-09-14,26,22,59
2016-09-15,42,23,65
2016-09-16,39,14,57
2016-09-17,14,0,16
2016-09-18,36,0,9
2016-09-19,29,30,30
2016-09-20,59,93,38
2016-09-21,14,7,29
2016-09-22,47,26,50
2016-09-23,35,14,55
2016-09-24,13,27,20
2016-09-25,26,0,25
2016-09-26,68,8,24
2016-09-27,67,32,17
2016-09-28,50,35,31
2016-09-29,40,38,41
2016-09-30,82,25,11
2016-10-01,40,2,17
2016-10-02,46,27,13
2016-10-03,46,34,43
2016-10-04,64,56,27
2016-10-05,29,55,30
2016-10-06,44,23,51
2016-10-07,43,50,24
2016-10-08,22,36,22
2016-10-09,21,0,9
2016-10-10,23,39,34
2016-10-11,43,76,55
2016-10-12,48,69,59
2016-10-13,20,54,37
2016-10-14,36,46,34
2016-10-15,29,1,42
2016-10-16,30,0,27
