,php/php-src,ruby/ruby,python/cpython
2000-04-05,22,0.0,12
2000-04-06,10,0.0,25
2000-04-07,19,0.0,14
2000-04-08,3,0.0,3
2000-04-09,3,0.0,17
2000-04-10,11,3.0,50
2000-04-11,10,-0.5999999999999999,19
2000-04-12,8,0.7599999999999998,5
2000-04-13,9,-0.3440000000000001,13
2000-04-14,7,0.8191999999999999,8
2000-04-15,22,-0.324608,2
2000-04-16,9,-0.1748864000000001,0
2000-04-17,10,0.8756838399999999,2
2000-04-18,9,1.702808064,1
2000-04-19,23,-0.5598707712,12
2000-04-20,33,-0.24281651200000012,0
2000-04-21,15,0.8410039295999999,23
2000-04-22,5,0.6928762880000001,14
2000-04-23,8,-0.3639701504,5
2000-04-24,15,-0.18578432000000014,16
2000-04-25,5,0.870158848,12
2000-04-26,3,-0.30038077439999983,13
2000-04-27,12,-0.15090350080000003,12
2000-04-28,13,-0.08535552000000005,14
2000-04-29,14,-0.06491443199999997,0
2000-04-30,20,-0.05239306239999991,0
2000-05-01,35,0.9671018496,12
2000-05-02,46,-0.21692671999999996,19
2000-05-03,12,-0.09438771200000001,14
2000-05-04,24,-0.060469350399999997,7
2000-05-05,11,0.9664,10
2000-05-06,18,-0.22553599999999996,6
2000-05-07,8,-0.10042880000000008,10
2000-05-08,14,-0.06492672000000005,13
2000-05-09,2,1.9520122880000002,29
2000-05-10,9,0.5619946496000001,8
2000-05-11,12,-0.3804288000000001,9
2000-05-12,14,0.8070732799999998,19
2000-05-13,4,1.670412288,20
2000-05-14,7,0.42285864959999997,1
2000-05-15,13,1.5256063999999998,2
2000-05-16,10,1.33611776,1
2000-05-17,32,2.253561856,1
2000-05-18,21,1.9995727872,2
2000-05-19,9,-0.09898967040000017,1
2000-05-20,3,-0.7709419520000003,7
2000-05-21,11,1.5250989055999997,1
2000-05-22,17,3.2605545472,1
2000-05-23,58,-0.20659261439999987,15
2000-05-24,20,3.1926833152,2
2000-05-25,21,-0.2785107968,17
2000-05-26,11,-0.8509699072000001,16
