,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2016-03-29,20.35588608,0,29
2016-03-30,-2.098329087999999,2,47
2016-03-31,2.3227644927999984,2,25
2016-04-01,5.644627251199999,0,25
2016-04-02,6.1772478464,3,0
2016-04-03,-2.0645093376000005,0,4
2016-04-04,-1.5921952768000014,3,2
2016-04-05,2.0952322047999994,1,25
2016-04-06,-1.1503065087999986,7,30
2016-04-07,0.4796745728000005,2,31
2016-04-08,4.7504958464,0,12
2016-04-09,2.0176336896000007,7,4
2016-04-10,4.1778724864,5,10
2016-04-11,8.847153152,9,20
2016-04-12,9.7478659072,2,18
2016-04-13,2.8165794816,1,29
2016-04-14,4.507564646399999,3,19
2016-04-15,7.468663705599999,1,21
2016-04-16,0.8047593472000001,0,4
2016-04-17,0.7101879295999991,6,5
2016-04-18,2.2364760063999993,1,13
2016-04-19,2.2699821056000005,1,9
2016-04-20,2.3529834496000004,0,9
2016-04-21,6.4749739008,4,11
2016-04-22,3.7991309312000006,0,10
2016-04-23,-0.08004843520000016,4,2
2016-04-24,0.7333677056000001,2,3
2016-04-25,-0.9127552000000003,1,14
2016-04-26,0.6423824383999999,0,9
2016-04-27,4.6936698880000005,0,24
2016-04-28,7.984964608,2,15
2016-04-29,-1.0578175999999995,0,17
2016-04-30,7.094259302399999,0,1
2016-05-01,3.1056704512,0,0
2016-05-02,4.356428492799999,0,0
2016-05-03,8.1572179968,0,5
2016-05-04,7.2514349056,0,3
2016-05-05,0.8311862271999999,0,15
2016-05-06,8.767178137599998,1,14
2016-05-07,11.695265792,0,8
2016-05-08,5.5505139712,32,8
2016-05-09,-2.0466502656000003,17,17
2016-05-10,0.6346791935999994,3,30
2016-05-11,0.054079795199999836,20,33
2016-05-12,2.5326171136,20,12
2016-05-13,2.4472211456000004,8,12
2016-05-14,-1.4855516159999995,3,3
2016-05-15,1.3297400832000008,2,15
2016-05-16,-1.6548777983999992,4,26
2016-05-17,3.1070007296,1,11
2016-05-18,-0.3531630591999999,1,22
2016-05-19,4.0738458624,1,18
2016-05-20,3.4369829888000005,3,9
2016-05-21,1.2051015680000003,0,6
2016-05-22,3.4967413759999997,2,1
2016-05-23,-1.8108836864,0,23
2016-05-24,2.0347762687999995,0,8
2016-05-25,3.754898432,0,7
2016-05-26,1.2643492863999999,6,24
2016-05-27,5.4979920896,0,44
2016-05-28,0.7319905280000003,2,5
2016-05-29,-0.7387514880000003,0,0
2016-05-30,-1.1751130112000001,2,1
2016-05-31,10.248921088,22,5
2016-06-01,3.2833648640000006,0,11
2016-06-02,-0.4933363712000003,2,24
2016-06-03,2.2811806719999996,4,15
2016-06-04,5.1730690048,15,0
2016-06-05,-0.44587130880000014,9,0
2016-06-06,2.3510714367999994,0,11
2016-06-07,-0.8027080704000005,0,2
2016-06-08,3.7459732480000003,2,2
2016-06-09,5.142990233600001,1,2
2016-06-10,-1.3477720064,1,6
2016-06-11,3.6224218111999997,0,7
2016-06-12,4.1243039744,0,9
2016-06-13,-0.2150765567999997,6,14
2016-06-14,4.4660877312,0,7
2016-06-15,0.8665636864000001,0,21
2016-06-16,1.2713962495999998,1,16
2016-06-17,0.36945254400000027,0,7
2016-06-18,0.6544484352,0,3
2016-06-19,-0.1848418303999999,0,8
2016-06-20,-0.9385072639999997,6,6
2016-06-21,0.4137537536,0,9
2016-06-22,-0.5896035327999997,2,15
2016-06-23,-0.3742889983999998,0,15
2016-06-24,1.7711817728000003,2,13
2016-06-25,0.4459342848000003,0,1
2016-06-26,4.5438231552,3,5
2016-06-27,5.7642447872,3,17
2016-06-28,7.0554039296,6,14
2016-06-29,-2.6990597120000004,7,6
2016-06-30,-1.3028629504000009,0,1
2016-07-01,2.1508377599999995,0,3
2016-07-02,1.7710018559999998,0,0
2016-07-03,7.6632143872,0,0
2016-07-04,6.4292458496,2,15
2016-07-05,-0.08020121599999985,1,8
2016-07-06,-0.14618286079999976,2,10
