,rust-lang/rust,nim-lang/Nim,golang/go
2014-08-16,14,4,4.0
2014-08-17,24,5,-0.40000000000000036
2014-08-18,30,0,8.82
2014-08-19,34,14,21.986
2014-08-20,22,4,2.212349999999998
2014-08-21,36,3,17.144033
2014-08-22,18,5,6.9808894499999985
2014-08-23,25,1,1.3378369650000006
2014-08-24,23,0,9.9777708854375
2014-08-25,16,0,32.42566378610625
2014-08-26,15,0,5.926076856609374
2014-08-27,23,11,5.137974909067188
2014-08-28,21,21,29.711667472845313
2014-08-29,30,6,19.67753427752344
2014-08-30,23,18,10.509545986660939
2014-08-31,35,22,-3.744803319921875
2014-09-01,11,1,11.959110077418753
2014-09-02,21,2,13.274418792771879
2014-09-03,18,4,9.929580289320317
2014-09-04,24,4,19.255325016214066
2014-09-05,31,9,13.380167141410938
2014-09-06,19,6,3.465955138423439
2014-09-07,25,2,6.599652044601564
2014-09-08,24,4,24.89201839015938
2014-09-09,45,15,12.254605190979689
2014-09-10,25,11,-0.44708364430468706
2014-09-11,19,8,7.932632885920315
2014-09-12,26,2,13.853144732637503
2014-09-13,15,6,-3.6973044376078104
2014-09-14,35,8,0.8576660877281275
2014-09-15,36,0,10.226493842056252
2014-09-16,22,5,20.543311073953127
2014-09-17,61,7,9.213529135228125
2014-09-18,30,18,10.734173883576563
2014-09-19,21,5,18.735760060434373
2014-09-20,18,0,-4.163673236660937
2014-09-21,12,7,-1.3623034818609354
2014-09-22,43,2,5.309651668453128
2014-09-23,19,2,3.008513009954691
2014-09-24,34,1,19.152587843959378
2014-09-25,31,1,12.692399799970312
2014-09-26,21,3,17.664542967314063
2014-09-27,16,3,-2.9758785843468765
2014-09-28,9,3,-1.3034987895406238
2014-09-29,47,0,12.434414000734378
2014-09-30,37,0,19.42747171260469
2014-10-01,40,4,8.232192395920313
2014-10-02,67,10,5.677390511492188
2014-10-03,43,0,6.052009704745314
2014-10-04,22,6,1.313218577346877
2014-10-05,27,8,-1.04532458752031
2014-10-06,25,0,16.62129331194844
2014-10-07,29,1,10.165626047745313
2014-10-08,23,1,10.054129960653125
2014-10-09,48,1,7.998974609271874
2014-10-10,12,5,-0.7829341138218742
2014-10-11,25,10,1.1565447125359392
2014-10-12,23,6,-0.5435030961359353
2014-10-13,41,1,3.8572383318406276
2014-10-14,22,4,4.654938049432815
2014-10-15,28,2,17.4877113964
2014-10-16,27,1,7.236559414079687
2014-10-17,21,3,6.578460793860937
2014-10-18,17,2,-0.25402585517656284
2014-10-19,16,19,3.4983055971312513
2014-10-20,15,2,14.471451323126564
2014-10-21,23,12,4.397989167385938
2014-10-22,20,2,7.809319755476563
2014-10-23,21,1,0.6318678624875003
2014-10-24,19,5,7.25788763041094
2014-10-25,26,4,-0.980606297499999
2014-10-26,21,4,-0.27072923010468575
2014-10-27,53,0,16.04107250235
2014-10-28,41,0,18.587823980320312
2014-10-29,24,4,18.589003918315623
2014-10-30,45,3,12.027506450842186
2014-10-31,37,5,5.218422006843749
2014-11-01,18,7,-1.0904643334984363
2014-11-02,30,13,-1.1740326445890599
2014-11-03,76,18,6.385369235698441
2014-11-04,24,6,1.9605774299484402
