,golang/go,gcc-mirror/gcc,llvm/llvm-project
2020-05-03,1.0,4,40
2020-05-04,14.9,25,89
2020-05-05,13.454999999999998,67,122
2020-05-06,10.796499999999998,32,107
2020-05-07,23.576837499999996,35,137
2020-05-08,24.061445749999997,21,91
2020-05-09,-1.9053507625000012,41,41
2020-05-10,-1.0198876337499991,5,55
2020-05-11,4.746853305734378,43,114
2020-05-12,3.637479345979692,41,106
2020-05-13,6.758805640476566,33,110
2020-05-14,11.633481440257814,31,104
2020-05-15,-1.8609417538734365,29,126
2020-05-16,-1.7691802941218735,3,33
2020-05-17,-1.1048572900531233,11,39
2020-05-18,9.33621311761094,26,71
2020-05-19,8.48490681381875,32,141
2020-05-20,5.133569962904687,32,122
2020-05-21,10.26001830764375,20,97
2020-05-22,-1.2272647512921875,22,82
2020-05-23,-0.33444474851874895,12,42
2020-05-24,2.0671760224640634,2,36
2020-05-25,0.023175662500001692,25,57
2020-05-26,15.223682319843752,28,108
2020-05-27,2.8174490707343747,28,136
2020-05-28,4.37614266603125,31,153
2020-05-29,7.452119817310937,30,152
2020-05-30,-0.8201510271968744,8,46
2020-05-31,3.8984092331984384,15,38
2020-06-01,5.7351515621671885,18,75
2020-06-02,6.485762926876563,62,124
2020-06-03,16.28085433296406,52,143
2020-06-04,12.153827254346874,69,141
2020-06-05,10.024369330476562,52,161
2020-06-06,-2.9795289411062504,4,39
2020-06-07,0.25388044541093935,12,49
2020-06-08,11.59026860863594,47,125
2020-06-09,6.6649980012109395,62,149
2020-06-10,4.716027058123439,49,112
2020-06-11,4.906242939181251,57,119
2020-06-12,1.9887319078687513,45,93
2020-06-13,-0.5866751322421861,4,34
2020-06-14,0.928333112032814,7,31
2020-06-15,6.101732460218751,44,145
2020-06-16,3.652869621975001,65,144
2020-06-17,10.677780638642188,59,128
2020-06-18,6.0451864623171865,53,151
2020-06-19,4.157322043639063,43,117
2020-06-20,-0.6526126910640624,9,62
2020-06-21,-1.0840189531593738,4,29
2020-06-22,0.254297585182814,16,102
2020-06-23,4.321402472568752,24,132
2020-06-24,7.992583012170313,27,136
2020-06-25,7.505847586132813,25,154
2020-06-26,6.274780575443749,12,142
2020-06-27,-0.7166236446312504,8,48
2020-06-28,-0.056169690731249444,11,27
2020-06-29,6.210684138714064,24,116
2020-06-30,5.732654343234376,20,140
2020-07-01,2.532361703635938,30,142
2020-07-02,-0.28452769607031225,24,109
2020-07-03,0.09612967753593837,13,92
2020-07-04,-0.6928466356984364,2,42
2020-07-05,2.551045832946876,4,21
2020-07-06,5.3986133731984385,44,103
2020-07-07,10.022539782604687,47,127
2020-07-08,7.345076293639062,44,138
2020-07-09,2.2506915714359366,25,131
2020-07-10,2.654917330590625,55,120
2020-07-11,-1.217941203051562,8,52
2020-07-12,-0.7778987662859361,2,25
2020-07-13,1.4182499959531265,32,124
2020-07-14,2.329787793048439,26,131
2020-07-15,0.23739712536250068,41,120
2020-07-16,6.432474969964063,45,142
2020-07-17,1.9699372901140624,19,114
2020-07-18,-0.80958966220625,7,52
2020-07-19,-0.46343218514374984,6,28
2020-07-20,2.6920723200000007,23,123
2020-07-21,4.45961552271875,19,118
2020-07-22,0.16791932213125005,21,163
2020-07-23,5.437593218126563,19,125
2020-07-24,2.0418543676046874,20,100
2020-07-25,1.1623403432015629,5,45
2020-07-26,-0.6719288451078124,7,45
2020-07-27,1.5853170987500007,43,108
2020-07-28,1.4869765672031257,17,136
2020-07-29,-0.5427791439359371,24,166
2020-07-30,10.663155709304688,28,129
2020-07-31,5.6762611556203115,33,104
2020-08-01,0.6301560532374995,9,34
2020-08-02,0.06860929136093719,6,36
2020-08-03,7.3179033774281255,33,112
2020-08-04,-0.2652457685312495,38,138
2020-08-05,0.17664128139687563,21,170
2020-08-06,1.3431415486781255,18,148
2020-08-07,1.335851908078126,10,136
2020-08-08,-0.6628114740046868,5,48
2020-08-09,-0.37809764003281193,5,38
2020-08-10,9.7572806494125,21,103
2020-08-11,4.817240434589062,16,165
2020-08-12,11.803589645446875,21,99
2020-08-13,5.078521416948436,16,143
2020-08-14,9.287652128932812,15,98
2020-08-15,8.893423168896874,1,34
2020-08-16,3.691769169928125,3,29
2020-08-17,39.047435712500004,12,131
2020-08-18,21.643043779843747,25,112
2020-08-19,7.5016777077968735,23,116
2020-08-20,2.618021554331249,16,90
2020-08-21,3.5586609296734406,12,107
2020-08-22,0.03077960532656654,5,44
2020-08-23,0.6778917389328165,5,18
2020-08-24,20.05133161026094,15,100
2020-08-25,13.408715339893751,25,109
2020-08-26,10.210645705854688,42,133
2020-08-27,15.576715201076562,20,157
2020-08-28,9.189269564673438,16,94
2020-08-29,-1.4583682851109363,3,55
2020-08-30,-1.3001020205484353,8,34
2020-08-31,1.2995609733453157,17,53
2020-09-01,11.414608794798442,15,94
2020-09-02,3.532831187943752,15,85
2020-09-03,8.017980733420313,15,101
2020-09-04,-2.18852820905,12,76
2020-09-05,2.7427215776140637,1,35
2020-09-06,1.8026058072515636,4,22
2020-09-07,2.9859212306625014,22,102
2020-09-08,3.929538582167188,19,102
2020-09-09,17.804083070689064,31,105
2020-09-10,3.3570135764390616,36,102
2020-09-11,11.072775454628125,42,111
2020-09-12,1.5528711521406242,8,47
2020-09-13,3.246626359187501,2,22
2020-09-14,9.346821553309375,17,116
2020-09-15,9.826670471579689,15,153
2020-09-16,15.499142971028125,35,158
2020-09-17,11.717259950023436,25,139
2020-09-18,17.626274572473438,20,102
