,grafana/grafana,elastic/kibana,getsentry/sentry
2017-07-22,0,1,0.0
2017-07-23,0,0,0.0
2017-07-24,13,16,9.0
2017-07-25,1,9,4.2
2017-07-26,1,18,11.08
2017-07-27,2,7,17.488
2017-07-28,1,12,4.1696
2017-07-29,1,1,-4.735424000000002
2017-07-30,0,0,-2.5818752000000016
2017-07-31,25,13,5.2075187199999995
2017-08-01,16,27,0.23111987200000028
2017-08-02,14,16,-0.2629625856000004
2017-08-03,9,12,7.2023945216000005
2017-08-04,10,14,3.0272892928000017
2017-08-05,1,1,-0.7012854783999991
2017-08-06,0,0,-1.7235031040000004
2017-08-07,26,14,9.01875456
2017-08-08,26,16,5.280224256
2017-08-09,17,20,6.0314227712
2017-08-10,16,16,1.6878312447999995
2017-08-11,6,7,0.2631539711999995
2017-08-12,0,1,-2.1885638656
2017-08-13,0,0,-1.2945675264000003
2017-08-14,10,11,8.100539699199999
2017-08-15,15,5,1.5083699200000007
2017-08-16,5,14,6.90911232
2017-08-17,9,20,2.072835788800001
2017-08-18,11,18,4.5506571264
2017-08-19,3,2,-2.701733888
2017-08-20,2,0,0.574188748799999
2017-08-21,10,11,8.63212032
2017-08-22,1,9,17.096064512
2017-08-23,7,10,10.5009885184
2017-08-24,14,16,11.2457979904
2017-08-25,4,25,-0.3297217536000012
2017-08-26,5,0,-3.4592783360000015
2017-08-27,0,0,-2.869746892800001
2017-08-28,13,14,12.045605376
2017-08-29,8,9,2.6820769792000005
2017-08-30,2,16,5.2626191360000005
2017-08-31,5,7,5.052546560000001
2017-09-01,6,7,2.107510169600001
2017-09-02,1,0,-2.2599359488000004
2017-09-03,0,3,-1.9683590144000007
2017-09-04,14,2,-1.2926690304000006
2017-09-05,8,9,7.016801792000001
2017-09-06,4,7,1.601699430400001
2017-09-07,18,24,8.0427758592
2017-09-08,10,14,6.932297318400001
2017-09-09,0,0,-3.4762771455999997
2017-09-10,0,0,-1.707891814400001
2017-09-11,5,22,4.905956249599999
2017-09-12,18,24,13.991511039999999
2017-09-13,17,18,4.6775434240000004
2017-09-14,27,29,2.101139148799999
2017-09-15,23,18,4.747378278399999
2017-09-16,0,0,-3.471386624
2017-09-17,0,0,-0.8862423040000007
2017-09-18,40,5,4.556154879999999
2017-09-19,8,16,2.756971008
2017-09-20,4,21,12.6877792256
2017-09-21,30,12,-2.3155897343999987
2017-09-22,16,15,20.5988998144
2017-09-23,0,0,-6.011562598399999
2017-09-24,9,0,-1.806934323200002
2017-09-25,1,0,3.0276679679999994
2017-09-26,7,20,9.6062667776
2017-09-27,11,3,4.1231589376
2017-09-28,15,20,10.384521728
2017-09-29,54,4,3.1853337600000007
2017-09-30,0,1,-3.0111648767999997
2017-10-01,4,0,-2.4930977792
2017-10-02,20,10,6.5171450879999995
2017-10-03,11,16,5.274737049600001
2017-10-04,14,8,5.865695744
2017-10-05,42,10,3.4853256192
2017-10-06,6,17,1.7701746688000002
2017-10-07,3,0,-1.7716873216
2017-10-08,2,1,-1.7202609152000006
2017-10-09,11,10,11.903662489599999
2017-10-10,17,9,5.570873344000001
2017-10-11,31,9,9.4885214208
2017-10-12,41,9,-0.41941125119999967
2017-10-13,16,4,8.9731994624
2017-10-14,3,9,-4.1545187328
2017-10-15,2,1,-2.160932864000001
2017-10-16,18,0,4.541256089599999
2017-10-17,24,0,1.6897008640000006
2017-10-18,18,11,7.8202144768
2017-10-19,6,1,16.7798831104
2017-10-20,7,0,7.383626956800001
2017-10-21,0,0,-5.190145945600001
2017-10-22,14,1,-2.7103490048000016
2017-10-23,19,20,6.265364479999999
2017-10-24,32,15,4.094158848
2017-10-25,12,19,7.9178218496
2017-10-26,22,44,6.0581366784
2017-10-27,6,15,-0.1172951039999992
2017-10-28,5,0,-3.0039152639999998
2017-10-29,5,0,-1.6738839552000004
2017-10-30,8,11,9.912688639999999
2017-10-31,30,15,8.951934464
2017-11-01,21,16,6.0269052928
2017-11-02,8,29,1.0154673152
2017-11-03,8,15,2.9056531455999997
2017-11-04,1,1,-2.946340352
2017-11-05,0,0,-1.6370262016000008
2017-11-06,3,33,-0.14269952000000052
2017-11-07,1,12,0.9050465280000004
2017-11-08,4,13,0.7855574016000009
2017-11-09,4,14,-1.1087157247999992
2017-11-10,1,5,-0.5877923839999997
2017-11-11,2,1,3.6625909760000006
2017-11-12,0,0,-1.0135169023999997
2017-11-13,14,10,11.57114368
2017-11-14,10,8,11.318901248
2017-11-15,41,12,15.0305017856
2017-11-16,22,11,1.3481418751999996
2017-11-17,23,18,4.898146099199998
2017-11-18,0,1,-4.116538880000001
2017-11-19,0,0,-1.3546004480000011
2017-11-20,18,9,3.108614758399999
2017-11-21,24,21,6.641074176
2017-11-22,14,19,-0.29349345279999906
2017-11-23,20,3,-2.343883673599999
2017-11-24,8,0,-1.3555081215999996
2017-11-25,0,0,-0.8112836607999996
2017-11-26,1,0,-0.5619188735999998
2017-11-27,18,12,4.640511488
2017-11-28,11,15,6.701965209600001
2017-11-29,15,17,6.75738368
2017-11-30,15,15,3.1646127104
2017-12-01,25,18,5.4905919488
2017-12-02,7,1,-1.9084800000000008
2017-12-03,5,0,-1.736832000000001
2017-12-04,13,24,4.8565119999999995
2017-12-05,22,11,2.93877248
2017-12-06,20,18,3.829750272
2017-12-07,52,11,2.5922290688000005
2017-12-08,39,9,5.7240070144
2017-12-09,8,1,-1.8160605183999996
2017-12-10,9,0,-1.6459953152000006
