,python/cpython,JuliaLang/julia,rust-lang/rust
2018-09-24,6.765170848020313,7,41
2018-09-25,10.37149514351875,8,51
2018-09-26,-3.6072308109265627,6,87
2018-09-27,1.3709165851000007,2,35
2018-09-28,-0.3357973752046881,9,37
2018-09-29,1.4710740889796874,6,66
2018-09-30,-0.5005181496890625,7,59
2018-10-01,1.219359408759375,7,51
2018-10-02,4.19594430618125,10,64
2018-10-03,-0.6371527838109383,12,42
2018-10-04,2.3702026787125003,30,62
2018-10-05,7.176861888975,14,82
2018-10-06,0.586845197290625,7,48
2018-10-07,-2.4597417580093746,2,30
2018-10-08,7.935684401039063,6,76
2018-10-09,2.740473139489062,5,76
2018-10-10,0.9537381959593745,2,76
2018-10-11,0.5109272133234377,5,58
2018-10-12,7.001043876473438,1,69
2018-10-13,2.3594085349296865,3,76
2018-10-14,1.7361621350937497,6,54
2018-10-15,2.124416192070313,6,123
2018-10-16,0.21153819036093768,11,69
2018-10-17,0.7997790315624997,8,63
2018-10-18,3.0908780535421876,11,73
2018-10-19,17.638740791773436,15,67
2018-10-20,7.0075415881625,7,54
2018-10-21,0.1580690328125005,3,36
2018-10-22,-2.981567285723436,9,52
2018-10-23,7.000052675009376,5,57
2018-10-24,2.321915633540625,5,58
2018-10-25,5.778913975006251,13,122
2018-10-26,10.950340860225,3,77
2018-10-27,-3.1474657877250003,4,49
2018-10-28,12.667374043126562,1,61
2018-10-29,4.7402242586328125,6,61
2018-10-30,2.3517403825906253,11,70
2018-10-31,1.234801448379688,8,62
2018-11-01,1.024237796564062,13,96
2018-11-02,-1.3140661565343752,12,62
2018-11-03,-1.1321518743265626,2,71
2018-11-04,7.690813751214062,3,37
2018-11-05,-0.20485065169531413,4,99
2018-11-06,4.97108985635625,8,53
2018-11-07,15.231155732817188,6,81
2018-11-08,-5.262120482703125,4,56
2018-11-09,5.571288744278126,4,49
2018-11-10,-1.4866158184421874,5,85
2018-11-11,3.073869623021875,0,60
2018-11-12,4.650399244629687,1,38
2018-11-13,5.971180406860938,3,63
2018-11-14,1.2208519204453125,6,36
2018-11-15,-0.9199840006578128,3,67
2018-11-16,3.239001147546875,7,123
2018-11-17,-1.0840822898546882,3,34
2018-11-18,-1.022629928140625,8,47
2018-11-19,-1.2923673715406245,13,52
2018-11-20,7.302011107729687,6,72
2018-11-21,2.224751780232812,9,108
2018-11-22,7.526664554579687,5,61
2018-11-23,8.073762736557812,4,42
2018-11-24,-5.072086966540625,2,61
2018-11-25,0.9681332970734386,4,63
2018-11-26,15.000402290520313,8,56
2018-11-27,6.91812056801875,6,127
2018-11-28,-0.2808327441234377,14,47
2018-11-29,1.4399375065609377,12,84
2018-11-30,5.96432421493125,21,103
2018-12-01,-3.0166350872640635,4,18
2018-12-02,-2.856066708792187,4,57
2018-12-03,4.497067467204688,8,79
2018-12-04,4.198188325287498,7,82
2018-12-05,13.595647323340625,12,59
2018-12-06,2.52408154363125,9,74
2018-12-07,3.8385487412609383,10,57
2018-12-08,-4.000222210801562,3,57
2018-12-09,1.4153419928921882,4,57
2018-12-10,6.382835727285937,6,73
2018-12-11,6.961738354407812,12,78
2018-12-12,-1.1211646792546883,13,86
2018-12-13,-3.4320825701437503,8,53
2018-12-14,7.271370681653125,5,80
2018-12-15,-4.6305726599843755,0,57
2018-12-16,0.8378619403906256,2,40
2018-12-17,11.74074275220625,9,56
2018-12-18,4.483078918679686,8,50
2018-12-19,2.6098755352343748,3,117
2018-12-20,6.102362058628126,8,86
2018-12-21,-1.6598022704296875,9,79
2018-12-22,0.10909833161093818,4,75
2018-12-23,2.5883594714218754,0,54
2018-12-24,4.316609892203125,1,38
2018-12-25,0.6055833380828126,2,60
2018-12-26,3.2667863695843753,3,52
2018-12-27,-0.0253573277031256,3,76
2018-12-28,3.815614764715625,0,61
2018-12-29,2.196486817376562,4,73
2018-12-30,1.3794301875062502,3,72
2018-12-31,9.667151793975,1,50
2019-01-01,-5.6482851197718755,0,60
2019-01-02,5.474607994059376,9,83
2019-01-03,-0.970483216023438,7,89
2019-01-04,-1.8416906009421874,12,68
2019-01-05,-0.8729818752906249,3,70
2019-01-06,2.5074182255265622,7,63
2019-01-07,0.8699218780249995,9,82
2019-01-08,6.030615465882812,7,91
2019-01-09,2.5790321004734373,9,51
2019-01-10,3.783963332125,8,45
2019-01-11,2.3560959075906247,7,44
2019-01-12,4.528831569785938,8,80
2019-01-13,-1.100368812498437,3,107
2019-01-14,-0.8766680015453119,4,69
2019-01-15,6.766676081771875,2,67
2019-01-16,-1.0325951538234381,5,46
2019-01-17,3.2014368022937503,2,45
2019-01-18,6.68738621074375,4,82
2019-01-19,-4.6412479707234375,3,99
2019-01-20,-0.10691750977187464,1,55
2019-01-21,3.0711244838406246,5,72
2019-01-22,2.3970917755203125,8,102
2019-01-23,3.19218322639375,9,61
2019-01-24,-0.21925813689218776,5,76
2019-01-25,2.5866637222078124,8,92
2019-01-26,-0.808243122053125,1,111
2019-01-27,0.01677075767187519,0,82
2019-01-28,0.3507468852187501,5,65
2019-01-29,0.44000479595624986,9,59
2019-01-30,3.5111868700078124,1,72
2019-01-31,3.694780999492187,11,66
2019-02-01,7.14575577655625,11,107
2019-02-02,4.728124403973437,8,37
2019-02-03,1.448600227804688,6,69
2019-02-04,1.1270272175031253,3,47
2019-02-05,2.5413143800031257,7,79
2019-02-06,-2.6340568037468746,5,66
2019-02-07,2.8109400722062503,11,131
2019-02-08,1.0965881332421872,6,93
2019-02-09,1.2753554641968745,3,68
2019-02-10,2.3551434617812497,1,75
2019-02-11,1.159484686560937,6,83
2019-02-12,1.429840181775,4,78
2019-02-13,3.504430046992187,11,106
2019-02-14,3.9370194850875,17,72
2019-02-15,4.460829207939062,4,41
2019-02-16,3.904811659273438,6,53
2019-02-17,-1.3221063387437493,0,60
2019-02-18,2.0218712182406255,4,112
2019-02-19,7.832720046773438,4,42
2019-02-20,-0.95711219999375,2,87
2019-02-21,8.520708730225,3,70
2019-02-22,-0.4950158367562505,4,54
2019-02-23,0.9680128457453128,4,83
2019-02-24,6.3644700762625,4,90
2019-02-25,10.069495687590624,2,58
2019-02-26,0.17325721522343684,2,48
2019-02-27,-0.21717414558593706,11,81
2019-02-28,-0.23454226012343682,4,37
2019-03-01,17.50281506463125,9,50
2019-03-02,-6.314420786371876,0,56
2019-03-03,1.8620594250078142,7,59
2019-03-04,3.7572393724296873,8,57
2019-03-05,8.265616387437499,4,71
2019-03-06,2.695751715398437,10,45
2019-03-07,3.4193898160421883,11,56
2019-03-08,-0.494209906976562,5,56
2019-03-09,2.6942810724906243,0,39
2019-03-10,1.4746785960796869,4,44
2019-03-11,-0.03818127955937456,4,50
2019-03-12,6.620718715228126,8,68
2019-03-13,2.098053399934374,5,56
2019-03-14,1.5564886508328115,11,49
2019-03-15,6.008134923764063,4,109
2019-03-16,2.9589736058265625,4,93
2019-03-17,-1.7712611760234376,1,51
2019-03-18,10.717001336776562,8,80
2019-03-19,11.931507378540624,15,64
2019-03-20,3.8475105881625,1,66
2019-03-21,-0.27477291718749974,14,58
2019-03-22,3.3514004192765627,10,46
2019-03-23,1.2502230754468755,0,60
2019-03-24,-0.12406626270312504,2,46
2019-03-25,11.750964686340627,5,72
2019-03-26,5.805370198082811,5,78
2019-03-27,9.707478240459375,7,60
2019-03-28,3.3968950318718747,8,87
2019-03-29,-0.5574207274031249,11,91
2019-03-30,3.1437839277296877,27,74
2019-03-31,-1.918793655204687,3,49
2019-04-01,2.670870681042188,6,46
2019-04-02,3.342555744335937,10,87
2019-04-03,-3.967880183428125,18,68
2019-04-04,-0.8215741295421877,9,67
2019-04-05,3.655314195104687,6,50
2019-04-06,-0.13671863990312572,1,36
2019-04-07,1.5963060239796878,1,52
2019-04-08,4.513249347592187,4,47
2019-04-09,11.660674777209374,4,59
2019-04-10,-0.05942562550468811,6,51
2019-04-11,6.656545504871875,11,63
2019-04-12,13.548558423235939,11,74
2019-04-13,-1.2949016483093754,3,60
2019-04-14,-0.8042045121937491,0,92
2019-04-15,6.428220039489063,7,45
2019-04-16,-0.9210252015406253,25,64
2019-04-17,6.4986099758859375,4,109
2019-04-18,0.1617678521640622,10,73
2019-04-19,-3.6221873525687496,3,87
2019-04-20,-0.8124156428578129,2,51
2019-04-21,-1.372486475032813,2,67
2019-04-22,14.363200449792187,8,75
2019-04-23,5.164079193164062,3,75
2019-04-24,6.273438434360937,18,74
2019-04-25,-0.18618845558593744,8,84
2019-04-26,10.302982905095313,7,51
2019-04-27,-2.9198841061625007,2,30
2019-04-28,-1.3776606705140608,3,43
2019-04-29,12.58743258926875,10,46
2019-04-30,1.1107297572671868,12,74
2019-05-01,8.375895293853125,5,102
2019-05-02,9.965736773251562,6,98
2019-05-03,1.5864954343625008,7,44
2019-05-04,-2.8801469133812496,4,104
2019-05-05,-1.758160686804687,1,33
2019-05-06,13.394626916771875,16,41
2019-05-07,8.66776277705156,2,40
2019-05-08,2.773122659150001,4,39
2019-05-09,2.8831078806687502,6,73
2019-05-10,7.378308592225,8,57
2019-05-11,-0.5877011251140631,2,53
2019-05-12,-1.7342989831406248,4,44
2019-05-13,17.706720993021875,5,61
2019-05-14,8.833962207785936,7,62
2019-05-15,-0.5715051294578117,6,55
2019-05-16,2.8248249413531257,15,57
2019-05-17,19.244991416782813,5,61
2019-05-18,-2.3462030332968755,3,45
2019-05-19,3.1892601273812513,3,54
2019-05-20,8.544186442807813,6,100
2019-05-21,6.213692388224999,6,93
2019-05-22,9.043270918346874,7,75
2019-05-23,1.1814631984187507,8,105
2019-05-24,14.964542483248438,9,59
2019-05-25,-6.179295219484377,2,88
2019-05-26,3.184688243806251,2,51
2019-05-27,11.180324078982812,2,99
2019-05-28,17.894980104939062,15,115
2019-05-29,9.477815971790625,14,69
2019-05-30,8.710251800976563,4,63
2019-05-31,8.791805568637502,4,55
2019-06-01,15.724470975079688,3,64
2019-06-02,8.459047899317188,0,54
2019-06-03,9.21674355117969,9,84
2019-06-04,10.105821849640625,6,96
2019-06-05,-1.3113061758624998,4,64
2019-06-06,-3.1474452873796857,5,68
2019-06-07,2.517483708050001,5,44
2019-06-08,-3.245891982467189,2,84
2019-06-09,-4.067675381076563,2,71
2019-06-10,-2.2274213023781257,8,61
2019-06-11,5.777741727535936,11,93
2019-06-12,10.31711358452031,1,100
2019-06-13,9.266926836959374,13,44
2019-06-14,4.321202070098438,5,61
2019-06-15,2.981937715965625,1,85
2019-06-16,0.6048028481109373,2,70
2019-06-17,15.700483440304687,3,30
2019-06-18,3.8337773387531247,4,54
2019-06-19,3.893321816393751,6,65
2019-06-20,-0.7359282005796874,3,64
2019-06-21,3.8969711732578123,3,75
2019-06-22,-1.3556317379124998,1,72
2019-06-23,-3.7781804051999996,0,44
2019-06-24,8.994494389062499,1,64
2019-06-25,10.433523396542185,1,52
2019-06-26,3.500382681657811,15,85
2019-06-27,-0.6153782644640629,8,29
2019-06-28,6.001214723846875,6,22
2019-06-29,-0.9556612915359377,0,52
2019-06-30,-0.44285683990624936,1,61
2019-07-01,12.368827382070313,10,43
2019-07-02,0.09888111807968691,15,110
2019-07-03,2.68902113670625,12,91
2019-07-04,0.8419371238531248,3,70
2019-07-05,4.6124068300953125,7,61
2019-07-06,-0.00671568256874977,6,111
2019-07-07,-0.008465774389062375,1,86
2019-07-08,1.6630566492734378,4,47
2019-07-09,4.6154070625687496,4,77
2019-07-10,-0.2511097440843759,2,97
2019-07-11,4.807879718245313,3,56
2019-07-12,-1.10664088270625,2,50
2019-07-13,7.1397980009625,7,49
2019-07-14,5.4167202895765625,2,45
2019-07-15,-2.0811382019765627,3,81
