,nim-lang/Nim,rust-lang/rust,golang/go
2010-07-16,0,23.0,7
2010-07-17,0,-14.100000000000005,5
2010-07-18,0,2.1850000000000005,0
2010-07-19,0,6.5435,7
2010-07-20,0,7.277262499999999,5
2010-07-21,6,-4.882471750000002,14
2010-07-22,3,1.8928686624999997,5
2010-07-23,4,1.9236973837499978,2
2010-07-24,0,-10.879163523109376,0
2010-07-25,0,-2.6466285921921866,3
2010-07-26,0,11.631759466153126,12
2010-07-27,0,-8.998996569696876,11
2010-07-28,0,3.3100914492156255,4
2010-07-29,1,26.68378863895781,10
2010-07-30,0,-23.66307373031094,14
2010-07-31,0,-3.0380116128296866,0
2010-08-01,1,-2.5629329770187494,1
2010-08-02,0,-0.17998236624999953,1
2010-08-03,0,0.5224086332968754,19
2010-08-04,1,13.931443848339063,4
2010-08-05,0,-2.822848353470315,15
2010-08-06,0,-3.381558496259375,7
2010-08-07,0,4.5565248392,2
2010-08-08,3,-7.407387874265627,0
2010-08-09,0,15.470657443373439,7
2010-08-10,0,-6.670333139265628,12
2010-08-11,1,4.534510551092187,5
2010-08-12,2,-2.4290609352531263,17
2010-08-13,0,-3.9994518606656255,7
2010-08-14,1,-4.876773944717188,2
2010-08-15,0,-1.5546468957890618,1
2010-08-16,4,2.0789908244687503,7
2010-08-17,3,0.30432887409218745,9
2010-08-18,0,20.1451217808625,5
2010-08-19,0,-12.806391451323442,9
2010-08-20,0,16.40168873635625,3
2010-08-21,0,-16.074181640075004,1
2010-08-22,0,-3.9066030090062487,2
2010-08-23,2,-1.6730299537499993,4
2010-08-24,0,11.974990010953125,7
2010-08-25,0,6.188869244823437,21
2010-08-26,0,-1.0796525292390644,19
2010-08-27,0,2.942831001776561,10
2010-08-28,3,-9.323748469100002,0
2010-08-29,0,-4.898118205049999,3
2010-08-30,0,-1.7090840053765617,7
2010-08-31,0,3.9702161962500004,9
2010-09-01,0,-3.214560622953125,9
2010-09-02,0,-1.7583427856453122,13
2010-09-03,0,3.3149030427875004,7
2010-09-04,0,-3.1795377954875006,5
2010-09-05,0,-0.6384213855687498,1
2010-09-06,0,-0.2790959411296874,1
2010-09-07,0,3.83612744375,14
2010-09-08,0,12.084668902421875,8
2010-09-09,0,-7.006801926148441,17
2010-09-10,0,-1.6004629478765624,19
2010-09-11,0,-3.3366640470625004,7
2010-09-12,2,0.01755432849375027,16
2010-09-13,0,-0.24965819999999983,10
2010-09-14,0,3.8243424075,10
2010-09-15,1,0.07814167168749941,6
2010-09-16,1,12.394117909509376,14
2010-09-17,0,-12.03832430646094,3
2010-09-18,0,-2.0685293193031242,2
2010-09-19,2,-0.9586850298796872,3
2010-09-20,2,0.43370863698437523,16
2010-09-21,1,10.914013551607813,5
2010-09-22,0,-0.7833533067046901,17
2010-09-23,0,-3.1148506314453135,12
2010-09-24,0,3.64584214024375,29
2010-09-25,0,-6.810973936025001,2
2010-09-26,0,-1.4508818624999995,0
2010-09-27,0,2.2353441112500003,12
2010-09-28,0,2.4028191232343747,10
2010-09-29,0,-3.1721206940640627,14
2010-09-30,0,3.3711773363562503,16
2010-10-01,0,-2.0633362000750006,5
2010-10-02,0,-1.2360815156312501,0
2010-10-03,0,-1.3350016805125,1
2010-10-04,0,0.5659373212500002,3
2010-10-05,0,1.034480658453125,2
2010-10-06,0,3.3082122112921875,13
2010-10-07,0,-0.8816671448984383,13
2010-10-08,0,3.1838462082953125,2
2010-10-09,0,4.133857223335937,1
2010-10-10,0,-5.263569960018751,0
2010-10-11,0,-0.8229278066265624,11
2010-10-12,0,8.683731348234375,16
2010-10-13,0,-1.444780097657814,9
2010-10-14,0,1.49504981416875,10
2010-10-15,0,-5.142009994679688,10
2010-10-16,0,-2.0521230229734373,2
2010-10-17,0,-1.7928814156499997,4
2010-10-18,0,8.250346525579687,14
2010-10-19,0,-1.7523785730343766,7
2010-10-20,2,-0.7634158864250002,17
2010-10-21,0,11.031044410998437,17
2010-10-22,0,0.4850019157390584,12
2010-10-23,7,-2.5152226552937513,0
2010-10-24,0,-7.864208110018751,1
2010-10-25,1,-1.999691454126562,11
2010-10-26,1,3.9002875003593758,14
2010-10-27,1,-2.230363787217188,8
2010-10-28,0,5.588382557304688,14
2010-10-29,0,-6.383550212990626,7
2010-10-30,3,-1.315082844335937,4
2010-10-31,1,-0.6335068586437498,4
2010-11-01,5,-0.35358715551249986,18
2010-11-02,1,1.7902645812500002,6
2010-11-03,0,7.445369463671875,6
2010-11-04,0,-3.629637297914064,10
2010-11-05,0,4.793002320121875,14
2010-11-06,0,2.575296656987499,4
2010-11-07,2,-7.546497000000001,0
2010-11-08,0,0.43235752500000046,6
2010-11-09,0,-0.20071459000000003,5
2010-11-10,0,-1.1198079597812498,9
2010-11-11,0,0.6381110421062501,4
2010-11-12,0,1.0893462563140623,8
2010-11-13,0,-1.603667821504688,3
2010-11-14,0,5.694268326096875,0
2010-11-15,0,-4.308444188389064,0
2010-11-16,0,-0.6393929635312499,0
2010-11-17,0,-1.262310123034375,2
2010-11-18,2,0.5738834874812502,8
2010-11-19,0,3.0462414548421872,5
2010-11-20,0,1.9214715526999995,1
2010-11-21,0,1.9139382258546869,1
2010-11-22,0,0.9874587235140622,4
2010-11-23,0,1.761941149348437,2
2010-11-24,0,-2.0286196671421886,1
2010-11-25,0,5.883834968373437,0
2010-11-26,0,1.894190520734373,1
2010-11-27,0,-6.675336708689063,1
2010-11-28,0,-3.3218188878343744,1
2010-11-29,0,3.787269695023438,5
2010-11-30,0,1.779436450896874,10
2010-12-01,0,0.8012173803812495,4
2010-12-02,0,2.619113890301562,9
