,kubevirt/kubevirt,liquidmetal-dev/flintlock,weaveworks/ignite
2021-07-28,20.0,5.0,0
2021-07-29,24.0,1.0000000000000004,0
2021-07-30,17.0,-1.7999999999999998,0
2021-07-31,0.0,-0.6799999999999999,0
2021-08-01,2.0,-0.40000000000000024,0
2021-08-02,8.0,-0.27456000000000025,1
2021-08-03,13.0,-0.20467200000000008,1
2021-08-04,7.0,-0.1607424,0
2021-08-05,12.0,-0.13089023999999994,0
2021-08-06,10.0,-0.10945791999999996,0
2021-08-07,0.0,-0.03839447039999999,0
2021-08-08,2.0,0.0,0
2021-08-09,4.0,10.0,2
2021-08-10,18.0,-1.9999999999999991,0
2021-08-11,39.0,4.0,0
2021-08-12,14.0,-3.2799999999999994,0
2021-08-13,12.0,0.7359999999999995,0
2021-08-14,0.0,-1.5667200000000001,0
2021-08-15,0.0,-0.7791360000000003,0
2021-08-16,17.0,-0.537344,0
2021-08-17,14.0,-0.40927744000000005,0
2021-08-18,15.0,-0.3284203519999999,0
2021-08-19,8.0,-0.16245698559999996,0
2021-08-20,10.0,3.8864699392,0
2021-08-21,1.0,-1.6303114239999996,0
2021-08-22,4.0,-0.5055963136,0
2021-08-23,10.0,-0.256,0
2021-08-24,13.0,-0.1664000000000002,0
2021-08-25,11.0,0.880192,0
2021-08-26,9.0,1.5081472,0
2021-08-27,2.0,-0.9934822399999998,0
2021-08-28,1.0,-0.364622848,0
2021-08-29,4.0,-0.22079262720000004,0
2021-08-30,4.0,-0.11315200000000011,0
2021-08-31,18.0,-0.08286720000000004,0
2021-09-01,12.0,-0.06429696000000001,0
2021-09-02,8.0,-0.05189683199999998,0
2021-09-03,5.0,-0.043109580799999984,2
2021-09-04,6.0,-0.025596313599999993,0
2021-09-05,2.0,0.0,0
2021-09-06,11.0,0.0,0
2021-09-07,7.0,0.0,0
2021-09-08,4.0,0.0,0
2021-09-09,13.0,3.0,0
2021-09-10,7.0,-0.19999999999999973,1
2021-09-11,0.0,-0.7599999999999999,0
2021-09-12,5.0,-0.312,0
2021-09-13,30.0,-0.18880000000000013,0
2021-09-14,14.0,-0.1314560000000001,0
2021-09-15,10.0,-0.09884160000000004,0
2021-09-16,16.0,-0.07807487999999999,0
2021-09-17,9.0,-0.06383769599999997,0
2021-09-18,1.0,-0.053550182399999986,0
2021-09-19,1.0,-0.012798156799999997,0
2021-09-20,11.0,0.0,0
