,neovim/neovim,microsoft/vscode,pulsar-edit/pulsar
2023-12-13,12,41.0,3
2023-12-14,14,22.600000000000005,0
2023-12-15,8,46.480000000000004,1
2023-12-16,18,-26.103999999999992,19
2023-12-17,6,-10.441600000000001,0
2023-12-18,12,37.901568,4
2023-12-19,14,37.7911808,8
2023-12-20,7,2.731658240000005,0
2023-12-21,11,-25.155986431999995,0
2023-12-22,19,-12.8688903168,0
2023-12-23,9,-8.546837299200003,0
2023-12-24,7,-5.536584601600003,0
2023-12-25,8,-4.4592082944000015,0
2023-12-26,7,-3.20841984,0
2023-12-27,8,-2.5245594623999987,0
2023-12-28,18,-1.5731615743999996,0
2023-12-29,3,1.3633908736000002,1
2023-12-30,9,6.0771621888,1
2023-12-31,1,-2.0991225855999995,2
2024-01-01,8,-1.3959538688,0
2024-01-02,21,1.3360018432,0
2024-01-03,7,15.784896,16
2024-01-04,9,18.662809600000003,0
2024-01-05,9,20.204564480000002,0
2024-01-06,5,-16.673068543999996,1
2024-01-07,2,-5.941160857600002,24
2024-01-08,4,50.6265467904,0
2024-01-09,9,8.2245343232,3
2024-01-10,2,14.166329856000004,1
2024-01-11,5,16.529784422400006,62
2024-01-12,14,11.009239142400002,5
2024-01-13,10,-20.798384332799998,5
2024-01-14,9,-3.204857446400002,1
2024-01-15,7,19.493607731199997,1
2024-01-16,17,15.0634540032,12
2024-01-17,23,19.939870720000002,1
2024-01-18,14,34.017834393600005,20
2024-01-19,9,-1.6666088447999954,4
2024-01-20,5,-22.825084416,20
2024-01-21,8,-12.610443161600001,13
2024-01-22,23,53.688231935999994,5
2024-01-23,12,-2.532782079999997,2
2024-01-24,17,16.079791411200002,1
2024-01-25,11,-1.0211044351999945,7
2024-01-26,8,7.773901414400001,1
2024-01-27,11,-18.482297344000003,10
2024-01-28,15,-10.666106982400002,6
2024-01-29,16,47.7275793408,12
2024-01-30,1,20.890407219200004,8
2024-01-31,4,32.2182145024,0
2024-02-01,12,11.33952604160001,1
2024-02-02,7,18.1459432448,5
2024-02-03,12,-30.331189248,3
2024-02-04,4,-15.329970483200007,3
2024-02-05,10,13.964052889599996,1
2024-02-06,13,12.412076031999998,2
2024-02-07,5,35.1587545088,0
2024-02-08,23,10.262040678400005,0
2024-02-09,11,31.593890611200003,5
2024-02-10,14,-26.83614812159999,7
2024-02-11,13,-14.863424204800001,3
2024-02-12,15,50.3538654208,0
2024-02-13,9,58.7677105152,0
2024-02-14,2,-13.382063411199994,0
2024-02-15,14,26.565936332800007,6
2024-02-16,17,23.178358784000004,13
2024-02-17,6,-38.359363788799996,1
2024-02-18,11,-12.927837696000001,2
2024-02-19,9,34.4213372928,0
2024-02-20,9,-4.878323302399998,1
2024-02-21,9,28.5316759552,0
2024-02-22,16,4.638678528000003,0
2024-02-23,5,25.801501184000003,0
2024-02-24,13,-27.4821322752,0
2024-02-25,9,-14.300305817600004,0
2024-02-26,9,35.179130777599994,0
2024-02-27,8,20.373534003200003,0
2024-02-28,14,16.605363097600005,0
2024-02-29,10,2.2234407936000053,0
