,sveltejs/svelte,vuejs/core,facebook/react
2018-10-19,3,0.0,8.0
2018-10-20,6,0.0,8.6
2018-10-21,0,0.0,0.8600000000000003
2018-10-22,0,0.0,-2.1309999999999993
2018-10-23,2,3.0,21.1992
2018-10-24,7,-2.4000000000000004,-5.9820495000000005
2018-10-25,0,-0.23999999999999988,-3.7884821499999983
2018-10-26,0,4.904,-2.1750114274999994
2018-10-27,13,-4.0528,1.475594192125
2018-10-28,25,15.566208,-2.065269171534376
2018-10-29,4,-11.9836544,21.842341259360936
2018-10-30,2,0.8144281600000003,-4.6448728041796885
2018-10-31,0,-3.061938176000001,-0.8521499463421867
2018-11-01,0,-0.6039185408000002,-1.0168326878859375
2018-11-02,0,11.676889599999999,2.8857530860343754
2018-11-03,0,-9.812917760000001,-2.74942507125
2018-11-04,5,-1.1135508479999996,-1.4367382377968747
2018-11-05,1,-0.48614195200000043,7.986404126551562
2018-11-06,1,-0.29141544960000004,5.547868105640624
2018-11-07,0,-0.15241768960000018,10.742916549098437
2018-11-08,1,5.8944878592,-2.2231992499953126
2018-11-09,1,-0.8702873600000007,10.160747458020314
2018-11-10,0,-2.734472704,-4.24799516029375
2018-11-11,0,-1.3555781632,-3.4553645786640614
2018-11-12,0,2.6864,-1.0295969762499992
2018-11-13,1,4.430015999999999,2.2371251478593748
2018-11-14,1,-5.949964800000001,0.5559677737640616
2018-11-15,0,-0.7339468799999999,-1.2011031405796881
2018-11-16,0,-0.3353502720000003,-0.4723841230546877
2018-11-17,0,-0.20279592960000015,-1.0883924851500006
2018-11-18,0,-0.1215678464000001,-0.6490705812906252
2018-11-19,0,-0.07639695360000007,4.671929199784375
2018-11-20,3,-0.054619136000000075,0.26856885073437464
2018-11-21,0,-0.04267028480000005,-1.3119632140453126
2018-11-22,0,-0.025420595199999944,4.348298060521875
2018-11-23,0,0.0,1.1046032697859371
2018-11-24,0,0.0,-0.6833863799984374
2018-11-25,0,0.0,-1.1019282257328122
2018-11-26,0,0.0,1.3743394062500003
2018-11-27,0,0.0,2.9541131186718745
2018-11-28,0,0.0,0.2446019378046873
2018-11-29,0,0.0,-0.3605160327156247
2018-11-30,0,0.0,2.012138732421875
2018-12-01,0,2.0,-0.4785949902109379
2018-12-02,1,-1.6,1.0231053185359376
2018-12-03,0,-0.15999999999999992,1.8722755892671876
2018-12-04,0,-0.06400000000000004,0.5261479964687499
2018-12-05,0,-0.03520000000000003,0.6848076464718749
2018-12-06,0,-0.022528000000000024,0.7265678022875
2018-12-07,0,-0.01576960000000002,0.76787577301875
2018-12-08,2,-0.011714560000000013,-1.2252183122796876
2018-12-09,1,-0.00907878400000002,-0.6331495914640624
2018-12-10,0,-0.007263027199999984,-0.4075358930140625
2018-12-11,0,0.0,-0.2990387492625001
2018-12-12,0,0.0,1.7835795542703123
2018-12-13,0,0.0,1.2566034675031248
2018-12-14,0,0.0,1.093165192503125
2018-12-15,8,0.0,-0.987920259996875
2018-12-16,4,0.0,-0.43649182646562484
2018-12-17,2,0.0,-0.2587654999999999
2018-12-18,0,0.0,2.813672775
2018-12-19,0,1.0,-1.0439167725000003
2018-12-20,0,-0.8,2.56877029396875
2018-12-21,1,-0.07999999999999996,-1.1753348074968752
2018-12-22,13,-0.03200000000000002,-0.4944077599968749
2018-12-23,37,-0.017600000000000015,-0.29482757646562496
2018-12-24,21,-0.011264000000000012,-0.19033008749999997
2018-12-25,9,-0.00788480000000001,0.85396742875
2018-12-26,8,-0.005857280000000006,-0.41747273779687516
2018-12-27,1,-0.00453939200000001,-0.20262206094843752
2018-12-28,7,-0.003631513599999992,-0.1071301502968751
2018-12-29,19,0.0,-0.08091273969843757
2018-12-30,1,0.0,-0.029720249999999997
2018-12-31,14,0.0,-0.023280862499999996
2019-01-01,21,0.0,-0.018957273750000003
2019-01-02,6,0.0,0.9841232832343749
2019-01-03,10,0.0,-0.3135834132328126
2019-01-04,4,0.0,-0.10499999999999993
2019-01-05,14,0.0,-0.05949999999999997
2019-01-06,0,0.0,-0.0401625
2019-01-07,0,0.0,0.97027975
2019-01-08,0,0.0,1.6767191375
2019-01-09,5,0.0,0.27604272625000004
2019-01-10,3,0.0,1.414623283234375
2019-01-11,5,0.0,-0.8777459132328125
2019-01-12,1,0.0,0.6204547500000002
2019-01-13,12,0.0,-0.5418838625
2019-01-14,5,0.0,1.71943575125
2019-01-15,4,0.0,4.203987373234375
2019-01-16,4,0.0,0.13898165448593724
2019-01-17,2,0.0,3.6453216592687503
2019-01-18,1,0.0,7.843557290735937
2019-01-19,12,0.0,-2.950377100215625
2019-01-20,2,0.0,-1.9388646917656243
2019-01-21,0,0.0,8.871844726767188
2019-01-22,0,1.0,-0.7828277772812506
2019-01-23,1,0.19999999999999996,8.45176572970625
2019-01-24,0,0.12,-0.6669857434453128
2019-01-25,2,-0.912,-1.2545290102937496
2019-01-26,10,-0.1296,-2.3378315075703124
2019-01-27,7,-0.06086400000000005,1.6365322759062502
2019-01-28,0,-0.03674880000000004,0.22042851176718736
2019-01-29,6,-0.025006080000000028,1.4140655235937498
2019-01-30,24,-0.018281472000000028,7.1669417561249995
2019-01-31,3,-0.014028185600000008,4.407727555879687
2019-02-01,2,-0.008170905600000002,-0.9438247101234376
2019-02-02,0,-0.003631513599999992,-1.6113576739624995
2019-02-03,5,0.0,-1.6722236227156246
2019-02-04,6,0.0,3.9723304647031252
2019-02-05,3,0.0,7.743347243020312
2019-02-06,4,0.0,9.9140174094875
2019-02-07,12,0.0,-3.982361718089063
2019-02-08,2,0.0,2.804770363029688
2019-02-09,4,0.0,-1.568480979909375
2019-02-10,1,0.0,-0.3815087689640624
2019-02-11,0,0.0,0.9954130930171878
2019-02-12,0,0.0,0.8756961036718751
2019-02-13,0,0.0,8.868705708679688
2019-02-14,3,0.0,12.531026610453123
2019-02-15,1,0.0,-2.995654586290625
2019-02-16,0,0.0,-1.0560516495593735
2019-02-17,24,0.0,-2.0834592979281243
2019-02-18,9,0.0,-2.048319918746875
2019-02-19,9,0.0,8.6628474644875
2019-02-20,12,0.0,2.0084464362546868
2019-02-21,1,0.0,17.38988552212969
2019-02-22,11,0.0,-0.11971366307656339
2019-02-23,3,0.0,-1.7382025757703117
2019-02-24,2,0.0,-2.9485985769781244
2019-02-25,3,1.0,2.492830418535938
2019-02-26,1,1.2,-0.13126657573281264
2019-02-27,3,1.3199999999999998,7.3556790773437495
2019-02-28,3,-0.5920000000000005,9.413012418328124
2019-03-01,1,3.0784000000000002,1.6812740785249982
2019-03-02,5,-4.302464,-5.245464119514063
2019-03-03,1,-0.5472127999999999,0.5286784908250008
2019-03-04,0,-0.2506188800000002,0.5296831740531251
2019-03-05,3,0.8495636479999998,1.6649690566890625
2019-03-06,2,-0.9023717376000001,2.4376859710390626
2019-03-07,10,-0.15201976320000005,7.129846360145312
2019-03-08,3,-0.08125972480000004,-4.482414607046875
2019-03-09,13,0.9524400127999999,3.0156651431156254
