,elastic/kibana,grafana/grafana,getsentry/sentry
2021-06-22,60,10.0,33
2021-06-23,62,13.0,34
2021-06-24,69,9.2,25
2021-06-25,10,1.7199999999999989,14
2021-06-26,1,-2.296000000000001,0
2021-06-27,1,-0.0633600000000012,0
2021-06-28,59,11.207872,21
2021-06-29,81,8.1827328,31
2021-06-30,86,7.61383168,48
2021-07-01,48,12.240134656,30
2021-07-02,3,7.080058368,20
2021-07-03,1,-5.577380147200001,0
2021-07-04,0,-1.9542636544000018,0
2021-07-05,17,11.791930265599998,13
2021-07-06,46,8.5888428032,38
2021-07-07,42,19.0148676608,34
2021-07-08,51,7.578786611200001,28
2021-07-09,41,7.345793331199999,35
2021-07-10,4,-4.3657520128,2
2021-07-11,0,-1.8433994752000014,0
2021-07-12,33,16.134199807999998,42
2021-07-13,43,14.1663241216,34
2021-07-14,39,11.8850115584,46
2021-07-15,36,9.5224173568,38
2021-07-16,35,10.637616230399999,22
2021-07-17,1,-5.492363264,0
2021-07-18,2,-4.430466969600003,0
2021-07-19,31,14.135718195199999,34
2021-07-20,38,10.440101171200002,35
2021-07-21,34,20.7195828224,40
2021-07-22,43,14.274701824000001,40
2021-07-23,4,2.0737526784,31
2021-07-24,0,-5.8125232128,1
2021-07-25,2,-4.100289331200002,0
2021-07-26,41,15.290174259199999,15
2021-07-27,38,4.328075776,28
2021-07-28,48,-0.12356218879999936,28
2021-07-29,41,18.1084548096,33
2021-07-30,33,6.2409874432000025,23
2021-07-31,1,-5.8576346112,0
2021-08-01,0,-3.0386289664000015,0
2021-08-02,40,6.987681689599999,18
2021-08-03,46,9.671017984,24
2021-08-04,26,21.445639372800002,23
2021-08-05,29,7.493405696,25
2021-08-06,5,3.3946762239999995,33
2021-08-07,1,-5.5759899648,2
2021-08-08,0,-3.0715287552000015,0
2021-08-09,32,12.934149119999999,4
2021-08-10,56,11.400274432,1
2021-08-11,46,5.2988488704000005,2
2021-08-12,45,6.805629132800001,1
2021-08-13,47,12.7387140096,0
2021-08-14,9,-4.339557376,1
2021-08-15,4,-1.6253015040000016,3
2021-08-16,61,8.311142399999998,0
2021-08-17,78,15.921408,15
2021-08-18,44,16.648568832000002,17
2021-08-19,44,12.2251145216,15
2021-08-20,36,3.1239740415999986,9
2021-08-21,2,-6.340218060800001,0
2021-08-22,4,-3.6353139712000013,0
2021-08-23,48,18.564187955199998,16
2021-08-24,47,12.9280796672,17
2021-08-25,47,8.0162963456,23
2021-08-26,55,8.328444416,32
2021-08-27,15,16.4216567808,20
2021-08-28,0,-7.10230784,0
2021-08-29,0,-2.3153516544000032,0
2021-08-30,38,5.785351679999998,26
2021-08-31,44,11.905978368,42
2021-09-01,47,19.2675163136,30
2021-09-02,26,9.0187674624,24
2021-09-03,46,-2.334071296000001,2
2021-09-04,0,-4.903165952,0
2021-09-05,1,-2.983471411200001,0
2021-09-06,19,10.029953945599999,0
2021-09-07,41,16.061912371200002,28
2021-09-08,53,12.799434854400001,17
2021-09-09,43,16.074899353600003,23
2021-09-10,26,12.875841536000001,16
2021-09-11,0,-8.214349516800002,0
