,getredash/redash,apache/superset,metabase/metabase
2020-01-30,0,1.7335693312,1
2020-01-31,0,1.0306776063999998,8
2020-02-01,0,-0.6942521343999999,0
2020-02-02,0,1.8379657215999998,0
2020-02-03,1,3.6810958848,3
2020-02-04,0,2.2446333952,6
2020-02-05,0,4.263100211199999,5
2020-02-06,1,-0.16592066559999985,3
2020-02-07,0,2.4673467392,0
2020-02-08,0,0.3186663424,0
2020-02-09,11,-1.3244639232000004,0
2020-02-10,4,0.2056027135999997,2
2020-02-11,2,0.21890170880000015,0
2020-02-12,0,1.2883404800000002,0
2020-02-13,1,-0.8308443135999996,5
2020-02-14,0,5.5462439936,4
2020-02-15,0,-1.4714789887999995,6
2020-02-16,1,-0.6718176256000002,0
2020-02-17,0,3.5986337792,1
2020-02-18,3,1.926227968,2
2020-02-19,1,3.8660734976,1
2020-02-20,2,2.4041824256,3
2020-02-21,0,-1.6048990208000005,8
2020-02-22,0,0.15072972799999984,0
2020-02-23,2,0.20686069759999992,0
2020-02-24,3,8.32892672,1
2020-02-25,1,-0.24061900799999947,5
2020-02-26,4,3.5390106623999995,5
2020-02-27,2,0.17181050880000015,2
2020-02-28,0,-1.3642623999999999,0
2020-02-29,0,-0.7842569216000004,0
2020-03-01,6,-0.5302456320000002,0
2020-03-02,0,2.5850648576,6
2020-03-03,3,3.0709718016000007,3
2020-03-04,3,0.6935092224000003,7
2020-03-05,0,5.0052692992,1
2020-03-06,1,2.256077824,4
2020-03-07,0,1.3880532991999996,2
2020-03-08,1,1.5613695999999995,0
2020-03-09,0,1.5828326399999995,12
2020-03-10,2,3.5766563839999996,8
2020-03-11,1,3.1616708608,6
2020-03-12,0,0.01666365439999984,6
2020-03-13,0,4.5423337472,4
2020-03-14,0,-1.0890415103999995,1
2020-03-15,1,-1.2767870976000004,0
2020-03-16,1,2.2036246528,5
2020-03-17,3,2.8319792128000003,2
2020-03-18,1,3.5383461888000003,8
2020-03-19,0,1.2197524480000004,1
2020-03-20,0,1.4940887039999997,2
2020-03-21,0,-1.4191996928,0
2020-03-22,0,0.19536578559999973,0
2020-03-23,0,1.2825552895999999,3
2020-03-24,4,10.129577984,2
2020-03-25,0,0.274513100800001,2
2020-03-26,0,11.1565174784,1
2020-03-27,0,2.382973952,5
2020-03-28,0,-1.9056719872000007,1
2020-03-29,0,0.21911162879999924,0
2020-03-30,1,2.4456340479999996,1
2020-03-31,1,-1.8302930944000002,4
2020-04-01,0,0.8976259072000001,2
2020-04-02,1,3.7923178496000003,2
2020-04-03,3,0.30809057280000074,0
2020-04-04,0,1.6956438528000004,0
2020-04-05,1,-1.2719724544,0
2020-04-06,2,3.3359763456,0
2020-04-07,0,5.737772851200001,0
2020-04-08,1,-0.05774684160000021,6
2020-04-09,0,6.617125376,3
2020-04-10,0,-0.4224171007999997,2
2020-04-11,0,1.3847536639999996,0
2020-04-12,1,-1.5397690368000003,0
2020-04-13,2,2.0960114687999996,2
2020-04-14,13,6.767616512,2
2020-04-15,0,6.660252774400001,3
2020-04-16,0,0.04705976320000005,2
2020-04-17,0,3.9600197631999996,0
2020-04-18,0,-1.3967183872,1
2020-04-19,1,1.5399237631999994,0
2020-04-20,1,2.4497573887999997,4
2020-04-21,1,4.271355904,3
2020-04-22,0,3.7830473728000005,0
2020-04-23,0,-0.4009331711999997,0
2020-04-24,3,6.3436155904,1
2020-04-25,3,-2.5536914432,0
2020-04-26,0,-1.3125151744000005,0
2020-04-27,0,2.1496718336,1
2020-04-28,1,3.7610359808,4
2020-04-29,2,6.2770904064,1
2020-04-30,2,6.4975737856,3
2020-05-01,0,0.9801947135999995,2
2020-05-02,1,-1.2886483968000002,2
2020-05-03,3,-0.5095212032000005,0
2020-05-04,2,0.8683878399999996,2
2020-05-05,1,5.816548864,1
2020-05-06,1,8.8276364288,2
2020-05-07,1,1.6733598720000007,0
2020-05-08,4,2.3738841088,2
2020-05-09,0,-2.4214025216,0
2020-05-10,0,-0.3104014336000007,0
2020-05-11,3,3.9073918975999997,4
2020-05-12,5,0.23987138559999988,6
2020-05-13,0,4.6103293952,4
2020-05-14,1,1.9340721152000007,8
2020-05-15,2,0.13672898560000024,1
2020-05-16,0,-1.3575941120000001,0
2020-05-17,0,3.2139105279999995,0
2020-05-18,0,3.676505088,0
2020-05-19,0,5.2698218495999996,2
2020-05-20,3,9.682530304,3
2020-05-21,2,0.4457705472000004,2
2020-05-22,1,-0.5323643904000006,1
2020-05-23,0,-0.8192480256000005,0
2020-05-24,4,-0.3287415808000005,0
2020-05-25,0,0.8979819519999999,1
2020-05-26,3,3.8172073984,29
2020-05-27,1,3.2594314240000006,2
2020-05-28,0,3.076361523200001,5
2020-05-29,1,-1.9942012927999997,7
2020-05-30,0,-0.9750803456000005,1
2020-05-31,4,-0.6327907328000002,0
2020-06-01,0,1.5414654976,1
2020-06-02,1,3.2442976256,2
2020-06-03,1,4.7563451392000005,1
2020-06-04,0,3.1650810880000004,2
2020-06-05,0,1.126514688,2
2020-06-06,0,-1.5358187520000004,0
2020-06-07,2,0.1753983999999995,0
2020-06-08,0,0.21921535999999975,3
2020-06-09,4,2.272464896,0
2020-06-10,0,8.9091981312,1
2020-06-11,4,1.3962763264000007,0
2020-06-12,0,1.9993291776,4
2020-06-13,0,-1.852274688,0
2020-06-14,0,-0.9993715712000005,0
2020-06-15,3,0.3256391679999997,5
2020-06-16,0,6.2815307776,2
2020-06-17,1,9.1112411136,2
2020-06-18,4,0.8612927488000008,3
2020-06-19,0,-0.2995512320000002,10
2020-06-20,0,-1.6161642496000002,0
2020-06-21,0,2.0293417983999995,0
2020-06-22,0,8.72877568,2
2020-06-23,3,0.23306444799999992,2
2020-06-24,1,8.023835545599999,1
2020-06-25,5,3.8250852352000004,3
2020-06-26,0,5.0148248576,1
2020-06-27,0,-2.1360992256000007,0
2020-06-28,1,-1.868614860800001,0
2020-06-29,3,6.771723263999999,1
2020-06-30,3,-0.531905331199999,1
2020-07-01,5,3.24198656,0
2020-07-02,4,4.967261388800001,5
2020-07-03,2,-0.5460500479999997,1
2020-07-04,0,1.3091981312,0
2020-07-05,0,-0.5926449152,1
2020-07-06,0,3.9123792895999996,7
2020-07-07,1,2.278948864,1
2020-07-08,2,4.2439625728,9
2020-07-09,1,6.8735700992,8
2020-07-10,0,6.076263424,4
2020-07-11,0,-2.2573498368000005,1
2020-07-12,2,-0.8429165568000008,0
2020-07-13,1,2.6142394367999993,6
2020-07-14,2,11.2650884096,2
2020-07-15,1,3.36325888,3
2020-07-16,4,1.8364606463999995,9
2020-07-17,1,2.2789892095999997,5
2020-07-18,0,-2.5540130816,3
2020-07-19,0,-0.43242178560000033,0
2020-07-20,0,3.8531096575999997,9
2020-07-21,0,3.1912508416,13
2020-07-22,0,3.9667713024000006,12
2020-07-23,2,5.676806860800001,1
2020-07-24,0,0.24260638720000038,4
2020-07-25,0,-0.9783941120000004,0
2020-07-26,0,-0.33469747200000044,0
2020-07-27,3,3.952818688,4
2020-07-28,1,6.2752976896,9
2020-07-29,0,8.442515968,6
2020-07-30,1,-0.48450918399999976,4
2020-07-31,1,5.6813372416,7
2020-08-01,0,-2.9447534591999998,0
