,apple/swift,JetBrains/kotlin,rust-lang/rust
2015-11-11,29,47,51
2015-11-12,56,30,51
2015-11-13,45,27,32
2015-11-14,29,0,27
2015-11-15,18,0,23
2015-11-16,45,23,41
2015-11-17,64,32,54
2015-11-18,46,60,20
2015-11-19,42,42,58
2015-11-20,21,50,44
2015-11-21,9,4,16
2015-11-22,2,0,25
2015-11-23,23,32,31
2015-11-24,13,28,33
2015-11-25,3,31,40
2015-11-26,4,20,41
2015-11-27,5,56,15
2015-11-28,5,6,14
2015-11-29,10,4,13
2015-11-30,38,50,39
2015-12-01,18,44,26
2015-12-02,26,55,37
2015-12-03,207,10,23
2015-12-04,166,7,29
2015-12-05,96,1,24
2015-12-06,68,0,23
2015-12-07,87,13,16
2015-12-08,108,33,27
2015-12-09,65,54,33
2015-12-10,130,33,30
2015-12-11,100,32,26
2015-12-12,55,7,22
2015-12-13,214,6,32
2015-12-14,83,51,26
2015-12-15,70,50,23
2015-12-16,154,6,45
2015-12-17,81,53,39
2015-12-18,94,52,55
2015-12-19,86,18,30
2015-12-20,48,0,13
2015-12-21,101,20,26
2015-12-22,107,8,21
2015-12-23,104,27,41
2015-12-24,69,6,6
2015-12-25,22,38,22
2015-12-26,27,10,8
2015-12-27,20,0,11
2015-12-28,31,21,18
2015-12-29,31,37,21
2015-12-30,26,17,40
2015-12-31,43,1,22
2016-01-01,61,0,17
2016-01-02,27,0,29
2016-01-03,27,0,18
2016-01-04,46,0,40
2016-01-05,26,1,27
2016-01-06,59,0,58
2016-01-07,38,12,42
2016-01-08,56,4,16
2016-01-09,43,0,16
2016-01-10,23,0,11
2016-01-11,25,7,29
2016-01-12,62,44,48
2016-01-13,51,64,41
2016-01-14,55,56,81
2016-01-15,44,28,37
2016-01-16,38,2,38
2016-01-17,31,15,29
2016-01-18,26,23,33
2016-01-19,30,81,31
2016-01-20,78,18,34
2016-01-21,74,53,42
2016-01-22,90,111,38
2016-01-23,47,2,35
2016-01-24,43,3,16
2016-01-25,40,18,25
2016-01-26,57,37,55
2016-01-27,79,32,30
2016-01-28,50,53,30
2016-01-29,45,17,52
2016-01-30,34,3,31
2016-01-31,6,0,32
2016-02-01,32,46,44
2016-02-02,63,30,55
2016-02-03,52,30,52
2016-02-04,55,17,45
2016-02-05,39,15,33
2016-02-06,70,7,27
2016-02-07,28,1,26
2016-02-08,47,34,39
2016-02-09,59,20,48
2016-02-10,63,24,29
2016-02-11,45,23,82
2016-02-12,57,5,56
2016-02-13,29,10,62
2016-02-14,22,2,43
2016-02-15,37,11,45
2016-02-16,51,21,22
2016-02-17,36,25,38
2016-02-18,62,12,38
2016-02-19,47,17,33
2016-02-20,65,37,26
2016-02-21,10,5,23
2016-02-22,52,1,21
2016-02-23,68,2,22
2016-02-24,65,15,45
2016-02-25,104,20,25
2016-02-26,58,41,42
2016-02-27,35,15,44
2016-02-28,23,1,29
2016-02-29,36,1,23
2016-03-01,50,11,28
2016-03-02,66,55,47
2016-03-03,66,90,28
2016-03-04,40,23,51
2016-03-05,38,0,28
2016-03-06,8,0,27
2016-03-07,48,2,55
2016-03-08,100,12,49
2016-03-09,92,16,53
2016-03-10,103,22,45
2016-03-11,72,15,37
2016-03-12,61,1,46
2016-03-13,29,1,52
2016-03-14,49,28,70
2016-03-15,77,15,49
2016-03-16,67,31,25
2016-03-17,92,3,118
2016-03-18,79,25,55
2016-03-19,36,0,42
2016-03-20,16,0,23
2016-03-21,48,5,67
2016-03-22,85,4,33
2016-03-23,44,8,57
2016-03-24,97,33,45
2016-03-25,90,26,71
2016-03-26,48,0,70
2016-03-27,19,0,41
2016-03-28,80,18,44
2016-03-29,56,40,59
2016-03-30,54,73,55
2016-03-31,58,30,50
2016-04-01,84,13,35
2016-04-02,39,0,34
2016-04-03,20,1,22
2016-04-04,39,77,33
2016-04-05,41,61,41
2016-04-06,50,20,70
2016-04-07,48,7,49
2016-04-08,67,79,29
2016-04-09,36,8,16
2016-04-10,18,0,17
2016-04-11,32,10,52
2016-04-12,50,20,24
2016-04-13,65,7,35
2016-04-14,69,30,75
2016-04-15,61,30,51
2016-04-16,36,0,24
2016-04-17,30,1,36
2016-04-18,32,15,22
2016-04-19,47,35,37
2016-04-20,37,59,23
2016-04-21,52,29,30
2016-04-22,38,27,27
2016-04-23,34,11,18
2016-04-24,19,1,26
2016-04-25,65,63,27
2016-04-26,50,24,27
2016-04-27,34,42,23
2016-04-28,31,24,44
2016-04-29,69,40,21
2016-04-30,13,0,19
2016-05-01,14,0,20
2016-05-02,33,0,87
2016-05-03,34,1,60
2016-05-04,63,12,11
2016-05-05,59,34,24
2016-05-06,50,18,43
2016-05-07,35,0,45
2016-05-08,17,1,21
2016-05-09,36,0,74
2016-05-10,47,22,49
2016-05-11,51,39,85
2016-05-12,44,17,38
2016-05-13,25,24,35
2016-05-14,24,8,35
2016-05-15,14,4,40
2016-05-16,28,12,42
2016-05-17,34,9,26
2016-05-18,31,21,54
2016-05-19,24,23,31
2016-05-20,33,29,31
2016-05-21,27,0,26
2016-05-22,22,0,12
2016-05-23,33,27,46
2016-05-24,44,24,51
2016-05-25,67,35,34
2016-05-26,25,41,29
2016-05-27,54,6,52
2016-05-28,8,0,35
2016-05-29,22,0,17
2016-05-30,17,4,50
2016-05-31,49,8,55
2016-06-01,50,16,59
2016-06-02,50,21,37
2016-06-03,44,21,33
2016-06-04,49,0,19
2016-06-05,27,2,56
2016-06-06,34,11,28
2016-06-07,40,92,42
2016-06-08,44,55,42
2016-06-09,50,56,66
2016-06-10,29,26,48
2016-06-11,14,0,23
2016-06-12,12,1,25
2016-06-13,22,9,31
2016-06-14,15,4,27
2016-06-15,37,19,24
2016-06-16,21,13,66
2016-06-17,29,6,24
2016-06-18,13,3,16
2016-06-19,38,13,16
2016-06-20,45,13,33
2016-06-21,62,36,43
2016-06-22,64,13,30
2016-06-23,60,13,43
2016-06-24,44,32,29
2016-06-25,35,44,29
2016-06-26,8,0,14
2016-06-27,20,27,27
2016-06-28,55,47,44
2016-06-29,50,26,44
2016-06-30,43,22,21
2016-07-01,54,11,42
2016-07-02,53,0,33
2016-07-03,24,5,28
2016-07-04,9,30,22
2016-07-05,55,23,34
2016-07-06,44,15,46
2016-07-07,73,16,29
2016-07-08,45,21,60
2016-07-09,16,3,16
2016-07-10,13,1,27
2016-07-11,25,32,23
2016-07-12,68,38,35
2016-07-13,65,31,36
2016-07-14,37,56,41
2016-07-15,40,18,35
2016-07-16,42,2,26
2016-07-17,33,0,25
2016-07-18,77,31,20
2016-07-19,73,35,31
2016-07-20,48,60,14
2016-07-21,66,35,25
2016-07-22,53,38,35
2016-07-23,71,2,7
2016-07-24,32,0,17
2016-07-25,68,21,18
2016-07-26,89,31,27
2016-07-27,48,29,34
2016-07-28,66,45,36
2016-07-29,111,39,53
2016-07-30,49,0,29
2016-07-31,20,0,24
2016-08-01,53,16,38
2016-08-02,37,2,41
2016-08-03,52,28,26
2016-08-04,72,3,38
2016-08-05,41,10,73
2016-08-06,18,0,42
2016-08-07,37,0,82
2016-08-08,55,52,72
2016-08-09,84,35,76
2016-08-10,49,81,44
2016-08-11,56,36,76
2016-08-12,38,37,27
2016-08-13,24,0,84
2016-08-14,10,0,52
2016-08-15,20,28,25
2016-08-16,28,143,31
2016-08-17,42,77,120
2016-08-18,27,44,59
2016-08-19,54,26,26
2016-08-20,17,6,38
2016-08-21,1,0,26
2016-08-22,34,32,40
2016-08-23,23,38,48
2016-08-24,33,29,39
2016-08-25,30,33,38
2016-08-26,26,33,19
2016-08-27,4,1,42
2016-08-28,30,0,41
2016-08-29,5,71,45
2016-08-30,19,24,61
2016-08-31,25,65,60
2016-09-01,29,49,53
2016-09-02,25,22,36
2016-09-03,38,0,40
2016-09-04,13,0,25
2016-09-05,7,31,56
2016-09-06,55,14,47
2016-09-07,35,52,41
2016-09-08,19,20,24
2016-09-09,30,36,18
2016-09-10,5,24,28
2016-09-11,19,0,34
2016-09-12,38,27,18
2016-09-13,46,28,60
2016-09-14,59,22,26
2016-09-15,65,23,42
2016-09-16,57,14,39
2016-09-17,16,0,14
2016-09-18,9,0,36
2016-09-19,30,30,29
2016-09-20,38,93,59
2016-09-21,29,7,14
2016-09-22,50,26,47
2016-09-23,55,14,35
2016-09-24,20,27,13
2016-09-25,25,0,26
2016-09-26,24,8,68
2016-09-27,17,32,67
2016-09-28,31,35,50
2016-09-29,41,38,40
2016-09-30,11,25,82
2016-10-01,17,2,40
2016-10-02,13,27,46
2016-10-03,43,34,46
2016-10-04,27,56,64
2016-10-05,30,55,29
2016-10-06,51,23,44
2016-10-07,24,50,43
2016-10-08,22,36,22
2016-10-09,9,0,21
2016-10-10,34,39,23
2016-10-11,55,76,43
2016-10-12,59,69,48
2016-10-13,37,54,20
2016-10-14,34,46,36
2016-10-15,42,1,29
2016-10-16,27,0,30
2016-10-17,35,19,32
2016-10-18,65,330,19
2016-10-19,42,19,62
2016-10-20,34,17,25
2016-10-21,45,22,63
2016-10-22,17,4,27
2016-10-23,20,1,16
2016-10-24,42,46,39
2016-10-25,61,32,26
2016-10-26,39,41,37
2016-10-27,21,40,27
2016-10-28,31,74,26
2016-10-29,19,0,12
2016-10-30,34,1,32
2016-10-31,52,18,36
2016-11-01,32,28,55
2016-11-02,75,18,41
2016-11-03,39,18,39
2016-11-04,29,2,40
2016-11-05,17,0,36
2016-11-06,21,0,25
2016-11-07,36,63,15
2016-11-08,23,60,39
2016-11-09,38,32,38
2016-11-10,22,16,53
2016-11-11,40,59,34
2016-11-12,41,0,67
2016-11-13,33,1,24
2016-11-14,36,17,31
2016-11-15,53,32,22
2016-11-16,42,55,28
2016-11-17,44,45,52
2016-11-18,55,47,43
2016-11-19,15,2,25
2016-11-20,28,0,38
2016-11-21,9,28,25
2016-11-22,14,69,30
2016-11-23,5,35,44
2016-11-24,26,33,26
2016-11-25,22,41,20
2016-11-26,14,2,20
2016-11-27,16,2,27
2016-11-28,33,23,37
2016-11-29,81,36,65
2016-11-30,40,39,30
2016-12-01,46,33,23
2016-12-02,79,29,26
2016-12-03,22,13,34
2016-12-04,22,1,24
2016-12-05,48,60,17
2016-12-06,66,25,32
2016-12-07,52,34,31
2016-12-08,49,58,27
2016-12-09,74,74,24
2016-12-10,38,0,13
2016-12-11,41,4,23
2016-12-12,62,45,32
2016-12-13,65,50,19
2016-12-14,57,21,46
2016-12-15,86,136,48
2016-12-16,40,32,17
2016-12-17,39,6,50
2016-12-18,60,0,28
2016-12-19,59,88,47
2016-12-20,71,42,84
2016-12-21,78,7,145
2016-12-22,52,29,39
2016-12-23,10,23,23
2016-12-24,3,1,24
2016-12-25,1,0,12
2016-12-26,16,19,17
2016-12-27,6,21,18
2016-12-28,4,19,37
2016-12-29,10,40,22
2016-12-30,3,19,97
2016-12-31,3,1,29
2017-01-01,11,0,18
2017-01-02,1,0,11
2017-01-03,20,0,49
2017-01-04,169,0,58
2017-01-05,80,1,34
2017-01-06,73,0,31
2017-01-07,57,0,23
2017-01-08,21,0,24
2017-01-09,68,29,31
2017-01-10,58,37,39
2017-01-11,71,59,23
2017-01-12,61,26,58
2017-01-13,102,80,34
2017-01-14,31,31,39
2017-01-15,18,7,22
2017-01-16,50,22,36
2017-01-17,44,7,54
2017-01-18,55,48,13
2017-01-19,58,42,43
2017-01-20,68,35,58
2017-01-21,35,5,27
2017-01-22,16,2,28
2017-01-23,41,44,17
2017-01-24,42,68,24
2017-01-25,52,77,31
2017-01-26,74,56,39
2017-01-27,67,76,26
2017-01-28,38,15,65
2017-01-29,26,2,18
2017-01-30,48,68,26
2017-01-31,33,26,27
2017-02-01,38,23,5
2017-02-02,42,40,43
2017-02-03,52,49,69
2017-02-04,39,0,59
2017-02-05,7,0,55
2017-02-06,77,42,38
2017-02-07,96,35,44
2017-02-08,67,74,73
2017-02-09,82,22,76
2017-02-10,64,15,75
2017-02-11,42,4,36
2017-02-12,36,2,32
2017-02-13,56,25,38
2017-02-14,77,7,27
2017-02-15,80,37,28
2017-02-16,72,30,39
2017-02-17,89,18,22
2017-02-18,85,2,32
2017-02-19,40,0,16
2017-02-20,90,12,37
2017-02-21,76,25,67
2017-02-22,59,45,24
2017-02-23,79,1,31
2017-02-24,80,19,36
2017-02-25,52,0,57
2017-02-26,18,0,27
2017-02-27,79,12,26
2017-02-28,117,27,72
2017-03-01,63,43,45
2017-03-02,71,21,34
2017-03-03,76,46,28
2017-03-04,14,0,22
2017-03-05,35,1,17
2017-03-06,79,24,24
2017-03-07,67,41,18
2017-03-08,60,4,26
2017-03-09,50,37,31
2017-03-10,57,44,48
2017-03-11,33,0,53
2017-03-12,18,0,35
2017-03-13,55,39,23
2017-03-14,104,33,61
2017-03-15,88,98,22
2017-03-16,75,18,14
2017-03-17,66,18,46
2017-03-18,45,0,28
2017-03-19,17,15,27
2017-03-20,50,94,35
2017-03-21,105,66,62
2017-03-22,85,75,54
2017-03-23,54,36,61
2017-03-24,78,45,33
2017-03-25,32,3,33
2017-03-26,42,11,29
2017-03-27,62,57,42
2017-03-28,67,32,28
2017-03-29,56,34,53
2017-03-30,77,62,77
2017-03-31,63,41,43
2017-04-01,65,7,19
2017-04-02,26,2,21
2017-04-03,62,40,27
2017-04-04,79,55,37
2017-04-05,90,22,49
2017-04-06,47,72,53
2017-04-07,80,29,41
2017-04-08,16,9,34
2017-04-09,15,8,31
2017-04-10,79,49,36
2017-04-11,86,36,52
2017-04-12,76,13,49
2017-04-13,93,52,45
2017-04-14,69,22,25
2017-04-15,51,0,54
2017-04-16,14,0,11
2017-04-17,77,49,19
2017-04-18,111,75,42
2017-04-19,63,58,21
2017-04-20,105,30,36
2017-04-21,85,59,42
2017-04-22,40,1,28
2017-04-23,54,0,29
2017-04-24,69,70,40
2017-04-25,87,16,43
2017-04-26,85,54,53
2017-04-27,83,47,31
2017-04-28,100,48,43
2017-04-29,47,1,19
2017-04-30,36,1,23
2017-05-01,67,0,53
2017-05-02,106,31,76
2017-05-03,108,32,62
2017-05-04,80,96,29
2017-05-05,79,53,49
2017-05-06,32,2,30
2017-05-07,28,4,39
2017-05-08,52,9,29
2017-05-09,66,5,54
2017-05-10,77,50,36
2017-05-11,88,33,95
2017-05-12,59,9,28
2017-05-13,56,0,53
2017-05-14,28,0,29
2017-05-15,58,15,36
2017-05-16,77,58,50
2017-05-17,83,52,32
2017-05-18,68,55,35
2017-05-19,89,27,35
2017-05-20,20,2,24
2017-05-21,12,1,21
2017-05-22,80,26,31
2017-05-23,77,27,51
2017-05-24,88,33,20
2017-05-25,73,11,72
2017-05-26,30,61,34
2017-05-27,32,4,26
2017-05-28,2,2,36
2017-05-29,24,22,14
2017-05-30,33,38,47
2017-05-31,56,53,44
2017-06-01,82,7,68
2017-06-02,76,10,44
2017-06-03,35,0,37
2017-06-04,22,0,46
2017-06-05,55,9,36
2017-06-06,54,46,58
2017-06-07,35,46,29
2017-06-08,31,37,30
2017-06-09,22,24,36
2017-06-10,8,2,22
2017-06-11,14,1,42
2017-06-12,27,4,67
2017-06-13,35,21,55
2017-06-14,91,38,38
2017-06-15,63,35,49
2017-06-16,62,20,36
2017-06-17,32,6,46
2017-06-18,3,1,33
2017-06-19,30,26,42
2017-06-20,56,53,62
2017-06-21,60,22,40
2017-06-22,78,27,52
2017-06-23,54,8,69
2017-06-24,23,4,56
2017-06-25,4,0,17
2017-06-26,47,26,20
2017-06-27,40,20,21
2017-06-28,73,20,36
2017-06-29,43,47,64
2017-06-30,51,11,32
2017-07-01,11,7,17
2017-07-02,5,0,17
2017-07-03,23,35,33
2017-07-04,3,16,48
2017-07-05,51,5,32
2017-07-06,56,34,35
2017-07-07,58,55,37
2017-07-08,3,13,25
2017-07-09,21,1,16
2017-07-10,37,61,37
2017-07-11,56,16,48
2017-07-12,57,30,48
2017-07-13,55,8,55
2017-07-14,34,50,23
2017-07-15,30,0,20
2017-07-16,17,0,13
2017-07-17,66,36,31
2017-07-18,57,52,32
2017-07-19,66,64,35
2017-07-20,26,38,80
2017-07-21,34,32,41
2017-07-22,14,0,45
2017-07-23,12,1,19
