,kubernetes/kubernetes,docker-archive/classicswarm,hashicorp/nomad
2017-05-31,99,-0.16397960426249952,33
2017-06-01,88,-0.09589536760781223,0
2017-06-02,55,1.9395393554375002,4
2017-06-03,72,-0.25273203617500006,1
2017-06-04,29,0.893202294928125,1
2017-06-05,72,-0.15700000000000014,2
2017-06-06,91,-0.08632499999999987,3
2017-06-07,68,-0.06073349999999991,3
2017-06-08,54,-0.04698652499999985,5
2017-06-09,44,-0.03830414249999988,5
2017-06-10,13,-0.03229863853124991,0
2017-06-11,10,-0.027891401321874926,0
2017-06-12,40,-0.009568313015624975,2
2017-06-13,71,-0.008398852535937478,0
2017-06-14,61,0.0,0
2017-06-15,47,3.0,4
2017-06-16,53,1.6999999999999997,8
2017-06-17,27,-0.3350000000000003,1
2017-06-18,5,-0.17550000000000013,0
2017-06-19,25,0.8810125000000002,0
2017-06-20,38,4.81032475,1
2017-06-21,54,1.3832804624999997,3
2017-06-22,78,1.4868948862499998,19
2017-06-23,116,0.49594516845312486,9
2017-06-24,39,0.5892375663609378,7
2017-06-25,3,-0.3538684675718747,9
2017-06-26,67,2.7760377412500006,6
2017-06-27,54,1.5272431807343751,2
2017-06-28,47,0.5234689148859377,3
2017-06-29,53,4.611902956289063,6
2017-06-30,48,4.275822460146875,2
2017-07-01,23,-0.8806349643375002,1
2017-07-02,5,-0.4778492030515624,3
2017-07-03,29,-0.32993321628593697,19
2017-07-04,32,-0.24795059404687417,1
2017-07-05,49,1.798179307610938,5
2017-07-06,36,-0.34764456183749975,19
2017-07-07,38,-0.20170889886406224,142
2017-07-08,41,-0.14683582775781231,8
2017-07-09,6,-0.08331926267968724,1
2017-07-10,23,2.9677665,5
2017-07-11,15,16.673675975,5
2017-07-12,118,2.1428126074999985,1
2017-07-13,50,-1.269636626031251,6
2017-07-14,76,0.25671479492812477,7
2017-07-15,14,2.386387250000001,0
2017-07-16,19,-0.741120787499999,2
2017-07-17,70,-0.4850023012499991,18
2017-07-18,94,7.623891674703126,21
2017-07-19,100,3.8896630861265624,27
2017-07-20,107,-1.1025660076734376,14
2017-07-21,74,2.46282485610625,39
2017-07-22,32,-0.6506494017656246,8
2017-07-23,2,-0.40435029158281166,11
2017-07-24,52,-0.2965764076078119,27
2017-07-25,96,1.7834528675000008,21
2017-07-26,69,-0.38036523537499967,34
2017-07-27,25,-0.24451842286562464,9
2017-07-28,84,1.8677246485703127,6
2017-07-29,13,-0.27002993904687494,2
2017-07-30,4,-0.1474300576078124,3
2017-07-31,52,-0.08332402499999997,19
2017-08-01,47,-0.06351239249999978,20
2017-08-02,80,-0.051370126031249845,20
2017-08-03,101,-0.04312173007187488,3
2017-08-04,64,0.9778126075000001,37
2017-08-05,39,-0.11913662603125004,1
2017-08-06,16,-0.061797705071874987,2
2017-08-07,59,0.9715,22
2017-08-08,61,-0.1206625,13
2017-08-09,55,1.93888325,5
2017-08-10,88,-0.24166201250000016,18
2017-08-11,58,-0.12175619624999995,19
2017-08-12,41,-0.08268506301562496,10
2017-08-13,7,-0.0628858650359373,0
2017-08-14,70,-0.04332719624999986,25
2017-08-15,78,-0.0358923380156249,12
2017-08-16,75,-0.03058624503593741,11
2017-08-17,82,-0.01913662603124995,32
2017-08-18,73,-0.016797705071874957,10
2017-08-19,16,0.0,2
2017-08-20,5,0.0,0
2017-08-21,56,0.0,14
2017-08-22,74,0.0,17
2017-08-23,93,0.0,24
2017-08-24,83,1.0,7
2017-08-25,128,-0.10000000000000009,25
2017-08-26,83,-0.04500000000000003,1
2017-08-27,16,-0.028500000000000022,0
2017-08-28,57,-0.020662499999999924,29
2017-08-29,81,2.98388325,37
2017-08-30,91,-0.31316201250000025,17
2017-08-31,48,0.8539063037499999,8
2017-09-01,134,-0.19506831301562513,5
2017-09-02,28,-0.11538635253593729,0
2017-09-03,82,-0.07685024999999987,0
2017-09-04,49,-0.06014853749999981,93
2017-09-05,77,0.9506021612500002,24
2017-09-06,62,-0.14186695154687498,9
2017-09-07,55,-0.08129025385781244,10
2017-09-08,64,-0.038068313015624994,12
2017-09-09,10,-0.029061352535937404,5
2017-09-10,5,-0.016116749999999947,7
2017-09-11,25,-0.01316201249999996,18
2017-09-12,44,-0.011093696249999967,7
2017-09-13,62,-0.009568313015624975,24
2017-09-14,31,-0.008398852535937478,56
2017-09-15,66,0.0,47
2017-09-16,15,0.0,8
2017-09-17,1,0.0,24
2017-09-18,27,0.0,5
2017-09-19,38,0.0,17
2017-09-20,60,0.0,3
2017-09-21,50,0.0,2
2017-09-22,27,0.0,1
2017-09-23,91,0.0,0
2017-09-24,47,0.0,1
2017-09-25,53,0.0,20
2017-09-26,44,0.0,33
2017-09-27,50,0.0,31
2017-09-28,55,0.0,7
2017-09-29,60,0.0,15
2017-09-30,19,0.0,4
2017-10-01,7,0.0,0
2017-10-02,30,0.0,11
2017-10-03,68,0.0,18
2017-10-04,47,0.0,2
2017-10-05,46,2.0,12
2017-10-06,50,-0.20000000000000018,12
2017-10-07,14,-0.09000000000000007,0
2017-10-08,6,-0.057000000000000044,0
2017-10-09,60,-0.04132499999999985,16
2017-10-10,55,0.9677665000000001,8
2017-10-11,67,-0.126324025,31
2017-10-12,66,-0.06718739249999997,43
2017-10-13,68,-0.047636626031249976,35
2017-10-14,18,-0.03746020507187488,2
2017-10-15,8,0.9838832500000001,1
2017-10-16,78,-0.11316201250000005,31
2017-10-17,55,-0.05609369625,18
2017-10-18,74,-0.038068313015624994,14
2017-10-19,93,-0.029061352535937404,36
2017-10-20,47,-0.016116749999999947,9
2017-10-21,22,0.9868379875000001,1
2017-10-22,8,-0.11109369625000005,1
2017-10-23,55,-0.05456831301562501,17
2017-10-24,75,-0.0368988525359375,35
2017-10-25,76,-0.020662499999999924,17
2017-10-26,82,-0.016116749999999947,18
2017-10-27,74,-0.01316201249999996,14
2017-10-28,26,-0.011093696249999967,3
2017-10-29,10,-0.009568313015624975,0
2017-10-30,42,0.9916011474640625,5
2017-10-31,63,-0.10000000000000009,12
2017-11-01,82,-0.04500000000000003,59
2017-11-02,89,-0.028500000000000022,22
2017-11-03,76,0.9793375000000001,36
2017-11-04,20,-0.11611675000000003,1
2017-11-05,12,-0.05816201249999999,2
2017-11-06,56,1.96040630375,6
2017-11-07,95,-0.2302308130156251,5
2017-11-08,40,0.8854843974640625,1
2017-11-09,111,-0.1701620125000001,3
2017-11-10,95,-0.09741869624999985,13
2017-11-11,30,-0.0703018130156249,2
2017-11-12,13,-0.05538537753593732,0
2017-11-13,69,-0.03830414249999988,25
2017-11-14,81,-0.03229863853124991,9
2017-11-15,75,-0.027891401321874926,24
2017-11-16,95,-0.009568313015624975,8
2017-11-17,53,-0.008398852535937478,26
2017-11-18,76,0.0,4
2017-11-19,41,0.0,2
2017-11-20,89,0.0,17
2017-11-21,110,0.0,27
2017-11-22,143,0.0,1
2017-11-23,71,0.0,2
2017-11-24,30,0.0,0
2017-11-25,15,0.0,0
2017-11-26,3,0.0,0
2017-11-27,41,0.0,2
2017-11-28,47,0.0,3
2017-11-29,48,0.0,9
2017-11-30,31,1.0,27
2017-12-01,33,-0.10000000000000009,7
2017-12-02,10,-0.04500000000000003,1
2017-12-03,5,-0.028500000000000022,2
2017-12-04,31,-0.020662499999999924,13
2017-12-05,24,-0.016116749999999947,7
2017-12-06,20,-0.01316201249999996,23
2017-12-07,21,-0.011093696249999967,17
2017-12-08,13,-0.009568313015624975,20
2017-12-09,2,-0.008398852535937478,1
2017-12-10,3,0.0,1
2017-12-11,19,0.0,6
2017-12-12,22,0.0,30
2017-12-13,30,0.0,4
2017-12-14,68,0.0,2
2017-12-15,42,0.0,3
2017-12-16,75,0.0,0
2017-12-17,58,0.0,0
2017-12-18,70,0.0,9
2017-12-19,68,1.0,6
2017-12-20,51,-0.10000000000000009,10
2017-12-21,47,-0.04500000000000003,5
2017-12-22,30,-0.028500000000000022,0
2017-12-23,18,-0.020662499999999924,0
2017-12-24,0,-0.016116749999999947,0
2017-12-25,19,-0.01316201249999996,0
2017-12-26,8,0.98890630375,0
2017-12-27,16,-0.10956831301562506,2
2017-12-28,11,0.9466011474640625,0
2017-12-29,9,-0.12850000000000011,1
2017-12-30,2,-0.06566249999999996,0
2017-12-31,0,-0.04461674999999997,0
2018-01-01,1,-0.03382451249999988,0
2018-01-02,40,1.97278955375,2
2018-01-03,51,1.777269674484375,11
2018-01-04,50,0.6905074512140623,12
2018-01-05,39,0.7434316869843749,1
2018-01-06,19,-0.2517238525359375,0
2018-01-07,19,-0.14705849999999981,0
2018-01-08,34,-0.10772002499999977,30
2018-01-09,47,-0.08529066749999972,16
2018-01-10,91,-0.07060278103124978,6
2018-01-11,32,-0.060190039853124835,3
2018-01-12,37,-0.0374597143374999,7
2018-01-13,35,-0.017967165551562456,2
2018-01-14,5,-0.008398852535937478,2
2018-01-15,42,0.0,0
2018-01-16,48,0.0,8
2018-01-17,47,0.0,57
2018-01-18,59,0.0,19
2018-01-19,103,0.0,14
2018-01-20,37,0.0,0
2018-01-21,5,0.0,4
2018-01-22,20,0.0,7
2018-01-23,78,0.0,14
2018-01-24,47,2.0,4
2018-01-25,48,0.7999999999999998,4
2018-01-26,56,0.8099999999999998,6
2018-01-27,16,-0.20200000000000018,1
2018-01-28,4,-0.1148249999999999,0
2018-01-29,47,-0.08139599999999984,9
2018-01-30,63,-0.06310327499999979,13
2018-01-31,61,-0.05146615499999985,65
2018-02-01,60,-0.043392334781249875,11
2018-02-02,57,-0.0374597143374999,3
2018-02-03,26,-0.017967165551562456,2
2018-02-04,16,-0.008398852535937478,0
2018-02-05,50,0.0,3
2018-02-06,79,0.0,46
2018-02-07,98,1.0,8
2018-02-08,87,-0.10000000000000009,7
2018-02-09,83,-0.04500000000000003,6
2018-02-10,16,-0.028500000000000022,0
2018-02-11,31,-0.020662499999999924,0
2018-02-12,44,0.9838832500000001,9
2018-02-13,84,0.8868379875,1
2018-02-14,63,-0.15609369625000008,6
2018-02-15,58,0.916931686984375,79
2018-02-16,64,-0.1575613525359375,3
2018-02-17,21,-0.08177924999999991,1
2018-02-18,5,-0.05777876249999993,0
2018-02-19,17,-0.044918208749999855,0
2018-02-20,51,-0.03677875926562489,10
2018-02-21,69,-0.031129178051562414,8
2018-02-22,105,-0.019492548785937445,3
2018-02-23,104,-0.009568313015624975,0
2018-02-24,46,-0.008398852535937478,1
2018-02-25,42,0.0,0
2018-02-26,93,0.0,11
2018-02-27,118,0.0,8
2018-02-28,80,0.0,2
2018-03-01,54,0.0,5
2018-03-02,34,0.0,1
2018-03-03,18,0.0,24
2018-03-04,4,0.0,1
2018-03-05,38,0.0,18
2018-03-06,36,0.0,9
2018-03-07,34,0.0,3
2018-03-08,34,0.0,17
2018-03-09,35,1.0,9
2018-03-10,11,-0.10000000000000009,1
2018-03-11,5,-0.04500000000000003,167
2018-03-12,33,-0.028500000000000022,9
2018-03-13,46,-0.020662499999999924,19
2018-03-14,16,-0.016116749999999947,65
2018-03-15,15,-0.01316201249999996,7
2018-03-16,34,-0.011093696249999967,24
2018-03-17,3,-0.009568313015624975,4
2018-03-18,2,-0.008398852535937478,0
2018-03-19,27,0.0,13
2018-03-20,83,0.0,26
2018-03-21,85,0.0,118
2018-03-22,67,0.0,33
2018-03-23,23,0.0,15
2018-03-24,14,0.0,1
2018-03-25,16,0.0,2
2018-03-26,39,0.0,15
2018-03-27,70,0.0,33
2018-03-28,51,2.0,30
2018-03-29,37,-0.20000000000000018,39
2018-03-30,59,-0.09000000000000007,44
2018-03-31,25,-0.057000000000000044,1
2018-04-01,5,-0.04132499999999985,0
2018-04-02,36,-0.032233499999999894,4
2018-04-03,40,-0.02632402499999992,16
2018-04-04,61,-0.022187392499999934,21
2018-04-05,39,-0.01913662603124995,17
2018-04-06,60,-0.016797705071874957,2
2018-04-07,20,0.0,4
2018-04-08,14,0.0,0
2018-04-09,41,0.0,27
2018-04-10,39,0.0,33
2018-04-11,65,0.0,24
2018-04-12,68,4.0,45
2018-04-13,64,-0.40000000000000036,10
2018-04-14,13,-0.18000000000000013,2
2018-04-15,5,-0.11400000000000009,1
2018-04-16,51,0.9173500000000003,23
2018-04-17,46,-0.16446699999999986,17
2018-04-18,69,-0.09764804999999988,15
2018-04-19,71,-0.07287478499999989,19
2018-04-20,36,-0.058935752062499826,5
2018-04-21,12,-0.049712160143749864,3
2018-04-22,4,-0.01316201249999996,1
2018-04-23,38,-0.011093696249999967,9
2018-04-24,57,-0.009568313015624975,8
2018-04-25,83,-0.008398852535937478,14
2018-04-26,54,0.0,30
2018-04-27,60,0.0,12
2018-04-28,24,0.0,0
2018-04-29,8,0.0,0
2018-04-30,30,0.0,1
2018-05-01,30,0.0,4
2018-05-02,28,0.0,12
2018-05-03,47,0.0,5
2018-05-04,41,0.0,18
2018-05-05,5,0.0,18
2018-05-06,2,0.0,0
2018-05-07,37,0.0,73
2018-05-08,43,0.0,10
2018-05-09,66,1.0,18
2018-05-10,52,-0.10000000000000009,19
2018-05-11,58,-0.04500000000000003,13
2018-05-12,11,-0.028500000000000022,2
2018-05-13,3,-0.020662499999999924,0
2018-05-14,59,-0.016116749999999947,6
2018-05-15,75,-0.01316201249999996,1
2018-05-16,62,-0.011093696249999967,0
2018-05-17,68,-0.009568313015624975,1
2018-05-18,50,0.9916011474640625,1
2018-05-19,28,-0.10000000000000009,0
2018-05-20,5,-0.04500000000000003,0
2018-05-21,36,-0.028500000000000022,28
2018-05-22,72,-0.020662499999999924,19
2018-05-23,71,-0.016116749999999947,7
2018-05-24,66,-0.01316201249999996,14
2018-05-25,66,-0.011093696249999967,32
2018-05-26,17,-0.009568313015624975,1
2018-05-27,14,-0.008398852535937478,0
2018-05-28,34,0.0,0
2018-05-29,50,3.0,6
2018-05-30,64,0.6999999999999997,38
2018-05-31,60,0.7649999999999998,35
2018-06-01,58,2.7695,26
2018-06-02,33,-0.4354875000000001,0
2018-06-03,11,-0.23251274999999988,0
2018-06-04,67,-0.1617652874999998,6
2018-06-05,82,-0.12454735124999958,13
2018-06-06,46,-0.10131089779687469,17
2018-06-07,44,-0.08534460437343726,22
2018-06-08,38,-0.05124825430156236,7
2018-06-09,6,-0.037103791582812407,0
2018-06-10,0,-0.025196557607812434,0
2018-06-11,16,0.0,21
2018-06-12,37,0.0,6
2018-06-13,20,1.0,14
2018-06-14,22,-0.10000000000000009,5
2018-06-15,14,-0.04500000000000003,1
2018-06-16,3,-0.028500000000000022,0
2018-06-17,2,-0.020662499999999924,0
2018-06-18,20,-0.016116749999999947,0
2018-06-19,25,-0.01316201249999996,5
2018-06-20,83,-0.011093696249999967,8
2018-06-21,74,-0.009568313015624975,10
2018-06-22,82,-0.008398852535937478,6
2018-06-23,18,0.0,0
2018-06-24,10,0.0,0
2018-06-25,28,0.0,0
2018-06-26,31,0.0,1
2018-06-27,40,0.0,0
2018-06-28,45,0.0,1
2018-06-29,51,0.0,2
2018-06-30,21,0.0,5
